bar_idx,date,close,rolling_mdd,rolling_atr_q90,atr_ratio,alert_level,alert_name
447,2019-03-24,3992.18,0.524842,297.18,0.5547,0,NORMAL
448,2019-03-25,3936.12,0.524842,297.18,0.5547,0,NORMAL
449,2019-03-26,3948.55,0.524842,297.18,0.5547,0,NORMAL
450,2019-03-27,4038.05,0.524842,297.18,0.5547,0,NORMAL
451,2019-03-28,4027.81,0.524842,297.18,0.5547,0,NORMAL
452,2019-03-29,4103.25,0.524842,297.18,0.5547,0,NORMAL
453,2019-03-30,4106.97,0.524842,297.18,0.5547,0,NORMAL
454,2019-03-31,4103.95,0.524842,297.18,0.5547,0,NORMAL
455,2019-04-01,4144.56,0.524842,297.18,0.5547,0,NORMAL
456,2019-04-02,4857.29,0.524842,297.18,0.5547,0,NORMAL
457,2019-04-03,4932.60,0.524842,297.18,0.5547,0,NORMAL
458,2019-04-04,4898.66,0.524842,297.18,0.5547,0,NORMAL
459,2019-04-05,5004.95,0.524842,297.18,0.5547,0,NORMAL
460,2019-04-06,5043.89,0.524842,297.18,0.5547,0,NORMAL
461,2019-04-07,5170.27,0.524842,297.18,0.5547,0,NORMAL
462,2019-04-08,5236.90,0.524842,297.18,0.5547,0,NORMAL
463,2019-04-09,5150.00,0.524842,297.18,0.5547,0,NORMAL
464,2019-04-10,5308.25,0.524842,297.18,0.5547,0,NORMAL
465,2019-04-11,5017.37,0.524842,297.18,0.5547,0,NORMAL
466,2019-04-12,5048.01,0.524842,297.18,0.5547,0,NORMAL
467,2019-04-13,5045.22,0.524842,297.18,0.5547,0,NORMAL
468,2019-04-14,5131.30,0.523547,297.18,0.5547,0,NORMAL
469,2019-04-15,5024.95,0.514770,297.18,0.5547,0,NORMAL
470,2019-04-16,5173.72,0.512645,297.18,0.5547,0,NORMAL
471,2019-04-17,5202.82,0.512645,297.18,0.5547,0,NORMAL
472,2019-04-18,5258.44,0.512645,297.18,0.5547,0,NORMAL
473,2019-04-19,5258.68,0.511986,297.18,0.5547,0,NORMAL
474,2019-04-20,5291.73,0.511782,297.18,0.5547,0,NORMAL
475,2019-04-21,5256.14,0.511782,297.18,0.5547,0,NORMAL
476,2019-04-22,5357.14,0.511782,297.18,0.5547,0,NORMAL
477,2019-04-23,5493.31,0.511782,297.18,0.5547,0,NORMAL
478,2019-04-24,5415.00,0.511782,297.18,0.5547,0,NORMAL
479,2019-04-25,5219.90,0.511782,297.18,0.5547,0,NORMAL
480,2019-04-26,5314.10,0.511782,297.18,0.5547,0,NORMAL
481,2019-04-27,5295.69,0.511782,297.18,0.5547,0,NORMAL
482,2019-04-28,5307.52,0.511782,297.18,0.5547,0,NORMAL
483,2019-04-29,5238.14,0.511782,297.18,0.5547,0,NORMAL
484,2019-04-30,5320.81,0.511782,297.18,0.5547,0,NORMAL
485,2019-05-01,5383.20,0.511782,297.18,0.5547,0,NORMAL
486,2019-05-02,5492.87,0.511782,297.18,0.5547,0,NORMAL
487,2019-05-03,5772.69,0.511782,297.18,0.5547,0,NORMAL
488,2019-05-04,5829.45,0.511782,297.18,0.5547,0,NORMAL
489,2019-05-05,5775.62,0.511782,297.18,0.5547,0,NORMAL
490,2019-05-06,5747.79,0.504352,297.18,0.5547,0,NORMAL
491,2019-05-07,5846.34,0.502650,297.18,0.5547,0,NORMAL
492,2019-05-08,5987.29,0.502650,297.18,0.5547,0,NORMAL
493,2019-05-09,6209.18,0.502650,297.18,0.5547,0,NORMAL
494,2019-05-10,6373.33,0.502650,297.18,0.5547,0,NORMAL
495,2019-05-11,7076.22,0.502650,297.18,0.5547,0,NORMAL
496,2019-05-12,6967.31,0.457700,304.27,0.5679,0,NORMAL
497,2019-05-13,7790.71,0.441770,308.24,0.5753,0,NORMAL
498,2019-05-14,7947.56,0.432759,312.57,0.5834,0,NORMAL
499,2019-05-15,8169.87,0.432759,320.16,0.5976,0,NORMAL
500,2019-05-16,7866.59,0.432759,326.15,0.6087,0,NORMAL
501,2019-05-17,7355.26,0.345886,330.44,0.6168,0,NORMAL
502,2019-05-18,7257.45,0.310948,330.65,0.6171,0,NORMAL
503,2019-05-19,8148.48,0.310948,331.36,0.6185,0,NORMAL
504,2019-05-20,7938.15,0.273467,334.91,0.6251,0,NORMAL
505,2019-05-21,7904.87,0.273467,335.69,0.6266,0,NORMAL
506,2019-05-22,7628.43,0.252365,336.99,0.6290,0,NORMAL
507,2019-05-23,7851.51,0.252365,338.92,0.6326,0,NORMAL
508,2019-05-24,7964.87,0.252365,340.67,0.6359,0,NORMAL
509,2019-05-25,8025.41,0.252365,340.67,0.6359,0,NORMAL
510,2019-05-26,8614.43,0.252365,342.07,0.6385,0,NORMAL
511,2019-05-27,8756.32,0.252365,342.07,0.6385,0,NORMAL
512,2019-05-28,8715.64,0.233483,342.33,0.6389,0,NORMAL
513,2019-05-29,8645.68,0.233483,342.33,0.6389,0,NORMAL
514,2019-05-30,8269.54,0.228139,344.27,0.6426,0,NORMAL
515,2019-05-31,8555.00,0.187244,372.86,0.6959,0,NORMAL
516,2019-06-01,8544.07,0.187244,398.35,0.7435,0,NORMAL
517,2019-06-02,8725.98,0.160810,399.94,0.7465,0,NORMAL
518,2019-06-03,8115.82,0.160810,417.02,0.7784,0,NORMAL
519,2019-06-04,7687.03,0.160810,446.28,0.8330,0,NORMAL
520,2019-06-05,7776.50,0.160810,453.50,0.8464,0,NORMAL
521,2019-06-06,7786.70,0.160810,455.08,0.8494,0,NORMAL
522,2019-06-07,7980.53,0.160810,457.03,0.8530,0,NORMAL
523,2019-06-08,7893.62,0.160810,457.03,0.8530,0,NORMAL
524,2019-06-09,7628.13,0.160810,457.03,0.8530,0,NORMAL
525,2019-06-10,7982.75,0.160810,457.03,0.8530,0,NORMAL
526,2019-06-11,7884.90,0.160810,457.03,0.8530,0,NORMAL
527,2019-06-12,8127.64,0.160810,457.03,0.8530,0,NORMAL
528,2019-06-13,8218.54,0.160810,457.03,0.8530,0,NORMAL
529,2019-06-14,8650.00,0.160810,457.03,0.8530,0,NORMAL
530,2019-06-15,8808.70,0.160810,457.03,0.8530,0,NORMAL
531,2019-06-16,8953.33,0.160810,457.03,0.8530,0,NORMAL
532,2019-06-17,9313.96,0.160810,457.03,0.8530,0,NORMAL
533,2019-06-18,9081.55,0.152098,457.03,0.8530,0,NORMAL
534,2019-06-19,9255.49,0.152098,457.03,0.8530,0,NORMAL
535,2019-06-20,9517.12,0.152098,457.03,0.8530,0,NORMAL
536,2019-06-21,10159.86,0.152098,457.03,0.8530,0,NORMAL
537,2019-06-22,10729.50,0.147758,461.12,0.8607,0,NORMAL
538,2019-06-23,10906.07,0.147758,462.30,0.8629,0,NORMAL
539,2019-06-24,11056.59,0.147758,467.51,0.8726,0,NORMAL
540,2019-06-25,11820.86,0.147758,474.21,0.8851,0,NORMAL
541,2019-06-26,13093.80,0.147758,474.83,0.8863,0,NORMAL
542,2019-06-27,11329.99,0.147758,475.24,0.8870,0,NORMAL
543,2019-06-28,12400.63,0.147758,476.08,0.8886,0,NORMAL
544,2019-06-29,11903.13,0.147758,478.82,0.8937,0,NORMAL
545,2019-06-30,10854.10,0.171050,479.56,0.8951,0,NORMAL
546,2019-07-01,10624.93,0.188553,480.11,0.8961,0,NORMAL
547,2019-07-02,10842.85,0.188553,484.42,0.9042,0,NORMAL
548,2019-07-03,11940.00,0.188553,484.97,0.9052,0,NORMAL
549,2019-07-04,11145.67,0.188553,487.19,0.9093,0,NORMAL
550,2019-07-05,10970.73,0.188553,487.72,0.9103,0,NORMAL
551,2019-07-06,11256.49,0.188553,491.15,0.9167,0,NORMAL
552,2019-07-07,11406.24,0.188553,495.74,0.9253,0,NORMAL
553,2019-07-08,12238.60,0.188553,496.58,0.9269,0,NORMAL
554,2019-07-09,12543.41,0.188553,498.11,0.9297,0,NORMAL
555,2019-07-10,12108.37,0.188553,507.37,0.9470,0,NORMAL
556,2019-07-11,11342.89,0.188553,528.40,0.9863,0,NORMAL
557,2019-07-12,11757.22,0.188553,530.85,0.9908,0,NORMAL
558,2019-07-13,11355.76,0.188553,561.47,1.0480,0,NORMAL
559,2019-07-14,10174.18,0.222977,685.75,1.2799,0,NORMAL
560,2019-07-15,10838.72,0.222977,837.30,1.5628,1,AMBER
561,2019-07-16,9439.59,0.279079,880.64,1.6437,2,RED
562,2019-07-17,9667.92,0.279079,887.37,1.6563,2,RED
563,2019-07-18,10627.16,0.279079,898.19,1.6765,2,RED
564,2019-07-19,10504.29,0.279079,901.66,1.6829,2,RED
565,2019-07-20,10740.23,0.279079,914.70,1.7073,2,RED
566,2019-07-21,10589.45,0.279079,924.80,1.7261,2,RED
567,2019-07-22,10340.31,0.279079,934.35,1.7439,2,RED
568,2019-07-23,9864.91,0.279079,934.35,1.7439,2,RED
569,2019-07-24,9763.28,0.279079,934.35,1.7439,2,RED
570,2019-07-25,9879.87,0.279079,934.35,1.7439,2,RED
571,2019-07-26,9824.00,0.279079,934.35,1.7439,2,RED
572,2019-07-27,9476.52,0.279079,934.35,1.7439,2,RED
573,2019-07-28,9541.54,0.279079,934.35,1.7439,2,RED
574,2019-07-29,9507.64,0.279079,934.35,1.7439,2,RED
575,2019-07-30,9574.21,0.279079,934.35,1.7439,2,RED
576,2019-07-31,10080.53,0.279079,934.35,1.7439,2,RED
577,2019-08-01,10374.99,0.279079,934.35,1.7439,2,RED
578,2019-08-02,10523.75,0.279079,934.35,1.7439,2,RED
579,2019-08-03,10816.86,0.279079,934.35,1.7439,2,RED
580,2019-08-04,10929.23,0.279079,934.35,1.7439,2,RED
581,2019-08-05,11828.80,0.279079,934.35,1.7439,2,RED
582,2019-08-06,11481.69,0.279079,934.35,1.7439,2,RED
583,2019-08-07,11975.03,0.279079,934.35,1.7439,2,RED
584,2019-08-08,11999.77,0.279079,934.35,1.7439,2,RED
585,2019-08-09,11879.99,0.279079,934.35,1.7439,2,RED
586,2019-08-10,11309.31,0.279079,934.35,1.7439,2,RED
587,2019-08-11,11549.97,0.279079,934.35,1.7439,2,RED
588,2019-08-12,11396.08,0.279079,934.35,1.7439,2,RED
589,2019-08-13,10892.71,0.279079,934.35,1.7439,2,RED
590,2019-08-14,10050.37,0.279079,934.35,1.7439,2,RED
591,2019-08-15,10293.93,0.279079,934.35,1.7439,2,RED
592,2019-08-16,10331.54,0.279079,934.35,1.7439,2,RED
593,2019-08-17,10216.02,0.279079,934.35,1.7439,2,RED
594,2019-08-18,10306.78,0.279079,934.35,1.7439,2,RED
595,2019-08-19,10915.54,0.279079,934.35,1.7439,2,RED
596,2019-08-20,10760.51,0.279079,934.35,1.7439,2,RED
597,2019-08-21,10142.57,0.279079,934.35,1.7439,2,RED
598,2019-08-22,10099.88,0.279079,934.35,1.7439,2,RED
599,2019-08-23,10389.55,0.279079,934.35,1.7439,2,RED
600,2019-08-24,10134.35,0.279079,934.35,1.7439,2,RED
601,2019-08-25,10142.69,0.279079,934.35,1.7439,2,RED
602,2019-08-26,10372.25,0.279079,934.35,1.7439,2,RED
603,2019-08-27,10185.05,0.279079,934.35,1.7439,2,RED
604,2019-08-28,9721.00,0.279079,934.35,1.7439,2,RED
605,2019-08-29,9498.44,0.279079,934.35,1.7439,2,RED
606,2019-08-30,9584.54,0.279079,934.35,1.7439,2,RED
607,2019-08-31,9587.47,0.279079,934.35,1.7439,2,RED
608,2019-09-01,9724.98,0.279079,934.35,1.7439,2,RED
609,2019-09-02,10340.00,0.279079,934.35,1.7439,2,RED
610,2019-09-03,10615.28,0.279079,934.35,1.7439,2,RED
611,2019-09-04,10567.02,0.279079,934.35,1.7439,2,RED
612,2019-09-05,10564.49,0.279079,934.35,1.7439,2,RED
613,2019-09-06,10298.73,0.279079,934.35,1.7439,2,RED
614,2019-09-07,10455.88,0.279079,934.35,1.7439,2,RED
615,2019-09-08,10381.18,0.279079,934.35,1.7439,2,RED
616,2019-09-09,10303.12,0.279079,934.35,1.7439,2,RED
617,2019-09-10,10098.15,0.279079,934.35,1.7439,2,RED
618,2019-09-11,10158.33,0.279079,934.35,1.7439,2,RED
619,2019-09-12,10415.01,0.279079,934.35,1.7439,2,RED
620,2019-09-13,10342.06,0.279079,934.35,1.7439,2,RED
621,2019-09-14,10335.02,0.279079,934.35,1.7439,2,RED
622,2019-09-15,10302.01,0.279079,934.35,1.7439,2,RED
623,2019-09-16,10251.31,0.279079,934.35,1.7439,2,RED
624,2019-09-17,10187.82,0.279079,934.35,1.7439,2,RED
625,2019-09-18,10156.99,0.279079,934.35,1.7439,2,RED
626,2019-09-19,10244.29,0.279079,934.35,1.7439,2,RED
627,2019-09-20,10168.59,0.279079,934.35,1.7439,2,RED
628,2019-09-21,9986.39,0.279079,934.35,1.7439,2,RED
629,2019-09-22,10028.87,0.279079,934.35,1.7439,2,RED
630,2019-09-23,9702.25,0.279079,934.35,1.7439,2,RED
631,2019-09-24,8493.14,0.351362,934.35,1.7439,2,RED
632,2019-09-25,8430.05,0.356180,934.35,1.7439,2,RED
633,2019-09-26,8063.73,0.384157,934.35,1.7439,2,RED
634,2019-09-27,8177.91,0.384157,934.35,1.7439,2,RED
635,2019-09-28,8198.81,0.384157,934.35,1.7439,2,RED
636,2019-09-29,8043.82,0.385677,934.35,1.7439,2,RED
637,2019-09-30,8289.34,0.385677,934.35,1.7439,2,RED
638,2019-10-01,8292.44,0.385677,934.35,1.7439,2,RED
639,2019-10-02,8359.94,0.385677,934.35,1.7439,2,RED
640,2019-10-03,8223.96,0.385677,934.35,1.7439,2,RED
641,2019-10-04,8137.13,0.385677,934.35,1.7439,2,RED
642,2019-10-05,8126.19,0.385677,934.35,1.7439,2,RED
643,2019-10-06,7854.25,0.400155,934.35,1.7439,2,RED
644,2019-10-07,8190.09,0.400155,934.35,1.7439,2,RED
645,2019-10-08,8168.39,0.400155,934.35,1.7439,2,RED
646,2019-10-09,8560.74,0.400155,934.35,1.7439,2,RED
647,2019-10-10,8558.03,0.400155,934.35,1.7439,2,RED
648,2019-10-11,8258.50,0.400155,934.35,1.7439,2,RED
649,2019-10-12,8300.09,0.400155,934.35,1.7439,2,RED
650,2019-10-13,8275.01,0.400155,934.35,1.7439,2,RED
651,2019-10-14,8348.20,0.400155,934.35,1.7439,2,RED
652,2019-10-15,8159.29,0.400155,934.35,1.7439,2,RED
653,2019-10-16,7991.74,0.400155,934.35,1.7439,2,RED
654,2019-10-17,8070.58,0.400155,934.35,1.7439,2,RED
655,2019-10-18,7947.01,0.400155,934.35,1.7439,2,RED
656,2019-10-19,7948.01,0.400155,934.35,1.7439,2,RED
657,2019-10-20,8223.35,0.400155,934.35,1.7439,2,RED
658,2019-10-21,8197.27,0.400155,934.35,1.7439,2,RED
659,2019-10-22,8020.00,0.400155,934.35,1.7439,2,RED
660,2019-10-23,7466.62,0.429759,934.35,1.7439,2,RED
661,2019-10-24,7412.41,0.433899,934.35,1.7439,2,RED
662,2019-10-25,8655.02,0.433899,934.35,1.7439,2,RED
663,2019-10-26,9230.00,0.433899,934.35,1.7439,2,RED
664,2019-10-27,9529.93,0.433899,934.35,1.7439,2,RED
665,2019-10-28,9205.14,0.433899,934.35,1.7439,2,RED
666,2019-10-29,9407.62,0.433899,934.35,1.7439,2,RED
667,2019-10-30,9154.72,0.433899,934.35,1.7439,2,RED
668,2019-10-31,9140.85,0.433899,934.35,1.7439,2,RED
669,2019-11-01,9231.61,0.433899,934.35,1.7439,2,RED
670,2019-11-02,9289.52,0.433899,934.35,1.7439,2,RED
671,2019-11-03,9194.71,0.433899,934.35,1.7439,2,RED
672,2019-11-04,9393.35,0.433899,934.35,1.7439,2,RED
673,2019-11-05,9308.66,0.433899,934.35,1.7439,2,RED
674,2019-11-06,9339.05,0.433899,934.35,1.7439,2,RED
675,2019-11-07,9216.20,0.433899,934.35,1.7439,2,RED
676,2019-11-08,8773.73,0.433899,934.35,1.7439,2,RED
677,2019-11-09,8809.41,0.433899,934.35,1.7439,2,RED
678,2019-11-10,9039.47,0.433899,934.35,1.7439,2,RED
679,2019-11-11,8733.27,0.433899,934.35,1.7439,2,RED
680,2019-11-12,8821.94,0.433899,934.35,1.7439,2,RED
681,2019-11-13,8777.12,0.433899,934.35,1.7439,2,RED
682,2019-11-14,8646.68,0.433899,934.35,1.7439,2,RED
683,2019-11-15,8471.73,0.433899,934.35,1.7439,2,RED
684,2019-11-16,8491.02,0.433899,934.35,1.7439,2,RED
685,2019-11-17,8502.40,0.433899,934.35,1.7439,2,RED
686,2019-11-18,8187.17,0.433899,934.35,1.7439,2,RED
687,2019-11-19,8133.64,0.433899,934.35,1.7439,2,RED
688,2019-11-20,8098.01,0.433899,934.35,1.7439,2,RED
689,2019-11-21,7627.74,0.433899,934.35,1.7439,2,RED
690,2019-11-22,7268.23,0.444911,934.35,1.7439,2,RED
691,2019-11-23,7311.57,0.444911,934.35,1.7439,2,RED
692,2019-11-24,6903.28,0.472783,934.35,1.7439,2,RED
693,2019-11-25,7109.57,0.472783,934.35,1.7439,2,RED
694,2019-11-26,7156.14,0.472783,934.35,1.7439,2,RED
695,2019-11-27,7508.52,0.472783,934.35,1.7439,2,RED
696,2019-11-28,7419.49,0.472783,934.35,1.7439,2,RED
697,2019-11-29,7739.68,0.472783,934.35,1.7439,2,RED
698,2019-11-30,7541.89,0.472783,934.35,1.7439,2,RED
699,2019-12-01,7390.89,0.472783,934.35,1.7439,2,RED
700,2019-12-02,7294.28,0.472783,934.35,1.7439,2,RED
701,2019-12-03,7292.71,0.472783,934.35,1.7439,2,RED
702,2019-12-04,7194.32,0.472783,934.35,1.7439,2,RED
703,2019-12-05,7389.00,0.472783,934.35,1.7439,2,RED
704,2019-12-06,7527.47,0.472783,934.35,1.7439,2,RED
705,2019-12-07,7488.21,0.472783,934.35,1.7439,2,RED
706,2019-12-08,7510.11,0.472783,934.35,1.7439,2,RED
707,2019-12-09,7338.64,0.472783,934.35,1.7439,2,RED
708,2019-12-10,7224.13,0.472783,934.35,1.7439,2,RED
709,2019-12-11,7210.00,0.472783,934.35,1.7439,2,RED
710,2019-12-12,7198.08,0.472783,934.35,1.7439,2,RED
711,2019-12-13,7258.48,0.472783,934.35,1.7439,2,RED
712,2019-12-14,7064.05,0.472783,934.35,1.7439,2,RED
713,2019-12-15,7118.59,0.472783,934.35,1.7439,2,RED
714,2019-12-16,6891.72,0.473665,934.35,1.7439,2,RED
715,2019-12-17,6623.82,0.494125,934.35,1.7439,2,RED
716,2019-12-18,7277.83,0.494125,934.35,1.7439,2,RED
717,2019-12-19,7150.30,0.494125,934.35,1.7439,2,RED
718,2019-12-20,7187.83,0.494125,934.35,1.7439,2,RED
719,2019-12-21,7132.75,0.494125,934.35,1.7439,2,RED
720,2019-12-22,7501.44,0.494125,934.35,1.7439,2,RED
721,2019-12-23,7317.09,0.471928,934.35,1.7439,2,RED
722,2019-12-24,7255.77,0.471928,934.35,1.7439,2,RED
723,2019-12-25,7204.63,0.471928,934.35,1.7439,2,RED
724,2019-12-26,7202.00,0.471928,934.35,1.7439,2,RED
725,2019-12-27,7254.74,0.471928,934.35,1.7439,2,RED
726,2019-12-28,7316.14,0.471928,924.93,1.7264,2,RED
727,2019-12-29,7388.24,0.471928,914.71,1.7073,2,RED
728,2019-12-30,7246.00,0.471928,901.66,1.6829,2,RED
729,2019-12-31,7195.23,0.471928,898.19,1.6765,2,RED
730,2020-01-01,7200.85,0.471928,888.52,1.6584,2,RED
731,2020-01-02,6965.71,0.471928,859.67,1.6046,2,RED
732,2020-01-03,7344.96,0.471928,820.49,1.5314,1,AMBER
733,2020-01-04,7354.11,0.471928,813.77,1.5189,1,AMBER
734,2020-01-05,7358.75,0.452955,791.33,1.4770,1,AMBER
735,2020-01-06,7758.00,0.448004,759.63,1.4178,1,AMBER
736,2020-01-07,8145.28,0.448004,727.83,1.3585,0,NORMAL
737,2020-01-08,8055.98,0.448004,713.74,1.3322,0,NORMAL
738,2020-01-09,7817.76,0.448004,710.32,1.3258,0,NORMAL
739,2020-01-10,8197.02,0.448004,706.73,1.3191,0,NORMAL
740,2020-01-11,8020.01,0.448004,704.96,1.3158,0,NORMAL
741,2020-01-12,8184.98,0.448004,698.55,1.3038,0,NORMAL
742,2020-01-13,8110.34,0.448004,683.78,1.2763,0,NORMAL
743,2020-01-14,8810.01,0.448004,676.42,1.2625,0,NORMAL
744,2020-01-15,8821.41,0.448004,675.72,1.2612,0,NORMAL
745,2020-01-16,8720.01,0.448004,673.00,1.2561,0,NORMAL
746,2020-01-17,8913.28,0.448004,666.55,1.2441,0,NORMAL
747,2020-01-18,8915.96,0.448004,665.00,1.2412,0,NORMAL
748,2020-01-19,8701.70,0.448004,662.79,1.2371,0,NORMAL
749,2020-01-20,8642.35,0.448004,662.33,1.2362,0,NORMAL
750,2020-01-21,8736.03,0.448004,657.19,1.2266,0,NORMAL
751,2020-01-22,8682.36,0.448004,652.04,1.2170,0,NORMAL
752,2020-01-23,8404.52,0.448004,650.23,1.2136,0,NORMAL
753,2020-01-24,8439.00,0.448004,643.89,1.2018,0,NORMAL
754,2020-01-25,8340.58,0.448004,641.65,1.1976,0,NORMAL
755,2020-01-26,8615.00,0.448004,639.67,1.1939,0,NORMAL
756,2020-01-27,8907.57,0.448004,637.78,1.1904,0,NORMAL
757,2020-01-28,9374.21,0.448004,635.25,1.1857,0,NORMAL
758,2020-01-29,9301.53,0.448004,631.89,1.1794,0,NORMAL
759,2020-01-30,9513.21,0.448004,621.07,1.1592,0,NORMAL
760,2020-01-31,9352.89,0.448004,617.12,1.1518,0,NORMAL
761,2020-02-01,9384.61,0.448004,611.19,1.1408,0,NORMAL
762,2020-02-02,9331.51,0.448004,598.71,1.1175,0,NORMAL
763,2020-02-03,9292.24,0.448004,588.95,1.0993,0,NORMAL
764,2020-02-04,9197.02,0.442439,580.27,1.0831,0,NORMAL
765,2020-02-05,9612.04,0.426508,571.20,1.0661,0,NORMAL
766,2020-02-06,9772.00,0.426508,567.22,1.0587,0,NORMAL
767,2020-02-07,9813.73,0.418763,559.06,1.0435,0,NORMAL
768,2020-02-08,9895.05,0.393175,553.03,1.0322,0,NORMAL
769,2020-02-09,10151.75,0.393175,551.22,1.0288,0,NORMAL
770,2020-02-10,9851.83,0.393175,544.75,1.0168,0,NORMAL
771,2020-02-11,10223.08,0.393175,542.39,1.0124,0,NORMAL
772,2020-02-12,10326.46,0.393175,538.98,1.0060,0,NORMAL
773,2020-02-13,10229.63,0.393175,534.00,0.9967,0,NORMAL
774,2020-02-14,10344.36,0.393175,530.99,0.9911,0,NORMAL
775,2020-02-15,9904.72,0.384433,530.57,0.9903,0,NORMAL
776,2020-02-16,9917.27,0.376011,530.47,0.9901,0,NORMAL
777,2020-02-17,9706.00,0.376011,528.77,0.9869,0,NORMAL
778,2020-02-18,10164.71,0.376011,522.19,0.9747,0,NORMAL
779,2020-02-19,9593.79,0.376011,518.28,0.9674,0,NORMAL
780,2020-02-20,9596.42,0.376011,516.53,0.9641,0,NORMAL
781,2020-02-21,9677.05,0.376011,514.96,0.9612,0,NORMAL
782,2020-02-22,9650.86,0.376011,514.64,0.9606,0,NORMAL
783,2020-02-23,9936.40,0.376011,507.51,0.9473,0,NORMAL
784,2020-02-24,9656.13,0.376011,505.47,0.9434,0,NORMAL
785,2020-02-25,9315.84,0.376011,500.55,0.9343,0,NORMAL
786,2020-02-26,8785.25,0.376011,498.76,0.9309,0,NORMAL
787,2020-02-27,8823.21,0.376011,494.76,0.9235,0,NORMAL
788,2020-02-28,8692.91,0.376011,493.91,0.9219,0,NORMAL
789,2020-02-29,8523.61,0.376011,490.95,0.9163,0,NORMAL
790,2020-03-01,8531.88,0.373161,488.98,0.9127,0,NORMAL
791,2020-03-02,8915.24,0.373011,488.16,0.9111,0,NORMAL
792,2020-03-03,8760.07,0.366498,487.08,0.9091,0,NORMAL
793,2020-03-04,8750.87,0.366498,486.75,0.9085,0,NORMAL
794,2020-03-05,9054.68,0.364012,482.86,0.9012,0,NORMAL
795,2020-03-06,9131.88,0.364012,480.42,0.8967,0,NORMAL
796,2020-03-07,8886.66,0.364012,476.58,0.8895,0,NORMAL
797,2020-03-08,8033.31,0.364012,475.60,0.8877,0,NORMAL
798,2020-03-09,7929.87,0.364012,474.43,0.8855,0,NORMAL
799,2020-03-10,7894.56,0.359526,468.99,0.8754,0,NORMAL
800,2020-03-11,7934.52,0.359090,461.77,0.8619,0,NORMAL
801,2020-03-12,4800.00,0.535979,474.43,0.8855,0,NORMAL
802,2020-03-13,5578.60,0.535979,475.60,0.8877,0,NORMAL
803,2020-03-14,5172.06,0.535979,476.58,0.8895,0,NORMAL
804,2020-03-15,5361.30,0.535979,480.85,0.8975,0,NORMAL
805,2020-03-16,5028.97,0.535979,486.75,0.9085,0,NORMAL
806,2020-03-17,5312.64,0.535979,487.15,0.9093,0,NORMAL
807,2020-03-18,5393.04,0.535979,488.98,0.9127,0,NORMAL
808,2020-03-19,6162.37,0.535979,490.99,0.9164,0,NORMAL
809,2020-03-20,6208.36,0.535979,494.90,0.9237,0,NORMAL
810,2020-03-21,6186.98,0.535979,500.68,0.9345,0,NORMAL
811,2020-03-22,5816.19,0.535979,507.84,0.9479,0,NORMAL
812,2020-03-23,6467.31,0.535979,519.18,0.9690,0,NORMAL
813,2020-03-24,6744.72,0.535979,531.27,0.9916,0,NORMAL
814,2020-03-25,6677.43,0.535979,538.98,1.0060,0,NORMAL
815,2020-03-26,6737.36,0.535979,542.39,1.0124,0,NORMAL
816,2020-03-27,6359.11,0.535979,544.88,1.0170,0,NORMAL
817,2020-03-28,6236.65,0.535979,553.03,1.0322,0,NORMAL
818,2020-03-29,5881.42,0.535979,566.55,1.0574,0,NORMAL
819,2020-03-30,6394.38,0.535979,642.69,1.1996,0,NORMAL
820,2020-03-31,6410.44,0.535979,642.69,1.1996,0,NORMAL
821,2020-04-01,6642.92,0.535979,642.69,1.1996,0,NORMAL
822,2020-04-02,6794.09,0.535979,642.69,1.1996,0,NORMAL
823,2020-04-03,6734.10,0.535979,642.69,1.1996,0,NORMAL
824,2020-04-04,6856.99,0.535979,642.69,1.1996,0,NORMAL
825,2020-04-05,6772.78,0.535979,642.69,1.1996,0,NORMAL
826,2020-04-06,7329.90,0.535979,642.69,1.1996,0,NORMAL
827,2020-04-07,7197.32,0.535979,642.69,1.1996,0,NORMAL
828,2020-04-08,7361.28,0.535979,642.69,1.1996,0,NORMAL
829,2020-04-09,7283.54,0.535979,642.69,1.1996,0,NORMAL
830,2020-04-10,6858.92,0.535979,642.69,1.1996,0,NORMAL
831,2020-04-11,6876.83,0.535979,642.69,1.1996,0,NORMAL
832,2020-04-12,6903.79,0.535979,642.69,1.1996,0,NORMAL
833,2020-04-13,6837.91,0.535979,642.69,1.1996,0,NORMAL
834,2020-04-14,6868.70,0.535979,642.69,1.1996,0,NORMAL
835,2020-04-15,6621.24,0.535979,642.69,1.1996,0,NORMAL
836,2020-04-16,7101.94,0.535979,642.69,1.1996,0,NORMAL
837,2020-04-17,7027.55,0.535979,642.69,1.1996,0,NORMAL
838,2020-04-18,7248.60,0.535979,642.69,1.1996,0,NORMAL
839,2020-04-19,7120.74,0.535979,642.69,1.1996,0,NORMAL
840,2020-04-20,6826.83,0.535979,642.69,1.1996,0,NORMAL
841,2020-04-21,6841.37,0.535979,642.69,1.1996,0,NORMAL
842,2020-04-22,7125.14,0.535979,642.69,1.1996,0,NORMAL
843,2020-04-23,7482.39,0.535979,642.69,1.1996,0,NORMAL
844,2020-04-24,7505.00,0.535979,642.69,1.1996,0,NORMAL
845,2020-04-25,7538.67,0.535979,642.69,1.1996,0,NORMAL
846,2020-04-26,7693.10,0.535979,642.69,1.1996,0,NORMAL
847,2020-04-27,7774.62,0.535979,642.69,1.1996,0,NORMAL
848,2020-04-28,7738.98,0.535979,642.69,1.1996,0,NORMAL
