close_time,datetime_utc,realtime_interval,close,bid,ask,mid,cash,btc_qty,btc_value_mid,nav_mid,nav_liq,drawdown_mid,drawdown_liq,exposure,target_exposure,regime,kill_active,crash_cooldown_active,entry_price_avg,note
1577995199999,2020-01-02T19:59:59.999000+00:00,4h,6983.27,6981.5241825,6985.015817500001,6983.27,10000.0,0.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,False,False,,
1578009599999,2020-01-02T23:59:59.999000+00:00,4h,6965.71,6963.9685725,6967.451427500001,6965.71,10000.0,0.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,False,False,,
1578023999999,2020-01-03T03:59:59.999000+00:00,4h,6952.04,6950.30199,6953.778010000001,6952.04,10000.0,0.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,False,False,,
1578038399999,2020-01-03T07:59:59.999000+00:00,4h,7203.21,7201.4091975,7205.010802500001,7203.21,10000.0,0.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,False,False,,
1578052799999,2020-01-03T11:59:59.999000+00:00,4h,7340.46,7338.624885,7342.295115000001,7340.46,10000.0,0.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,False,False,,
1578067199999,2020-01-03T15:59:59.999000+00:00,4h,7320.18,7318.349955000001,7322.010045000001,7320.18,10000.0,0.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,False,False,,
1578081599999,2020-01-03T19:59:59.999000+00:00,4h,7343.08,7341.24423,7344.9157700000005,7343.08,10000.0,0.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,False,False,,
1578095999999,2020-01-03T23:59:59.999000+00:00,4h,7344.96,7343.12376,7346.796240000001,7344.96,10000.0,0.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.4292981062527697,RISK_ON,False,False,,
1578110399999,2020-01-04T03:59:59.999000+00:00,4h,7333.11,7331.2767225,7334.9432775000005,7333.11,10000.0,0.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.4292981062527697,RISK_ON,False,False,,
1578124799999,2020-01-04T07:59:59.999000+00:00,4h,7348.11,7346.2729725,7349.9470275,7348.11,10000.0,0.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.4292981062527697,RISK_ON,False,False,,
1578139199999,2020-01-04T11:59:59.999000+00:00,4h,7336.45,7334.6158875,7338.2841125,7336.45,10000.0,0.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.4292981062527697,RISK_ON,False,False,,
1578153599999,2020-01-04T15:59:59.999000+00:00,4h,7318.99,7317.1602525,7320.819747500001,7318.99,10000.0,0.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.4292981062527697,RISK_ON,False,False,,
1578167999999,2020-01-04T19:59:59.999000+00:00,4h,7334.83,7332.9962925,7336.663707500001,7334.83,10000.0,0.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.4292981062527697,RISK_ON,False,False,,
1578182399999,2020-01-04T23:59:59.999000+00:00,4h,7354.11,7352.2714725,7355.948527500001,7354.11,10000.0,0.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.5796995570602103,RISK_ON,False,False,,
1578196799999,2020-01-05T03:59:59.999000+00:00,4h,7475.99,7474.1210025,7477.8589975,7475.99,7997.299304414348,0.26752309,1999.9999456091,9997.299250023447,9996.799250037046,0.00027007499765530074,0.0003200749962954941,0.20005402415101353,0.5796995570602103,RISK_ON,False,False,7478.60678339975,
