start_bar,end_bar,start_dt,end_dt,duration_bars,duration_days,start_price,end_price,ret,high,low,range_pct,year
2519,2548,2018-10-11 00:00:00,2018-10-15 20:00:00,30,4,6340.52,6752.5,0.06497574331442846,7680.0,6205.0,0.2326307621456915,2018
2566,2569,2018-10-18 20:00:00,2018-10-19 08:00:00,4,0,6618.96,6586.65,-0.00488143152398568,6648.14,6567.0,0.01225872342482812,2018
2606,2954,2018-10-25 12:00:00,2018-12-22 12:00:00,349,58,6546.14,3830.1,-0.4149071055614454,6615.15,3156.26,0.5283861940013503,2018
2969,3033,2018-12-25 00:00:00,2019-01-04 16:00:00,65,10,3709.1,3739.53,0.008204146558464354,4020.0,3535.0,0.13075948343263866,2018
3066,3248,2019-01-10 04:00:00,2019-02-09 12:00:00,183,30,3777.02,3645.02,-0.03494818666567823,3996.01,3349.92,0.17105813577900042,2019
3338,3356,2019-02-24 12:00:00,2019-02-27 12:00:00,19,3,3778.65,3807.04,0.007513265319624596,4146.89,3712.66,0.11491670305532412,2019
3384,3393,2019-03-04 04:00:00,2019-03-05 16:00:00,10,1,3727.0,3855.71,0.03453447813254629,3877.1,3670.69,0.05538234504963774,2019
3432,3436,2019-03-12 04:00:00,2019-03-12 20:00:00,5,0,3834.69,3882.73,0.012527740182387559,3905.2,3831.23,0.019289694864513117,2019
3512,3514,2019-03-25 12:00:00,2019-03-25 20:00:00,3,0,3962.92,3936.12,-0.006762690137575356,3988.3,3888.71,0.025130459358251023,2019
3568,3577,2019-04-03 20:00:00,2019-04-05 08:00:00,10,1,4932.6,4985.53,0.01073064915054922,5275.01,4760.0,0.1044094392409683,2019
3613,3619,2019-04-11 08:00:00,2019-04-12 08:00:00,7,1,5001.91,5041.36,0.007886987170900639,5179.54,4861.22,0.06363968963855801,2019
3700,3705,2019-04-25 20:00:00,2019-04-26 16:00:00,6,0,5219.9,5260.61,0.007798999980842547,5510.0,5102.0,0.0781624169045384,2019
3800,3804,2019-05-12 12:00:00,2019-05-13 04:00:00,5,0,6839.83,7023.98,0.02692318376333902,7242.0,6750.0,0.0719316123353943,2019
3813,3830,2019-05-14 16:00:00,2019-05-17 12:00:00,18,2,7740.75,7094.43,-0.08349578529212287,8320.0,6913.0,0.18176533281658755,2019
3910,3914,2019-05-30 20:00:00,2019-05-31 12:00:00,5,0,8269.54,8349.52,0.00967163832571094,8621.98,8005.0,0.07460874486368038,2019
3934,3960,2019-06-03 20:00:00,2019-06-08 04:00:00,27,4,8115.82,7910.04,-0.02535541695109056,8580.22,7444.58,0.13992917536367236,2019
3962,3988,2019-06-08 12:00:00,2019-06-12 20:00:00,27,4,7919.43,8127.64,0.02629103357186069,8200.0,7506.66,0.08754923018449562,2019
4072,4085,2019-06-26 20:00:00,2019-06-29 00:00:00,14,2,13093.8,11616.29,-0.11284042829430707,13970.0,10525.1,0.2630939834119965,2019
4100,4108,2019-07-01 12:00:00,2019-07-02 20:00:00,9,1,10396.98,10842.85,0.04288456840351729,11041.42,9727.0,0.12642324982831554,2019
4157,4162,2019-07-11 00:00:00,2019-07-11 20:00:00,6,0,11702.04,11342.89,-0.030691229905213224,12111.73,11000.0,0.09500309347771838,2019
4178,4298,2019-07-14 12:00:00,2019-08-03 12:00:00,121,20,10413.12,10733.05,0.03072374081927398,11100.0,9060.0,0.19590670231400387,2019
4318,4323,2019-08-06 20:00:00,2019-08-07 16:00:00,6,0,11481.69,11792.77,0.0270935724618937,12141.17,11226.7,0.07964594062372345,2019
4351,4351,2019-08-12 08:00:00,2019-08-12 08:00:00,1,0,11328.01,11328.01,0.0,11415.01,11305.55,0.009662773955884656,2019
4361,4499,2019-08-14 00:00:00,2019-09-06 00:00:00,139,23,10656.83,10639.64,-0.001613050034578789,10949.96,9320.0,0.15294979839220474,2019
4515,4549,2019-09-08 16:00:00,2019-09-14 08:00:00,35,5,10340.06,10293.45,-0.00450771078697787,10480.0,9880.0,0.05802674259143564,2019
4563,4803,2019-09-16 16:00:00,2019-10-26 16:00:00,241,40,10121.39,8996.16,-0.11117346530466665,10370.0,7300.0,0.30331802252457424,2019
4826,4827,2019-10-30 12:00:00,2019-10-30 16:00:00,2,0,9093.72,9202.09,0.011917015258882113,9204.65,9001.01,0.022393475937240143,2019
4880,4893,2019-11-08 12:00:00,2019-11-10 16:00:00,14,2,8821.14,9048.29,0.025750639939962516,9147.19,8696.0,0.05114871773943057,2019
4901,5182,2019-11-12 00:00:00,2019-12-28 20:00:00,282,46,8740.65,7316.14,-0.16297529359944618,8888.0,6435.0,0.28064274396068944,2019
5198,5223,2019-12-31 12:00:00,2020-01-04 16:00:00,26,4,7195.96,7334.83,0.019298328506550888,7405.0,6871.04,0.0742027470969822,2019
5250,5258,2020-01-09 04:00:00,2020-01-10 12:00:00,9,1,7949.84,8066.6,0.014687088042023566,8086.85,7672.0,0.0521834401698651,2020
5311,5322,2020-01-19 08:00:00,2020-01-21 04:00:00,12,1,8681.44,8634.7,-0.005383899445253304,9127.36,8466.0,0.0761809100794339,2020
5336,5338,2020-01-23 12:00:00,2020-01-23 20:00:00,3,0,8359.42,8404.52,0.005395111144074649,8488.0,8306.39,0.021725191460651647,2020
5447,5449,2020-02-11 00:00:00,2020-02-11 08:00:00,3,0,9733.39,9801.04,0.006950302001666575,9862.18,9700.0,0.016662231760979505,2020
5475,5477,2020-02-15 16:00:00,2020-02-16 00:00:00,3,0,9893.99,10000.58,0.010773206764914889,10095.0,9811.84,0.028619394197891838,2020
5500,5523,2020-02-19 20:00:00,2020-02-23 16:00:00,24,3,9593.79,9871.76,0.028973950857794417,10156.48,9350.0,0.08406271139977001,2020
5532,5761,2020-02-25 04:00:00,2020-04-03 08:00:00,230,38,9520.16,7004.42,-0.26425396211828367,9675.0,3782.13,0.6189885464109847,2020
5803,5816,2020-04-10 08:00:00,2020-04-12 12:00:00,14,2,6898.24,7018.99,0.01750446490699087,7034.75,6739.98,0.04273118940483376,2020
5834,5834,2020-04-15 12:00:00,2020-04-15 12:00:00,1,0,6701.9,6701.9,0.0,6783.47,6680.1,0.01542398424327428,2020
5865,5880,2020-04-20 16:00:00,2020-04-23 04:00:00,16,2,6768.88,7061.54,0.04323610405266454,7183.0,6751.0,0.06382148893169919,2020
5923,5923,2020-04-30 08:00:00,2020-04-30 08:00:00,1,0,8839.63,8839.63,0.0,9222.91,8542.57,0.07696475983723303,2020
5981,5986,2020-05-10 00:00:00,2020-05-10 20:00:00,6,0,8622.78,8722.77,0.011596028195083319,9574.83,8117.0,0.1690672845648387,2020
6050,6057,2020-05-21 12:00:00,2020-05-22 16:00:00,8,1,9084.38,9173.72,0.009834463111406677,9395.43,8815.0,0.06389318808768461,2020
6070,6092,2020-05-24 20:00:00,2020-05-28 12:00:00,23,3,8720.34,9499.81,0.08938527626216408,9518.0,8642.72,0.10037223319274256,2020
6122,6129,2020-06-02 12:00:00,2020-06-03 16:00:00,8,1,9468.81,9577.18,0.011444943979233013,10190.0,9266.0,0.09758354006469662,2020
6176,6248,2020-06-11 12:00:00,2020-06-23 12:00:00,73,12,9521.11,9691.99,0.017947487215250968,9796.29,8910.45,0.09303957206670231,2020
6253,6339,2020-06-24 08:00:00,2020-07-08 16:00:00,87,14,9331.32,9430.0,0.010575138351272884,9550.0,8833.0,0.07683800362649658,2020
6348,6351,2020-07-10 04:00:00,2020-07-10 16:00:00,4,0,9154.99,9235.57,0.008801757293017243,9252.41,9125.0,0.013917000455489286,2020
6355,6440,2020-07-11 08:00:00,2020-07-25 12:00:00,86,14,9200.37,9593.19,0.04269610896083531,9664.0,9047.25,0.06703534749145958,2020
6486,6488,2020-08-02 04:00:00,2020-08-02 12:00:00,3,0,11323.78,11083.63,-0.02120758262700273,12123.46,10518.5,0.14173359072677136,2020
6543,6546,2020-08-11 16:00:00,2020-08-12 04:00:00,4,0,11387.05,11446.91,0.0052568487887556525,11559.97,11125.0,0.03819865549022788,2020
6587,6588,2020-08-19 00:00:00,2020-08-19 04:00:00,2,0,11837.11,11823.34,-0.0011632907018689354,12020.08,11612.71,0.03441465019755673,2020
6626,6657,2020-08-25 12:00:00,2020-08-30 16:00:00,32,5,11419.41,11642.59,0.019543916892378776,11685.0,11117.64,0.04968382779845899,2020
6673,6767,2020-09-02 08:00:00,2020-09-18 00:00:00,95,15,11406.02,10924.36,-0.04222857754063203,11747.99,9825.0,0.16859430370979533,2020
6787,6829,2020-09-21 08:00:00,2020-09-28 08:00:00,43,7,10636.47,10877.91,0.022699260186885395,10950.0,10136.82,0.07645205599226063,2020
6852,6891,2020-10-02 04:00:00,2020-10-08 16:00:00,40,6,10490.88,10878.83,0.0369797385919961,10945.0,10374.0,0.05442822718399219,2020
7011,7013,2020-10-28 16:00:00,2020-10-29 00:00:00,3,0,13165.31,13280.99,0.00878672815148307,13308.54,13000.01,0.02343507293029945,2020
7071,7091,2020-11-07 16:00:00,2020-11-11 00:00:00,21,3,14643.52,15401.9,0.051789460457594805,15840.0,14344.22,0.10214620528397549,2020
7181,7190,2020-11-26 00:00:00,2020-11-27 12:00:00,10,1,17927.98,16498.85,-0.07971505992309236,18915.03,16188.0,0.15211027678522615,2020
7255,7281,2020-12-08 08:00:00,2020-12-12 16:00:00,27,4,18762.96,18805.29,0.00225604062472029,19168.88,17572.33,0.08509051876676171,2020
7417,7420,2021-01-04 08:00:00,2021-01-04 20:00:00,4,0,30743.06,31988.71,0.040518087659458635,32567.88,28130.0,0.14435388019279802,2021
7457,7462,2021-01-11 00:00:00,2021-01-11 20:00:00,6,0,35438.23,35404.47,-0.000952643515209517,38264.74,30420.0,0.22136376449952488,2021
7494,7496,2021-01-17 04:00:00,2021-01-17 12:00:00,3,0,34760.9,35728.47,0.027835010025632156,36382.38,33850.0,0.07285139337589065,2021
7519,7588,2021-01-21 08:00:00,2021-02-01 20:00:00,70,11,32208.62,33526.37,0.040912960567699,38531.9,28850.0,0.30059965313633435,2021
7712,7719,2021-02-22 12:00:00,2021-02-23 16:00:00,8,1,53236.69,45523.0,-0.1448942449276993,54989.46,44892.56,0.18966055177359825,2021
7734,7757,2021-02-26 04:00:00,2021-03-02 00:00:00,24,3,44973.68,48974.75,0.08896470113186195,50200.0,43000.0,0.16009363698945694,2021
7837,7851,2021-03-15 08:00:00,2021-03-17 16:00:00,15,2,56150.79,57867.42,0.030571787146716822,58350.0,53271.34,0.09044681294777872,2021
7881,7915,2021-03-22 16:00:00,2021-03-28 08:00:00,35,5,55524.99,55787.03,0.004719316473537516,57200.0,50427.56,0.12197102601909524,2021
7975,7983,2021-04-07 08:00:00,2021-04-08 16:00:00,9,1,56320.47,57734.94,0.02511466967516429,58153.31,55473.0,0.04759033438463844,2021
8029,8125,2021-04-16 08:00:00,2021-05-02 08:00:00,97,16,60853.81,57090.0,-0.06185003042537518,62506.05,46930.0,0.25595850120148605,2021
8138,8145,2021-05-04 12:00:00,2021-05-05 16:00:00,8,1,53799.33,57136.04,0.062021404355779186,58069.82,52900.0,0.09609450526614365,2021
8187,8628,2021-05-12 16:00:00,2021-07-25 04:00:00,442,73,54432.39,34695.51,-0.36259440380993735,55677.31,28805.0,0.493682346117817,2021
8638,8638,2021-07-26 20:00:00,2021-07-26 20:00:00,1,0,37237.6,37237.6,0.0,39510.96,36764.93,0.0737434743377661,2021
8677,8687,2021-08-02 08:00:00,2021-08-04 00:00:00,11,1,39542.42,37976.81,-0.039593176138435604,40171.87,37642.03,0.0639778748999177,2021
8770,8773,2021-08-17 20:00:00,2021-08-18 08:00:00,4,0,44695.95,44746.59,0.001132988559366055,45560.0,44203.28,0.03035442808576619,2021
8812,8824,2021-08-24 20:00:00,2021-08-26 20:00:00,13,2,47674.01,46843.87,-0.017412841923723166,49352.84,46250.0,0.0650845187975586,2021
8894,8957,2021-09-07 12:00:00,2021-09-18 00:00:00,64,10,46656.07,47924.57,0.027188316547021696,51124.91,42843.05,0.17750873573363554,2021
8969,9042,2021-09-20 00:00:00,2021-10-02 04:00:00,74,12,45542.76,47725.01,0.047916507475611825,48495.0,39600.0,0.1953109561212364,2021
9158,9177,2021-10-21 12:00:00,2021-10-24 16:00:00,20,3,62971.2,60643.09,-0.03697102802551011,65599.98,59510.63,0.09670055517442892,2021
9192,9201,2021-10-27 04:00:00,2021-10-28 16:00:00,10,1,59949.93,61289.13,0.02233864159641219,61800.0,57820.0,0.06638873473246758,2021
9252,9254,2021-11-06 04:00:00,2021-11-06 12:00:00,3,0,60790.88,60648.59,-0.002340647149704056,61560.49,60050.0,0.024847312623209238,2021
9280,9304,2021-11-10 20:00:00,2021-11-14 20:00:00,25,4,64882.43,65519.1,0.009812671935992556,67047.27,62278.0,0.07350634062256922,2021
9311,9549,2021-11-16 00:00:00,2021-12-25 16:00:00,239,39,60907.41,50889.15,-0.16448343477419247,63617.31,42000.3,0.35491592894854657,2021
9566,9800,2021-12-28 12:00:00,2022-02-05 12:00:00,235,39,48937.48,41761.85,-0.14662851458636617,49371.18,32917.17,0.3362251182529219,2021
9840,9855,2022-02-12 04:00:00,2022-02-14 16:00:00,16,2,42103.94,42119.31,0.0003650489716637839,43079.49,41550.56,0.03631322864321012,2022
9872,9943,2022-02-17 12:00:00,2022-03-01 08:00:00,72,11,41925.44,43609.96,0.040178946243617064,44225.84,34322.28,0.23621839150644566,2022
9959,10039,2022-03-04 00:00:00,2022-03-17 08:00:00,81,13,41449.94,40748.51,-0.016922340538973013,42594.06,37155.0,0.13121997281540088,2022
10125,10130,2022-03-31 16:00:00,2022-04-01 12:00:00,6,0,45581.97,46532.0,0.020842232136961236,46720.09,44200.0,0.05528699176450681,2022
10160,10779,2022-04-06 12:00:00,2022-07-18 16:00:00,620,103,44168.35,21617.92,-0.5105563146461211,44999.99,17622.0,0.6198553941906365,2022
10807,10809,2022-07-23 08:00:00,2022-07-23 16:00:00,3,0,22227.53,22272.5,0.0020231667666179565,22877.26,21934.57,0.0424109201517217,2022
10822,10833,2022-07-25 20:00:00,2022-07-27 16:00:00,12,1,21310.9,22773.62,0.06863717628068255,23112.63,20706.5,0.11290607154085472,2022
10863,10873,2022-08-01 16:00:00,2022-08-03 08:00:00,11,1,22953.59,23402.83,0.019571666131529053,23471.5,22654.37,0.0355992243479125,2022
10910,10914,2022-08-09 12:00:00,2022-08-10 04:00:00,5,0,23075.0,22963.67,-0.004824702058504937,23327.07,22664.69,0.028705525460455083,2022
10957,10957,2022-08-17 08:00:00,2022-08-17 08:00:00,1,0,23746.65,23746.65,0.0,23924.97,23690.79,0.009861601531163354,2022
10968,11107,2022-08-19 04:00:00,2022-09-11 08:00:00,140,23,21905.88,21613.03,-0.01336855675279891,22837.34,18510.77,0.19750724463020886,2022
11120,11120,2022-09-13 12:00:00,2022-09-13 12:00:00,1,0,20829.77,20829.77,0.0,22799.0,20751.0,0.09832081679250419,2022
11132,11248,2022-09-15 12:00:00,2022-10-04 20:00:00,117,19,19737.36,20337.82,0.030422508380046676,20475.0,18125.98,0.11901389040884902,2022
11265,11373,2022-10-07 16:00:00,2022-10-25 16:00:00,109,18,19459.32,20273.14,0.041821605277060137,20415.87,18190.0,0.11438580587605317,2022
11388,11391,2022-10-28 04:00:00,2022-10-28 16:00:00,4,0,20080.01,20609.21,0.026354568548521584,20750.0,20000.09,0.037346096939194745,2022
11421,11422,2022-11-02 16:00:00,2022-11-02 20:00:00,2,0,20250.68,20151.84,-0.0048808237550541644,20800.0,20048.04,0.03713258023928081,2022
11448,11625,2022-11-07 04:00:00,2022-12-06 16:00:00,178,29,20635.74,16970.93,-0.17759527887054216,20918.33,15476.0,0.26373321237813624,2022
11628,11639,2022-12-07 04:00:00,2022-12-09 00:00:00,12,1,16763.03,17202.66,0.026226165555988556,17300.0,16678.83,0.037055949908817096,2022
11678,11823,2022-12-15 12:00:00,2023-01-08 16:00:00,146,24,17429.05,16927.25,-0.028791012705798646,17725.93,16256.3,0.08432071742292328,2022
11955,11959,2023-01-30 16:00:00,2023-01-31 08:00:00,5,0,22784.86,22865.43,0.0035361200376038404,23248.86,22500.0,0.032866561392082314,2023
11991,11994,2023-02-05 16:00:00,2023-02-06 04:00:00,4,0,22891.8,22879.69,-0.0005290103879992403,23157.75,22628.13,0.023135795350300064,2023
12015,12052,2023-02-09 16:00:00,2023-02-15 20:00:00,38,6,22032.71,24324.05,0.10399719326401513,24380.0,21351.07,0.137474237168283,2023
12058,12063,2023-02-16 20:00:00,2023-02-17 16:00:00,6,0,23517.72,24524.49,0.042808996790505205,24879.81,23339.37,0.06550124756991758,2023
12092,12094,2023-02-22 12:00:00,2023-02-22 20:00:00,3,0,23713.61,24182.21,0.019760804027729062,24235.37,23574.69,0.02786079386478905,2023
12105,12117,2023-02-24 16:00:00,2023-02-26 16:00:00,13,2,23182.27,23499.33,0.01367683147508858,23544.93,22722.0,0.03549824930863114,2023
12143,12211,2023-03-03 00:00:00,2023-03-14 08:00:00,69,11,22319.69,24743.04,0.10857453665351091,24820.0,19549.09,0.23615516165323086,2023
12219,12219,2023-03-15 16:00:00,2023-03-15 16:00:00,1,0,24366.71,24366.71,0.0,24523.0,23896.95,0.025692840765125832,2023
12261,12263,2023-03-22 16:00:00,2023-03-23 00:00:00,3,0,26667.33,27356.78,0.025853731888419107,28868.05,26601.8,0.08498226106625598,2023
12290,12291,2023-03-27 12:00:00,2023-03-27 16:00:00,2,0,26903.62,26968.94,0.002427926056047358,27923.42,26508.14,0.05260556014395085,2023
12366,12366,2023-04-09 04:00:00,2023-04-09 04:00:00,1,0,27903.02,27903.02,0.0,28067.46,27840.51,0.008133528198739803,2023
12414,12419,2023-04-17 04:00:00,2023-04-18 00:00:00,6,0,29838.3,29446.99,-0.013114353029495596,30007.56,29096.78,0.030523856922143773,2023
12427,12491,2023-04-19 08:00:00,2023-04-30 00:00:00,65,10,29310.65,29178.87,-0.004495976718360106,30077.76,26942.82,0.10695566287339238,2023
12500,12514,2023-05-01 12:00:00,2023-05-03 20:00:00,15,2,28170.64,29026.16,0.030369207089366856,29266.66,27666.95,0.05678642728741694,2023
12538,12669,2023-05-07 20:00:00,2023-05-29 16:00:00,132,21,28430.1,27637.94,-0.027863426438879957,28952.87,25811.46,0.11049591805867724,2023
12679,12798,2023-05-31 08:00:00,2023-06-20 04:00:00,120,19,27097.18,26832.44,-0.009770020348981001,27455.02,24800.0,0.09798141356406831,2023
12849,12851,2023-06-28 16:00:00,2023-06-29 00:00:00,3,0,30100.0,30176.0,0.002524916943521527,30466.36,29858.8,0.020184717607973465,2023
12890,12891,2023-07-05 12:00:00,2023-07-05 16:00:00,2,0,30356.11,30431.95,0.0024983438260040014,30591.57,30200.0,0.012899215347420986,2023
12945,12945,2023-07-14 16:00:00,2023-07-14 16:00:00,1,0,30115.17,30115.17,0.0,31275.5,29900.0,0.04567465499945709,2023
12976,13332,2023-07-19 20:00:00,2023-09-17 04:00:00,357,59,29909.21,26495.93,-0.11412136930397021,30417.46,24901.0,0.18444017745704414,2023
13358,13376,2023-09-21 12:00:00,2023-09-24 12:00:00,19,3,26584.02,26578.06,-0.0002241948358450152,26776.98,26377.7,0.01501954933828664,2023
13384,13401,2023-09-25 20:00:00,2023-09-28 16:00:00,18,2,26304.81,27100.0,0.03022983249071176,27308.48,26088.34,0.046384672613107615,2023
13426,13432,2023-10-02 20:00:00,2023-10-03 20:00:00,7,1,27494.51,27426.46,-0.0024750395624435484,27965.94,27160.5,0.029294575535261356,2023
13474,13507,2023-10-10 20:00:00,2023-10-16 08:00:00,34,5,27390.12,27749.6,0.013124440491680822,27980.0,26538.66,0.052622624508399385,2023
13683,13686,2023-11-14 16:00:00,2023-11-15 04:00:00,4,0,35293.99,35576.88,0.008015245655138337,36417.23,34800.0,0.045821682388418064,2023
13694,13696,2023-11-16 12:00:00,2023-11-16 20:00:00,3,0,36406.0,36163.51,-0.00666071526671419,37319.99,35500.0,0.049991484920068066,2023
13726,13731,2023-11-21 20:00:00,2023-11-22 16:00:00,6,0,35741.65,37289.98,0.04332004817908519,37431.21,35632.01,0.05033903023503383,2023
13759,13760,2023-11-27 08:00:00,2023-11-27 12:00:00,2,0,37035.95,36751.02,-0.007693335799405676,37466.0,36715.0,0.020277595147417577,2023
13841,13845,2023-12-11 00:00:00,2023-12-11 16:00:00,5,0,42309.58,40779.99,-0.036152332403205256,43804.5,40222.0,0.08467349474988879,2023
13882,13885,2023-12-17 20:00:00,2023-12-18 08:00:00,4,0,41374.65,41105.12,-0.006514375348190216,42190.87,40542.93,0.03982970248690931,2023
13934,13934,2023-12-26 12:00:00,2023-12-26 12:00:00,1,0,42391.5,42391.5,0.0,42827.68,42250.0,0.013627260181876091,2023
13981,13995,2024-01-03 08:00:00,2024-01-05 16:00:00,15,2,43702.88,43600.0,-0.002354078266695425,45500.0,40750.0,0.10868848917966048,2024
14036,14142,2024-01-12 12:00:00,2024-01-30 04:00:00,107,17,44462.01,43358.25,-0.024824788622916594,46109.0,38555.0,0.16989785212139533,2024
14355,14357,2024-03-05 16:00:00,2024-03-06 00:00:00,3,0,61410.98,63263.21,0.03016121872668376,66996.36,59005.0,0.13012917234019064,2024
14409,14424,2024-03-14 16:00:00,2024-03-17 04:00:00,16,2,69415.09,65636.67,-0.05443225673264984,72419.71,64533.0,0.11361665021251152,2024
14437,14445,2024-03-19 08:00:00,2024-03-20 16:00:00,9,1,63081.34,65784.46,0.04285134082440245,66000.0,60775.0,0.08282956576382176,2024
14461,14470,2024-03-23 08:00:00,2024-03-24 20:00:00,10,1,64629.62,67209.99,0.03992550165079112,67628.69,63772.29,0.05966923525157662,2024
14516,14516,2024-04-01 12:00:00,2024-04-01 12:00:00,1,0,68237.15,68237.15,0.0,70080.0,68161.48,0.028115476686819484,2024
14520,14521,2024-04-02 04:00:00,2024-04-02 08:00:00,2,0,66455.5,65622.69,-0.01253184461782697,67120.0,65075.0,0.030772471804440565,2024
14532,14535,2024-04-04 04:00:00,2024-04-04 16:00:00,4,0,66091.6,68500.0,0.03644033432387772,69309.91,65064.52,0.06423494059759495,2024
14539,14539,2024-04-05 08:00:00,2024-04-05 08:00:00,1,0,66478.0,66478.0,0.0,67684.26,66383.01,0.019574144829868526,2024
14565,14783,2024-04-09 16:00:00,2024-05-16 00:00:00,219,36,69000.77,65975.39,-0.04384559766506957,71305.89,56552.82,0.21381022269751482,2024
14828,14830,2024-05-23 12:00:00,2024-05-23 20:00:00,3,0,68076.0,67969.65,-0.0015622245725366302,70096.12,66312.16,0.05558434690639861,2024
14856,14860,2024-05-28 04:00:00,2024-05-28 20:00:00,5,0,67694.0,68398.39,0.010405501226105729,68902.71,67277.91,0.024002127219546827,2024
14919,14919,2024-06-07 16:00:00,2024-06-07 16:00:00,1,0,69255.0,69255.0,0.0,71208.89,68420.0,0.04026987221139267,2024
14940,14942,2024-06-11 04:00:00,2024-06-11 12:00:00,3,0,67570.18,66244.48,-0.019619601427730338,68464.0,66051.0,0.03571101926915098,2024
14949,15148,2024-06-12 16:00:00,2024-07-15 20:00:00,200,33,67532.92,64724.14,-0.04159127133848206,69862.4,53485.93,0.24249610412225614,2024
15202,15208,2024-07-24 20:00:00,2024-07-25 20:00:00,7,1,65376.0,65799.95,0.006484795643661334,66175.49,63456.7,0.04158697381302019,2024
15233,15379,2024-07-30 00:00:00,2024-08-23 08:00:00,147,24,66610.0,60741.68,-0.08809968473202223,67000.0,49000.0,0.2702296952409548,2024
15404,15517,2024-08-27 12:00:00,2024-09-15 08:00:00,114,18,61709.13,60000.51,-0.02768828534772727,62495.0,52550.0,0.161159296849591,2024
