candidate_trade_id,baseline_trade_id,entry_time,cand_exit_time,base_exit_time,cand_pnl,base_pnl,delta_pnl,cand_return_pct,base_return_pct
37,47,1639267200000,1641528000000,1639411200000,-2704.869804,-2034.027916,-670.841888,-15.530278,-4.591497
38,49,1680163200000,1681718400000,1681718400000,2041.406763,2158.779909,-117.373146,4.773479,4.773479
39,50,1681819200000,1688803200000,1681948800000,1583.880449,-1539.404126,3123.284575,3.521561,-5.400927
40,54,1688918400000,1692374400000,1690200000000,-7422.141453,-2158.27001,-5263.871443,-15.138525,-4.472907
41,56,1692460800000,1693512000000,1693512000000,-82.302293,-121.689525,39.387231,-0.4024,-0.12988
43,58,1700078400000,1702324800000,1702324800000,3854.690238,4792.230756,-937.540518,8.357329,9.547191
44,59,1702483200000,1705118400000,1705118400000,174.40344,191.362074,-16.958634,0.480971,0.480971
45,60,1705420800000,1708732800000,1705953600000,12723.798331,-1687.380213,14411.178544,24.156616,-8.11908
46,62,1708833600000,1709668800000,1709668800000,7589.191366,7946.836753,-357.645387,12.825613,12.825613
47,63,1710806400000,1712044800000,1712044800000,-1111.554199,-1163.936886,52.382686,-1.439799,-1.439799
48,64,1712246400000,1714550400000,1713052800000,-12101.86141,-5950.441129,-6151.420281,-17.278336,-8.154933
51,67,1716825600000,1720065600000,1718107200000,-9122.15508,-2632.90429,-6489.250791,-15.176444,-4.011955
52,71,1720281600000,1721880000000,1720411200000,1461.199552,-2125.147048,3586.3466,3.588067,-4.136764
54,73,1722916800000,1724025600000,1724025600000,202.213739,1277.833218,-1075.619479,0.95051,2.33578
56,77,1729800000000,1730448000000,1730448000000,888.536999,1353.927083,-465.390084,2.191045,2.191045
57,78,1730692800000,1732464000000,1732464000000,15733.666763,23974.508182,-8240.841419,36.080059,36.080059
58,79,1732723200000,1733774400000,1733774400000,354.864047,540.731613,-185.867566,0.763097,0.763097
59,80,1733932800000,1734566400000,1734566400000,-959.841476,-1462.578792,502.737316,-1.447035,-1.447035
60,81,1734825600000,1736280000000,1736280000000,167.466412,255.180495,-87.714083,0.431312,0.431312
61,82,1736539200000,1737633600000,1737633600000,3453.447075,5262.263171,-1808.816096,6.016748,6.016748
62,83,1737734400000,1740470400000,1738526400000,-9519.221593,-6473.199948,-3046.021645,-15.200321,-6.700265
64,86,1741176000000,1744012800000,1741320000000,-8241.554692,-2998.413605,-5243.141087,-16.684799,-3.965516
66,89,1746561600000,1748174400000,1748174400000,4809.12788,8989.593239,-4180.465359,11.103106,11.103106
67,90,1748880000000,1752566400000,1752566400000,5293.936723,9895.835369,-4601.898646,10.891886,10.891886
68,91,1753084800000,1760112000000,1754078400000,-77.195688,-4864.348525,4787.152837,0.004055,-4.777157
69,96,1760284800000,1763121600000,1760630400000,-8091.595531,-4422.985285,-3668.610246,-15.293944,-5.152269
