ts_ms,side,qty,price,fee,notional,reason
1580169600000,BUY,0.02311869,8912.47,0.2060,206.04,vdo_trend_accel
1580904000000,BUY,0.51441161,9424.35,4.8480,4848.00,vdo_trend_accel
1580947200000,BUY,0.26501969,9617.32,2.5488,2548.78,vdo_trend_accel
1581177600000,BUY,0.13776804,9834.91,1.3549,1354.94,vdo_trend_accel
1581220800000,BUY,0.09412350,10058.19,0.9467,946.71,vdo_trend_accel
1581292800000,BUY,0.03006155,10157.30,0.3053,305.34,vdo_trend_accel
1581883200000,SELL,1.95239778,9740.55,19.0174,19017.43,trailing_stop
1582041600000,BUY,0.61969158,9836.10,6.0953,6095.35,vdo_trend_accel
1582084800000,BUY,0.42387033,10156.06,4.3049,4304.85,vdo_trend_accel
1582286400000,BUY,0.47953309,9699.89,4.6514,4651.42,vdo_trend_accel
1582329600000,BUY,0.28699340,9682.37,2.7788,2778.78,vdo_trend_accel
1582401600000,BUY,0.30216577,9673.23,2.9229,2922.92,vdo_trend_accel
1582704000000,SELL,2.11225417,9143.05,19.3124,19312.44,emergency_dd
1582934400000,BUY,0.73552298,8695.58,6.3958,6395.80,vdo_trend_accel
1582977600000,BUY,0.74590192,8701.73,6.4906,6490.64,vdo_trend
1583020800000,BUY,0.25667649,8528.30,2.1890,2189.01,vdo_dip_buy
1583121600000,BUY,0.14327071,8606.72,1.2331,1233.09,vdo_trend_accel
1583179200000,BUY,0.10502551,8887.77,0.9334,933.44,vdo_trend_accel
1583380800000,BUY,0.07469588,8874.56,0.6629,662.89,vdo_trend_accel
1583424000000,BUY,0.02250633,9090.52,0.2046,204.59,vdo_trend_accel
1583481600000,BUY,0.03754677,9106.63,0.3419,341.92,vdo_trend_accel
1583668800000,SELL,2.12114660,8736.49,18.5314,18531.38,trailing_stop
1583899200000,BUY,0.85409102,7928.16,6.7714,6771.37,vdo_trend_accel
1583971200000,BUY,0.46412131,7938.94,3.6846,3684.63,vdo_trend_accel
1584000000000,SELL,1.31821234,7388.05,9.7390,9739.03,emergency_dd
1588320000000,BUY,0.12012019,8772.00,1.0537,1053.69,vdo_trend
1588896000000,BUY,0.05999662,9991.79,0.5995,599.47,vdo_trend_accel
1589083200000,SELL,0.18011681,8617.99,1.5522,1552.24,trailing_stop
1589731200000,BUY,0.55150743,9828.04,5.4202,5420.24,vdo_trend_accel
1589774400000,BUY,0.65691944,9865.93,6.4811,6481.12,vdo_trend_accel
1590206400000,BUY,0.21114213,9291.22,1.9618,1961.77,vdo_trend_accel
1590249600000,BUY,0.16364955,9203.84,1.5062,1506.20,vdo_trend
1590364800000,SELL,1.58321855,8713.35,13.7951,13795.13,emergency_dd
1590480000000,BUY,0.66005628,8961.76,5.9153,5915.26,vdo_trend_accel
1590537600000,BUY,0.39951772,8845.86,3.5341,3534.08,vdo_trend_accel
1590624000000,BUY,0.23681160,9209.13,2.1808,2180.83,vdo_trend_accel
1590667200000,BUY,0.18442854,9272.32,1.7101,1710.08,vdo_trend_accel
1590710400000,BUY,0.08971222,9581.14,0.8595,859.55,vdo_trend_accel
1590840000000,BUY,0.13851405,9559.77,1.3242,1324.16,vdo_trend_accel
1590883200000,BUY,0.04288705,9703.05,0.4161,416.14,vdo_trend_accel
1591070400000,BUY,0.03409582,10102.42,0.3445,344.45,vdo_trend_accel
1591257600000,SELL,1.78602327,9644.28,17.2249,17224.91,trailing_stop
1591315200000,BUY,0.53323288,9793.52,5.2222,5222.23,vdo_trend_accel
1591560000000,BUY,0.42161478,9780.89,4.1238,4123.77,vdo_trend_accel
1592092800000,BUY,0.26135493,9478.55,2.4773,2477.27,vdo_trend_accel
1592136000000,BUY,0.35367384,9431.80,3.3358,3335.78,vdo_trend_accel
1592265600000,BUY,0.13533526,9431.24,1.2764,1276.38,vdo_trend_accel
1592308800000,BUY,0.04560525,9514.40,0.4339,433.91,vdo_trend_accel
1592697600000,BUY,0.04788426,9364.10,0.4484,448.39,vdo_trend_accel
1593288000000,SELL,1.79870120,8932.54,16.0670,16066.96,emergency_dd
1593460800000,BUY,0.53231925,9163.14,4.8777,4877.71,vdo_trend_accel
1593504000000,BUY,0.32437615,9149.37,2.9678,2967.84,vdo_trend
1593619200000,BUY,0.17010353,9268.93,1.5767,1576.68,vdo_trend_accel
1593892800000,BUY,0.37941214,9134.33,3.4657,3465.68,vdo_trend_accel
1594051200000,BUY,0.08679206,9310.14,0.8080,808.05,vdo_trend_accel
1594094400000,BUY,0.11785752,9300.69,1.0962,1096.16,vdo_trend_accel
1595073600000,BUY,0.09812053,9164.95,0.8993,899.27,vdo_trend_accel
1596412800000,SELL,1.70898120,11065.27,18.9103,18910.34,trailing_stop
1597032000000,BUY,0.57409109,12016.01,6.8983,6898.28,vdo_trend_accel
1597363200000,BUY,0.56506705,11786.25,6.6600,6660.02,vdo_trend_accel
1597406400000,BUY,0.20570290,11767.28,2.4206,2420.56,vdo_trend_accel
1597464000000,BUY,0.15114484,11895.21,1.7979,1797.90,vdo_trend_accel
1597680000000,BUY,0.02632508,12428.67,0.3272,327.19,vdo_trend_accel
1598054400000,SELL,1.52233096,11524.89,17.5447,17544.69,emergency_dd
1598140800000,BUY,0.51685035,11669.93,6.0316,6031.61,vdo_trend_accel
1598256000000,BUY,0.32585651,11765.04,3.8337,3833.71,vdo_trend_accel
1598313600000,BUY,0.21833721,11754.65,2.5665,2566.48,vdo_trend
1598356800000,BUY,0.16089598,11620.83,1.8697,1869.74,vdo_trend
1598788800000,BUY,0.14239655,11609.47,1.6531,1653.15,vdo_trend_accel
1598832000000,BUY,0.14552769,11717.61,1.7052,1705.24,vdo_trend_accel
1598875200000,BUY,0.04918448,11687.15,0.5748,574.83,vdo_trend
1599148800000,SELL,1.55904876,10664.41,16.6263,16626.34,emergency_dd
1599379200000,BUY,0.59735196,10235.99,6.1145,6114.49,vdo_trend_accel
1599422400000,BUY,0.59597111,10263.94,6.1170,6117.01,vdo_trend_accel
1599465600000,BUY,0.15618653,10119.37,1.5805,1580.51,vdo_trend
1599508800000,BUY,0.09158525,10154.06,0.9300,929.96,vdo_trend
1599552000000,BUY,0.09159637,10269.94,0.9407,940.69,vdo_trend
1599940800000,BUY,0.05285199,10466.99,0.5532,553.20,vdo_trend_accel
1599984000000,BUY,0.03295244,10548.07,0.3476,347.58,vdo_trend
1600704000000,SELL,1.61849566,10413.04,16.8535,16853.46,trailing_stop
1601107200000,BUY,0.42151932,10711.73,4.5152,4515.20,vdo_trend
1601164800000,BUY,0.36017983,10734.49,3.8663,3866.35,vdo_trend_accel
1601236800000,BUY,0.29817371,10737.91,3.2018,3201.76,vdo_trend_accel
1601280000000,BUY,0.22708061,10859.97,2.4661,2466.09,vdo_trend_accel
1601798400000,BUY,0.18817810,10618.67,1.9982,1998.20,vdo_trend_accel
1601841600000,BUY,0.11387173,10679.13,1.2161,1216.05,vdo_trend_accel
1603958400000,SELL,1.60900329,13131.64,21.1289,21128.86,trailing_stop
1604131200000,BUY,0.46326161,13583.61,6.2928,6292.76,vdo_trend
1604174400000,BUY,0.42404995,13789.45,5.8474,5847.42,vdo_trend
1604246400000,BUY,0.17316793,13807.59,2.3910,2391.03,vdo_trend
1604448000000,BUY,0.24005724,14031.24,3.3683,3368.30,vdo_trend_accel
1604520000000,BUY,0.08995328,14110.02,1.2692,1269.24,vdo_trend_accel
1604592000000,BUY,0.02271126,15088.55,0.3427,342.68,vdo_trend_accel
1605096000000,BUY,0.04424332,15583.05,0.6894,689.45,vdo_trend_accel
1605139200000,BUY,0.03710734,15692.88,0.5823,582.32,vdo_trend_accel
1606377600000,SELL,1.49455192,17601.24,26.3060,26305.96,trailing_stop
1606564800000,BUY,0.55067813,17169.73,9.4550,9454.99,vdo_trend_accel
1606651200000,BUY,0.28426600,18099.70,5.1451,5145.13,vdo_trend_accel
1606694400000,BUY,0.19278720,18195.00,3.5078,3507.76,vdo_trend
1606737600000,BUY,0.08332727,18611.17,1.5508,1550.82,vdo_trend
1606780800000,BUY,0.15116537,19706.70,2.9790,2978.97,vdo_trend_accel
1606824000000,BUY,0.13760352,19436.09,2.6745,2674.47,vdo_trend
1607299200000,BUY,0.04840287,19369.32,0.9375,937.53,vdo_trend_accel
1607472000000,SELL,1.44823035,18314.03,26.5229,26522.94,trailing_stop
1607745600000,BUY,0.52111152,18292.07,9.5322,9532.21,vdo_trend_accel
1607788800000,BUY,0.51867655,18409.13,9.5484,9548.38,vdo_trend_accel
1607832000000,BUY,0.36053036,18794.89,6.7761,6776.13,vdo_trend_accel
1610352000000,SELL,1.40031843,34353.35,48.1056,48105.63,trailing_stop
1610553600000,BUY,0.15465148,34692.97,5.3653,5365.32,vdo_trend
1610596800000,BUY,0.16550822,37065.51,6.1346,6134.65,vdo_trend_accel
1610654400000,BUY,0.02120178,39898.91,0.8459,845.93,vdo_trend_accel
1610985600000,BUY,0.04945007,36426.02,1.8013,1801.27,vdo_trend_accel
1611028800000,BUY,0.45948802,36488.37,16.7660,16765.97,vdo_trend_accel
1611115200000,SELL,0.85029957,35043.21,29.7972,29797.22,trailing_stop
1611374400000,BUY,0.13621002,32382.80,4.4109,4410.86,vdo_trend
1611417600000,BUY,0.14782003,31894.63,4.7147,4714.67,vdo_trend_accel
1611460800000,BUY,0.05621441,32497.93,1.8269,1826.85,vdo_trend
1611576000000,BUY,0.22348361,33203.50,7.4204,7420.44,vdo_trend
1612584000000,BUY,0.09887413,39408.59,3.8965,3896.49,vdo_trend_accel
1612627200000,BUY,0.14914002,40887.60,6.0980,6097.98,vdo_trend_accel
1612713600000,SELL,0.81174222,37900.27,30.7652,30765.25,trailing_stop
1612800000000,BUY,0.08148568,43727.27,3.5631,3563.15,vdo_trend_accel
1612857600000,BUY,0.03453317,47531.52,1.6414,1641.41,vdo_trend_accel
1612958400000,BUY,0.20279522,46612.18,9.4527,9452.73,vdo_trend
1613059200000,BUY,0.15041346,47987.24,7.2179,7217.93,vdo_trend_accel
1613289600000,BUY,0.19834744,48751.98,9.6698,9669.83,vdo_trend_accel
1613476800000,BUY,0.07181631,48942.40,3.5149,3514.86,vdo_trend_accel
1613548800000,BUY,0.03318804,51144.89,1.6974,1697.40,vdo_trend_accel
1613592000000,BUY,0.03118427,52171.04,1.6269,1626.92,vdo_trend_accel
1614052800000,SELL,0.80376359,51872.19,41.6930,41692.98,trailing_stop
1614643200000,BUY,0.12578654,49623.04,6.2419,6241.91,vdo_trend_accel
1614686400000,BUY,0.20299822,48871.01,9.9207,9920.73,vdo_trend
1614772800000,BUY,0.19562547,51694.25,10.1127,10112.71,vdo_trend_accel
1615104000000,BUY,0.14418489,50069.37,7.2192,7219.25,vdo_trend_accel
1615176000000,BUY,0.08961544,50626.32,4.5369,4536.90,vdo_trend
1615248000000,BUY,0.07650623,52403.99,4.0092,4009.23,vdo_trend_accel
1615636800000,BUY,0.04973659,59886.50,2.9786,2978.55,vdo_trend_accel
1615680000000,BUY,0.04353130,61222.04,2.6651,2665.07,vdo_trend_accel
1615809600000,SELL,0.92798468,56119.92,52.0784,52078.43,trailing_stop
1616256000000,BUY,0.28748610,59277.10,17.0413,17041.34,vdo_trend_accel
1616875200000,BUY,0.22828887,55795.68,12.7375,12737.53,vdo_trend_accel
1617019200000,BUY,0.16341269,57885.96,9.4593,9459.30,vdo_trend_accel
1617681600000,BUY,0.08180197,58642.43,4.7971,4797.07,vdo_trend
1618027200000,BUY,0.08427817,59262.08,4.9945,4994.50,vdo_trend_accel
1618070400000,BUY,0.03963891,60280.40,2.3894,2389.45,vdo_trend
1618214400000,BUY,0.03192530,60744.40,1.9393,1939.28,vdo_trend_accel
1618675200000,SELL,0.91683200,60231.51,55.2222,55222.18,trailing_stop
1619323200000,BUY,0.30745442,49654.06,15.2664,15266.36,vdo_trend
1619366400000,BUY,0.41788298,50285.62,21.0135,21013.50,vdo_trend_accel
1619409600000,BUY,0.19572989,52427.81,10.2617,10261.69,vdo_trend_accel
1619798400000,BUY,0.05532160,57211.50,3.1650,3165.03,vdo_trend_accel
1619841600000,BUY,0.02553690,58209.59,1.4865,1486.49,vdo_trend_accel
1620172800000,SELL,1.00192579,53175.79,53.2782,53278.20,trailing_stop
1620302400000,BUY,0.32336353,58019.90,18.7615,18761.52,vdo_trend_accel
1620936000000,SELL,0.32336353,48543.26,15.6971,15697.12,fixed_stop
1621497600000,BUY,0.13943723,39981.65,5.5749,5574.93,vdo_trend_accel
1621555200000,BUY,0.09676800,40547.68,3.9237,3923.72,vdo_trend_accel
1621728000000,BUY,0.06222416,37479.11,2.3321,2332.11,vdo_trend_accel
1621785600000,SELL,0.29842939,33298.10,9.9371,9937.13,fixed_stop
1627689600000,BUY,0.12302760,42229.58,5.1954,5195.40,vdo_trend_accel
1627732800000,BUY,0.10400155,41615.02,4.3280,4328.03,vdo_trend_accel
1627790400000,BUY,0.06504591,42453.75,2.7614,2761.44,vdo_trend_accel
1628107200000,BUY,0.06603686,39774.04,2.6266,2626.55,vdo_trend_accel
1628337600000,BUY,0.02191834,43824.12,0.9606,960.55,vdo_trend_accel
1628380800000,BUY,0.02132421,44597.06,0.9510,951.00,vdo_trend
1628524800000,BUY,0.03451146,45895.99,1.5839,1583.94,vdo_trend_accel
1628884800000,BUY,0.02860234,46485.42,1.3296,1329.59,vdo_trend_accel
1629345600000,SELL,0.46446826,44022.75,20.4472,20447.17,trailing_stop
1629403200000,BUY,0.36081518,46735.69,16.8629,16862.95,vdo_trend_accel
1629446400000,BUY,0.36958989,46859.24,17.3187,17318.70,vdo_trend_accel
1629489600000,BUY,0.07240583,48710.94,3.5270,3526.96,vdo_trend_accel
1629691200000,BUY,0.13139924,50287.65,6.6078,6607.76,vdo_trend_accel
1629979200000,SELL,0.93421014,46810.14,43.7305,43730.51,trailing_stop
1630080000000,BUY,0.37514458,48211.17,18.0862,18086.16,vdo_trend_accel
1630123200000,BUY,0.40097458,48879.87,19.5996,19599.59,vdo_trend_accel
1630166400000,BUY,0.22091793,48837.97,10.7892,10789.18,vdo_trend
1630209600000,BUY,0.04763448,48250.12,2.2984,2298.37,vdo_trend
1630555200000,BUY,0.01770716,49585.14,0.8780,878.01,vdo_trend_accel
1630598400000,BUY,0.03776712,49567.95,1.8720,1872.04,vdo_trend
1630886400000,BUY,0.01783062,51785.35,0.9234,923.36,vdo_trend_accel
1631073600000,SELL,1.11797648,46424.86,51.9019,51901.90,trailing_stop
1631347200000,BUY,0.36853039,45068.75,16.6092,16609.20,vdo_trend
1632124800000,SELL,0.36853039,44805.36,16.5121,16512.14,trailing_stop
1632326400000,BUY,0.38414327,43246.74,16.6129,16612.94,vdo_trend_accel
1632369600000,BUY,0.43134531,44098.82,19.0218,19021.82,vdo_trend_accel
1632412800000,BUY,0.18211179,43771.69,7.9713,7971.34,vdo_trend
1632456000000,BUY,0.06231926,44307.40,2.7612,2761.20,vdo_trend
1632513600000,BUY,0.05262068,42394.74,2.2308,2230.84,vdo_trend_accel
1632585600000,BUY,0.03209190,42693.44,1.3701,1370.11,vdo_trend
1632715200000,BUY,0.02662606,44062.96,1.1732,1173.22,vdo_trend_accel
1633032000000,BUY,0.01902461,43556.27,0.8286,828.64,vdo_trend_accel
1634860800000,SELL,1.19028288,62158.95,73.9867,73986.73,trailing_stop
1635134400000,BUY,0.36752956,62118.83,22.8305,22830.51,vdo_trend_accel
1635177600000,BUY,0.27899989,63641.85,17.7561,17756.07,vdo_trend_accel
1635523200000,BUY,0.17151188,62334.26,10.6911,10691.07,vdo_trend_accel
1635753600000,BUY,0.11592894,62210.49,7.2120,7212.00,vdo_trend_accel
1635854400000,BUY,0.10233033,62947.91,6.4415,6441.48,vdo_trend_accel
1636257600000,BUY,0.07023081,62167.21,4.3661,4366.05,vdo_trend_accel
1636315200000,BUY,0.04877797,62299.82,3.0389,3038.86,vdo_trend_accel
1636718400000,SELL,1.15530938,63718.13,73.6142,73614.15,trailing_stop
1636963200000,BUY,0.29956066,65615.78,19.6559,19655.91,vdo_trend
1637697600000,BUY,0.45233735,57809.99,26.1496,26149.62,vdo_trend_accel
1637784000000,BUY,0.16094927,56856.39,9.1510,9150.99,vdo_trend_accel
1637827200000,BUY,0.09743764,57680.61,5.6203,5620.26,vdo_trend
1637870400000,BUY,0.08337455,58886.21,4.9096,4909.61,vdo_trend_accel
1638144000000,BUY,0.08614804,57306.40,4.9368,4936.83,vdo_trend_accel
1638187200000,BUY,0.03374634,56914.58,1.9207,1920.66,vdo_trend_accel
1638590400000,SELL,1.21355387,51971.41,63.0701,63070.11,emergency_dd
1639267200000,BUY,0.47926002,49417.16,23.6837,23683.67,vdo_trend_accel
1639310400000,BUY,0.37227919,49151.35,18.2980,18298.03,vdo_trend
1639353600000,BUY,0.20827569,50081.43,10.4307,10430.75,vdo_trend
1639411200000,SELL,1.05981490,47226.03,50.0509,50050.86,emergency_dd
1639526400000,BUY,0.40761942,48363.54,19.7139,19713.92,vdo_trend_accel
1639569600000,BUY,0.27680135,48159.02,13.3305,13330.48,vdo_trend_accel
1640419200000,BUY,0.16069927,50947.19,8.1872,8187.18,vdo_trend
1640721600000,SELL,0.84512004,47663.23,40.2812,40281.15,trailing_stop
1640966400000,BUY,0.39714942,48031.78,19.0758,19075.79,vdo_trend_accel
1642723200000,SELL,0.39714942,40658.55,16.1475,16147.52,fixed_stop
1680163200000,BUY,0.31224334,28740.80,8.9741,8974.12,vdo_trend_accel
1680609600000,BUY,0.57341216,28305.07,16.2305,16230.47,vdo_trend_accel
1681070400000,BUY,0.37454099,28155.89,10.5455,10545.53,vdo_trend_accel
1681113600000,BUY,0.69987621,28300.13,19.8066,19806.59,vdo_trend_accel
1681156800000,BUY,0.06520064,29189.10,1.9031,1903.15,vdo_trend_accel
1681200000000,BUY,0.03679800,30123.46,1.1085,1108.48,vdo_trend_accel
1681718400000,SELL,2.06207134,29821.89,61.4949,61494.87,trailing_stop
1681819200000,BUY,0.73705252,30397.30,22.4044,22404.41,vdo_trend_accel
1681862400000,BUY,0.40107657,30396.72,12.1914,12191.41,vdo_trend_accel
1681948800000,SELL,1.13812909,28781.26,32.7568,32756.79,emergency_dd
1682193600000,BUY,0.78648823,27637.80,21.7368,21736.81,vdo_trend_accel
1682236800000,BUY,0.78428737,27734.14,21.7515,21751.53,vdo_trend_accel
1682280000000,BUY,0.17212292,27480.89,4.7301,4730.09,vdo_trend
1682510400000,BUY,0.07758547,28968.24,2.2475,2247.51,vdo_trend_accel
1682956800000,SELL,1.82048399,28155.15,51.2560,51256.00,trailing_stop
1683187200000,BUY,0.55074417,29074.18,16.0124,16012.44,vdo_trend
1684353600000,BUY,0.53619938,27400.15,14.6919,14691.95,vdo_trend_accel
1684396800000,BUY,0.44679984,27406.68,12.2453,12245.30,vdo_trend_accel
1684814400000,BUY,0.12749918,27381.72,3.4911,3491.15,vdo_trend_accel
1684958400000,BUY,0.25719027,26266.78,6.7556,6755.56,vdo_dip_buy
1685246400000,BUY,0.06438093,27202.20,1.7513,1751.30,vdo_trend_accel
1685289600000,BUY,0.10853072,27287.17,2.9615,2961.50,vdo_trend_accel
1685332800000,BUY,0.06508175,27970.37,1.8204,1820.36,vdo_trend_accel
1686571200000,BUY,0.03351342,26003.12,0.8715,871.45,vdo_trend_accel
1688803200000,SELL,2.18993964,30176.76,66.0853,66085.27,trailing_stop
1688918400000,BUY,0.77593225,30366.16,23.5621,23562.09,vdo_trend_accel
1689019200000,BUY,0.21173640,30854.36,6.5330,6532.99,vdo_trend_accel
1689062400000,BUY,0.62100146,30552.18,18.9729,18972.95,vdo_trend_accel
1689105600000,BUY,0.18637074,30598.82,5.7027,5702.73,vdo_trend
1689148800000,BUY,0.12679595,30756.91,3.8999,3899.85,vdo_trend_accel
1689249600000,BUY,0.12148350,30560.79,3.7126,3712.63,vdo_trend_accel
1689292800000,BUY,0.10793671,31471.53,3.3969,3396.93,vdo_trend_accel
1690200000000,SELL,2.15125701,29253.89,62.9326,62932.64,emergency_dd
1690560000000,BUY,0.72442347,29404.16,21.3011,21301.06,vdo_trend_accel
1690603200000,BUY,0.67866286,29388.06,19.9446,19944.58,vdo_trend_accel
1690646400000,BUY,0.37082555,29308.45,10.8683,10868.32,vdo_trend_accel
