trade_id,strategy_id,symbol,scenario,window_id,entry_ts,exit_ts,entry_price,exit_price,side,qty,notional,gross_pnl,net_pnl,fees_total,return_pct,bars_held,days_held,mfe_pct,mae_pct,entry_reason,exit_reason,entry_regime,exit_regime,holding_regime_mode,worst_regime,n_buy_fills,n_sell_fills
V10_base_11,V10,BTCUSDT,base,FULL,2019-09-12T00:00:00Z,2019-09-19T04:00:00Z,10240.29,9817.3,LONG,2.14082004,21922.61,-883.62,-926.56,42.94,-4.1306,44,7.17,2.0363,5.7351,vdo_trend_accel,emergency_dd,CHOP,CHOP,CHOP,CHOP,3,1
V10_base_12,V10,BTCUSDT,base,FULL,2019-09-20T00:00:00Z,2019-09-24T00:00:00Z,10151.07,9696.86,LONG,1.34246061,13627.41,-596.12,-622.77,26.65,-4.4744,25,4.0,1.28,5.3892,vdo_trend_accel,emergency_dd,CHOP,BULL,CHOP,CHOP,2,1
V10_base_13,V10,BTCUSDT,base,FULL,2019-09-26T00:00:00Z,2019-11-01T04:00:00Z,8259.12,9059.14,LONG,2.43572987,20116.99,1968.73,1926.55,42.18,9.6864,218,36.17,25.5581,11.6129,vdo_dip_buy,trailing_stop,NEUTRAL,BULL,NEUTRAL,SHOCK,4,1
V10_base_14,V10,BTCUSDT,base,FULL,2019-11-02T00:00:00Z,2019-11-15T16:00:00Z,9272.2,8474.79,LONG,2.13134132,19762.22,-1679.79,-1717.62,37.82,-8.6,83,13.67,2.6044,9.4066,vdo_trend,emergency_dd,BULL,NEUTRAL,BULL,NEUTRAL,4,1
V10_base_15,V10,BTCUSDT,base,FULL,2019-11-17T04:00:00Z,2019-11-21T16:00:00Z,8486.68,7627.23,LONG,0.86361192,7329.19,-734.9,-748.81,13.92,-10.127,28,4.5,1.7477,11.6262,vdo_trend_accel,emergency_dd,NEUTRAL,CHOP,NEUTRAL,CHOP,1,1
V10_base_16,V10,BTCUSDT,base,FULL,2020-01-17T08:00:00Z,2020-02-16T20:00:00Z,9167.65,9740.55,LONG,2.00003223,18335.59,1164.16,1126.35,37.82,6.2492,184,30.5,14.5332,10.1405,vdo_trend_accel,trailing_stop,NEUTRAL,BULL,BULL,NEUTRAL,14,1
V10_base_17,V10,BTCUSDT,base,FULL,2020-02-18T16:00:00Z,2020-02-26T08:00:00Z,9825.2,9143.05,LONG,2.16378878,21259.65,-1454.77,-1495.81,41.04,-6.9429,47,7.67,4.3236,7.3606,vdo_trend_accel,emergency_dd,BULL,TOPPING,BULL,TOPPING,5,1
V10_base_18,V10,BTCUSDT,base,FULL,2020-02-29T00:00:00Z,2020-03-08T12:00:00Z,8698.78,8736.49,LONG,2.17289817,18901.57,100.84,62.95,37.89,0.4335,52,8.5,5.6239,4.343,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,TOPPING,8,1
V10_base_19,V10,BTCUSDT,base,FULL,2020-03-11T04:00:00Z,2020-03-12T08:00:00Z,7931.96,7388.05,LONG,1.35037398,10711.11,-723.76,-744.45,20.69,-6.8571,8,1.17,0.6057,30.0299,vdo_trend_accel,emergency_dd,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,2,1
V10_base_20,V10,BTCUSDT,base,FULL,2020-05-01T08:00:00Z,2020-05-10T04:00:00Z,9178.31,8617.99,LONG,0.18451128,1693.5,-101.69,-104.98,3.28,-6.1049,54,8.83,9.6825,11.5633,vdo_trend,trailing_stop,NEUTRAL,NEUTRAL,NEUTRAL,SHOCK,2,1
V10_base_21,V10,BTCUSDT,base,FULL,2020-05-17T16:00:00Z,2020-05-25T00:00:00Z,9707.65,8713.35,LONG,1.62184579,15744.31,-1596.87,-1626.74,29.88,-10.2425,45,7.33,2.4965,10.97,vdo_trend_accel,emergency_dd,BULL,BULL,BULL,BULL,4,1
V10_base_22,V10,BTCUSDT,base,FULL,2020-05-26T08:00:00Z,2020-06-04T08:00:00Z,9117.77,9644.28,LONG,1.82959852,16681.85,979.99,945.67,34.33,5.7746,55,9.0,13.8437,4.5819,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,BULL,8,1
V10_base_23,V10,BTCUSDT,base,FULL,2020-06-05T00:00:00Z,2020-06-27T20:00:00Z,9627.9,8932.54,LONG,1.84258577,17740.24,-1263.53,-1297.73,34.2,-7.2224,138,22.83,3.7892,8.2562,vdo_trend_accel,emergency_dd,BULL,CHOP,CHOP,CHOP,7,1
V10_base_24,V10,BTCUSDT,base,FULL,2020-06-29T20:00:00Z,2020-08-03T00:00:00Z,9181.71,11065.27,LONG,1.75067679,16074.21,3313.57,3278.13,35.45,20.5142,206,34.17,32.0392,3.1441,vdo_trend_accel,trailing_stop,CHOP,BULL,TOPPING,SHOCK,7,1
V10_base_25,V10,BTCUSDT,base,FULL,2020-08-10T04:00:00Z,2020-08-22T00:00:00Z,11892.26,11524.89,LONG,1.55947268,18545.65,-554.36,-590.87,36.52,-3.0891,72,11.83,4.8413,6.4517,vdo_trend_accel,emergency_dd,BULL,BULL,BULL,BULL,5,1
V10_base_26,V10,BTCUSDT,base,FULL,2020-08-23T00:00:00Z,2020-09-03T16:00:00Z,11696.08,10664.41,LONG,1.59708631,18679.64,-1628.98,-1664.69,35.71,-8.8206,71,11.67,3.0333,10.5683,vdo_trend_accel,emergency_dd,BULL,BULL,BULL,BULL,7,1
V10_base_27,V10,BTCUSDT,base,FULL,2020-09-06T08:00:00Z,2020-09-21T16:00:00Z,10246.21,10413.04,LONG,1.65798359,16988.05,293.59,259.34,34.25,1.6282,93,15.33,9.1115,3.8669,vdo_trend_accel,trailing_stop,BULL,CHOP,BULL,CHOP,7,1
V10_base_28,V10,BTCUSDT,base,FULL,2020-09-26T08:00:00Z,2020-10-29T08:00:00Z,10729.41,13131.64,LONG,1.64825963,17684.85,3977.2,3937.87,39.33,22.3893,199,33.0,29.1728,3.3125,vdo_trend,trailing_stop,CHOP,BULL,BULL,CHOP,6,1
V10_base_29,V10,BTCUSDT,base,FULL,2020-10-31T08:00:00Z,2020-11-26T08:00:00Z,13905.98,17601.24,LONG,1.53101589,21290.27,5678.79,5630.55,48.24,26.5732,157,26.0,40.1139,5.1124,vdo_trend,trailing_stop,BULL,BULL,BULL,SHOCK,8,1
V10_base_30,V10,BTCUSDT,base,FULL,2020-11-28T12:00:00Z,2020-12-09T00:00:00Z,18125.35,18314.03,LONG,1.48356416,26890.12,306.81,252.75,54.06,1.041,64,10.5,9.7248,5.8225,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,SHOCK,7,1
V10_base_31,V10,BTCUSDT,base,FULL,2020-12-12T04:00:00Z,2021-01-11T08:00:00Z,18464.89,34353.35,LONG,1.43448329,26487.57,22818.22,22742.45,75.77,86.0469,182,30.17,127.188,1.1025,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,SHOCK,3,1
V10_base_32,V10,BTCUSDT,base,FULL,2021-01-13T16:00:00Z,2021-01-20T04:00:00Z,36355.58,35043.21,LONG,0.87104511,31667.35,-1111.47,-1173.66,62.19,-3.6098,40,6.5,10.2994,6.8919,vdo_trend,trailing_stop,BULL,BULL,BULL,SHOCK,5,1
V10_base_33,V10,BTCUSDT,base,FULL,2021-01-23T04:00:00Z,2021-02-23T04:00:00Z,37614.4,51872.19,LONG,1.03006737,38745.37,14725.22,14633.05,92.18,37.9051,187,31.0,55.1342,22.2592,vdo_trend,trailing_stop,BULL,BULL,BULL,SHOCK,12,1
V10_base_34,V10,BTCUSDT,base,FULL,2021-03-02T00:00:00Z,2021-03-16T04:00:00Z,51384.85,54242.81,LONG,1.10402455,56730.14,3211.99,3095.38,116.62,5.5619,86,14.17,20.3545,9.8956,vdo_trend_accel,trailing_stop,SHOCK,BULL,BULL,SHOCK,8,1
V10_base_35,V10,BTCUSDT,base,FULL,2021-03-20T16:00:00Z,2021-04-17T16:00:00Z,58198.75,60231.51,LONG,1.05807513,61578.65,2212.39,2087.08,125.31,3.4928,169,28.0,11.4354,13.3528,vdo_trend_accel,trailing_stop,BULL,BULL,CHOP,CHOP,7,1
V10_base_36,V10,BTCUSDT,base,FULL,2021-04-25T04:00:00Z,2021-05-05T00:00:00Z,51094.68,53175.79,LONG,1.1562781,59079.66,2465.42,2344.86,120.57,4.073,60,9.83,15.4356,8.1509,vdo_trend,trailing_stop,BULL,BULL,BULL,SHOCK,5,1
V10_base_37,V10,BTCUSDT,base,FULL,2021-05-06T12:00:00Z,2021-05-13T20:00:00Z,58019.9,48543.26,LONG,0.3731795,21651.84,-3514.84,-3554.6,39.77,-16.3334,45,7.33,2.551,20.7169,vdo_trend_accel,fixed_stop,BULL,SHOCK,CHOP,SHOCK,1,1
V10_base_38,V10,BTCUSDT,base,FULL,2021-05-20T08:00:00Z,2021-05-23T16:00:00Z,39643.4,33298.1,LONG,0.34440411,13653.35,-2171.69,-2196.82,25.12,-16.0059,21,3.33,7.0838,21.5228,vdo_trend_accel,fixed_stop,SHOCK,NEUTRAL,SHOCK,SHOCK,3,1
V10_base_39,V10,BTCUSDT,base,FULL,2021-07-31T00:00:00Z,2021-08-19T04:00:00Z,42492.68,44022.75,LONG,0.53602221,22777.02,842.92,796.55,46.37,3.6008,116,19.17,13.2995,12.1432,vdo_trend_accel,trailing_stop,NEUTRAL,BULL,NEUTRAL,BEAR,8,1
V10_base_40,V10,BTCUSDT,base,FULL,2021-08-19T20:00:00Z,2021-08-26T12:00:00Z,47437.25,46810.14,LONG,1.07813047,51143.55,-624.96,-726.58,101.61,-1.322,41,6.67,6.4564,2.5028,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,BULL,4,1
V10_base_41,V10,BTCUSDT,base,FULL,2021-08-27T16:00:00Z,2021-09-08T04:00:00Z,48701.13,46424.86,LONG,1.29020704,62834.53,-2874.02,-2996.76,122.73,-4.674,70,11.5,8.6628,12.0286,vdo_trend_accel,trailing_stop,BULL,SHOCK,BULL,SHOCK,7,1
V10_base_42,V10,BTCUSDT,base,FULL,2021-09-11T08:00:00Z,2021-09-20T08:00:00Z,45068.75,44805.36,LONG,0.42530457,19167.94,-92.85,-131.08,38.22,-0.5844,55,9.0,8.3749,4.057,vdo_trend,trailing_stop,BULL,BULL,BULL,BULL,1,1
V10_base_43,V10,BTCUSDT,base,FULL,2021-09-22T16:00:00Z,2021-10-22T00:00:00Z,43662.0,62158.95,LONG,1.37365266,59976.42,25468.36,25323.0,145.36,42.364,177,29.33,53.4515,6.8412,vdo_trend_accel,trailing_stop,NEUTRAL,BULL,BULL,SHOCK,8,1
V10_base_44,V10,BTCUSDT,base,FULL,2021-10-25T04:00:00Z,2021-11-12T12:00:00Z,62611.83,63718.13,LONG,1.33329129,83479.8,1558.51,1390.07,168.43,1.7669,111,18.33,10.2028,7.6532,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,BULL,7,1
V10_base_45,V10,BTCUSDT,base,FULL,2021-11-15T08:00:00Z,2021-12-04T04:00:00Z,59613.25,51971.41,LONG,1.40050867,83488.87,-10618.97,-10775.24,156.28,-12.819,114,18.83,11.3877,29.5454,vdo_trend,emergency_dd,BULL,BULL,BULL,SHOCK,7,1
V10_base_46,V10,BTCUSDT,base,FULL,2021-12-12T00:00:00Z,2021-12-13T16:00:00Z,49454.33,47226.03,LONG,1.22308535,60486.87,-2664.91,-2783.16,118.25,-4.5058,11,1.67,2.6745,7.6466,vdo_trend_accel,emergency_dd,NEUTRAL,BULL,NEUTRAL,NEUTRAL,3,1
V10_base_47,V10,BTCUSDT,base,FULL,2021-12-15T00:00:00Z,2021-12-28T20:00:00Z,48787.83,47663.23,LONG,0.97531554,47583.53,-1049.25,-1143.32,94.07,-2.3051,84,13.83,6.7643,6.8292,vdo_trend_accel,trailing_stop,NEUTRAL,BULL,NEUTRAL,NEUTRAL,3,1
V10_base_48,V10,BTCUSDT,base,FULL,2021-12-31T16:00:00Z,2022-01-21T00:00:00Z,48031.78,40658.55,LONG,0.45833253,22014.53,-3357.38,-3398.03,40.65,-15.3507,123,20.33,0.1805,20.4277,vdo_trend_accel,fixed_stop,NEUTRAL,BEAR,NEUTRAL,BEAR,1,1
V10_base_49,V10,BTCUSDT,base,FULL,2023-03-30T08:00:00Z,2023-04-17T08:00:00Z,28402.68,29821.89,LONG,2.37974503,67591.13,3444.96,3306.4,138.56,4.9968,109,18.0,9.1446,4.2335,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,BULL,6,1
V10_base_50,V10,BTCUSDT,base,FULL,2023-04-18T12:00:00Z,2023-04-20T00:00:00Z,30397.1,28781.26,LONG,1.31346428,39925.5,-2082.41,-2160.14,77.73,-5.3157,10,1.5,0.2892,6.1753,vdo_trend_accel,emergency_dd,BULL,BULL,BULL,BULL,2,1
V10_base_51,V10,BTCUSDT,base,FULL,2023-04-22T20:00:00Z,2023-05-01T16:00:00Z,27721.17,28155.15,LONG,2.10093979,58240.51,970.0,852.61,117.39,1.5655,54,8.83,8.3504,2.8078,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,BULL,4,1
V10_base_52,V10,BTCUSDT,base,FULL,2023-05-04T08:00:00Z,2023-07-08T08:00:00Z,27672.45,30176.76,LONG,2.52731216,69936.93,6399.09,6252.89,146.2,9.0498,391,65.0,13.8316,10.3802,vdo_trend,trailing_stop,BULL,BULL,BULL,CHOP,9,1
V10_base_53,V10,BTCUSDT,base,FULL,2023-07-09T16:00:00Z,2023-07-24T12:00:00Z,30577.55,29253.89,LONG,2.48267026,75913.97,-3210.29,-3358.83,148.54,-4.3288,90,14.83,4.0116,5.6108,vdo_trend_accel,emergency_dd,BULL,BULL,BULL,BULL,7,1
V10_base_54,V10,BTCUSDT,base,FULL,2023-07-28T16:00:00Z,2023-08-17T16:00:00Z,29381.01,27918.66,LONG,2.43968295,71680.35,-3496.0,-3635.79,139.79,-4.9772,121,20.0,2.9372,5.7214,vdo_trend_accel,emergency_dd,TOPPING,BULL,TOPPING,TOPPING,5,1
V10_base_55,V10,BTCUSDT,base,FULL,2023-08-18T08:00:00Z,2023-08-31T20:00:00Z,26228.35,26148.4,LONG,2.72213531,71397.12,-146.24,-288.81,142.58,-0.3048,82,13.5,7.2993,3.5395,vdo_dip_buy,trailing_stop,NEUTRAL,BULL,NEUTRAL,NEUTRAL,3,1
V10_base_56,V10,BTCUSDT,base,FULL,2023-10-02T04:00:00Z,2023-10-29T04:00:00Z,27835.37,33952.19,LONG,2.36601423,65858.88,14538.34,14392.15,146.19,21.975,163,27.0,26.7452,4.6585,vdo_trend_accel,trailing_stop,NEUTRAL,BULL,BULL,SHOCK,10,1
V10_base_57,V10,BTCUSDT,base,FULL,2023-11-01T00:00:00Z,2023-11-15T04:00:00Z,35058.39,35362.54,LONG,2.36147788,82789.6,801.05,634.75,166.3,0.8676,86,14.17,8.3114,2.7411,vdo_trend,trailing_stop,BULL,BULL,BULL,BULL,7,1
V10_base_58,V10,BTCUSDT,base,FULL,2023-11-15T20:00:00Z,2023-12-11T20:00:00Z,37621.86,40757.56,LONG,2.2436291,84409.49,7119.77,6943.92,175.85,8.3348,157,26.0,18.8139,5.64,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,BULL,7,1
V10_base_59,V10,BTCUSDT,base,FULL,2023-12-13T16:00:00Z,2024-01-13T04:00:00Z,42300.23,42586.51,LONG,2.10002757,88831.66,690.01,511.75,178.26,0.6768,184,30.5,15.7665,4.1544,vdo_trend_accel,trailing_stop,BULL,CHOP,BULL,CHOP,7,1
V10_base_60,V10,BTCUSDT,base,FULL,2024-01-16T16:00:00Z,2024-01-22T20:00:00Z,43276.24,39798.41,LONG,0.75473515,32662.1,-2592.18,-2654.88,62.7,-8.0363,38,6.17,0.6973,8.884,vdo_trend_accel,emergency_dd,CHOP,CHOP,CHOP,CHOP,1,1
V10_base_61,V10,BTCUSDT,base,FULL,2024-01-23T16:00:00Z,2024-02-24T00:00:00Z,39689.94,50716.24,LONG,2.16138418,85785.21,23917.86,23722.46,195.4,27.7811,189,31.33,33.4973,1.9268,vdo_dip_buy,trailing_stop,CHOP,BULL,BULL,CHOP,5,1
V10_base_62,V10,BTCUSDT,base,FULL,2024-02-25T04:00:00Z,2024-03-14T20:00:00Z,55216.37,69376.92,LONG,1.81468539,100200.34,25797.14,25571.04,226.1,25.6456,113,18.67,33.6144,7.8146,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,SHOCK,9,1
V10_base_63,V10,BTCUSDT,base,FULL,2024-03-19T00:00:00Z,2024-04-02T08:00:00Z,67738.04,66418.95,LONG,1.96664112,133216.41,-2460.95,-2724.79,263.84,-1.9473,87,14.33,5.9516,10.2794,vdo_trend,trailing_stop,BULL,BULL,BULL,SHOCK,8,1
V10_base_64,V10,BTCUSDT,base,FULL,2024-04-04T16:00:00Z,2024-04-12T20:00:00Z,69537.27,66807.22,LONG,1.84333988,128180.82,-4904.22,-5155.55,251.33,-3.926,50,8.17,4.6892,6.4,vdo_trend_accel,trailing_stop,BULL,CHOP,CHOP,CHOP,5,1
V10_base_65,V10,BTCUSDT,base,FULL,2024-04-17T00:00:00Z,2024-04-26T16:00:00Z,63166.89,63468.3,LONG,1.97447226,124721.27,719.84,469.81,250.04,0.4772,59,9.67,6.4361,5.6468,vdo_trend_accel,trailing_stop,CHOP,TOPPING,BULL,CHOP,7,1
V10_base_66,V10,BTCUSDT,base,FULL,2024-04-30T04:00:00Z,2024-05-23T20:00:00Z,62448.58,67163.03,LONG,2.04235841,127542.38,9756.14,9491.42,264.71,7.5493,143,23.67,15.2612,9.441,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,CHOP,8,1
V10_base_67,V10,BTCUSDT,base,FULL,2024-05-27T16:00:00Z,2024-06-11T12:00:00Z,69584.73,66853.22,LONG,1.73053094,120418.53,-4606.55,-4842.66,236.11,-3.9254,90,14.83,3.4667,5.0783,vdo_trend_accel,emergency_dd,BULL,BULL,BULL,CHOP,5,1
V10_base_68,V10,BTCUSDT,base,FULL,2024-06-12T16:00:00Z,2024-06-17T16:00:00Z,68557.87,65332.05,LONG,1.32399903,90770.55,-4180.2,-4357.47,177.27,-4.7052,31,5.0,1.9028,5.0758,vdo_trend_accel,emergency_dd,TOPPING,TOPPING,TOPPING,TOPPING,3,1
V10_base_69,V10,BTCUSDT,base,FULL,2024-06-20T08:00:00Z,2024-06-24T12:00:00Z,64934.34,61258.24,LONG,1.86103289,120844.94,-6720.48,-6955.33,234.85,-5.6612,26,4.17,2.3849,6.7258,vdo_trend_accel,emergency_dd,BULL,BULL,BULL,BULL,4,1
V10_base_70,V10,BTCUSDT,base,FULL,2024-06-26T04:00:00Z,2024-07-05T04:00:00Z,61397.55,55197.63,LONG,1.93208855,118625.51,-11860.18,-12085.45,225.27,-10.098,55,9.0,4.0135,12.8859,vdo_trend_accel,emergency_dd,BULL,NEUTRAL,BULL,NEUTRAL,5,1
V10_base_71,V10,BTCUSDT,base,FULL,2024-07-06T16:00:00Z,2024-07-08T04:00:00Z,57456.87,55129.67,LONG,1.51845708,87245.79,-3446.52,-3617.48,170.96,-4.0504,10,1.5,1.772,5.5637,vdo_trend_accel,emergency_dd,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,3,1
V10_base_72,V10,BTCUSDT,base,FULL,2024-07-16T16:00:00Z,2024-08-03T16:00:00Z,66411.34,60845.53,LONG,1.52408603,101216.59,-8381.55,-8575.5,193.95,-8.3808,109,18.0,5.5241,9.7744,vdo_trend,emergency_dd,BULL,BULL,BULL,TOPPING,8,1
V10_base_73,V10,BTCUSDT,base,FULL,2024-08-06T04:00:00Z,2024-08-19T00:00:00Z,57011.85,58395.22,LONG,1.67768315,95647.81,2416.51,2222.89,193.62,2.4265,78,12.83,10.0563,4.6305,vdo_trend_accel,trailing_stop,NEUTRAL,NEUTRAL,NEUTRAL,SHOCK,6,1
V10_base_74,V10,BTCUSDT,base,FULL,2024-08-20T04:00:00Z,2024-08-27T16:00:00Z,60438.15,61675.19,LONG,1.29480628,78255.69,1679.99,1521.88,158.11,2.0468,46,7.5,7.548,3.127,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,TOPPING,3,1
V10_base_75,V10,BTCUSDT,base,FULL,2024-08-31T00:00:00Z,2024-09-30T16:00:00Z,60982.85,63526.47,LONG,1.6280111,99280.75,4240.32,4037.62,202.7,4.171,185,30.67,9.0438,13.8282,vdo_trend,trailing_stop,CHOP,BULL,NEUTRAL,CHOP,8,1
V10_base_76,V10,BTCUSDT,base,FULL,2024-10-01T16:00:00Z,2024-10-10T20:00:00Z,62340.4,59694.42,LONG,1.47554313,91985.95,-3812.26,-3992.33,180.07,-4.2444,56,9.17,3.4292,5.4449,vdo_dip_buy,emergency_dd,BULL,BULL,BULL,TOPPING,5,1
V10_base_77,V10,BTCUSDT,base,FULL,2024-10-11T20:00:00Z,2024-10-23T12:00:00Z,63887.75,66377.48,LONG,1.33865197,85523.46,3418.4,3244.02,174.38,3.897,71,11.67,8.8151,2.8765,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,BULL,4,1
V10_base_78,V10,BTCUSDT,base,FULL,2024-10-24T20:00:00Z,2024-11-01T08:00:00Z,67705.58,69235.6,LONG,1.51695581,102706.37,2423.69,2215.95,207.73,2.2598,46,7.5,8.7357,3.1154,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,BULL,5,1
V10_base_79,V10,BTCUSDT,base,FULL,2024-11-04T04:00:00Z,2024-11-24T16:00:00Z,70374.63,95848.78,LONG,1.46388984,103020.7,37394.37,37151.04,243.33,36.1979,124,20.5,41.5112,5.0297,vdo_trend_accel,trailing_stop,BULL,BULL,BULL,SHOCK,9,1
V10_base_80,V10,BTCUSDT,base,FULL,2024-11-27T00:00:00Z,2024-12-09T20:00:00Z,94571.31,97016.95,LONG,1.48807943,140729.62,3780.04,3494.94,285.1,2.586,78,12.83,10.063,4.305,vdo_dip_buy,trailing_stop,BULL,BULL,BULL,BULL,7,1
V10_base_81,V10,BTCUSDT,base,FULL,2024-12-10T16:00:00Z,2024-12-19T00:00:00Z,99450.42,100148.91,LONG,1.46797964,145991.2,1171.35,878.34,293.01,0.7023,51,8.33,8.9518,5.2226,vdo_dip_buy,trailing_stop,BULL,BULL,BULL,BULL,5,1
V10_base_82,V10,BTCUSDT,base,FULL,2024-12-22T00:00:00Z,2025-01-07T20:00:00Z,95897.94,96398.95,LONG,1.52447841,146194.33,909.98,616.83,293.15,0.5224,102,16.83,7.1184,4.5543,vdo_trend,trailing_stop,BULL,BULL,BULL,BULL,8,1
V10_base_83,V10,BTCUSDT,base,FULL,2025-01-10T20:00:00Z,2025-01-23T12:00:00Z,96000.69,101888.44,LONG,1.49736604,143748.18,8959.86,8663.54,296.31,6.133,77,12.67,14.1533,7.025,vdo_trend_accel,trailing_stop,CHOP,CHOP,CHOP,CHOP,7,1
V10_base_84,V10,BTCUSDT,base,FULL,2025-01-24T16:00:00Z,2025-02-02T20:00:00Z,105177.41,98219.13,LONG,1.45180016,152696.58,-9949.34,-10244.64,295.29,-6.6158,56,9.17,1.847,8.583,vdo_trend_accel,emergency_dd,CHOP,CHOP,CHOP,CHOP,8,1
V10_base_85,V10,BTCUSDT,base,FULL,2025-02-04T20:00:00Z,2025-02-25T08:00:00Z,97903.79,89270.89,LONG,1.46855833,143777.42,-12534.13,-12809.01,274.88,-8.8177,124,20.5,2.282,11.2515,vdo_trend_accel,emergency_dd,CHOP,BULL,BULL,CHOP,8,1
V10_base_86,V10,BTCUSDT,base,FULL,2025-02-26T12:00:00Z,2025-02-28T04:00:00Z,86147.74,80408.65,LONG,1.2524466,107895.45,-7080.02,-7288.62,208.6,-6.6619,11,1.67,2.9325,8.5059,vdo_dip_buy,emergency_dd,BULL,NEUTRAL,NEUTRAL,NEUTRAL,3,1
V10_base_87,V10,BTCUSDT,base,FULL,2025-02-28T20:00:00Z,2025-03-04T08:00:00Z,87742.43,83140.65,LONG,1.28121323,112416.76,-5783.44,-6002.38,218.94,-5.2446,22,3.5,8.2714,6.0149,vdo_trend_accel,trailing_stop,NEUTRAL,SHOCK,NEUTRAL,SHOCK,4,1
V10_base_88,V10,BTCUSDT,base,FULL,2025-03-05T12:00:00Z,2025-03-07T04:00:00Z,90452.35,86943.42,LONG,1.20649442,109130.25,-4124.37,-4338.39,214.03,-3.8793,11,1.67,2.6072,6.396,vdo_trend_accel,emergency_dd,BULL,BULL,BULL,BULL,4,1
