strategy_id,trade_id,entry_ts,exit_ts,entry_reason,runtime_risk_level,expected_risk_level,risk_match,pnl_usd,return_pct,exit_reason
X0,34,2020-05-23T04:00:00Z,2020-05-25T00:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-1885.2,-6.5846,x0_trail_stop
X0,35,2020-05-28T20:00:00Z,2020-06-02T16:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-88.8,-0.332,x0_trail_stop
X0,36,2020-06-04T00:00:00Z,2020-06-11T20:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-1190.43,-4.4658,x0_trail_stop
X0,37,2020-06-23T20:00:00Z,2020-06-24T16:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-1152.27,-4.5247,x0_trail_stop
X0,38,2020-07-09T00:00:00Z,2020-07-10T08:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-841.89,-3.4626,x0_trail_stop
X0,39,2020-07-11T04:00:00Z,2020-07-11T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-287.97,-1.2269,x0_trend_exit
X0,40,2020-07-25T20:00:00Z,2020-08-03T00:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,3216.1,13.872,x0_trail_stop
X0,41,2020-08-03T04:00:00Z,2020-08-11T20:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,459.87,1.7419,x0_trail_stop
X0,42,2020-08-12T12:00:00Z,2020-08-19T04:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,744.44,2.7716,x0_trail_stop
X0,43,2020-08-19T12:00:00Z,2020-08-25T16:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-1118.16,-4.0507,x0_trail_stop
X0,44,2020-08-31T04:00:00Z,2020-09-02T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-748.29,-2.8252,x0_trail_stop
X0,45,2020-09-18T08:00:00Z,2020-09-21T12:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-871.07,-3.3844,x0_trail_stop
X0,46,2020-09-28T16:00:00Z,2020-10-02T08:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-1056.85,-4.25,x0_trail_stop
X0,47,2020-10-09T04:00:00Z,2020-10-29T12:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,4591.36,19.2833,x0_trail_stop
X0,48,2020-10-29T16:00:00Z,2020-11-26T08:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,8636.81,30.4098,x0_trail_stop
X0,49,2020-11-27T20:00:00Z,2020-12-08T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,4113.62,11.1064,x0_trail_stop
X0,50,2020-12-11T00:00:00Z,2021-01-11T08:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,35947.11,87.3524,x0_trail_stop
X0,51,2021-01-12T04:00:00Z,2021-01-17T08:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-875.8,-1.1359,x0_trail_stop
X0,52,2021-01-17T20:00:00Z,2021-01-21T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-7674.19,-10.0681,x0_trail_stop
X0,53,2021-02-02T04:00:00Z,2021-02-23T08:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,32362.7,47.2111,x0_trail_stop
X0,54,2021-02-24T00:00:00Z,2021-02-28T04:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-9248.65,-9.1651,x0_trail_stop
X0,55,2021-03-02T08:00:00Z,2021-03-16T00:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,13268.73,14.4756,x0_trail_stop
X0,56,2021-03-18T00:00:00Z,2021-03-22T20:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-6527.69,-6.2209,x0_trail_stop
X0,57,2021-03-23T00:00:00Z,2021-03-25T12:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-3966.88,-4.0312,x0_trail_stop
X0,58,2021-03-28T16:00:00Z,2021-04-07T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-531.88,-0.5632,x0_trail_stop
X0,59,2021-04-09T04:00:00Z,2021-04-17T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,4206.61,4.4796,x0_trail_stop
X0,60,2021-05-02T16:00:00Z,2021-05-04T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-5306.47,-5.4086,x0_trail_stop
X0,61,2021-05-06T04:00:00Z,2021-05-12T20:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-4299.98,-4.6333,x0_trail_stop
X0,62,2021-07-25T12:00:00Z,2021-08-02T20:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,11792.68,13.3242,x0_trail_stop
X0,63,2021-08-04T08:00:00Z,2021-08-18T00:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,17616.18,17.5638,x0_trail_stop
X0,64,2021-08-18T16:00:00Z,2021-08-25T00:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,4159.26,3.5274,x0_trail_stop
X0,65,2021-08-27T04:00:00Z,2021-09-07T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-1039.92,-0.8519,x0_trail_stop
X0,66,2021-09-18T08:00:00Z,2021-09-20T04:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-8230.56,-6.8002,x0_trail_stop
X0,67,2021-10-02T12:00:00Z,2021-10-22T00:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,33591.26,29.7787,x0_trail_stop
X0,68,2021-10-25T00:00:00Z,2021-10-27T08:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-2889.85,-1.974,x0_trail_stop
X0,69,2021-10-29T04:00:00Z,2021-11-06T08:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-2689.55,-1.8742,x0_trail_stop
X0,70,2021-11-06T20:00:00Z,2021-11-12T08:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,6884.9,4.8893,x0_trail_stop
X0,71,2021-11-15T04:00:00Z,2021-11-16T04:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-11483.39,-7.7748,x0_trail_stop
X0,72,2021-12-26T00:00:00Z,2021-12-28T16:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-4611.6,-3.3855,x0_trail_stop
X0,73,2022-02-05T20:00:00Z,2022-02-12T16:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,1168.67,0.888,x0_trail_stop
X0,74,2022-02-15T00:00:00Z,2022-02-17T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-2558.35,-1.9269,x0_trail_stop
X0,75,2022-03-01T16:00:00Z,2022-03-04T16:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-9405.29,-7.2229,x0_trail_stop
X0,76,2022-03-17T16:00:00Z,2022-03-31T20:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,13491.15,11.1673,x0_trail_stop
X0,77,2022-04-01T20:00:00Z,2022-04-06T16:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-6991.77,-5.206,x0_trail_stop
X0,78,2022-07-19T04:00:00Z,2022-07-23T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,1254.61,0.9855,x0_trail_stop
X0,79,2022-07-24T00:00:00Z,2022-07-26T00:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-7124.26,-5.5414,x0_trail_stop
X0,80,2022-07-28T04:00:00Z,2022-08-01T20:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-1535.86,-1.2647,x0_trail_stop
X0,81,2022-08-03T16:00:00Z,2022-08-09T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-2017.06,-1.6822,x0_trail_stop
X0,82,2022-08-10T12:00:00Z,2022-08-17T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,779.4,0.6611,x0_trail_stop
X0,83,2022-09-11T16:00:00Z,2022-09-13T16:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-5023.58,-4.2334,x0_trail_stop
X0,84,2022-09-13T20:00:00Z,2022-09-15T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-3618.94,-3.1845,x0_trend_exit
X0,85,2022-10-05T04:00:00Z,2022-10-07T20:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-4514.11,-4.1029,x0_trail_stop
X0,86,2022-10-26T04:00:00Z,2022-11-03T00:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-1037.97,-0.9838,x0_trail_stop
X0,87,2022-11-03T04:00:00Z,2022-11-07T08:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,1139.59,1.0908,x0_trail_stop
X0,88,2022-12-07T04:00:00Z,2022-12-07T08:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-2143.53,-2.0296,x0_trend_exit
X0,89,2022-12-09T08:00:00Z,2022-12-12T08:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-2238.96,-2.1639,x0_trail_stop
X0,90,2022-12-12T12:00:00Z,2022-12-15T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,2097.66,2.0722,x0_trail_stop
X0,91,2023-01-09T00:00:00Z,2023-01-30T20:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,33441.36,32.3648,x0_trail_stop
X0,92,2023-01-31T16:00:00Z,2023-02-05T16:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-828.57,-0.6058,x0_trail_stop
X0,93,2023-02-06T12:00:00Z,2023-02-09T20:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-5687.07,-4.1835,x0_trail_stop
X0,94,2023-02-16T04:00:00Z,2023-02-17T00:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-7010.8,-5.3825,x0_trail_stop
X0,95,2023-02-18T00:00:00Z,2023-02-22T16:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-4873.71,-3.9546,x0_trail_stop
X0,96,2023-02-23T04:00:00Z,2023-02-25T00:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-6710.72,-5.6694,x0_trail_stop
X0,97,2023-02-27T04:00:00Z,2023-03-03T04:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-6369.92,-5.7049,x0_trail_stop
X0,98,2023-03-14T16:00:00Z,2023-03-27T16:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,3556.82,3.3782,x0_trail_stop
X0,99,2023-03-28T00:00:00Z,2023-04-08T20:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,2648.2,2.433,x0_trail_stop
X0,100,2023-04-09T04:00:00Z,2023-04-17T08:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,6610.39,5.929,x0_trail_stop
X0,101,2023-04-18T08:00:00Z,2023-04-19T20:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-2753.96,-2.3318,x0_trail_stop
X0,102,2023-04-30T08:00:00Z,2023-05-01T16:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-4872.62,-4.2243,x0_trail_stop
X0,103,2023-05-04T04:00:00Z,2023-05-08T00:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-3069.95,-2.7788,x0_trail_stop
X0,104,2023-05-30T00:00:00Z,2023-05-31T16:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-3713.85,-3.4578,x0_trail_stop
X0,105,2023-06-20T12:00:00Z,2023-06-29T00:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,11635.47,11.2212,x0_trail_stop
X0,106,2023-06-29T08:00:00Z,2023-07-05T16:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-515.36,-0.4469,x0_trail_stop
X0,107,2023-07-06T00:00:00Z,2023-07-10T08:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-2043.24,-1.7796,x0_trail_stop
X0,108,2023-07-10T20:00:00Z,2023-07-14T20:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-3190.34,-2.8291,x0_trail_stop
X0,109,2023-07-15T00:00:00Z,2023-07-20T00:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-1995.36,-1.8209,x0_trend_exit
X0,110,2023-09-17T12:00:00Z,2023-09-22T00:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-530.93,-0.4935,x0_trail_stop
X0,111,2023-09-24T20:00:00Z,2023-09-26T00:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-1115.38,-1.0419,x0_trend_exit
X0,112,2023-09-29T04:00:00Z,2023-10-03T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,984.85,0.9297,x0_trail_stop
X0,113,2023-10-04T04:00:00Z,2023-10-11T00:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-689.62,-0.645,x0_trail_stop
X0,114,2023-10-12T00:00:00Z,2023-10-13T04:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-898.87,-0.8461,x0_trend_exit
X0,115,2023-10-16T16:00:00Z,2023-11-14T20:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,26475.04,25.1346,x0_trail_stop
X0,116,2023-11-15T12:00:00Z,2023-11-16T20:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-1815.21,-1.3772,x0_trail_stop
X0,117,2023-11-17T04:00:00Z,2023-11-22T00:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-3280.15,-2.5233,x0_trail_stop
X0,118,2023-11-23T04:00:00Z,2023-11-27T12:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-1523.51,-1.2023,x0_trail_stop
X0,119,2023-11-27T20:00:00Z,2023-12-11T08:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,17127.96,13.6817,x0_trail_stop
X0,120,2023-12-12T00:00:00Z,2023-12-18T00:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-293.67,-0.2064,x0_trail_stop
X0,121,2023-12-18T16:00:00Z,2023-12-26T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,3146.13,2.2152,x0_trail_stop
X0,122,2023-12-26T20:00:00Z,2024-01-03T20:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,948.39,0.6533,x0_trail_stop
X0,123,2024-01-06T00:00:00Z,2024-01-12T20:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-2943.8,-2.0147,x0_trail_stop
X0,124,2024-01-30T12:00:00Z,2024-03-05T20:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,57769.05,40.3488,x0_trail_stop
X0,125,2024-03-06T08:00:00Z,2024-03-16T20:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-297.37,-0.148,x0_trail_stop
X0,126,2024-03-17T12:00:00Z,2024-03-19T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-12552.51,-6.2561,x0_trail_stop
X0,127,2024-03-21T04:00:00Z,2024-03-23T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-6623.58,-3.5214,x0_trend_exit
X0,128,2024-03-25T04:00:00Z,2024-04-01T16:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,1473.36,0.8119,x0_trail_stop
X0,129,2024-04-01T20:00:00Z,2024-04-02T12:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-11432.94,-6.2494,x0_trail_stop
X0,130,2024-04-02T16:00:00Z,2024-04-04T08:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,2304.69,1.3438,x0_trend_exit
X0,131,2024-04-05T04:00:00Z,2024-04-05T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-4399.06,-2.5309,x0_trend_exit
X0,132,2024-04-05T16:00:00Z,2024-04-10T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,1262.16,0.745,x0_trail_stop
X0,133,2024-05-16T08:00:00Z,2024-05-23T16:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,4112.83,2.4097,x0_trail_stop
X0,134,2024-05-24T04:00:00Z,2024-05-29T16:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-2185.16,-1.2502,x0_trail_stop
X0,135,2024-05-29T20:00:00Z,2024-06-08T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,4498.68,2.6063,x0_trail_stop
X0,136,2024-06-08T20:00:00Z,2024-06-11T08:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-5677.82,-3.2059,x0_trail_stop
X0,137,2024-06-11T20:00:00Z,2024-06-13T08:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-50.86,-0.0297,x0_trend_exit
X0,138,2024-07-16T04:00:00Z,2024-07-25T00:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,788.18,0.4599,x0_trail_stop
X0,139,2024-07-26T04:00:00Z,2024-07-30T12:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-2054.5,-1.1933,x0_trail_stop
X0,140,2024-08-23T16:00:00Z,2024-08-27T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-364.05,-0.214,x0_trail_stop
X0,141,2024-09-15T16:00:00Z,2024-09-16T16:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-7715.36,-4.5453,x0_trail_stop
X0,142,2024-09-16T20:00:00Z,2024-09-30T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,15539.6,9.5906,x0_trail_stop
X0,143,2024-09-30T20:00:00Z,2024-10-02T00:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-8352.51,-4.7038,x0_trail_stop
X0,144,2024-10-07T04:00:00Z,2024-10-09T20:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-7465.73,-4.4119,x0_trail_stop
X0,145,2024-10-13T08:00:00Z,2024-10-23T08:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,9460.09,5.8485,x0_trail_stop
X0,146,2024-10-24T20:00:00Z,2024-10-31T20:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,3590.9,2.0973,x0_trail_stop
X0,147,2024-11-02T20:00:00Z,2024-11-25T20:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,62083.19,35.5162,x0_trail_stop
X0,148,2024-11-26T16:00:00Z,2024-12-09T12:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,12215.92,5.1569,x0_trail_stop
X0,149,2024-12-09T20:00:00Z,2024-12-19T00:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,6759.13,2.7134,x0_trail_stop
X0,150,2024-12-20T00:00:00Z,2024-12-22T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-2217.97,-0.8669,x0_trend_exit
X0,151,2025-01-06T04:00:00Z,2025-01-07T16:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-4030.75,-1.5891,x0_trail_stop
X0,152,2025-01-16T04:00:00Z,2025-01-23T12:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,4913.07,1.9683,x0_trail_stop
X0,153,2025-01-24T00:00:00Z,2025-01-27T04:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-7398.43,-2.9068,x0_trail_stop
X0,154,2025-01-28T20:00:00Z,2025-02-01T20:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-3044.24,-1.2319,x0_trail_stop
X0,155,2025-03-27T04:00:00Z,2025-03-28T16:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-11242.82,-4.6062,x0_trail_stop
X0,156,2025-04-14T20:00:00Z,2025-05-05T00:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,24358.78,10.4616,x0_trail_stop
X0,157,2025-05-06T00:00:00Z,2025-05-25T12:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,32556.05,12.658,x0_trail_stop
X0,158,2025-05-27T00:00:00Z,2025-05-29T20:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-11200.92,-3.8657,x0_trail_stop
X0,159,2025-05-30T20:00:00Z,2025-06-05T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-1677.98,-0.6024,x0_trend_exit
