strategy_id,trade_id,entry_ts,exit_ts,entry_reason,runtime_risk_level,expected_risk_level,risk_match,pnl_usd,return_pct,exit_reason
X0_E5EXIT,134,2024-01-30T12:00:00Z,2024-03-05T20:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,70016.0,40.3488,x0_trail_stop
X0_E5EXIT,135,2024-03-06T08:00:00Z,2024-03-14T20:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,8738.58,3.5881,x0_trail_stop
X0_E5EXIT,136,2024-03-17T12:00:00Z,2024-03-19T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-15782.87,-6.2561,x0_trail_stop
X0_E5EXIT,137,2024-03-21T04:00:00Z,2024-03-23T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-8328.14,-3.5214,x0_trend_exit
X0_E5EXIT,138,2024-03-25T04:00:00Z,2024-04-01T16:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,1852.52,0.8119,x0_trail_stop
X0_E5EXIT,139,2024-04-01T20:00:00Z,2024-04-02T08:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-11638.41,-5.0597,x0_trail_stop
X0_E5EXIT,140,2024-04-02T16:00:00Z,2024-04-04T08:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,2934.57,1.3438,x0_trend_exit
X0_E5EXIT,141,2024-04-05T04:00:00Z,2024-04-05T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-5601.34,-2.5309,x0_trend_exit
X0_E5EXIT,142,2024-04-05T16:00:00Z,2024-04-09T20:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,1474.22,0.6834,x0_trail_stop
X0_E5EXIT,143,2024-05-16T08:00:00Z,2024-05-23T16:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,5233.68,2.4097,x0_trail_stop
X0_E5EXIT,144,2024-05-24T04:00:00Z,2024-05-28T08:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-1754.22,-0.7887,x0_trail_stop
X0_E5EXIT,145,2024-05-29T04:00:00Z,2024-06-07T20:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,257.09,0.1165,x0_trail_stop
X0_E5EXIT,146,2024-06-08T00:00:00Z,2024-06-11T08:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-6760.89,-3.0602,x0_trail_stop
X0_E5EXIT,147,2024-06-11T20:00:00Z,2024-06-12T20:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-670.15,-0.3129,x0_trail_stop
X0_E5EXIT,148,2024-07-16T04:00:00Z,2024-07-25T00:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,981.91,0.4599,x0_trail_stop
X0_E5EXIT,149,2024-07-26T04:00:00Z,2024-07-30T04:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-2444.88,-1.1399,x0_trail_stop
X0_E5EXIT,150,2024-08-23T16:00:00Z,2024-08-27T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-453.77,-0.214,x0_trail_stop
X0_E5EXIT,151,2024-09-15T16:00:00Z,2024-09-16T16:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-9616.89,-4.5453,x0_trail_stop
X0_E5EXIT,152,2024-09-16T20:00:00Z,2024-09-30T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,19369.51,9.5906,x0_trail_stop
X0_E5EXIT,153,2024-09-30T20:00:00Z,2024-10-01T20:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-7111.97,-3.2132,x0_trail_stop
X0_E5EXIT,154,2024-10-07T04:00:00Z,2024-10-09T20:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-9451.3,-4.4119,x0_trail_stop
X0_E5EXIT,155,2024-10-13T08:00:00Z,2024-10-23T08:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,11976.06,5.8485,x0_trail_stop
X0_E5EXIT,156,2024-10-24T20:00:00Z,2024-10-31T20:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,4545.93,2.0973,x0_trail_stop
X0_E5EXIT,157,2024-11-02T20:00:00Z,2024-11-15T00:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,55331.2,25.0037,x0_trail_stop
X0_E5EXIT,158,2024-11-15T04:00:00Z,2024-11-25T20:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,18748.51,6.7776,x0_trail_stop
X0_E5EXIT,159,2024-11-26T16:00:00Z,2024-12-06T00:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,11613.12,3.9317,x0_trail_stop
X0_E5EXIT,160,2024-12-06T04:00:00Z,2024-12-10T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-8020.82,-2.6128,x0_trail_stop
X0_E5EXIT,161,2024-12-10T20:00:00Z,2024-12-19T00:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,12000.62,4.0141,x0_trail_stop
X0_E5EXIT,162,2024-12-20T00:00:00Z,2024-12-22T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-2695.65,-0.8669,x0_trend_exit
X0_E5EXIT,163,2025-01-06T04:00:00Z,2025-01-07T16:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-4898.84,-1.5891,x0_trail_stop
X0_E5EXIT,164,2025-01-16T04:00:00Z,2025-01-20T00:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,4111.31,1.3552,x0_trail_stop
X0_E5EXIT,165,2025-01-20T04:00:00Z,2025-01-21T00:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-428.41,-0.1393,x0_trail_stop
X0_E5EXIT,166,2025-01-21T04:00:00Z,2025-01-27T00:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-2469.35,-0.8042,x0_trail_stop
X0_E5EXIT,167,2025-01-28T20:00:00Z,2025-02-01T20:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-3752.04,-1.2319,x0_trail_stop
X0_E5EXIT,168,2025-03-27T04:00:00Z,2025-03-28T16:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-13856.8,-4.6062,x0_trail_stop
X0_E5EXIT,169,2025-04-14T20:00:00Z,2025-05-05T00:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,30022.25,10.4616,x0_trail_stop
X0_E5EXIT,170,2025-05-06T00:00:00Z,2025-05-19T12:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,25819.87,8.1451,x0_trail_stop
X0_E5EXIT,171,2025-05-19T16:00:00Z,2025-05-24T00:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,6532.13,1.9054,x0_trail_stop
X0_E5EXIT,172,2025-05-24T20:00:00Z,2025-05-29T20:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-12041.27,-3.4468,x0_trail_stop
X0_E5EXIT,173,2025-05-30T20:00:00Z,2025-06-05T16:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-2031.91,-0.6024,x0_trend_exit
X0_E5EXIT,174,2025-06-09T00:00:00Z,2025-06-12T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,2009.64,0.5994,x0_trail_stop
X0_E5EXIT,175,2025-06-17T04:00:00Z,2025-06-18T08:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-9845.88,-2.9192,x0_trend_exit
X0_E5EXIT,176,2025-06-26T04:00:00Z,2025-07-01T16:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-7368.44,-2.2503,x0_trail_stop
X0_E5EXIT,177,2025-07-03T04:00:00Z,2025-07-15T04:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,23383.26,7.3056,x0_trail_stop
X0_E5EXIT,178,2025-07-15T08:00:00Z,2025-07-25T04:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-5691.36,-1.6571,x0_trail_stop
X0_E5EXIT,179,2025-07-27T04:00:00Z,2025-08-01T00:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-8562.88,-2.5352,x0_trail_stop
X0_E5EXIT,180,2025-08-09T16:00:00Z,2025-08-12T12:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,2925.0,0.8885,x0_trail_stop
X0_E5EXIT,181,2025-08-12T16:00:00Z,2025-08-14T16:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-6273.9,-1.889,x0_trail_stop
X0_E5EXIT,182,2025-09-11T04:00:00Z,2025-09-21T16:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,1581.96,0.4855,x0_trail_stop
X0_E5EXIT,183,2025-10-01T16:00:00Z,2025-10-07T16:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,10636.85,3.2486,x0_trail_stop
X0_E5EXIT,184,2025-10-08T12:00:00Z,2025-10-10T16:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,-12266.64,-3.6284,x0_trail_stop
X0_E5EXIT,185,2025-10-27T20:00:00Z,2025-10-29T20:00:00Z,x0_entry|risk=low_non_chop,low_non_chop,low_non_chop,True,-13759.92,-4.2234,x0_trail_stop
X0_E5EXIT,186,2026-01-03T04:00:00Z,2026-01-07T16:00:00Z,x0_entry|risk=high_chop_stretch,high_chop_stretch,high_chop_stretch,True,1979.99,0.6345,x0_trail_stop
X0_E5EXIT,187,2026-01-09T00:00:00Z,2026-01-19T00:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,7259.24,2.3117,x0_trail_stop
X0_E5EXIT,188,2026-01-19T12:00:00Z,2026-01-20T20:00:00Z,x0_entry|risk=medium_chop,medium_chop,medium_chop,True,-13492.64,-4.1996,x0_trail_stop
