strategy_id,trade_id,entry_ts,risk_level,core_bad,any_bad,pnl_usd,failure_mode,entry_context,entry_er30,entry_vdo,entry_ema_spread_atr,entry_price_to_slow_atr
X0,94,2023-02-16T04:00:00Z,low_non_chop,True,True,-7010.8,trail_stop_noise,trend,0.640956,0.00721,0.273277,6.422335
X0,95,2023-02-18T00:00:00Z,low_non_chop,True,True,-4873.71,trail_stop_noise,transition,0.366538,0.000677,1.403723,3.707374
X0,96,2023-02-23T04:00:00Z,high_chop_stretch,False,True,-6710.72,other_loss,chop,0.032881,0.000569,2.039613,2.417528
X0,97,2023-02-27T04:00:00Z,medium_chop,True,True,-6369.92,trail_stop_noise,chop,0.152804,5.5e-05,0.455497,0.415991
X0,98,2023-03-14T16:00:00Z,low_non_chop,False,False,3556.82,winner,transition,0.391811,0.005564,0.035292,4.934627
X0,99,2023-03-28T00:00:00Z,high_chop_stretch,False,False,2648.2,winner,chop,0.021135,0.00403,3.203372,2.254634
X0,100,2023-04-09T04:00:00Z,high_chop_stretch,False,False,6610.39,winner,chop,0.050124,0.002739,2.391415,2.358598
X0,101,2023-04-18T08:00:00Z,high_chop_stretch,False,True,-2753.96,late_exit_giveback,chop,0.075699,0.005896,3.31524,2.878702
X0,102,2023-04-30T08:00:00Z,low_non_chop,True,True,-4872.62,trail_stop_noise,transition,0.265887,0.00113,0.714451,1.545449
X0,103,2023-05-04T04:00:00Z,medium_chop,True,True,-3069.95,trail_stop_noise,chop,0.049308,0.007302,0.00616,1.003514
X0,104,2023-05-30T00:00:00Z,low_non_chop,True,True,-3713.85,trail_stop_noise,transition,0.417632,0.006424,0.003197,1.803188
X0,105,2023-06-20T12:00:00Z,low_non_chop,False,False,11635.47,winner,trend,0.500441,0.004788,0.029384,1.838645
X0,106,2023-06-29T08:00:00Z,high_chop_stretch,False,True,-515.36,late_exit_giveback,chop,0.054512,0.000331,4.385293,4.678355
X0,107,2023-07-06T00:00:00Z,high_chop_stretch,False,True,-2043.24,late_exit_giveback,chop,0.010025,0.002711,3.610369,3.05725
X0,108,2023-07-10T20:00:00Z,high_chop_stretch,False,True,-3190.34,late_exit_giveback,chop,0.104061,0.00906,1.765933,3.661941
X0,109,2023-07-15T00:00:00Z,medium_chop,True,True,-1995.36,false_breakout,chop,0.025744,0.008622,1.217531,0.333334
X0,110,2023-09-17T12:00:00Z,medium_chop,False,True,-530.93,late_exit_giveback,chop,0.170802,0.004204,0.362965,1.300741
X0,111,2023-09-24T20:00:00Z,low_non_chop,False,True,-1115.38,other_loss,transition,0.385948,0.000153,0.772969,-0.541081
X0,112,2023-09-29T04:00:00Z,medium_chop,False,False,984.85,winner,chop,0.113257,0.020617,0.189581,1.714848
X0,113,2023-10-04T04:00:00Z,high_chop_stretch,False,True,-689.62,late_exit_giveback,chop,0.127458,0.009415,1.615911,1.889504
X0,114,2023-10-12T00:00:00Z,low_non_chop,False,True,-898.87,other_loss,transition,0.372781,0.000985,0.650806,-1.402097
X0,115,2023-10-16T16:00:00Z,low_non_chop,False,False,26475.04,winner,trend,0.480783,0.031368,0.039403,2.500249
X0,116,2023-11-15T12:00:00Z,high_chop_stretch,False,True,-1815.21,late_exit_giveback,chop,0.167717,0.008392,2.702163,2.520614
X0,117,2023-11-17T04:00:00Z,high_chop_stretch,True,True,-3280.15,trail_stop_noise,chop,0.061535,0.001617,2.083997,1.952583
X0,118,2023-11-23T04:00:00Z,high_chop_stretch,True,True,-1523.51,trail_stop_noise,chop,0.149952,0.003925,1.595743,2.380072
X0,119,2023-11-27T20:00:00Z,medium_chop,False,False,17127.96,winner,chop,0.095007,0.003761,2.154892,0.919049
X0,120,2023-12-12T00:00:00Z,low_non_chop,False,True,-293.67,late_exit_giveback,transition,0.283202,0.003779,3.15217,0.961715
X0,121,2023-12-18T16:00:00Z,medium_chop,False,False,3146.13,winner,chop,0.082772,0.001465,1.16008,-0.003808
X0,122,2023-12-26T20:00:00Z,low_non_chop,False,False,948.39,winner,transition,0.260052,0.013777,1.530004,-0.599085
X0,123,2024-01-06T00:00:00Z,medium_chop,False,True,-2943.8,late_exit_giveback,chop,0.169135,0.004326,0.712437,1.305946
X0,124,2024-01-30T12:00:00Z,low_non_chop,False,False,57769.05,winner,trend,0.459101,0.007366,0.086871,2.950526
X0,125,2024-03-06T08:00:00Z,high_chop_stretch,False,True,-297.37,late_exit_giveback,chop,0.213223,0.001129,3.134951,4.613469
X0,126,2024-03-17T12:00:00Z,medium_chop,True,True,-12552.51,trail_stop_noise,chop,0.210866,0.000106,1.894166,0.848978
X0,127,2024-03-21T04:00:00Z,medium_chop,False,True,-6623.58,slow_trend_reversal,chop,0.090793,0.002354,0.33716,0.587839
X0,128,2024-03-25T04:00:00Z,low_non_chop,False,False,1473.36,winner,transition,0.28848,0.022957,0.058344,1.417682
X0,129,2024-04-01T20:00:00Z,high_chop_stretch,False,True,-11432.94,other_loss,chop,0.072617,0.006474,2.00176,1.900515
X0,130,2024-04-02T16:00:00Z,low_non_chop,False,False,2304.69,winner,transition,0.413486,3.7e-05,0.926158,-2.382808
X0,131,2024-04-05T04:00:00Z,medium_chop,True,True,-4399.06,false_breakout,chop,0.118671,0.001594,0.041672,0.324585
X0,132,2024-04-05T16:00:00Z,medium_chop,False,False,1262.16,winner,chop,0.109906,0.00488,0.006734,0.546566
X0,133,2024-05-16T08:00:00Z,low_non_chop,False,False,4112.83,winner,trend,0.465155,0.003711,0.279533,3.581583
X0,134,2024-05-24T04:00:00Z,high_chop_stretch,False,True,-2185.16,late_exit_giveback,chop,0.041701,0.00283,2.564156,1.981303
X0,135,2024-05-29T20:00:00Z,medium_chop,False,False,4498.68,winner,chop,0.158748,0.007229,1.627891,0.330392
X0,136,2024-06-08T20:00:00Z,medium_chop,True,True,-5677.82,false_breakout,chop,0.025466,0.00185,2.069558,1.2937
X0,137,2024-06-11T20:00:00Z,low_non_chop,False,True,-50.86,late_exit_giveback,transition,0.274193,0.000559,0.50157,-1.630104
X0,138,2024-07-16T04:00:00Z,low_non_chop,False,False,788.18,winner,trend,0.517245,0.007287,0.38972,4.904402
X0,139,2024-07-26T04:00:00Z,high_chop_stretch,False,True,-2054.5,late_exit_giveback,chop,0.009246,0.005934,1.893242,3.077647
X0,140,2024-08-23T16:00:00Z,medium_chop,False,True,-364.05,late_exit_giveback,chop,0.105161,0.006843,0.000293,1.410277
X0,141,2024-09-15T16:00:00Z,low_non_chop,False,True,-7715.36,other_loss,transition,0.311202,0.007966,0.907413,3.299284
X0,142,2024-09-16T20:00:00Z,medium_chop,False,False,15539.6,winner,chop,0.031062,0.00548,0.607621,-0.493045
X0,143,2024-09-30T20:00:00Z,medium_chop,True,True,-8352.51,trail_stop_noise,chop,0.035019,0.00436,3.375344,1.382712
X0,144,2024-10-07T04:00:00Z,high_chop_stretch,True,True,-7465.73,trail_stop_noise,chop,0.165685,0.0173,0.01602,1.910273
X0,145,2024-10-13T08:00:00Z,medium_chop,False,False,9460.09,winner,chop,0.049095,0.005011,0.024417,0.940863
X0,146,2024-10-24T20:00:00Z,high_chop_stretch,False,False,3590.9,winner,chop,0.016313,0.011311,2.259471,3.507273
X0,147,2024-11-02T20:00:00Z,medium_chop,False,False,62083.19,winner,chop,0.011048,0.002498,2.200474,1.635998
X0,148,2024-11-26T16:00:00Z,high_chop_stretch,False,False,12215.92,winner,chop,0.193493,0.003618,3.90645,2.157319
X0,149,2024-12-09T20:00:00Z,medium_chop,False,False,6759.13,winner,chop,0.005153,0.000475,1.989558,0.890549
X0,150,2024-12-20T00:00:00Z,medium_chop,False,True,-2217.97,slow_trend_reversal,chop,0.158645,0.000539,1.321244,-1.115858
X0,151,2025-01-06T04:00:00Z,low_non_chop,False,True,-4030.75,late_exit_giveback,transition,0.426952,0.003112,0.411076,2.42804
X0,152,2025-01-16T04:00:00Z,low_non_chop,False,False,4913.07,winner,transition,0.284906,0.003873,0.081188,2.153299
X0,153,2025-01-24T00:00:00Z,medium_chop,True,True,-7398.43,trail_stop_noise,chop,0.016502,0.003108,1.367423,1.460687
X0,154,2025-01-28T20:00:00Z,medium_chop,False,True,-3044.24,late_exit_giveback,chop,0.06854,0.001702,0.886957,0.556337
X0,155,2025-03-27T04:00:00Z,high_chop_stretch,True,True,-11242.82,false_breakout,chop,0.249859,0.004508,0.721859,1.87408
X0,156,2025-04-14T20:00:00Z,medium_chop,False,False,24358.78,winner,chop,0.138192,0.020591,0.227745,1.367762
X0,157,2025-05-06T00:00:00Z,high_chop_stretch,False,False,32556.05,winner,chop,0.043318,0.006955,3.292756,2.808423
X0,158,2025-05-27T00:00:00Z,high_chop_stretch,True,True,-11200.92,false_breakout,chop,0.010718,0.000728,3.173245,3.825996
X0,159,2025-05-30T20:00:00Z,medium_chop,False,True,-1677.98,other_loss,chop,0.170081,0.00038,1.368669,-0.62438
X0,160,2025-06-09T00:00:00Z,medium_chop,False,False,1659.59,winner,chop,0.026275,0.024725,0.016085,0.771639
X0,161,2025-06-17T04:00:00Z,medium_chop,False,True,-8130.86,other_loss,chop,0.016584,0.013579,0.318934,1.326052
X0,162,2025-06-26T04:00:00Z,high_chop_stretch,True,True,-6084.95,trail_stop_noise,chop,0.229967,0.027433,0.011304,2.259427
X0,163,2025-07-03T04:00:00Z,high_chop_stretch,False,False,19310.19,winner,chop,0.101223,0.017682,1.265603,2.653859
X0,164,2025-07-15T08:00:00Z,high_chop_stretch,False,True,-4700.0,late_exit_giveback,chop,0.243671,0.001991,3.890771,3.570983
X0,165,2025-07-27T04:00:00Z,high_chop_stretch,True,True,-7071.33,trail_stop_noise,chop,0.060364,0.000638,1.649605,2.006961
X0,166,2025-08-09T16:00:00Z,medium_chop,False,False,1802.35,winner,chop,0.138214,0.007504,0.073404,1.126398
X0,167,2025-09-11T04:00:00Z,low_non_chop,False,False,1499.55,winner,transition,0.253331,0.020862,0.064057,2.50937
X0,168,2025-10-01T16:00:00Z,low_non_chop,False,False,7742.47,winner,trend,0.616081,0.005077,0.037558,4.422919
X0,169,2025-10-08T12:00:00Z,high_chop_stretch,True,True,-15665.22,trail_stop_noise,chop,0.131829,0.010437,3.401274,4.004412
X0,170,2025-10-27T20:00:00Z,low_non_chop,True,True,-11286.43,false_breakout,trend,0.562933,0.031228,0.088605,2.433682
X0,171,2026-01-03T04:00:00Z,high_chop_stretch,False,False,111.19,winner,chop,0.01706,0.035008,0.090627,2.113393
X0,172,2026-01-09T00:00:00Z,medium_chop,False,False,9709.31,winner,chop,0.031179,0.013854,1.29139,0.955981
X0,173,2026-01-18T20:00:00Z,high_chop_stretch,False,True,-8786.14,other_loss,chop,0.089178,0.00216,3.585555,4.287828
X0,174,2026-01-19T12:00:00Z,medium_chop,False,True,-10792.37,other_loss,chop,0.116755,0.001775,2.437541,0.814397
X0_E5EXIT,1,2019-01-05T04:00:00Z,medium_chop,False,True,-148.48,late_exit_giveback,chop,0.097931,0.00858,0.057385,0.745527
X0_E5EXIT,2,2019-02-09T20:00:00Z,low_non_chop,False,False,285.43,winner,transition,0.343575,0.008955,0.076486,3.225345
X0_E5EXIT,3,2019-02-27T20:00:00Z,medium_chop,True,True,-278.67,trail_stop_noise,chop,0.152823,0.003123,1.66656,0.830055
X0_E5EXIT,4,2019-03-06T12:00:00Z,medium_chop,False,True,-119.92,late_exit_giveback,chop,0.069542,0.002167,0.360021,1.673722
X0_E5EXIT,5,2019-03-13T04:00:00Z,medium_chop,False,False,138.43,winner,chop,0.025798,0.003301,1.142411,1.384913
X0_E5EXIT,6,2019-03-26T04:00:00Z,low_non_chop,False,False,2438.62,winner,transition,0.311039,0.001121,1.248354,-0.058765
X0_E5EXIT,7,2019-04-05T16:00:00Z,low_non_chop,False,False,23.72,winner,trend,0.463595,0.001885,3.565483,5.548243
X0_E5EXIT,8,2019-04-12T16:00:00Z,high_chop_stretch,False,False,384.53,winner,chop,0.05851,7.3e-05,3.584369,3.165448
X0_E5EXIT,9,2019-04-27T00:00:00Z,medium_chop,False,False,3575.01,winner,chop,0.041119,0.010069,1.892819,1.545881
X0_E5EXIT,10,2019-05-13T12:00:00Z,low_non_chop,False,False,1070.18,winner,transition,0.415648,0.001316,2.998918,5.263862
X0_E5EXIT,11,2019-05-17T20:00:00Z,medium_chop,False,False,2653.47,winner,chop,0.025546,0.001791,2.991143,1.747089
X0_E5EXIT,12,2019-05-31T20:00:00Z,high_chop_stretch,True,True,-876.17,trail_stop_noise,chop,0.018014,0.003306,3.009188,2.861619
X0_E5EXIT,13,2019-06-08T12:00:00Z,medium_chop,True,True,-244.03,false_breakout,chop,0.185643,0.009807,0.003114,0.095813
X0_E5EXIT,14,2019-06-13T04:00:00Z,medium_chop,False,False,11579.44,winner,chop,0.089668,0.006698,0.006706,0.923805
X0_E5EXIT,15,2019-06-29T08:00:00Z,high_chop_stretch,True,True,-3949.97,false_breakout,chop,0.118129,0.001574,2.285269,2.474828
X0_E5EXIT,16,2019-07-03T04:00:00Z,medium_chop,False,False,830.42,winner,chop,0.009688,0.010553,1.086057,1.485092
X0_E5EXIT,17,2019-07-12T04:00:00Z,medium_chop,True,True,-2025.38,trail_stop_noise,chop,0.006953,0.003488,1.345712,-0.091961
X0_E5EXIT,18,2019-08-03T20:00:00Z,low_non_chop,False,False,1338.58,winner,trend,0.48263,0.000251,0.277979,3.29259
X0_E5EXIT,19,2019-08-08T00:00:00Z,low_non_chop,True,True,-1567.16,false_breakout,transition,0.350783,4.7e-05,2.167358,4.073342
X0_E5EXIT,20,2019-08-12T16:00:00Z,high_chop_stretch,False,True,-1758.05,other_loss,chop,0.090591,0.008953,2.316671,1.856959
X0_E5EXIT,21,2019-09-06T08:00:00Z,low_non_chop,True,True,-930.55,trail_stop_noise,trend,0.514513,0.01243,0.684867,2.635314
X0_E5EXIT,22,2019-09-14T16:00:00Z,medium_chop,False,True,-620.93,slow_trend_reversal,chop,0.020793,0.028876,0.028239,0.65363
X0_E5EXIT,23,2019-10-27T00:00:00Z,low_non_chop,True,True,-428.97,trail_stop_noise,transition,0.250104,0.000642,0.284776,2.874886
X0_E5EXIT,24,2019-10-31T00:00:00Z,high_chop_stretch,True,True,-880.68,trail_stop_noise,chop,0.119054,0.001866,2.066149,2.302927
X0_E5EXIT,25,2019-11-12T00:00:00Z,low_non_chop,True,True,-85.17,false_breakout,transition,0.365809,0.004016,0.020609,-1.520785
X0_E5EXIT,26,2019-12-29T04:00:00Z,medium_chop,False,True,-413.11,late_exit_giveback,chop,0.005544,0.007218,0.048617,0.535695
X0_E5EXIT,27,2020-01-05T00:00:00Z,medium_chop,False,False,1510.62,winner,chop,0.09989,0.030599,0.027108,1.074413
X0_E5EXIT,28,2020-01-10T20:00:00Z,high_chop_stretch,False,False,1547.11,winner,chop,0.234078,0.0001,1.930967,3.152531
X0_E5EXIT,29,2020-01-21T12:00:00Z,high_chop_stretch,True,True,-906.93,trail_stop_noise,chop,0.040767,0.002066,3.402232,3.056539
X0_E5EXIT,30,2020-01-24T04:00:00Z,low_non_chop,False,False,3630.44,winner,trend,0.463493,2.8e-05,2.174774,0.00973
X0_E5EXIT,31,2020-02-11T16:00:00Z,high_chop_stretch,False,True,-813.4,late_exit_giveback,chop,0.21023,0.00441,3.35479,5.558384
X0_E5EXIT,32,2020-02-16T08:00:00Z,medium_chop,True,True,-1034.42,trail_stop_noise,chop,0.100448,0.000416,2.69867,1.768847
X0_E5EXIT,33,2020-04-03T16:00:00Z,medium_chop,False,False,536.31,winner,chop,0.237807,0.009299,0.022765,0.775833
