bar_idx,replay_idx,close_time_iso,close_price,signal,target_exposure,action,order_status,fill_price,fill_qty
18565,403,2026-02-05T11:59Z,70318.35,none,,HOLD,,,
18566,404,2026-02-05T15:59Z,67489.07,none,,HOLD,,,
18567,405,2026-02-05T19:59Z,65265.65,none,,HOLD,,,
18568,406,2026-02-05T23:59Z,62909.86,none,,HOLD,,,
18569,407,2026-02-06T03:59Z,64168.33,none,,HOLD,,,
18570,408,2026-02-06T07:59Z,64856.0,none,,HOLD,,,
18571,409,2026-02-06T11:59Z,66631.32,none,,HOLD,,,
18572,410,2026-02-06T15:59Z,68626.0,none,,HOLD,,,
18573,411,2026-02-06T19:59Z,70731.46,none,,HOLD,,,
18574,412,2026-02-06T23:59Z,70580.26,none,,HOLD,,,
18575,413,2026-02-07T03:59Z,70918.99,none,,HOLD,,,
18576,414,2026-02-07T07:59Z,68087.14,none,,HOLD,,,
18577,415,2026-02-07T11:59Z,67972.65,none,,HOLD,,,
18578,416,2026-02-07T15:59Z,69151.5,none,,HOLD,,,
18579,417,2026-02-07T19:59Z,69373.61,none,,HOLD,,,
18580,418,2026-02-07T23:59Z,69289.38,none,,HOLD,,,
18581,419,2026-02-08T03:59Z,69099.99,none,,HOLD,,,
18582,420,2026-02-08T07:59Z,69710.69,none,,HOLD,,,
18583,421,2026-02-08T11:59Z,70999.98,none,,HOLD,,,
18584,422,2026-02-08T15:59Z,71188.99,none,,HOLD,,,
18585,423,2026-02-08T19:59Z,71422.97,none,,HOLD,,,
18586,424,2026-02-08T23:59Z,70330.38,none,,HOLD,,,
18587,425,2026-02-09T03:59Z,71307.56,none,,HOLD,,,
18588,426,2026-02-09T07:59Z,70422.59,none,,HOLD,,,
18589,427,2026-02-09T11:59Z,68928.72,none,,HOLD,,,
18590,428,2026-02-09T15:59Z,69563.37,none,,HOLD,,,
18591,429,2026-02-09T19:59Z,70957.01,none,,HOLD,,,
18592,430,2026-02-09T23:59Z,70138.0,none,,HOLD,,,
18593,431,2026-02-10T03:59Z,69511.83,none,,HOLD,,,
18594,432,2026-02-10T07:59Z,68919.66,none,,HOLD,,,
18595,433,2026-02-10T11:59Z,68535.01,none,,HOLD,,,
18596,434,2026-02-10T15:59Z,69293.37,none,,HOLD,,,
18597,435,2026-02-10T19:59Z,69062.01,none,,HOLD,,,
18598,436,2026-02-10T23:59Z,68841.29,none,,HOLD,,,
18599,437,2026-02-11T03:59Z,68187.99,none,,HOLD,,,
18600,438,2026-02-11T07:59Z,67032.72,none,,HOLD,,,
18601,439,2026-02-11T11:59Z,67053.03,none,,HOLD,,,
18602,440,2026-02-11T15:59Z,66519.73,none,,HOLD,,,
18603,441,2026-02-11T19:59Z,67586.67,none,,HOLD,,,
18604,442,2026-02-11T23:59Z,67082.52,none,,HOLD,,,
18605,443,2026-02-12T03:59Z,67580.99,none,,HOLD,,,
18606,444,2026-02-12T07:59Z,67217.72,none,,HOLD,,,
18607,445,2026-02-12T11:59Z,68076.01,none,,HOLD,,,
18608,446,2026-02-12T15:59Z,67134.74,none,,HOLD,,,
18609,447,2026-02-12T19:59Z,65788.36,none,,HOLD,,,
18610,448,2026-02-12T23:59Z,66272.17,none,,HOLD,,,
18611,449,2026-02-13T03:59Z,66553.08,none,,HOLD,,,
18612,450,2026-02-13T07:59Z,66208.96,none,,HOLD,,,
18613,451,2026-02-13T11:59Z,67171.42,none,,HOLD,,,
18614,452,2026-02-13T15:59Z,68692.12,none,,HOLD,,,
18615,453,2026-02-13T19:59Z,68938.91,none,,HOLD,,,
18616,454,2026-02-13T23:59Z,68853.96,none,,HOLD,,,
18617,455,2026-02-14T03:59Z,68981.99,none,,HOLD,,,
18618,456,2026-02-14T07:59Z,69219.26,none,,HOLD,,,
18619,457,2026-02-14T11:59Z,70505.74,none,,HOLD,,,
18620,458,2026-02-14T15:59Z,69778.28,none,,HOLD,,,
18621,459,2026-02-14T19:59Z,69873.99,none,,HOLD,,,
18622,460,2026-02-14T23:59Z,69822.95,none,,HOLD,,,
18623,461,2026-02-15T03:59Z,69954.5,none,,HOLD,,,
18624,462,2026-02-15T07:59Z,70828.42,none,,HOLD,,,
18625,463,2026-02-15T11:59Z,70295.22,none,,HOLD,,,
18626,464,2026-02-15T15:59Z,69099.99,none,,HOLD,,,
18627,465,2026-02-15T19:59Z,68286.63,none,,HOLD,,,
18628,466,2026-02-15T23:59Z,68832.58,none,,HOLD,,,
18629,467,2026-02-16T03:59Z,68424.82,none,,HOLD,,,
18630,468,2026-02-16T07:59Z,68587.9,none,,HOLD,,,
18631,469,2026-02-16T11:59Z,68812.83,none,,HOLD,,,
18632,470,2026-02-16T15:59Z,67539.52,none,,HOLD,,,
18633,471,2026-02-16T19:59Z,67913.43,none,,HOLD,,,
18634,472,2026-02-16T23:59Z,68892.43,none,,HOLD,,,
18635,473,2026-02-17T03:59Z,68474.9,none,,HOLD,,,
18636,474,2026-02-17T07:59Z,68388.12,none,,HOLD,,,
18637,475,2026-02-17T11:59Z,67854.6,none,,HOLD,,,
18638,476,2026-02-17T15:59Z,67392.05,none,,HOLD,,,
18639,477,2026-02-17T19:59Z,67793.32,none,,HOLD,,,
18640,478,2026-02-17T23:59Z,67503.52,none,,HOLD,,,
18641,479,2026-02-18T03:59Z,67629.11,none,,HOLD,,,
18642,480,2026-02-18T07:59Z,68106.44,none,,HOLD,,,
18643,481,2026-02-18T11:59Z,67369.75,none,,HOLD,,,
18644,482,2026-02-18T15:59Z,67694.01,none,,HOLD,,,
18645,483,2026-02-18T19:59Z,66177.14,none,,HOLD,,,
18646,484,2026-02-18T23:59Z,66461.0,none,,HOLD,,,
18647,485,2026-02-19T03:59Z,66980.91,none,,HOLD,,,
18648,486,2026-02-19T07:59Z,67206.45,none,,HOLD,,,
18649,487,2026-02-19T11:59Z,66496.02,none,,HOLD,,,
18650,488,2026-02-19T15:59Z,66398.0,none,,HOLD,,,
18651,489,2026-02-19T19:59Z,67050.0,none,,HOLD,,,
18652,490,2026-02-19T23:59Z,67003.73,none,,HOLD,,,
18653,491,2026-02-20T03:59Z,67366.25,none,,HOLD,,,
18654,492,2026-02-20T07:59Z,67825.91,none,,HOLD,,,
18655,493,2026-02-20T11:59Z,67318.41,none,,HOLD,,,
18656,494,2026-02-20T15:59Z,67582.95,none,,HOLD,,,
18657,495,2026-02-20T19:59Z,67646.03,none,,HOLD,,,
18658,496,2026-02-20T23:59Z,68020.01,none,,HOLD,,,
18659,497,2026-02-21T03:59Z,67667.77,none,,HOLD,,,
18660,498,2026-02-21T07:59Z,67856.01,none,,HOLD,,,
