open_dt_naive,close_dt_naive,date,open,pos,trade,ret_h4,equity
2017-08-20 20:00:00,2017-08-20 23:59:59.999,2017-08-20,4161.59,0,0,-0.0,1.0
2017-08-21 00:00:00,2017-08-21 03:59:59.999,2017-08-21,4069.13,0,0,0.0,1.0
2017-08-21 04:00:00,2017-08-21 07:59:59.999,2017-08-21,4079.26,0,0,-0.0,1.0
2017-08-21 08:00:00,2017-08-21 11:59:59.999,2017-08-21,4043.63,0,0,-0.0,1.0
2017-08-21 12:00:00,2017-08-21 15:59:59.999,2017-08-21,4023.11,0,0,-0.0,1.0
2017-08-21 16:00:00,2017-08-21 19:59:59.999,2017-08-21,4005.99,0,0,0.0,1.0
2017-08-21 20:00:00,2017-08-21 23:59:59.999,2017-08-21,4027.05,0,0,-0.0,1.0
2017-08-22 00:00:00,2017-08-22 03:59:59.999,2017-08-22,4016.0,0,0,-0.0,1.0
2017-08-22 04:00:00,2017-08-22 07:59:59.999,2017-08-22,3863.0,0,0,-0.0,1.0
2017-08-22 08:00:00,2017-08-22 11:59:59.999,2017-08-22,3798.08,0,0,0.0,1.0
2017-08-22 12:00:00,2017-08-22 15:59:59.999,2017-08-22,3866.48,0,0,-0.0,1.0
2017-08-22 16:00:00,2017-08-22 19:59:59.999,2017-08-22,3858.23,0,0,0.0,1.0
2017-08-22 20:00:00,2017-08-22 23:59:59.999,2017-08-22,3984.5,0,0,0.0,1.0
2017-08-23 00:00:00,2017-08-23 03:59:59.999,2017-08-23,4040.0,0,0,0.0,1.0
2017-08-23 04:00:00,2017-08-23 07:59:59.999,2017-08-23,4084.54,0,0,-0.0,1.0
2017-08-23 08:00:00,2017-08-23 11:59:59.999,2017-08-23,4081.63,0,0,0.0,1.0
2017-08-23 12:00:00,2017-08-23 15:59:59.999,2017-08-23,4205.98,0,0,0.0,1.0
2017-08-23 16:00:00,2017-08-23 19:59:59.999,2017-08-23,4226.94,0,0,-0.0,1.0
2017-08-23 20:00:00,2017-08-23 23:59:59.999,2017-08-23,4136.48,0,0,0.0,1.0
2017-08-24 00:00:00,2017-08-24 03:59:59.999,2017-08-24,4147.0,0,0,-0.0,1.0
2017-08-24 04:00:00,2017-08-24 07:59:59.999,2017-08-24,4113.58,0,0,0.0,1.0
2017-08-24 08:00:00,2017-08-24 11:59:59.999,2017-08-24,4153.8,0,0,0.0,1.0
2017-08-24 12:00:00,2017-08-24 15:59:59.999,2017-08-24,4211.78,0,0,0.0,1.0
2017-08-24 16:00:00,2017-08-24 19:59:59.999,2017-08-24,4223.06,0,0,-0.0,1.0
2017-08-24 20:00:00,2017-08-24 23:59:59.999,2017-08-24,4216.1,0,0,0.0,1.0
2017-08-25 00:00:00,2017-08-25 03:59:59.999,2017-08-25,4316.01,0,0,-0.0,1.0
2017-08-25 04:00:00,2017-08-25 07:59:59.999,2017-08-25,4312.69,0,0,0.0,1.0
2017-08-25 08:00:00,2017-08-25 11:59:59.999,2017-08-25,4317.81,0,0,0.0,1.0
2017-08-25 12:00:00,2017-08-25 15:59:59.999,2017-08-25,4361.27,0,0,0.0,1.0
2017-08-25 16:00:00,2017-08-25 19:59:59.999,2017-08-25,4394.36,0,0,-0.0,1.0
2017-08-25 20:00:00,2017-08-25 23:59:59.999,2017-08-25,4326.0,0,0,-0.0,1.0
2017-08-26 00:00:00,2017-08-26 03:59:59.999,2017-08-26,4280.71,0,0,0.0,1.0
2017-08-26 04:00:00,2017-08-26 07:59:59.999,2017-08-26,4297.94,0,0,0.0,1.0
2017-08-26 08:00:00,2017-08-26 11:59:59.999,2017-08-26,4319.7,0,0,-0.0,1.0
2017-08-26 12:00:00,2017-08-26 15:59:59.999,2017-08-26,4288.72,0,0,-0.0,1.0
2017-08-26 16:00:00,2017-08-26 19:59:59.999,2017-08-26,4275.0,0,0,0.0,1.0
2017-08-26 20:00:00,2017-08-26 23:59:59.999,2017-08-26,4293.52,0,0,0.0,1.0
2017-08-27 00:00:00,2017-08-27 03:59:59.999,2017-08-27,4332.51,0,0,-0.0,1.0
2017-08-27 04:00:00,2017-08-27 07:59:59.999,2017-08-27,4329.19,0,0,0.0,1.0
2017-08-27 08:00:00,2017-08-27 11:59:59.999,2017-08-27,4331.29,0,0,0.0,1.0
2017-08-27 12:00:00,2017-08-27 15:59:59.999,2017-08-27,4340.0,0,0,-0.0,1.0
2017-08-27 16:00:00,2017-08-27 19:59:59.999,2017-08-27,4290.01,0,0,0.0,1.0
2017-08-27 20:00:00,2017-08-27 23:59:59.999,2017-08-27,4336.12,0,0,-0.0,1.0
2017-08-28 00:00:00,2017-08-28 03:59:59.999,2017-08-28,4310.01,0,0,-0.0,1.0
2017-08-28 04:00:00,2017-08-28 07:59:59.999,2017-08-28,4239.36,0,0,0.0,1.0
2017-08-28 08:00:00,2017-08-28 11:59:59.999,2017-08-28,4261.9,0,0,0.0,1.0
2017-08-28 12:00:00,2017-08-28 15:59:59.999,2017-08-28,4309.0,0,0,0.0,1.0
2017-08-28 16:00:00,2017-08-28 19:59:59.999,2017-08-28,4317.2,0,0,0.0,1.0
2017-08-28 20:00:00,2017-08-28 23:59:59.999,2017-08-28,4321.65,0,0,0.0,1.0
2017-08-29 00:00:00,2017-08-29 03:59:59.999,2017-08-29,4353.65,0,0,0.0,1.0
2017-08-29 04:00:00,2017-08-29 07:59:59.999,2017-08-29,4363.48,0,0,-0.0,1.0
2017-08-29 08:00:00,2017-08-29 11:59:59.999,2017-08-29,4328.12,0,0,0.0,1.0
2017-08-29 12:00:00,2017-08-29 15:59:59.999,2017-08-29,4368.5,0,0,0.0,1.0
2017-08-29 16:00:00,2017-08-29 19:59:59.999,2017-08-29,4569.65,0,0,-0.0,1.0
2017-08-29 20:00:00,2017-08-29 23:59:59.999,2017-08-29,4540.0,0,0,0.0,1.0
2017-08-30 00:00:00,2017-08-30 03:59:59.999,2017-08-30,4564.52,0,0,0.0,1.0
2017-08-30 04:00:00,2017-08-30 07:59:59.999,2017-08-30,4600.0,0,0,-0.0,1.0
2017-08-30 08:00:00,2017-08-30 11:59:59.999,2017-08-30,4550.0,0,0,-0.0,1.0
2017-08-30 12:00:00,2017-08-30 15:59:59.999,2017-08-30,4537.0,0,0,0.0,1.0
2017-08-30 16:00:00,2017-08-30 19:59:59.999,2017-08-30,4555.0,0,0,-0.0,1.0
2017-08-30 20:00:00,2017-08-30 23:59:59.999,2017-08-30,4536.82,0,0,0.0,1.0
2017-08-31 00:00:00,2017-08-31 03:59:59.999,2017-08-31,4555.14,0,0,0.0,1.0
2017-08-31 04:00:00,2017-08-31 07:59:59.999,2017-08-31,4596.54,0,0,0.0,1.0
2017-08-31 08:00:00,2017-08-31 11:59:59.999,2017-08-31,4603.58,0,0,0.0,1.0
2017-08-31 12:00:00,2017-08-31 15:59:59.999,2017-08-31,4674.97,0,0,-0.0,1.0
2017-08-31 16:00:00,2017-08-31 19:59:59.999,2017-08-31,4648.82,0,0,0.0,1.0
2017-08-31 20:00:00,2017-08-31 23:59:59.999,2017-08-31,4688.47,0,0,0.0,1.0
2017-09-01 00:00:00,2017-09-01 03:59:59.999,2017-09-01,4689.89,0,0,0.0,1.0
2017-09-01 04:00:00,2017-09-01 07:59:59.999,2017-09-01,4714.73,0,0,0.0,1.0
2017-09-01 08:00:00,2017-09-01 11:59:59.999,2017-09-01,4715.0,0,0,0.0,1.0
2017-09-01 12:00:00,2017-09-01 15:59:59.999,2017-09-01,4775.0,0,0,-0.0,1.0
2017-09-01 16:00:00,2017-09-01 19:59:59.999,2017-09-01,4756.46,0,0,0.0,1.0
2017-09-01 20:00:00,2017-09-01 23:59:59.999,2017-09-01,4808.79,0,0,-0.0,1.0
2017-09-02 00:00:00,2017-09-02 03:59:59.999,2017-09-02,4796.16,0,0,-0.0,1.0
2017-09-02 04:00:00,2017-09-02 07:59:59.999,2017-09-02,4765.01,0,0,-0.0,1.0
2017-09-02 08:00:00,2017-09-02 11:59:59.999,2017-09-02,4701.02,0,0,-0.0,1.0
2017-09-02 12:00:00,2017-09-02 15:59:59.999,2017-09-02,4669.75,0,0,-0.0,1.0
2017-09-02 16:00:00,2017-09-02 19:59:59.999,2017-09-02,4465.12,0,0,0.0,1.0
2017-09-02 20:00:00,2017-09-02 23:59:59.999,2017-09-02,4509.77,0,0,-0.0,1.0
2017-09-03 00:00:00,2017-09-03 03:59:59.999,2017-09-03,4508.5,0,0,0.0,1.0
2017-09-03 04:00:00,2017-09-03 07:59:59.999,2017-09-03,4584.78,0,0,0.0,1.0
2017-09-03 08:00:00,2017-09-03 11:59:59.999,2017-09-03,4610.52,0,0,-0.0,1.0
2017-09-03 12:00:00,2017-09-03 15:59:59.999,2017-09-03,4475.23,0,0,-0.0,1.0
2017-09-03 16:00:00,2017-09-03 19:59:59.999,2017-09-03,4351.02,0,0,0.0,1.0
2017-09-03 20:00:00,2017-09-03 23:59:59.999,2017-09-03,4529.0,0,0,-0.0,1.0
2017-09-04 00:00:00,2017-09-04 03:59:59.999,2017-09-04,4505.0,0,0,-0.0,1.0
2017-09-04 04:00:00,2017-09-04 07:59:59.999,2017-09-04,4340.53,0,0,-0.0,1.0
2017-09-04 08:00:00,2017-09-04 11:59:59.999,2017-09-04,4102.05,0,0,0.0,1.0
2017-09-04 12:00:00,2017-09-04 15:59:59.999,2017-09-04,4153.0,0,0,-0.0,1.0
2017-09-04 16:00:00,2017-09-04 19:59:59.999,2017-09-04,4015.03,0,0,0.0,1.0
2017-09-04 20:00:00,2017-09-04 23:59:59.999,2017-09-04,4187.0,0,0,-0.0,1.0
2017-09-05 00:00:00,2017-09-05 03:59:59.999,2017-09-05,4106.97,0,0,-0.0,1.0
2017-09-05 04:00:00,2017-09-05 07:59:59.999,2017-09-05,3996.24,0,0,0.0,1.0
2017-09-05 08:00:00,2017-09-05 11:59:59.999,2017-09-05,4190.0,0,0,0.0,1.0
2017-09-05 12:00:00,2017-09-05 15:59:59.999,2017-09-05,4248.64,0,0,-0.0,1.0
2017-09-05 16:00:00,2017-09-05 19:59:59.999,2017-09-05,4140.0,0,0,0.0,1.0
2017-09-05 20:00:00,2017-09-05 23:59:59.999,2017-09-05,4442.09,0,0,-0.0,1.0
2017-09-06 00:00:00,2017-09-06 03:59:59.999,2017-09-06,4366.49,0,0,0.0,1.0
2017-09-06 04:00:00,2017-09-06 07:59:59.999,2017-09-06,4448.1,0,0,0.0,1.0
2017-09-06 08:00:00,2017-09-06 11:59:59.999,2017-09-06,4476.13,0,0,0.0,1.0
2017-09-06 12:00:00,2017-09-06 16:00:00.000,2017-09-06,4544.59,0,0,0.0,1.0
2017-09-06 20:00:00,2017-09-06 23:59:59.999,2017-09-06,4619.43,0,0,0.0,1.0
2017-09-07 00:00:00,2017-09-07 03:59:59.999,2017-09-07,4619.77,0,0,-0.0,1.0
2017-09-07 04:00:00,2017-09-07 07:59:59.999,2017-09-07,4489.48,0,0,-0.0,1.0
2017-09-07 08:00:00,2017-09-07 11:59:59.999,2017-09-07,4475.01,0,0,0.0,1.0
2017-09-07 12:00:00,2017-09-07 15:59:59.999,2017-09-07,4616.79,0,0,0.0,1.0
2017-09-07 16:00:00,2017-09-07 19:59:59.999,2017-09-07,4755.0,0,0,-0.0,1.0
2017-09-07 20:00:00,2017-09-07 23:59:59.999,2017-09-07,4716.61,0,0,-0.0,1.0
2017-09-08 00:00:00,2017-09-08 03:59:59.999,2017-09-08,4691.66,0,0,-0.0,1.0
2017-09-08 04:00:00,2017-09-08 07:59:59.999,2017-09-08,4633.47,0,0,-0.0,1.0
2017-09-08 08:00:00,2017-09-08 11:59:59.999,2017-09-08,4625.36,0,0,0.0,1.0
2017-09-08 12:00:00,2017-09-08 15:59:59.999,2017-09-08,4653.92,0,0,-0.0,1.0
2017-09-08 16:00:00,2017-09-08 19:59:59.999,2017-09-08,4330.68,0,0,-0.0,1.0
2017-09-08 20:00:00,2017-09-08 23:59:59.999,2017-09-08,4195.87,0,0,0.0,1.0
2017-09-09 00:00:00,2017-09-09 03:59:59.999,2017-09-09,4282.8,0,0,-0.0,1.0
2017-09-09 04:00:00,2017-09-09 07:59:59.999,2017-09-09,4254.44,0,0,0.0,1.0
2017-09-09 08:00:00,2017-09-09 11:59:59.999,2017-09-09,4336.19,0,0,-0.0,1.0
2017-09-09 12:00:00,2017-09-09 15:59:59.999,2017-09-09,4331.82,0,0,-0.0,1.0
2017-09-09 16:00:00,2017-09-09 19:59:59.999,2017-09-09,4276.0,0,0,-0.0,1.0
2017-09-09 20:00:00,2017-09-09 23:59:59.999,2017-09-09,4267.51,0,0,-0.0,1.0
2017-09-10 00:00:00,2017-09-10 03:59:59.999,2017-09-10,4258.81,0,0,-0.0,1.0
2017-09-10 04:00:00,2017-09-10 07:59:59.999,2017-09-10,4144.0,0,0,-0.0,1.0
2017-09-10 08:00:00,2017-09-10 11:59:59.999,2017-09-10,3988.89,0,0,0.0,1.0
2017-09-10 12:00:00,2017-09-10 15:59:59.999,2017-09-10,4069.43,0,0,0.0,1.0
2017-09-10 16:00:00,2017-09-10 19:59:59.999,2017-09-10,4086.92,0,0,0.0,1.0
2017-09-10 20:00:00,2017-09-10 23:59:59.999,2017-09-10,4269.36,0,0,-0.0,1.0
2017-09-11 00:00:00,2017-09-11 03:59:59.999,2017-09-11,4153.62,0,0,0.0,1.0
2017-09-11 04:00:00,2017-09-11 07:59:59.999,2017-09-11,4320.46,0,0,-0.0,1.0
2017-09-11 08:00:00,2017-09-11 11:59:59.999,2017-09-11,4186.88,0,0,0.0,1.0
2017-09-11 12:00:00,2017-09-11 15:59:59.999,2017-09-11,4191.54,0,0,0.0,1.0
2017-09-11 16:00:00,2017-09-11 19:59:59.999,2017-09-11,4246.43,0,0,-0.0,1.0
2017-09-11 20:00:00,2017-09-11 23:59:59.999,2017-09-11,4187.99,0,0,0.0,1.0
2017-09-12 00:00:00,2017-09-12 03:59:59.999,2017-09-12,4208.6,0,0,0.0,1.0
2017-09-12 04:00:00,2017-09-12 07:59:59.999,2017-09-12,4294.54,0,0,0.0,1.0
2017-09-12 08:00:00,2017-09-12 11:59:59.999,2017-09-12,4361.04,0,0,-0.0,1.0
2017-09-12 12:00:00,2017-09-12 15:59:59.999,2017-09-12,4343.01,0,0,-0.0,1.0
2017-09-12 16:00:00,2017-09-12 19:59:59.999,2017-09-12,4249.49,0,0,-0.0,1.0
2017-09-12 20:00:00,2017-09-12 23:59:59.999,2017-09-12,4158.27,0,0,0.0,1.0
2017-09-13 00:00:00,2017-09-13 03:59:59.999,2017-09-13,4159.72,0,0,-0.0,1.0
2017-09-13 04:00:00,2017-09-13 07:59:59.999,2017-09-13,3933.21,0,0,-0.0,1.0
2017-09-13 08:00:00,2017-09-13 11:59:59.999,2017-09-13,3914.01,0,0,-0.0,1.0
2017-09-13 12:00:00,2017-09-13 15:59:59.999,2017-09-13,3831.01,0,0,-0.0,1.0
2017-09-13 16:00:00,2017-09-13 19:59:59.999,2017-09-13,3775.47,0,0,0.0,1.0
2017-09-13 20:00:00,2017-09-13 23:59:59.999,2017-09-13,3879.81,0,0,0.0,1.0
2017-09-14 00:00:00,2017-09-14 03:59:59.999,2017-09-14,3944.0,0,0,-0.0,1.0
2017-09-14 04:00:00,2017-09-14 07:59:59.999,2017-09-14,3800.01,0,0,0.0,1.0
2017-09-14 08:00:00,2017-09-14 11:59:59.999,2017-09-14,3846.58,0,0,-0.0,1.0
2017-09-14 12:00:00,2017-09-14 15:59:59.999,2017-09-14,3481.02,0,0,0.0,1.0
2017-09-14 16:00:00,2017-09-14 19:59:59.999,2017-09-14,3522.0,0,0,-0.0,1.0
2017-09-14 20:00:00,2017-09-14 23:59:59.999,2017-09-14,3368.73,0,0,-0.0,1.0
2017-09-15 00:00:00,2017-09-15 03:59:59.999,2017-09-15,3188.01,0,0,0.0,1.0
2017-09-15 04:00:00,2017-09-15 07:59:59.999,2017-09-15,3369.99,0,0,-0.0,1.0
2017-09-15 08:00:00,2017-09-15 11:59:59.999,2017-09-15,3148.0,0,0,-0.0,1.0
2017-09-15 12:00:00,2017-09-15 15:59:59.999,2017-09-15,2870.9,0,0,0.0,1.0
2017-09-15 16:00:00,2017-09-15 19:59:59.999,2017-09-15,3839.94,0,0,-0.0,1.0
2017-09-15 20:00:00,2017-09-15 23:59:59.999,2017-09-15,3702.3,0,0,-0.0,1.0
2017-09-16 00:00:00,2017-09-16 03:59:59.999,2017-09-16,3674.01,0,0,0.0,1.0
2017-09-16 04:00:00,2017-09-16 07:59:59.999,2017-09-16,3769.94,0,0,0.0,1.0
2017-09-16 08:00:00,2017-09-16 11:59:59.999,2017-09-16,3847.92,0,0,-0.0,1.0
2017-09-16 12:00:00,2017-09-16 15:59:59.999,2017-09-16,3630.06,0,0,-0.0,1.0
2017-09-16 16:00:00,2017-09-16 19:59:59.999,2017-09-16,3567.03,0,0,0.0,1.0
2017-09-16 20:00:00,2017-09-16 23:59:59.999,2017-09-16,3664.01,0,0,0.0,1.0
2017-09-17 00:00:00,2017-09-17 03:59:59.999,2017-09-17,3685.23,0,0,-0.0,1.0
2017-09-17 04:00:00,2017-09-17 07:59:59.999,2017-09-17,3568.07,0,0,-0.0,1.0
2017-09-17 08:00:00,2017-09-17 11:59:59.999,2017-09-17,3559.0,0,0,-0.0,1.0
2017-09-17 12:00:00,2017-09-17 15:59:59.999,2017-09-17,3499.03,0,0,0.0,1.0
2017-09-17 16:00:00,2017-09-17 19:59:59.999,2017-09-17,3649.49,0,0,0.0,1.0
2017-09-17 20:00:00,2017-09-17 23:59:59.999,2017-09-17,3700.13,0,0,-0.0,1.0
2017-09-18 00:00:00,2017-09-18 03:59:59.999,2017-09-18,3690.0,0,0,0.0,1.0
2017-09-18 04:00:00,2017-09-18 07:59:59.999,2017-09-18,3830.0,0,0,0.0,1.0
2017-09-18 08:00:00,2017-09-18 11:59:59.999,2017-09-18,3976.58,0,0,-0.0,1.0
2017-09-18 12:00:00,2017-09-18 15:59:59.999,2017-09-18,3932.98,0,0,0.0,1.0
2017-09-18 16:00:00,2017-09-18 19:59:59.999,2017-09-18,4048.99,0,0,-0.0,1.0
2017-09-18 20:00:00,2017-09-18 23:59:59.999,2017-09-18,3969.5,0,0,0.0,1.0
2017-09-19 00:00:00,2017-09-19 03:59:59.999,2017-09-19,4060.0,0,0,-0.0,1.0
2017-09-19 04:00:00,2017-09-19 07:59:59.999,2017-09-19,3972.0,0,0,-0.0,1.0
2017-09-19 08:00:00,2017-09-19 11:59:59.999,2017-09-19,3880.06,0,0,0.0,1.0
2017-09-19 12:00:00,2017-09-19 15:59:59.999,2017-09-19,3969.32,0,0,0.0,1.0
2017-09-19 16:00:00,2017-09-19 19:59:59.999,2017-09-19,3970.0,0,0,-0.0,1.0
2017-09-19 20:00:00,2017-09-19 23:59:59.999,2017-09-19,3890.02,0,0,0.0,1.0
2017-09-20 00:00:00,2017-09-20 03:59:59.999,2017-09-20,3910.04,0,0,-0.0,1.0
2017-09-20 04:00:00,2017-09-20 07:59:59.999,2017-09-20,3875.91,0,0,0.0,1.0
2017-09-20 08:00:00,2017-09-20 11:59:59.999,2017-09-20,3913.91,0,0,0.0,1.0
2017-09-20 12:00:00,2017-09-20 15:59:59.999,2017-09-20,3927.77,0,0,0.0,1.0
2017-09-20 16:00:00,2017-09-20 19:59:59.999,2017-09-20,3997.5,0,0,-0.0,1.0
2017-09-20 20:00:00,2017-09-20 23:59:59.999,2017-09-20,3962.93,0,0,-0.0,1.0
2017-09-21 00:00:00,2017-09-21 03:59:59.999,2017-09-21,3889.99,0,0,-0.0,1.0
2017-09-21 04:00:00,2017-09-21 07:59:59.999,2017-09-21,3820.02,0,0,0.0,1.0
2017-09-21 08:00:00,2017-09-21 11:59:59.999,2017-09-21,3885.23,0,0,-0.0,1.0
2017-09-21 12:00:00,2017-09-21 15:59:59.999,2017-09-21,3862.99,0,0,-0.0,1.0
2017-09-21 16:00:00,2017-09-21 19:59:59.999,2017-09-21,3730.0,0,0,-0.0,1.0
2017-09-21 20:00:00,2017-09-21 23:59:59.999,2017-09-21,3605.03,0,0,-0.0,1.0
2017-09-22 00:00:00,2017-09-22 03:59:59.999,2017-09-22,3592.84,0,0,0.0,1.0
2017-09-22 04:00:00,2017-09-22 07:59:59.999,2017-09-22,3693.01,0,0,-0.0,1.0
2017-09-22 08:00:00,2017-09-22 11:59:59.999,2017-09-22,3658.46,0,0,-0.0,1.0
2017-09-22 12:00:00,2017-09-22 15:59:59.999,2017-09-22,3528.36,0,0,-0.0,1.0
2017-09-22 16:00:00,2017-09-22 19:59:59.999,2017-09-22,3527.97,0,0,0.0,1.0
2017-09-22 20:00:00,2017-09-22 23:59:59.999,2017-09-22,3590.0,0,0,0.0,1.0
2017-09-23 00:00:00,2017-09-23 03:59:59.999,2017-09-23,3595.88,0,0,0.0,1.0
2017-09-23 04:00:00,2017-09-23 07:59:59.999,2017-09-23,3614.87,0,0,0.0,1.0
2017-09-23 08:00:00,2017-09-23 11:59:59.999,2017-09-23,3689.38,0,0,0.0,1.0
2017-09-23 12:00:00,2017-09-23 15:59:59.999,2017-09-23,3798.9,0,0,-0.0,1.0
2017-09-23 16:00:00,2017-09-23 19:59:59.999,2017-09-23,3746.37,0,0,0.0,1.0
2017-09-23 20:00:00,2017-09-23 23:59:59.999,2017-09-23,3766.41,0,0,0.0,1.0
2017-09-24 00:00:00,2017-09-24 03:59:59.999,2017-09-24,3779.54,0,0,0.0,1.0
2017-09-24 04:00:00,2017-09-24 07:59:59.999,2017-09-24,3782.9,0,0,-0.0,1.0
2017-09-24 08:00:00,2017-09-24 11:59:59.999,2017-09-24,3668.0,0,0,0.0,1.0
2017-09-24 12:00:00,2017-09-24 15:59:59.999,2017-09-24,3674.22,0,0,0.0,1.0
2017-09-24 16:00:00,2017-09-24 19:59:59.999,2017-09-24,3707.89,0,0,-0.0,1.0
2017-09-24 20:00:00,2017-09-24 23:59:59.999,2017-09-24,3665.68,0,0,-0.0,1.0
2017-09-25 00:00:00,2017-09-25 03:59:59.999,2017-09-25,3660.02,0,0,0.0,1.0
2017-09-25 04:00:00,2017-09-25 07:59:59.999,2017-09-25,3750.01,0,0,0.0,1.0
2017-09-25 08:00:00,2017-09-25 11:59:59.999,2017-09-25,3789.5,0,0,-0.0,1.0
2017-09-25 12:00:00,2017-09-25 15:59:59.999,2017-09-25,3781.05,0,0,0.0,1.0
2017-09-25 16:00:00,2017-09-25 19:59:59.999,2017-09-25,3915.01,0,0,0.0,1.0
2017-09-25 20:00:00,2017-09-25 23:59:59.999,2017-09-25,3934.68,0,0,-0.0,1.0
2017-09-26 00:00:00,2017-09-26 03:59:59.999,2017-09-26,3928.0,0,0,-0.0,1.0
2017-09-26 04:00:00,2017-09-26 07:59:59.999,2017-09-26,3896.02,0,0,0.0,1.0
2017-09-26 08:00:00,2017-09-26 11:59:59.999,2017-09-26,3925.0,0,0,0.0,1.0
2017-09-26 12:00:00,2017-09-26 15:59:59.999,2017-09-26,3950.0,0,0,-0.0,1.0
2017-09-26 16:00:00,2017-09-26 19:59:59.999,2017-09-26,3925.0,0,0,-0.0,1.0
2017-09-26 20:00:00,2017-09-26 23:59:59.999,2017-09-26,3911.06,0,0,-0.0,1.0
2017-09-27 00:00:00,2017-09-27 03:59:59.999,2017-09-27,3882.36,0,0,0.0,1.0
2017-09-27 04:00:00,2017-09-27 07:59:59.999,2017-09-27,3931.0,0,0,0.0,1.0
2017-09-27 08:00:00,2017-09-27 11:59:59.999,2017-09-27,3952.1,0,0,0.0,1.0
2017-09-27 12:00:00,2017-09-27 15:59:59.999,2017-09-27,4072.2,0,0,0.0,1.0
2017-09-27 16:00:00,2017-09-27 19:59:59.999,2017-09-27,4099.8,0,0,0.0,1.0
2017-09-27 20:00:00,2017-09-27 23:59:59.999,2017-09-27,4189.0,0,0,0.0,1.0
2017-09-28 00:00:00,2017-09-28 03:59:59.999,2017-09-28,4192.11,0,0,0.0,1.0
2017-09-28 04:00:00,2017-09-28 07:59:59.999,2017-09-28,4200.0,0,0,0.0,1.0
2017-09-28 08:00:00,2017-09-28 11:59:59.999,2017-09-28,4247.0,0,0,-0.0,1.0
2017-09-28 12:00:00,2017-09-28 15:59:59.999,2017-09-28,4170.19,0,0,-0.0,1.0
2017-09-28 16:00:00,2017-09-28 19:59:59.999,2017-09-28,4133.03,0,0,0.0,1.0
2017-09-28 20:00:00,2017-09-28 23:59:59.999,2017-09-28,4143.12,0,0,0.0,1.0
2017-09-29 00:00:00,2017-09-29 03:59:59.999,2017-09-29,4178.98,0,0,-0.0,1.0
2017-09-29 04:00:00,2017-09-29 07:59:59.999,2017-09-29,4000.0,0,0,0.0,1.0
2017-09-29 08:00:00,2017-09-29 11:59:59.999,2017-09-29,4090.1,0,0,0.0,1.0
2017-09-29 12:00:00,2017-09-29 15:59:59.999,2017-09-29,4234.99,0,0,-0.0,1.0
2017-09-29 16:00:00,2017-09-29 19:59:59.999,2017-09-29,4145.03,0,0,0.0,1.0
2017-09-29 20:00:00,2017-09-29 23:59:59.999,2017-09-29,4146.96,0,0,0.0,1.0
2017-09-30 00:00:00,2017-09-30 03:59:59.999,2017-09-30,4175.0,0,0,0.0,1.0
2017-09-30 04:00:00,2017-09-30 07:59:59.999,2017-09-30,4216.01,0,0,0.0,1.0
2017-09-30 08:00:00,2017-09-30 11:59:59.999,2017-09-30,4310.0,0,0,0.0,1.0
