trade_id,entry_ts,exit_ts,entry_price,exit_price,qty,pnl,return_pct,days_held,entry_reason,exit_reason
31,1609819200000,1610337600000,31202.52,35424.06,1.26904945,5306.61,13.3933,6.0,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
32,1610424000000,1610870400000,34998.95,34747.01,1.28292339,-376.9,-0.8389,5.17,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
33,1610913600000,1611230400000,35648.15,32194.01,1.24899274,-4365.04,-9.7979,3.67,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
34,1612238400000,1614009600000,33567.5,53215.4,1.19645062,23445.44,58.3424,20.5,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
35,1614124800000,1614326400000,48910.56,44969.0,1.30019447,-5198.03,-8.169,2.33,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
36,1614672000000,1615809600000,48350.93,56128.34,1.20780129,9317.85,15.9461,13.17,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
37,1616025600000,1616443200000,58936.54,55502.78,1.14887276,-4023.83,-5.9391,4.83,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
38,1616457600000,1616630400000,54104.89,52282.74,1.17714252,-2220.06,-3.4837,2.0,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
39,1616947200000,1617796800000,56379.53,56297.94,1.09029703,-162.66,-0.2645,9.83,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
40,1617940800000,1618574400000,58008.91,60829.46,1.0568699,2905.6,4.7365,7.33,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
41,1619971200000,1620144000000,56617.84,53781.02,1.13412531,-3292.43,-5.1244,2.0,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
42,1620273600000,1620849600000,56819.81,54415.23,1.07218357,-2649.71,-4.3468,6.67,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
43,1627214400000,1627344000000,34412.8,37226.43,1.69335659,4691.7,8.0464,1.5,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
44,1627358400000,1627905600000,36838.54,39526.61,1.70913471,4515.97,7.1682,6.33,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
45,1628064000000,1629244800000,37843.97,44678.07,1.78298642,12096.83,17.917,13.67,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
46,1629302400000,1629849600000,45838.33,47654.94,1.73577142,3055.85,3.8384,6.33,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
47,1630036800000,1631030400000,46840.97,46637.41,1.76381666,-457.97,-0.554,11.5,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
48,1631952000000,1632110400000,48641.46,45524.53,1.68911842,-5360.29,-6.5202,1.83,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
49,1633176000000,1634832000000,47702.54,62946.01,1.61006348,24436.08,31.797,19.17,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
50,1635120000000,1635321600000,60876.56,59926.01,1.66279976,-1701.1,-1.6795,2.33,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
51,1635480000000,1636185600000,61667.64,60766.56,1.61390086,-1572.82,-1.5794,8.17,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
52,1636228800000,1636588800000,61199.88,64856.47,1.6005518,5731.5,5.8477,4.17,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
53,1636948800000,1637035200000,65738.95,60883.04,1.57717229,-7778.43,-7.4977,1.0,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
54,1640476800000,1640707200000,50419.83,48917.9,1.90218571,-2970.33,-3.0952,2.67,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
55,1644091200000,1644652800000,41561.52,42087.1,2.23618702,1063.06,1.1431,6.5,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
56,1644883200000,1645113600000,42552.96,41908.67,2.20905351,-1535.21,-1.6322,2.67,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
57,1646150400000,1646366400000,43661.15,41433.35,2.11784326,-4826.26,-5.2163,2.5,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
58,1647532800000,1648756800000,40814.88,45563.75,2.1473567,10086.22,11.5013,14.17,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
59,1648843200000,1649260800000,46380.23,44150.69,2.10702469,-4812.13,-4.9212,4.83,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
60,1658203200000,1658577600000,21912.31,22221.39,4.24031188,1198.3,1.2889,4.33,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
61,1658620800000,1658793600000,22457.56,21302.38,4.19068743,-4951.04,-5.2576,2.0,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
62,1658980800000,1659384000000,23142.7,22946.19,3.8528142,-863.68,-0.9681,4.67,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
63,1659542400000,1660060800000,23362.1,23065.77,3.77968457,-1225.33,-1.3868,6.0,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
64,1660132800000,1660737600000,23131.61,23737.15,3.76440655,2173.65,2.4947,7.0,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
65,1660752000000,1660896000000,23401.26,21898.61,3.81386032,-5834.56,-6.5335,1.67,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
66,1662912000000,1663084800000,21650.73,20821.44,3.85289914,-3293.35,-3.9456,2.0,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
67,1663099200000,1663257600000,20293.0,19729.47,3.94848842,-2319.94,-2.8936,1.83,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trend_exit
68,1664942400000,1665172800000,20198.74,19451.54,3.85212904,-2969.95,-3.8147,2.67,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
69,1666756800000,1666944000000,20258.65,20071.98,3.69422272,-779.0,-1.0403,2.17,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
70,1667001600000,1667419200000,20600.08,20242.58,3.59520166,-1373.38,-1.8533,4.83,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
71,1667448000000,1667808000000,20318.76,20626.85,3.57742784,1014.29,1.3945,4.17,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
72,1670385600000,1670400000000,17031.78,16756.33,4.32735492,-1279.72,-1.7353,0.17,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trend_exit
73,1670572800000,1671120000000,17218.54,17421.46,4.20614213,766.11,1.0572,6.33,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
74,1673222400000,1675108800000,17134.68,22775.75,4.27141017,23993.02,32.7625,21.83,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
75,1675180800000,1675627200000,23131.05,22883.49,4.20075557,-1155.9,-1.1889,5.17,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
76,1675684800000,1675972800000,22887.38,22022.18,4.19500488,-3742.57,-3.8957,3.33,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
77,1676520000000,1676592000000,24741.49,23508.31,3.72945765,-4707.06,-5.0982,0.83,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
78,1676678400000,1677081600000,24578.07,23705.45,3.56285593,-3212.21,-3.666,4.67,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
79,1677124800000,1677268800000,24464.63,23173.0,3.44815436,-4552.31,-5.3932,1.67,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
80,1677470400000,1677816000000,23561.41,22310.76,3.38724384,-4329.48,-5.4216,4.0,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
81,1678809600000,1678910400000,25905.03,24360.22,2.91377256,-4589.09,-6.0761,1.17,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
82,1678924800000,1679515200000,24295.38,26658.13,2.91804607,6805.43,9.5935,6.83,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
83,1679558400000,1679932800000,27642.98,26892.87,2.81070852,-2200.32,-2.8303,4.33,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
84,1679961600000,1681027200000,27135.75,27891.85,2.78221032,2011.77,2.6631,12.33,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
85,1681041600000,1681718400000,27941.37,29826.37,2.77394839,5132.73,6.6182,7.83,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
86,1681804800000,1681905600000,29787.52,29298.92,2.77423468,-1453.86,-1.7583,1.17,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
87,1682841600000,1682956800000,29278.14,28159.37,2.77287415,-3197.75,-3.9365,1.33,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
88,1683172800000,1683504000000,29108.49,28418.72,2.67924426,-1940.54,-2.4867,3.83,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
89,1685404800000,1685534400000,27747.49,27086.34,2.74076639,-1902.21,-2.4998,1.5,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
90,1687262400000,1687982400000,26918.75,30087.95,2.75452215,8635.41,11.6391,8.33,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
91,1688025600000,1688572800000,30352.43,30343.97,2.72724594,-122.39,-0.1478,6.33,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
92,1688601600000,1689364800000,30517.0,30103.14,2.70853,-1219.49,-1.4745,8.83,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
93,1689379200000,1689811200000,30324.13,29897.25,2.68556663,-1243.45,-1.526,5.0,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trend_exit
94,1694952000000,1695312000000,26577.31,26573.38,3.01741469,-108.09,-0.1347,4.17,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
95,1695585600000,1695686400000,26459.76,26294.28,3.02673704,-596.67,-0.7446,1.17,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trend_exit
96,1695960000000,1696291200000,26968.78,27483.51,2.94749745,1420.86,1.7864,3.83,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
97,1696392000000,1696982400000,27441.4,27379.17,2.94848021,-280.49,-0.3465,6.83,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
98,1697068800000,1697169600000,26886.27,26770.98,2.99893247,-442.3,-0.5482,1.17,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trend_exit
99,1697472000000,1699992000000,28075.39,35279.88,2.85616984,20468.7,25.5106,29.17,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
100,1700049600000,1700150400000,36255.45,36391.44,2.77598265,256.51,0.2547,1.17,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
101,1700193600000,1700611200000,36498.6,35727.35,2.76451325,-2251.91,-2.2305,4.83,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
102,1700712000000,1701086400000,37314.62,37021.14,2.64374368,-893.81,-0.9055,4.33,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
103,1701115200000,1702267200000,36891.75,42292.65,2.64983397,14185.58,14.5024,13.33,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
104,1702339200000,1702857600000,41269.91,41358.09,2.71224447,104.7,0.0935,6.0,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
105,1702915200000,1703606400000,41282.46,42374.56,2.71395488,2827.68,2.5223,8.0,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
106,1703620800000,1704283200000,42125.96,43685.41,2.72669687,4111.77,3.5775,7.67,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
107,1704499200000,1705075200000,44162.78,44444.22,2.69398842,614.96,0.5166,6.67,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
108,1706616000000,1709668800000,43555.17,61386.42,2.74568145,48786.05,40.7704,35.33,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
109,1709712000000,1710446400000,66703.13,69387.33,2.52380069,6568.29,3.8993,8.5,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
110,1710676800000,1710849600000,66982.27,63056.11,2.61128434,-10456.07,-5.9744,2.0,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
111,1710993600000,1711195200000,66681.12,64603.76,2.46636456,-5317.81,-3.2316,2.33,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trend_exit
112,1711339200000,1711987200000,67376.94,68209.86,2.36201481,1775.2,1.1148,7.5,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
113,1712001600000,1712044800000,69675.87,66428.92,2.30954376,-7687.58,-4.7744,0.5,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
114,1712073600000,1712217600000,64915.95,66065.16,2.36053709,2527.24,1.6482,1.67,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trend_exit
115,1712289600000,1712318400000,67891.15,66451.41,2.29429356,-3488.11,-2.238,0.33,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trend_exit
116,1712332800000,1712692800000,68217.9,68973.18,2.23220308,1502.2,0.9859,4.17,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
117,1715846400000,1716480000000,66169.08,68048.76,2.32400854,4181.24,2.7174,7.33,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
118,1716523200000,1716883200000,67918.99,67666.94,2.32565656,-775.39,-0.4906,4.17,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
119,1716955200000,1717790400000,68856.94,69227.31,2.28272285,656.32,0.4173,9.67,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
120,1717804800000,1718092800000,69383.35,67543.15,2.27485784,-4373.06,-2.769,3.33,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
121,1718136000000,1718222400000,67433.99,67505.91,2.275808,-20.57,-0.0134,1.0,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
122,1721102400000,1721865600000,64778.04,65349.86,2.36880021,1169.58,0.7617,8.83,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
123,1721966400000,1722312000000,67068.82,66583.36,2.3053204,-1304.01,-0.8429,4.0,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
124,1724428800000,1724774400000,61557.66,61684.45,2.49054141,131.62,0.0858,4.0,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
125,1726416000000,1726502400000,60359.55,57858.55,2.54215679,-6538.24,-4.2585,1.0,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
126,1726516800000,1727697600000,57967.17,63793.92,2.53435019,14581.89,9.9198,13.67,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
127,1727726400000,1727812800000,63513.4,61731.29,2.54249113,-4722.05,-2.9224,1.0,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
128,1728273600000,1728504000000,63555.92,61007.58,2.46653683,-6469.93,-4.1247,2.67,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
129,1728806400000,1729670400000,62868.62,66825.59,2.39065177,9273.71,6.1666,10.0,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
130,1729800000000,1730404800000,68337.12,70064.04,2.33497013,3838.41,2.4041,7.0,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
131,1730577600000,1731628800000,69537.81,87290.66,2.3498186,41494.88,25.3792,12.17,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
132,1731643200000,1732564800000,88253.51,94631.63,2.32139469,14551.39,7.0984,10.67,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
133,1732636800000,1733443200000,92850.12,96906.86,2.36309766,9317.42,4.244,9.33,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
134,1733457600000,1733846400000,97774.39,95620.53,2.3393215,-5310.01,-2.3202,4.5,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
135,1733860800000,1734566400000,95894.85,100163.93,2.32983218,9672.18,4.3266,8.17,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
136,1734652800000,1734868800000,97500.85,97062.45,2.39059748,-1327.1,-0.569,2.5,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trend_exit
137,1736136000000,1736265600000,99077.19,97913.08,2.33917596,-2999.53,-1.2935,1.5,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
138,1737000000000,1737331200000,99517.84,101291.04,2.29869602,3799.1,1.6597,3.83,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
139,1737345600000,1737417600000,101932.7,102219.1,2.28148645,373.95,0.1607,0.83,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
140,1737432000000,1737936000000,102977.19,102578.97,2.26197481,-1179.75,-0.5062,5.83,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
141,1738094400000,1738440000000,102465.21,101628.94,2.2617702,-2168.44,-0.9351,4.0,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
142,1743048000000,1743177600000,87705.24,84017.53,2.61769567,-9923.01,-4.3195,1.5,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
143,1744660800000,1746403200000,84957.04,94239.9,2.58564287,23724.16,10.7935,20.17,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
144,1746489600000,1747656000000,94771.58,102922.22,2.56805373,20626.67,8.4701,13.5,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
145,1747670400000,1748044800000,104828.34,107275.38,2.51833435,5841.97,2.2116,4.33,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
146,1748116800000,1748548800000,109003.59,105689.45,2.47543479,-8522.8,-3.1567,5.0,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
147,1748635200000,1749139200000,104682.35,104489.69,2.49625252,-794.21,-0.3037,5.83,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trend_exit
148,1749427200000,1749729600000,105776.31,106858.19,2.46293191,2350.39,0.9017,3.5,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
149,1750132800000,1750233600000,107633.45,104931.25,2.44225957,-6910.95,-2.6275,1.17,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trend_exit
150,1750910400000,1751385600000,107896.94,105912.81,2.37228259,-5011.23,-1.9566,5.5,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
151,1751515200000,1752552000000,108671.66,117101.61,2.30928473,19154.33,7.628,12.0,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
152,1752566400000,1753416000000,116825.85,115373.49,2.31195961,-3679.9,-1.3616,9.83,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
153,1753588800000,1754006400000,118230.11,115717.77,2.25339342,-5977.59,-2.2423,4.83,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
154,1754755200000,1755000000000,116939.24,118474.82,2.22718169,3105.42,1.1916,2.83,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
155,1755014400000,1755187200000,119980.98,118209.96,2.19658563,-4204.11,-1.5942,2.0,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
156,1757563200000,1758470400000,114445.77,115485.41,2.26611163,2043.3,0.7874,10.5,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
157,1759334400000,1759852800000,117470.7,121797.28,2.22514185,9307.79,3.5588,6.0,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
158,1759924800000,1760112000000,122933.3,118971.39,2.20193549,-9043.47,-3.3389,2.17,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
159,1761595200000,1761768000000,114988.62,110595.75,2.2754699,-10303.84,-3.9356,2.0,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
160,1767412800000,1767801600000,90357.36,91313.41,2.78179312,2356.32,0.9369,4.5,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
161,1767916800000,1768780800000,91136.44,93635.67,2.78385222,6648.86,2.6191,10.0,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
162,1768824000000,1768939200000,93229.24,89689.88,2.79263528,-10190.63,-3.9118,1.33,vtrend_e5_ema21_d1_entry,vtrend_e5_ema21_d1_trail_stop
