trade_id,entry_time,exit_time,entry_reason,exit_reason,qty,avg_entry_price,avg_exit_price,buy_notional,sell_notional,fees,realized_pnl,return_pct,days_held
18,2022-04-01T15:59:59.999000+00:00,2022-04-07T23:59:59.999000+00:00,rebound_add,risk_off,0.11685883,46546.61462216315,43187.57238247469,5439.382925206877,5046.849179156305,10.486232104363182,-403.0199781549354,-7.401894044421012,6
19,2023-01-25T07:59:59.999000+00:00,2023-02-09T19:59:59.999000+00:00,rebound_add,crash,0.69099056,23297.917924449324,22227.754741770364,16098.641353449277,15359.16869655856,31.457810050007836,-770.9304669407265,-4.7840081018332565,15
20,2023-02-20T07:59:59.999000+00:00,2023-02-23T11:59:59.999000+00:00,rebound_add,kill,0.15766264,24528.906673053018,23739.707319338526,3867.2921823871557,3742.864928794235,7.61015711118139,-132.0374107041025,-3.410797503215352,3
21,2023-03-17T23:59:59.999000+00:00,2023-04-20T19:59:59.999000+00:00,breakout_add,crash,0.7570647699999999,28171.325876999665,28084.703647289956,21327.518345665798,21261.939707253732,42.589458052919525,-108.16809646498223,-0.5066695274957471,33
22,2023-05-05T19:59:59.999000+00:00,2023-05-12T07:59:59.999000+00:00,breakout_add,crash,0.14370422,29572.007320041506,26297.050637364002,4249.622245760855,3778.9971501428968,8.028619395903752,-478.653715013862,-11.25218929638709,6
23,2023-06-26T07:59:59.999000+00:00,2023-06-30T15:59:59.999000+00:00,rebound_add,kill,0.28626324,30490.568457496276,29651.374274602746,8728.328916084685,8488.09847030043,17.216427386385117,-257.4468731706402,-2.9466085199103844,4
24,2023-07-13T11:59:59.999000+00:00,2023-07-22T23:59:59.999000+00:00,rebound_add,crash,0.18353601,31234.491659794894,29679.736989345,5732.6539736170325,5447.300504873794,11.179954478490828,-296.5334232217292,-5.167539980592652,9
25,2023-10-01T23:59:59.999000+00:00,2023-10-12T19:59:59.999000+00:00,breakout_add,crash,0.36636107,27684.402074905418,26687.457497675012,10142.487166472569,9777.24548442774,19.919732650900308,-385.16141469572904,-3.793710869357618,10
26,2023-10-23T03:59:59.999000+00:00,2023-10-23T23:59:59.999000+00:00,breakout_add,crash,0.01460958,30747.44860991725,31911.18636272971,449.2073102624749,466.20903006120875,0.9154163403236837,16.086303458410157,3.5774647602673753,0
27,2023-11-01T19:59:59.999000+00:00,2023-12-11T03:59:59.999000+00:00,rebound_add,crash,0.7131462099999999,36175.53953015024,40212.91565175877,25798.448910631825,28677.688390101448,54.47613730073327,2824.7633421688915,10.938414982015335,39
28,2023-12-20T15:59:59.999000+00:00,2024-01-03T15:59:59.999000+00:00,breakout_add,crash,0.16546843,43782.009267798254,41078.500466083235,7244.540335788027,6797.194978877061,14.041735314665086,-461.387092225631,-6.362393536310321,14
29,2024-02-04T11:59:59.999000+00:00,2024-03-05T19:59:59.999000+00:00,rebound_add,crash,0.6606517100000002,47134.008435421645,59596.91183978192,31139.163272015747,39372.80171767117,70.5119649896869,8163.126480665742,26.18879459900364,30
30,2024-03-25T19:59:59.999000+00:00,2024-04-12T19:59:59.999000+00:00,breakout_add,emergency,0.25413888,70891.05206203116,65153.57396223001,18016.17257306629,16558.056314758298,34.57422888782459,-1492.6904871958177,-8.277003796784307,18
31,2024-05-20T03:59:59.999000+00:00,2024-05-28T03:59:59.999000+00:00,rebound_add,kill,0.2032682,69097.3561403462,68012.8774387725,14045.29520740712,13824.855173799897,27.87015038120702,-248.31018398842934,-1.7661581205907395,8
32,2024-06-10T15:59:59.999000+00:00,2024-06-21T11:59:59.999000+00:00,rebound_add,crash,0.0245121,70090.644893653,63734.93128275,1718.0688966977118,1562.2770090958963,3.280345905793608,-159.0722335076091,-9.249531290210063,10
33,2024-07-18T23:59:59.999000+00:00,2024-08-02T23:59:59.999000+00:00,rebound_add,crash,0.42213913000000003,67363.95414847673,62582.130782439664,28436.96099759786,26418.366242045297,54.85532723964316,-2073.4500827922056,-7.284107131782092,15
34,2024-09-19T03:59:59.999000+00:00,2024-10-01T15:59:59.999000+00:00,breakout_add,kill,0.4169363200000001,63236.47316452671,61960.39052859138,26365.582410996525,25833.537212753745,52.19911962375027,-584.2443178665308,-2.213721844300655,12
35,2024-10-13T19:59:59.999000+00:00,2024-12-05T23:59:59.999000+00:00,rebound_add,kill,0.6415303400000001,75337.49084712978,88484.41005905421,48331.286117906064,56765.43366988448,105.09671978779056,8329.050832190624,17.21603286490202,53
36,2024-12-18T11:59:59.999000+00:00,2024-12-20T11:59:59.999000+00:00,rebound_add,emergency,0.01950145,105065.09254120826,92672.98876529849,2048.921648937746,1807.2576567570302,3.856179305694776,-245.5201714864104,-11.970926107251696,2
37,2025-01-06T03:59:59.999000+00:00,2025-01-09T15:59:59.999000+00:00,breakout_add,crash,0.07401132,99306.40762174907,91861.01668202858,7349.7983125437095,6798.7551011789565,14.148553413722667,-565.1917647784758,-7.682212676192767,3
38,2025-01-17T15:59:59.999000+00:00,2025-01-21T03:59:59.999000+00:00,breakout_add,emergency,0.16587396,106521.36579296298,100242.93809400001,17669.12076868731,16627.693103686634,34.296813872373946,-1075.7244788730532,-6.082078690347012,3
39,2025-04-21T03:59:59.999000+00:00,2025-06-05T19:59:59.999000+00:00,breakout_add,crash,0.39624300000000007,94544.8388472059,102675.08710095142,37462.730579333416,40684.28453814229,78.14701511747572,3143.4069436913996,8.382375305944025,45
40,2025-06-29T11:59:59.999000+00:00,2025-08-01T15:59:59.999000+00:00,breakout_add,crash,0.33222872999999997,109480.05897875741,114153.56233631256,36372.42095483767,37925.09303996895,74.29751399480662,1478.3745711364754,4.060487684602637,33
41,2025-08-10T03:59:59.999000+00:00,2025-08-18T03:59:59.999000+00:00,breakout_add,crash,0.30704646999999996,119966.4134813367,115255.58319892501,36835.26377800484,35388.819969021235,72.22408374702609,-1518.6678927306275,-4.11874542593764,8
42,2025-09-15T07:59:59.999000+00:00,2025-09-19T19:59:59.999000+00:00,rebound_add,kill,0.25488106,116803.49685953,115061.809818384,29770.99909126368,29327.076052028122,59.09807514329181,-503.0211143788474,-1.687946696859525,4
