config_id,mechanism_type,candidate_id,cost_bps_rt,agg_cagr,agg_sharpe,agg_mdd,total_entries,avg_exposure,mean_fold_sharpe,median_fold_sharpe,discovery_years,entries_per_year,calmar_50bps,pass_cagr,pass_mdd,pass_entries_per_year,pass_exposure,hard_constraint_pass,fail_reasons,is_base_config,is_ablation_variant,ablation_fail_parent_flag
cfg_011,base,btcsd_20260318_c2_flow1hpb,50,-0.1358126812258584,-0.6171846990026971,0.4299068040704563,68.0,0.0702594648574357,-0.7879437139676521,-1.2389305651302909,3.4986301369863013,19.43617854346124,-0.3159119137914375,False,True,True,False,False,cagr<=0|exposure_out_of_range,True,False,True
cfg_012,base,btcsd_20260318_c2_flow1hpb,50,-0.1489113686108888,-0.582589753122637,0.568230573398981,59.0,0.092080699888606,-0.7719717728533843,-1.4213428102569654,3.4986301369863013,16.86374314800313,-0.26206152147031914,False,False,True,False,False,cagr<=0|mdd>0.45|exposure_out_of_range,True,False,True
cfg_013,base,btcsd_20260318_c2_flow1hpb,50,-0.1972291584126329,-0.8378656656120079,0.6050132514423403,138.0,0.1153405783950784,-0.6904431037998745,-0.7637781570396722,3.4986301369863013,39.444009397024274,-0.3259914686867474,False,False,True,False,False,cagr<=0|mdd>0.45|exposure_out_of_range,True,False,True
cfg_014,base,btcsd_20260318_c2_flow1hpb,50,-0.1448968517959503,-0.4677299430361807,0.6074834586179767,110.0,0.1508385815127345,-0.397770076442607,0.0503812743602548,3.4986301369863013,31.44087705559906,-0.23851983085365033,False,False,True,True,False,cagr<=0|mdd>0.45,True,False,True
cfg_015,base,btcsd_20260318_c2_flow1hpb,50,-0.0500075529361246,-0.3307695005565024,0.2947130380935877,43.0,0.0375976642234221,-0.1519957333662707,-0.3734976296508917,3.4986301369863013,12.290524667188723,-0.16968218732231466,False,True,True,False,False,cagr<=0|exposure_out_of_range,True,False,True
cfg_016,base,btcsd_20260318_c2_flow1hpb,50,-0.06509221007105,-0.3383595066885123,0.3423599533747404,38.0,0.052917265258706,-0.0296913078499676,-0.0488778383873332,3.4986301369863013,10.86139389193422,-0.19012799081614945,False,True,True,False,False,cagr<=0|exposure_out_of_range,True,False,True
cfg_017,base,btcsd_20260318_c2_flow1hpb,50,-0.1219304131436502,-0.6871624184869852,0.437194427079222,94.0,0.0655294019954867,-0.2647922444715958,-0.7373708528460543,3.4986301369863013,26.867658574784652,-0.278892880584582,False,True,True,False,False,cagr<=0|exposure_out_of_range,True,False,True
cfg_018,base,btcsd_20260318_c2_flow1hpb,50,-0.0839378656774303,-0.3479764168288229,0.4616895398788646,76.0,0.0901527186297912,-0.0094832584944992,0.0615889838036705,3.4986301369863013,21.72278778386844,-0.1818058639566611,False,False,True,False,False,cagr<=0|mdd>0.45|exposure_out_of_range,True,False,True
cfg_019,base,btcsd_20260318_c3_trade4h15m,50,0.3581505979085668,0.9322178253172784,0.4171551978768145,76.0,0.3943085374370531,0.263255328727946,1.1422300921375657,3.4986301369863013,21.72278778386844,0.8585548010223483,True,True,True,True,True,,True,False,True
cfg_020,base,btcsd_20260318_c3_trade4h15m,50,0.3420327969823287,0.9060750687349306,0.4065359775270235,76.0,0.3914406017856048,0.2586717478106593,1.0499635981733475,3.4986301369863013,21.72278778386844,0.8413346318397931,True,True,True,True,True,,True,False,True
cfg_021,base,btcsd_20260318_c3_trade4h15m,50,0.3397590917076618,0.9055324177024952,0.4255655190684575,75.0,0.386283752219027,0.1986056218854772,1.1438765611949862,3.4986301369863013,21.436961628817542,0.7983708183204742,True,True,True,True,True,,True,False,True
cfg_022,base,btcsd_20260318_c3_trade4h15m,50,0.3537878577287525,0.944700382997597,0.3992240986088428,83.0,0.374143761346028,0.2780882909388001,1.1065691949940135,3.4986301369863013,23.723570869224744,0.8861886318024894,True,True,True,True,True,,True,False,True
cfg_023,base,btcsd_20260318_c3_trade4h15m,50,0.3361580963084933,0.9149803092141248,0.3882781801508297,83.0,0.3712350024722852,0.2721150676003634,1.0866487710953598,3.4986301369863013,23.723570869224744,0.8657661272078437,True,True,True,True,True,,True,False,True
cfg_024,base,btcsd_20260318_c3_trade4h15m,50,0.3189749893025799,0.8863503938213285,0.4078931615849424,81.0,0.3664712037789754,0.1899267402529479,1.033328929262841,3.4986301369863013,23.151918559122944,0.7820062196265931,True,True,True,True,True,,True,False,True
cfg_025,base,btcsd_20260318_c3_trade4h15m,50,0.3973481974345414,1.0106981476478314,0.3821883624332575,65.0,0.3707549750161285,0.2623776363440053,1.377332861985519,3.4986301369863013,18.578700078308536,1.0396658728820696,True,True,True,True,True,,True,False,True
cfg_026,base,btcsd_20260318_c3_trade4h15m,50,0.3777422162153714,0.978391323987052,0.3763196813602194,65.0,0.3680088105955795,0.2451346255882662,1.2901421525369354,3.4986301369863013,18.578700078308536,1.0037801234578276,True,True,True,True,True,,True,False,True
cfg_027,base,btcsd_20260318_c3_trade4h15m,50,0.3552179228309353,0.940871382697016,0.3826152793492998,65.0,0.3650515259487294,0.1698859871634443,1.2049124547478836,3.4986301369863013,18.578700078308536,0.9283945048797889,True,True,True,True,True,,True,False,True
cfg_028,base,btcsd_20260318_c3_trade4h15m,50,0.3012608730552906,0.8573190981265681,0.4067185463053612,70.0,0.3465147975217525,0.1559122370705874,0.846730541838644,3.4986301369863013,20.00783085356304,0.740710930917584,True,True,True,True,True,,True,False,True
cfg_029,base,btcsd_20260318_c3_trade4h15m,50,0.2830030785519564,0.8232861484545946,0.4029315731561333,70.0,0.3437686331012036,0.1380813915401792,0.8121604107944627,3.4986301369863013,20.00783085356304,0.7023601460049758,True,True,True,True,True,,True,False,True
cfg_030,base,btcsd_20260318_c3_trade4h15m,50,0.2583688680897649,0.7760427745374986,0.4044673316657829,70.0,0.340786843001618,0.0585713043654501,0.698899366216781,3.4986301369863013,20.00783085356304,0.6387879758438902,True,True,True,True,True,,True,False,True
d1d_impl_btcsd_20260318_c1_av4h_no_d1_permission,ablation,btcsd_20260318_c1_av4h,50,0.6567110648858887,1.3069410215954582,0.3992135774866344,52.0,0.5237507154334868,0.7467185026992047,1.389280611073369,3.4986301369863013,14.86296006264683,1.6450118480949594,True,True,True,True,True,,False,True,True
d1d_impl_btcsd_20260318_c1_av4h_no_h4_execution,ablation,btcsd_20260318_c1_av4h,50,0.1444802787398176,0.5891579713890743,0.405547320650954,14.0,0.3060613680285646,0.4540088848868122,-0.1486685099577274,3.4986301369863013,4.001566170712608,0.3562599760440009,True,True,False,True,False,entries_per_year_out_of_range,False,True,True
d1d_impl_btcsd_20260318_c2_flow1hpb_no_d1_flow_permission,ablation,btcsd_20260318_c2_flow1hpb,50,-0.2145526407622152,-0.7776721065452191,0.6856843919511973,106.0,0.137979478749541,-0.5468315734333092,-0.7012674904035068,3.4986301369863013,30.29757243539546,-0.31290290880280924,False,False,True,False,False,cagr<=0|mdd>0.45|exposure_out_of_range,False,True,True
d1d_impl_btcsd_20260318_c2_flow1hpb_no_h1_execution,ablation,btcsd_20260318_c2_flow1hpb,50,0.1938674358680669,0.5982708737932878,0.8005989973219237,132.0,0.5938534573695832,0.2909242944966723,0.6400305410650389,3.4986301369863013,37.729052466718876,0.2421529835992439,True,False,True,True,False,mdd>0.45,False,True,True
d1d_impl_btcsd_20260318_c2_flow1hpb_no_h4_context,ablation,btcsd_20260318_c2_flow1hpb,50,-0.1876580627924758,-0.1827262903070086,0.6294629527261495,92.0,0.3164058708730006,0.1957889198373066,0.3350197676481173,3.4986301369863013,26.296006264682852,-0.2981240785970723,False,False,True,True,False,cagr<=0|mdd>0.45,False,True,True
d1d_impl_btcsd_20260318_c3_trade4h15m_no_d1_participation_permission,ablation,btcsd_20260318_c3_trade4h15m,50,0.6094818410412233,1.2086122831628303,0.4855279110971592,42.0,0.5636598817679627,0.6692097622304847,1.4492727192159136,3.4986301369863013,12.004698512137823,1.2552972282560695,True,False,True,True,False,mdd>0.45,False,True,True
d1d_impl_btcsd_20260318_c3_trade4h15m_no_h4_context,ablation,btcsd_20260318_c3_trade4h15m,50,0.2022165424973143,0.6201844433629125,0.6654975193499499,113.0,0.6068599871287732,-0.0182917790053319,0.0816863562304308,3.4986301369863013,32.29835552075176,0.3038576953597618,True,False,True,True,False,mdd>0.45,False,True,True
d1d_impl_btcsd_20260318_c3_trade4h15m_no_m15_timing,ablation,btcsd_20260318_c3_trade4h15m,50,0.3947930505701997,0.9937618464750884,0.424213213086697,77.0,0.403606089824404,0.2295360524033897,0.7581524405586911,3.4986301369863013,22.008613938919343,0.9306476988247778,True,True,True,True,True,,False,True,True
