config_id,mechanism_type,candidate_id,cost_bps_rt,agg_cagr,agg_sharpe,agg_mdd,total_entries,avg_exposure,mean_fold_sharpe,median_fold_sharpe
cfg_007,base,btcsd_20260318_c2_flow1hpb,20,-0.16450036585830485,-0.575340158797988,0.6150396325996235,100.0,0.12713307623429712,-0.5222178802183448,-0.3280986755769095
cfg_007,base,btcsd_20260318_c2_flow1hpb,50,-0.23263664531475003,-0.8995311438850283,0.6877338996289251,100.0,0.12713307623429712,-0.8217281326217792,-0.7012674904035068
cfg_008,base,btcsd_20260318_c2_flow1hpb,20,-0.20683858240273112,-0.6681269450624436,0.7372594771265768,87.0,0.16339166668910715,-0.7317288635221847,-1.192945480092063
cfg_008,base,btcsd_20260318_c2_flow1hpb,50,-0.26334247806213107,-0.9172269951767336,0.790300897355559,87.0,0.16339166668910715,-0.9628571837369447,-1.5111617171889615
cfg_009,base,btcsd_20260318_c2_flow1hpb,20,-0.19660134974418975,-0.6076221039536104,0.7341230084506658,180.0,0.19725386256951247,-0.3897608772444436,0.786458472343545
cfg_009,base,btcsd_20260318_c2_flow1hpb,50,-0.31083757110444554,-1.126333161219802,0.8143623729801107,180.0,0.19725386256951247,-0.93393395053612,-0.0456872498856891
cfg_010,base,btcsd_20260318_c2_flow1hpb,20,-0.1217895696167276,-0.23440872693649803,0.718333986638173,138.0,0.24774099528224558,-0.1084048776988619,0.7182624608977208
cfg_010,base,btcsd_20260318_c2_flow1hpb,50,-0.21894847638411252,-0.5897895700928757,0.7916780177462889,138.0,0.24774099528224558,-0.4756645357341611,0.4115911745647579
cfg_011,base,btcsd_20260318_c2_flow1hpb,20,-0.08424060091796837,-0.33598813851796994,0.3314947978013052,68.0,0.07025946485743578,-0.5583504361845989,-0.8633382255586783
cfg_011,base,btcsd_20260318_c2_flow1hpb,50,-0.13581268122585843,-0.6171846990026971,0.42990680407045634,68.0,0.07025946485743578,-0.7879437139676521,-1.2389305651302907
cfg_012,base,btcsd_20260318_c2_flow1hpb,20,-0.10506579394280646,-0.370297486765913,0.5050006451165783,59.0,0.09208069988860608,-0.581932344415027,-1.0833526840020755
cfg_012,base,btcsd_20260318_c2_flow1hpb,50,-0.14891136861088883,-0.582589753122637,0.568230573398981,59.0,0.09208069988860608,-0.7719717728533843,-1.4213428102569654
cfg_013,base,btcsd_20260318_c2_flow1hpb,20,-0.09699521981436499,-0.3314415626608078,0.44630789468752907,138.0,0.11534057839507844,-0.1299611984936488,0.12545239559604351
cfg_013,base,btcsd_20260318_c2_flow1hpb,50,-0.1972291584126329,-0.8378656656120079,0.6050132514423403,138.0,0.11534057839507844,-0.6904431037998745,-0.7637781570396722
cfg_014,base,btcsd_20260318_c2_flow1hpb,20,-0.06101281367835931,-0.11225585294530216,0.5120130664650707,110.0,0.1508385815127345,-0.02117701995328693,0.5563846987851182
cfg_014,base,btcsd_20260318_c2_flow1hpb,50,-0.14489685179595035,-0.46772994303618076,0.6074834586179767,110.0,0.1508385815127345,-0.39777007644260703,0.050381274360254844
cfg_015,base,btcsd_20260318_c2_flow1hpb,20,-0.014271587942848218,-0.04682577088079599,0.25815488323471436,43.0,0.03759766422342216,0.15577952613380353,0.10169613407569514
cfg_015,base,btcsd_20260318_c2_flow1hpb,50,-0.05000755293612469,-0.3307695005565024,0.29471303809358773,43.0,0.03759766422342216,-0.15199573336627079,-0.3734976296508917
cfg_016,base,btcsd_20260318_c2_flow1hpb,20,-0.03408875024887437,-0.13782770367904854,0.32142679048708445,38.0,0.052917265258706,0.2178205204607364,0.4026973120785959
cfg_016,base,btcsd_20260318_c2_flow1hpb,50,-0.06509221007105004,-0.3383595066885123,0.34235995337474046,38.0,0.052917265258706,-0.029691307849967607,-0.048877838387333214
cfg_017,base,btcsd_20260318_c2_flow1hpb,20,-0.04852440565931471,-0.2145671431631105,0.30827589625804197,94.0,0.06552940199548676,0.24945241753463884,-0.011661580043411102
cfg_017,base,btcsd_20260318_c2_flow1hpb,50,-0.12193041314365027,-0.6871624184869852,0.43719442707922207,94.0,0.06552940199548676,-0.26479224447159583,-0.7373708528460543
cfg_018,base,btcsd_20260318_c2_flow1hpb,20,-0.022589921711294036,-0.020570027992523155,0.40561818581271225,76.0,0.09015271862979123,0.34611739712925965,0.4709988775836099
cfg_018,base,btcsd_20260318_c2_flow1hpb,50,-0.08393786567743033,-0.34797641682882297,0.46168953987886463,76.0,0.09015271862979123,-0.009483258494499285,0.061588983803670554
cfg_019,base,btcsd_20260318_c3_trade4h15m,20,0.4472975955369305,1.083093275615942,0.35925765545410093,76.0,0.3943085374370531,0.7072939269452412,1.4005629698563897
cfg_019,base,btcsd_20260318_c3_trade4h15m,50,0.35815059790856685,0.9322178253172785,0.41715519787681454,76.0,0.3943085374370531,0.26325532872794605,1.1422300921375657
cfg_020,base,btcsd_20260318_c3_trade4h15m,20,0.43012852159409487,1.0576380289927267,0.3475752681529214,76.0,0.39144060178560486,0.7115450965934853,1.3678584895594128
cfg_020,base,btcsd_20260318_c3_trade4h15m,50,0.3420327969823287,0.9060750687349306,0.40653597752702353,76.0,0.39144060178560486,0.2586717478106593,1.0499635981733477
cfg_021,base,btcsd_20260318_c3_trade4h15m,20,0.42649800191399456,1.0562356301259097,0.3684700618899379,75.0,0.38628375221902705,0.6490432943800736,1.5104406802550066
cfg_021,base,btcsd_20260318_c3_trade4h15m,50,0.33975909170766183,0.9055324177024953,0.4255655190684575,75.0,0.38628375221902705,0.19860562188547723,1.1438765611949862
cfg_022,base,btcsd_20260318_c3_trade4h15m,20,0.45135001296202804,1.1171392783284628,0.3498483667279937,83.0,0.374143761346028,0.7385968649301685,1.4375803146393769
cfg_022,base,btcsd_20260318_c3_trade4h15m,50,0.35378785772875254,0.944700382997597,0.3992240986088428,83.0,0.374143761346028,0.2780882909388001,1.1065691949940137
cfg_023,base,btcsd_20260318_c3_trade4h15m,20,0.43246183202128785,1.0882999513082066,0.33864337468138395,83.0,0.37123500247228525,0.7415082055412673,1.33493104601432
cfg_023,base,btcsd_20260318_c3_trade4h15m,50,0.33615809630849336,0.9149803092141247,0.3882781801508297,83.0,0.37123500247228525,0.27211506760036347,1.0866487710953598
cfg_024,base,btcsd_20260318_c3_trade4h15m,20,0.41163010501061414,1.0566292524680654,0.34708154166819294,81.0,0.36647120377897546,0.6548421844931119,1.4677977244183005
cfg_024,base,btcsd_20260318_c3_trade4h15m,50,0.31897498930257995,0.8863503938213285,0.4078931615849424,81.0,0.36647120377897546,0.18992674025294795,1.033328929262841
cfg_025,base,btcsd_20260318_c3_trade4h15m,20,0.47568248989231154,1.1428570054135954,0.3509537706783221,65.0,0.3707549750161285,0.6079610085249304,1.5430963181513297
cfg_025,base,btcsd_20260318_c3_trade4h15m,50,0.3973481974345414,1.0106981476478314,0.3821883624332575,65.0,0.3707549750161285,0.26237763634400535,1.377332861985519
cfg_026,base,btcsd_20260318_c3_trade4h15m,20,0.45501423518219064,1.111069620044702,0.3468190603494202,65.0,0.36800881059557955,0.596118716150882,1.4568957076119875
cfg_026,base,btcsd_20260318_c3_trade4h15m,50,0.3777422162153714,0.978391323987052,0.3763196813602194,65.0,0.36800881059557955,0.24513462558826626,1.2901421525369354
cfg_027,base,btcsd_20260318_c3_trade4h15m,20,0.4312472097344988,1.074196128219326,0.3418382982808307,65.0,0.36505152594872947,0.4659419653196248,1.3729355674184518
cfg_027,base,btcsd_20260318_c3_trade4h15m,50,0.35521792283093534,0.940871382697016,0.38261527934929984,65.0,0.36505152594872947,0.16988598716344439,1.2049124547478836
cfg_028,base,btcsd_20260318_c3_trade4h15m,20,0.3801304221554982,1.0064511500185145,0.39771881999992176,70.0,0.3465147975217525,0.5154100507701497,1.0058337012927407
cfg_028,base,btcsd_20260318_c3_trade4h15m,50,0.3012608730552906,0.8573190981265681,0.4067185463053612,70.0,0.3465147975217525,0.15591223707058743,0.846730541838644
cfg_029,base,btcsd_20260318_c3_trade4h15m,20,0.36080045971867514,0.972983597240601,0.3938820236311137,70.0,0.3437686331012036,0.5032840022467308,0.9713822768916802
cfg_029,base,btcsd_20260318_c3_trade4h15m,50,0.2830030785519564,0.8232861484545946,0.40293157315613337,70.0,0.3437686331012036,0.1380813915401792,0.8121604107944627
cfg_030,base,btcsd_20260318_c3_trade4h15m,20,0.3346846632507976,0.9263478543875499,0.39544357507787353,70.0,0.34078684300161804,0.3697281451492647,0.8592658714738244
cfg_030,base,btcsd_20260318_c3_trade4h15m,50,0.2583688680897649,0.7760427745374986,0.40446733166578297,70.0,0.34078684300161804,0.05857130436545012,0.698899366216781
d1d_impl_btcsd_20260318_c1_av4h_no_d1_permission,ablation,btcsd_20260318_c1_av4h,50,0.6567110648858887,1.3069410215954582,0.39921357748663444,52.0,0.5237507154334868,0.7467185026992047,1.389280611073369
d1d_impl_btcsd_20260318_c1_av4h_no_h4_execution,ablation,btcsd_20260318_c1_av4h,50,0.1444802787398176,0.5891579713890743,0.405547320650954,14.0,0.30606136802856465,0.4540088848868122,-0.1486685099577274
d1d_impl_btcsd_20260318_c2_flow1hpb_no_d1_flow_permission,ablation,btcsd_20260318_c2_flow1hpb,50,-0.21455264076221525,-0.7776721065452191,0.6856843919511973,106.0,0.137979478749541,-0.5468315734333092,-0.7012674904035068
d1d_impl_btcsd_20260318_c2_flow1hpb_no_h1_execution,ablation,btcsd_20260318_c2_flow1hpb,50,0.19386743586806698,0.5982708737932878,0.8005989973219237,132.0,0.5938534573695832,0.2909242944966723,0.6400305410650389
d1d_impl_btcsd_20260318_c2_flow1hpb_no_h4_context,ablation,btcsd_20260318_c2_flow1hpb,50,-0.18765806279247588,-0.18272629030700863,0.6294629527261495,92.0,0.31640587087300065,0.19578891983730662,0.33501976764811736
d1d_impl_btcsd_20260318_c3_trade4h15m_no_d1_participation_permission,ablation,btcsd_20260318_c3_trade4h15m,50,0.6094818410412233,1.2086122831628305,0.4855279110971592,42.0,0.5636598817679627,0.6692097622304847,1.4492727192159136
d1d_impl_btcsd_20260318_c3_trade4h15m_no_h4_context,ablation,btcsd_20260318_c3_trade4h15m,50,0.20221654249731436,0.6201844433629125,0.6654975193499499,113.0,0.6068599871287732,-0.018291779005331937,0.08168635623043086
d1d_impl_btcsd_20260318_c3_trade4h15m_no_m15_timing,ablation,btcsd_20260318_c3_trade4h15m,50,0.39479305057019976,0.9937618464750885,0.424213213086697,77.0,0.40360608982440405,0.22953605240338973,0.7581524405586911
