sharpe,cagr,mdd,trades,positive_folds_vs_A,guard,H,mode,trend_mode,cooldown_bars,trail_mult,fold1,fold2,fold3,fold4
1.438207964849531,0.4532851157560609,-0.2697173378941171,98,3,ema12_net_quote_norm_28_ge0,36,stateful,none,0,3.0,1.1610589966101126,1.7654935691615223,1.7839198206992972,0.45533810988519263
1.2186925465177005,0.3702807818222902,-0.2730297495742692,91,1,ema12_net_quote_norm_28_ge0,36,stateful,none,0,3.3,0.9284521952637603,1.5587920813254539,1.4903152989723782,0.37586896916463053
1.439938933980085,0.44563836387814204,-0.24143665242519152,103,2,ema12_net_quote_norm_28_ge0,36,stateful,none,3,2.7,1.1324494843423631,2.0148295361094495,1.5192489873311208,0.25426153683893987
1.420613125949483,0.4391603007541016,-0.2697173378941172,94,3,ema12_net_quote_norm_28_ge0,36,stateful,none,3,3.0,1.1682653198829431,1.8814848109397067,1.5049434325533038,0.48503393421747204
1.172721216507372,0.3479997229572165,-0.2730297495742686,89,2,ema12_net_quote_norm_28_ge0,36,stateful,none,3,3.3,0.8603958868462658,1.6129446670258405,1.289014054640119,0.40536361540799043
1.4441520034317654,0.4382190445824543,-0.24154588493317808,98,3,ema12_net_quote_norm_28_ge0,36,stateful,none,6,2.7,1.175358558248775,1.876709782168583,1.6143417071012671,0.4677561637979283
1.342003809416228,0.4021579120089187,-0.27302410692001344,92,1,ema12_net_quote_norm_28_ge0,36,stateful,none,6,3.0,1.049954640876392,1.7050877051740834,1.6754756738931393,0.30203944213895717
1.090393734895257,0.3127292639661181,-0.2762490741571668,87,0,ema12_net_quote_norm_28_ge0,36,stateful,none,6,3.3,0.8279357608598268,1.4210622524463687,1.3494494314920007,0.2141299103333293
1.4412841284220526,0.46003967296605497,-0.25486047971365133,105,3,ema12_net_quote_norm_28_ge0,36,oneshot,ema30_120,0,2.7,1.306934722418259,1.6190686847633113,1.8884641365132402,0.26730015903426957
1.279276477527092,0.3954175100687516,-0.2821492051325961,98,0,ema12_net_quote_norm_28_ge0,36,oneshot,ema30_120,0,3.0,1.043877149772825,1.5085509176269587,1.757071565041929,0.18996456160861575
