bucket,timeframe,feature_name,feature_key,param,family,tail,calibration_mode,threshold_param,sharpe_daily,cagr,max_drawdown,trade_count,exposure,net_return,mean_hold_bars,median_hold_bars,positive_fold_share,min_fold_cagr,thresholds_json,feature_key_str,param_str,formula,config_id
xtf,H4,range_loc,"('transport_range_loc', 40)",40,location_within_range,upper,fixed_level,0.65,1.5444888924357556,0.8074686228856036,-0.45685981869779213,26,0.4250950570342205,4.907289511194821,107.5,78.0,0.6666666666666666,-0.40567115442099044,"[0.65, 0.65, 0.65, 0.65, 0.65, 0.65]","('transport_range_loc', 40)",40,transport(last_completed_D1 (close - rolling_low(L)) / (rolling_high(L) - rolling_low(L))) onto H4 by backward as-of close_time,1698
xtf,H4,trend_quality,"('transport_trend_quality', 40)",40,trend_quality,upper,train_quantile,0.65,1.5404615608987824,0.7369424367536093,-0.2519225386675915,22,0.3511787072243346,4.242282272155005,104.95454545454545,21.0,0.6666666666666666,-0.0948805220356389,"[0.42922221326768156, 0.6117112863250811, 0.8990181821835415, 0.9720710574146804, 0.9720710574146804, 0.7467778668777219]","('transport_trend_quality', 40)",40,"transport(last_completed_D1 (close / close.shift(L) - 1) / (rolling_std(log_close_ret, L) * sqrt(L))) onto H4 by backward as-of close_time",1688
native_d1,D1,trend_quality,"('trend_quality', 40)",40,trend_quality,upper,train_quantile,0.65,1.540318041307977,0.7368590681816043,-0.2519225386675916,22,0.3512773722627737,4.241527289775171,17.5,3.5,0.6666666666666666,-0.09485651234336412,"[0.42451719602635085, 0.5989818904873512, 0.8988571596542883, 0.9707093415896767, 0.9697190028078558, 0.7456165405326286]","('trend_quality', 40)",40,"(close / close.shift(L) - 1) / (rolling_std(log_close_ret, L) * sqrt(L))",254
native_d1,D1,ma_gap,"('ma_gap', 40)",40,trend_quality,upper,train_quantile,0.65,1.5293148786832906,0.737391967299752,-0.27635373759843396,30,0.35675182481751827,4.246354451952156,13.033333333333333,5.0,0.6666666666666666,-0.30886265880868846,"[0.0488069702402633, 0.060865169488832346, 0.07942517995756466, 0.08386465717207918, 0.08762331729150809, 0.06969857470811756]","('ma_gap', 40)",40,"close / rolling_mean(close, L) - 1",242
xtf,H4,ma_gap,"('transport_ma_gap', 40)",40,trend_quality,upper,train_quantile,0.65,1.529264753884855,0.7373044442111925,-0.2763360793326983,30,0.35665399239543727,4.245561437872217,78.16666666666667,30.0,0.6666666666666666,-0.30877469064816454,"[0.049202244699399225, 0.06102201456251133, 0.07936546097742683, 0.08401534217599016, 0.08815330878469432, 0.0698618797611934]","('transport_ma_gap', 40)",40,"transport(last_completed_D1 close / rolling_mean(close, L) - 1) onto H4 by backward as-of close_time",1676
native_d1,D1,drawdown,"('drawdown', 40)",40,drawdown_pullback,upper,train_quantile,0.65,1.5291420071940116,0.7223162190815382,-0.40826773527257676,40,0.3905109489051095,4.1109341391994665,10.7,6.5,0.6666666666666666,-0.3829585059802645,"[-0.08515470454734944, -0.0704237654890215, -0.05343868398465148, -0.056425488393291194, -0.056251048172189275, -0.0632987002297257]","('drawdown', 40)",40,"close / rolling_max(close, L) - 1",274
xtf,H4,drawdown,"('transport_drawdown', 40)",40,drawdown_pullback,upper,train_quantile,0.65,1.528871815820438,0.7220678020562732,-0.4082978732586532,40,0.39041825095057037,4.108722438188012,64.175,39.0,0.6666666666666666,-0.3829796208761008,"[-0.08519496743476096, -0.07038778364936282, -0.05349508073163167, -0.05616382806163833, -0.05616382806163833, -0.06314841078644706]","('transport_drawdown', 40)",40,"transport(last_completed_D1 close / rolling_max(close, L) - 1) onto H4 by backward as-of close_time",1708
xtf,H4,ma_gap,"('transport_ma_gap', 40)",40,trend_quality,upper,train_quantile,0.5,1.5288264796738837,0.8501311678207271,-0.5242749446202198,26,0.495361216730038,5.335639364775203,125.26923076923077,24.0,0.6666666666666666,-0.5382605193842867,"[-0.004416885988432262, 0.004635468568395584, 0.013102842727470643, 0.016628552775968197, 0.01628881153981565, 0.006086545881892835]","('transport_ma_gap', 40)",40,"transport(last_completed_D1 close / rolling_mean(close, L) - 1) onto H4 by backward as-of close_time",1675
native_d1,D1,ma_gap,"('ma_gap', 40)",40,trend_quality,upper,train_quantile,0.5,1.5183646840507259,0.8411494824779764,-0.5312044792925732,27,0.49635036496350365,5.243794404123316,20.14814814814815,4.0,0.6666666666666666,-0.5515561410538251,"[-0.004558455757321833, 0.004422842961562479, 0.013061900585921715, 0.01628881153981565, 0.016086016822833837, 0.005507788340132103]","('ma_gap', 40)",40,"close / rolling_mean(close, L) - 1",241
native_d1,D1,ma_gap,"('ma_gap', 40)",40,trend_quality,upper,fixed_zero,None,1.4665790377186851,0.8034780805740112,-0.5042150330401538,32,0.5127737226277372,4.868240484000359,17.5625,3.0,0.6666666666666666,-0.5316969742760012,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","('ma_gap', 40)",40,"close / rolling_mean(close, L) - 1",237
xtf,H4,ma_gap,"('transport_ma_gap', 40)",40,trend_quality,upper,fixed_zero,None,1.4665142749747027,0.8034037047991665,-0.5042739112882817,32,0.5126996197718631,4.867514326293407,105.34375,18.0,0.6666666666666666,-0.5318079649328354,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","('transport_ma_gap', 40)",40,"transport(last_completed_D1 close / rolling_mean(close, L) - 1) onto H4 by backward as-of close_time",1671
native_d1,D1,drawdown,"('drawdown', 40)",40,drawdown_pullback,upper,train_quantile,0.5,1.4509231169957324,0.7538231681523095,-0.5014800472653559,29,0.5237226277372263,4.396651925190236,19.79310344827586,11.0,0.6666666666666666,-0.44722543957141814,"[-0.13155082064610202, -0.11700668814479315, -0.09955223656748369, -0.10256196972217613, -0.10235676848002895, -0.11178984871390124]","('drawdown', 40)",40,"close / rolling_max(close, L) - 1",273
xtf,H4,drawdown,"('transport_drawdown', 40)",40,drawdown_pullback,upper,train_quantile,0.5,1.450911387924174,0.7537986030053887,-0.5014703583892102,29,0.5236501901140684,4.396425109958978,118.72413793103448,66.0,0.6666666666666666,-0.44715432670274446,"[-0.13150265824054574, -0.11696234911927483, -0.09953581028011738, -0.10235676848002895, -0.10207731903649053, -0.11168109162079687]","('transport_drawdown', 40)",40,"transport(last_completed_D1 close / rolling_max(close, L) - 1) onto H4 by backward as-of close_time",1707
native_d1,D1,ret,"('ret', 40)",40,directional_persistence,upper,train_quantile,0.5,1.4455118175023394,0.7856246701084462,-0.5294518613131733,33,0.48266423357664234,4.695644486334663,16.03030303030303,2.0,0.6666666666666666,-0.5890961739077223,"[-0.0057772474144789365, 0.01600704458148572, 0.038270159750860566, 0.0442617916408895, 0.046949241664582364, 0.024463583473855355]","('ret', 40)",40,close / close.shift(L) - 1,229
xtf,H4,ret,"('transport_ret', 40)",40,directional_persistence,upper,train_quantile,0.5,1.4367486661706352,0.778022907997771,-0.5353719785702497,32,0.4816730038022814,4.6231948054401855,98.96875,15.0,0.6666666666666666,-0.5889794696442812,"[-0.003406422815557919, 0.01745337106880429, 0.038270159750860566, 0.0446570190695148, 0.047146506866041715, 0.025814427485923774]","('transport_ret', 40)",40,transport(last_completed_D1 close / close.shift(L) - 1) onto H4 by backward as-of close_time,1663
native_h4,H4,ma_gap,"('ma_gap', 168)",168,trend_quality,upper,train_quantile,0.5,1.4161712279463212,0.7379414140076277,-0.4132067614206417,93,0.500532319391635,4.251334609813065,35.38709677419355,5.0,0.5,-0.2738445275772825,"[-0.0013733032350110586, 0.006855060232059729, 0.012586797693451612, 0.013786300704053955, 0.013611669033714136, 0.006855060232059729]","('ma_gap', 168)",168,"close / rolling_mean(close, L) - 1",1000
native_h4,H4,trend_quality,"('trend_quality', 96)",96,trend_quality,upper,train_quantile,0.5,1.3981899851157173,0.7309410237308558,-0.45575457720611223,130,0.4862357414448669,4.188118751294771,24.592307692307692,4.0,0.6666666666666666,-0.3229868094013588,"[0.037865326639234864, 0.1226028336082169, 0.21807221047214514, 0.19348031750118114, 0.17828326532311736, 0.09480180953870518]","('trend_quality', 96)",96,"(close / close.shift(L) - 1) / (rolling_std(log_close_ret, L) * sqrt(L))",956
native_d1,D1,trend_quality,"('trend_quality', 40)",40,trend_quality,upper,train_quantile,0.5,1.3960448103049008,0.7438225784397161,-0.5468188935542051,34,0.48722627737226276,4.3048387674009065,15.705882352941176,2.5,0.6666666666666666,-0.6443581929689943,"[-0.019946219391087473, 0.06426680988013815, 0.18188749413943145, 0.21945131216792474, 0.23774305629722617, 0.13088024012652036]","('trend_quality', 40)",40,"(close / close.shift(L) - 1) / (rolling_std(log_close_ret, L) * sqrt(L))",253
xtf,H4,trend_quality,"('transport_trend_quality', 40)",40,trend_quality,upper,train_quantile,0.5,1.3959927520719113,0.743749411359929,-0.5468188169075221,34,0.487148288973384,4.304170903891285,94.20588235294117,15.0,0.6666666666666666,-0.6442560862784757,"[-0.014037478142189768, 0.06683369215515877, 0.18188749413943145, 0.22564884028036133, 0.2381933992092566, 0.13128703038946926]","('transport_trend_quality', 40)",40,"transport(last_completed_D1 (close / close.shift(L) - 1) / (rolling_std(log_close_ret, L) * sqrt(L))) onto H4 by backward as-of close_time",1687
native_d1,D1,trend_quality,"('trend_quality', 10)",10,trend_quality,upper,train_quantile,0.8,1.3649122077629552,0.4415022828012012,-0.20508338937035941,47,0.18795620437956204,1.9960889759927039,4.382978723404255,2.0,0.5,-0.1752734384684692,"[1.0614924498357465, 1.0650304657321115, 1.2163536674413167, 1.215482052458314, 1.1846758874928147, 1.122763044185494]","('trend_quality', 10)",10,"(close / close.shift(L) - 1) / (rolling_std(log_close_ret, L) * sqrt(L))",143
xtf,H4,trend_quality,"('transport_trend_quality', 10)",10,trend_quality,upper,train_quantile,0.8,1.364887372742042,0.4414358242446328,-0.20496814448489498,47,0.18798479087452472,1.9956745084019665,26.29787234042553,12.0,0.5,-0.1751744905642858,"[1.063081809395047, 1.0659214271874229, 1.2137388224923078, 1.2180968974073225, 1.1853260009818027, 1.1239825149777787]","('transport_trend_quality', 10)",10,"transport(last_completed_D1 (close / close.shift(L) - 1) / (rolling_std(log_close_ret, L) * sqrt(L))) onto H4 by backward as-of close_time",1577
native_h4,H4,trend_quality,"('trend_quality', 96)",96,trend_quality,upper,train_quantile,0.65,1.3391066683861799,0.5813680144039217,-0.35407556101014315,126,0.34129277566539923,2.9558068800284842,17.80952380952381,3.0,0.6666666666666666,-0.34438782968289705,"[0.5111425852333643, 0.5645122780807339, 0.650199657173247, 0.6407062974560508, 0.6346881356196453, 0.5667368483618307]","('trend_quality', 96)",96,"(close / close.shift(L) - 1) / (rolling_std(log_close_ret, L) * sqrt(L))",957
native_d1,D1,vol_cluster,"('vol_cluster', (5, 20))","(5, 20)",volatility_clustering,lower,train_quantile,0.65,1.334188156047845,0.8122048807733615,-0.5287867659508969,110,0.6167883211678832,4.953860029334649,6.1454545454545455,4.0,0.8333333333333334,-0.47946468130144404,"[1.000573975937665, 1.0069969635210918, 1.0086476263111912, 1.031952998381425, 1.0327378441083332, 1.0333558167800911]","('vol_cluster', (5, 20))","(5, 20)","rolling_std(log_close_ret, short) / rolling_std(log_close_ret, long)",545
xtf,H4,range_loc,"('transport_range_loc', 40)",40,location_within_range,upper,fixed_level,0.5,1.3269365651445393,0.7049585217018082,-0.47439435116539086,26,0.5154372623574145,3.957926146806768,130.34615384615384,27.0,0.6666666666666666,-0.4146557668879951,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","('transport_range_loc', 40)",40,transport(last_completed_D1 (close - rolling_low(L)) / (rolling_high(L) - rolling_low(L))) onto H4 by backward as-of close_time,1697
native_d1,D1,range_loc,"('range_loc', 40)",40,location_within_range,upper,fixed_level,0.5,1.326710181593053,0.704798198121664,-0.4744556839697982,26,0.5155109489051095,3.956527322680124,21.73076923076923,4.5,0.6666666666666666,-0.41479059667232965,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","('range_loc', 40)",40,(close - rolling_low(L)) / (rolling_high(L) - rolling_low(L)),263
xtf,H4,h4_vs_d1_ma,"('h4_vs_d1_ma', 40)",40,cross_timeframe_relationship,upper,train_quantile,0.65,1.3203665549519052,0.6056858234095934,-0.41396826997894076,77,0.3568060836501901,3.1411645345817654,30.467532467532468,3.0,0.6666666666666666,-0.37041205379871145,"[0.049498543399990914, 0.06067273012765524, 0.07890750125731522, 0.08412540494995861, 0.08933576000996157, 0.0728160433775413]","('h4_vs_d1_ma', 40)",40,H4 close / last_completed_D1_MA(L) - 1,2179
native_d1,D1,drawdown,"('drawdown', 20)",20,drawdown_pullback,upper,train_quantile,0.35,1.31319992630066,0.7245644564832459,-0.5319176870775859,35,0.6596715328467153,4.130979638172597,20.65714285714286,12.0,0.6666666666666666,-0.6558799435770961,"[-0.12644507327410934, -0.1118659786790743, -0.09342251154328383, -0.10243942037468413, -0.10324653848272575, -0.11253788937705232]","('drawdown', 20)",20,"close / rolling_max(close, L) - 1",216
xtf,H4,drawdown,"('transport_drawdown', 20)",20,drawdown_pullback,upper,train_quantile,0.35,1.3131139274161459,0.724458172292054,-0.5318851388987499,35,0.6596197718631178,4.130030819797231,123.91428571428571,72.0,0.6666666666666666,-0.6558110461299937,"[-0.1261365315662164, -0.11183335155114305, -0.09313622228909613, -0.10207731903649053, -0.10318328742658056, -0.11246559182068427]","('transport_drawdown', 20)",20,"transport(last_completed_D1 close / rolling_max(close, L) - 1) onto H4 by backward as-of close_time",1650
native_d1,D1,vol_cluster,"('vol_cluster', (5, 20))","(5, 20)",volatility_clustering,lower,fixed_level,1.0,1.3115383100172988,0.7828645506540084,-0.5161792419317945,108,0.6021897810218978,4.669267255942248,6.111111111111111,4.0,0.8333333333333334,-0.44642613694921296,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","('vol_cluster', (5, 20))","(5, 20)","rolling_std(log_close_ret, short) / rolling_std(log_close_ret, long)",534
xtf,H4,vol_cluster,"('transport_vol_cluster', (5, 20))","(5, 20)",volatility_clustering,lower,fixed_level,1.0,1.3113221829541393,0.7825748178390226,-0.5162593870688118,108,0.6022813688212928,4.666503141671546,36.666666666666664,24.0,0.8333333333333334,-0.44650724029484035,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","('transport_vol_cluster', (5, 20))","(5, 20)","transport(last_completed_D1 rolling_std(log_close_ret, short) / rolling_std(log_close_ret, long)) onto H4 by backward as-of close_time",1968
xtf,H4,vol_cluster,"('transport_vol_cluster', (5, 20))","(5, 20)",volatility_clustering,lower,train_quantile,0.65,1.3035562488680579,0.7801287879823973,-0.5288405250282976,111,0.6159695817490495,4.643203288953572,36.486486486486484,24.0,0.8333333333333334,-0.479506693967515,"[0.9975357069265665, 1.0037220211168336, 1.008032864490797, 1.0314263242068096, 1.0325967112615106, 1.0332786802895797]","('transport_vol_cluster', (5, 20))","(5, 20)","transport(last_completed_D1 rolling_std(log_close_ret, short) / rolling_std(log_close_ret, long)) onto H4 by backward as-of close_time",1979
native_d1,D1,range_loc,"('range_loc', 80)",80,location_within_range,upper,fixed_level,0.8,1.299269144592391,0.521205058605001,-0.2378634528228838,29,0.2791970802919708,2.5211780307409413,10.551724137931034,6.0,0.5,-0.08499302483833548,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","('range_loc', 80)",80,(close - rolling_low(L)) / (rolling_high(L) - rolling_low(L)),321
xtf,H4,range_loc,"('transport_range_loc', 80)",80,location_within_range,upper,fixed_level,0.8,1.2991549503122826,0.521106024518825,-0.23785379109443439,29,0.27908745247148287,2.5204902073084616,63.275862068965516,36.0,0.5,-0.08511436582678544,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","('transport_range_loc', 80)",80,transport(last_completed_D1 (close - rolling_low(L)) / (rolling_high(L) - rolling_low(L))) onto H4 by backward as-of close_time,1755
native_h4,H4,ma_gap,"('ma_gap', 168)",168,trend_quality,upper,fixed_zero,None,1.2978210064095348,0.6587576877507628,-0.3827085924206045,91,0.5288212927756654,3.565614925098375,38.20879120879121,6.0,0.6666666666666666,-0.33692892773353333,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","('ma_gap', 168)",168,"close / rolling_mean(close, L) - 1",996
native_d1,D1,range_loc,"('range_loc', 40)",40,location_within_range,upper,fixed_level,0.8,1.2929533778980433,0.49868658457521753,-0.30464340717969696,48,0.2846715328467153,2.367074508293327,6.5,4.0,0.6666666666666666,-0.20303536275303902,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","('range_loc', 40)",40,(close - rolling_low(L)) / (rolling_high(L) - rolling_low(L)),265
xtf,H4,range_loc,"('transport_range_loc', 40)",40,location_within_range,upper,fixed_level,0.8,1.2927257939160006,0.49850995628243044,-0.3046145779569831,48,0.28456273764258555,2.365883893414986,38.979166666666664,24.0,0.6666666666666666,-0.20302840425711366,"[0.8, 0.8, 0.8, 0.8, 0.8, 0.8]","('transport_range_loc', 40)",40,transport(last_completed_D1 (close - rolling_low(L)) / (rolling_high(L) - rolling_low(L))) onto H4 by backward as-of close_time,1699
native_d1,D1,atr_pct,"('atr_pct', 10)",10,volatility_level,upper,train_quantile,0.5,1.2917395954995579,0.7230251248069475,-0.4635985847985268,43,0.416970802919708,4.117249163284448,10.627906976744185,3.0,0.8333333333333334,-0.023488133599349648,"[0.05458289504180855, 0.052488625979271473, 0.05018134439328003, 0.05360748044598052, 0.053229724215422144, 0.0528439510527879]","('atr_pct', 10)",10,"rolling_mean(true_range, L) / close",417
xtf,H4,atr_pct,"('transport_atr_pct', 10)",10,volatility_level,upper,train_quantile,0.5,1.2914630720621845,0.7227255475373793,-0.46359858479852667,43,0.41703422053231937,4.114579855803763,63.76744186046512,18.0,0.8333333333333334,-0.02376195801286174,"[0.05458289504180855, 0.052488625979271473, 0.050167566350076895, 0.05357692196798089, 0.053233013503247634, 0.0528439510527879]","('transport_atr_pct', 10)",10,"transport(last_completed_D1 rolling_mean(true_range, L) / close) onto H4 by backward as-of close_time",1851
xtf,H4,atr_pct,"('transport_atr_pct', 20)",20,volatility_level,upper,train_quantile,0.5,1.276028163053235,0.7229310346196423,-0.46686410766865294,29,0.42159695817490495,4.11641069644394,95.58620689655173,30.0,1.0,0.1442828096911657,"[0.054583178731251, 0.05324993676353379, 0.050132618409293984, 0.05314346078518709, 0.05292678190184709, 0.052894715795802086]","('transport_atr_pct', 20)",20,"transport(last_completed_D1 rolling_mean(true_range, L) / close) onto H4 by backward as-of close_time",1889
native_d1,D1,atr_pct,"('atr_pct', 20)",20,volatility_level,upper,train_quantile,0.5,1.2760185194149658,0.7229709266875355,-0.46686410766865305,29,0.4215328467153285,4.116766175847041,15.931034482758621,5.0,1.0,0.14405667289199742,"[0.054583178731251, 0.05324993676353379, 0.05022388657198635, 0.05316148938697856, 0.05292478798053525, 0.05289549132947978]","('atr_pct', 20)",20,"rolling_mean(true_range, L) / close",455
native_d1,D1,trend_quality,"('trend_quality', 20)",20,trend_quality,upper,train_quantile,0.8,1.2734673573533717,0.4005151530939761,-0.2634908032001466,34,0.18795620437956204,1.747663628150253,6.0588235294117645,2.0,0.6666666666666666,-0.13893334022494674,"[1.2304721421099212, 1.2401626895460862, 1.3832850868368318, 1.3919929225688847, 1.383285086836832, 1.3091638258444769]","('trend_quality', 20)",20,"(close / close.shift(L) - 1) / (rolling_std(log_close_ret, L) * sqrt(L))",199
xtf,H4,trend_quality,"('transport_trend_quality', 20)",20,trend_quality,upper,train_quantile,0.8,1.2732972512554257,0.400374604963855,-0.2633767249193979,34,0.18798479087452472,1.7468363004694147,36.35294117647059,12.0,0.6666666666666666,-0.13883161203214622,"[1.2313020341991043, 1.240873908630586, 1.3824395844692956, 1.3933078874346057, 1.383848755081856, 1.3100682013726295]","('transport_trend_quality', 20)",20,"transport(last_completed_D1 (close / close.shift(L) - 1) / (rolling_std(log_close_ret, L) * sqrt(L))) onto H4 by backward as-of close_time",1633
xtf,H4,drawdown,"('transport_drawdown', 80)",80,drawdown_pullback,upper,train_quantile,0.65,1.2561740781896296,0.5570902863350369,-0.3231698771607563,24,0.4296577946768061,2.7763567746267768,117.70833333333333,39.0,0.5,-0.37877886373608405,"[-0.17190960607310324, -0.13996366673920838, -0.10102080529214952, -0.0972259937240032, -0.09248125386612982, -0.10543047514521342]","('transport_drawdown', 80)",80,"transport(last_completed_D1 close / rolling_max(close, L) - 1) onto H4 by backward as-of close_time",1764
native_d1,D1,drawdown,"('drawdown', 80)",80,drawdown_pullback,upper,train_quantile,0.65,1.2560271864979118,0.5570153743582695,-0.3232178115048231,24,0.42974452554744524,2.775811632294311,19.625,6.5,0.5,-0.37891410561769534,"[-0.1720515434785929, -0.139914666034692, -0.10079691937779241, -0.0973554173068903, -0.09248707825682176, -0.1054454374152447]","('drawdown', 80)",80,"close / rolling_max(close, L) - 1",330
native_h4,H4,range_loc,"('range_loc', 168)",168,location_within_range,upper,fixed_level,0.5,1.255004423342414,0.6331455656534442,-0.42624497357221347,87,0.5256273764258556,3.357330435938378,39.724137931034484,6.0,0.5,-0.2715004582023588,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]","('range_loc', 168)",168,(close - rolling_low(L)) / (rolling_high(L) - rolling_low(L)),1022
native_h4,H4,ret,"('ret', 96)",96,directional_persistence,upper,train_quantile,0.5,1.2477063725778175,0.6183509208442768,-0.4947338731896027,133,0.488212927756654,3.23995454070542,24.13533834586466,4.0,0.6666666666666666,-0.38676712527795176,"[0.004289957480069995, 0.014835087245355316, 0.02343636283090622, 0.021964198304130322, 0.020236573258238133, 0.011479773429873052]","('ret', 96)",96,close / close.shift(L) - 1,932
