features,quantiles,sharpe,cagr,mdd,trade_entries,exposure,wf_pos_windows,wf_windows,wf_min_window_return,family
"('trendvol_10',)","(0.8,)",1.3109930284864812,0.3969339938238572,-0.20389647250713316,64,0.19780971937029432,3,4,-0.09200586971026226,single_trendvol
"('trendvol_20',)","(0.6,)",1.0251731839850016,0.36133655868722614,-0.4664269158550505,57,0.3668720054757016,3,4,-0.3389777251195223,single_trendvol
"('trendvol_20',)","(0.7,)",1.166858174302173,0.38512976299118984,-0.36755014441320855,53,0.2867898699520876,3,4,-0.2012279351742563,single_trendvol
"('trendvol_20',)","(0.8,)",1.2658518029783057,0.37117998918893935,-0.2296847542039393,47,0.19507186858316222,3,4,-0.06797016066002826,single_trendvol
"('dist_high_20',)","(0.5,)",1.1983489147044362,0.516289559251675,-0.535794189047794,79,0.5557837097878165,3,4,-0.4171276340299178,single_nearhigh
"('dist_high_20',)","(0.6,)",0.9150211382875314,0.3221320916522996,-0.5156165250043299,88,0.4729637234770705,3,4,-0.40553916549895375,single_nearhigh
"('dist_high_20',)","(0.7,)",0.8709249244791512,0.2679665740241304,-0.3600837660249572,107,0.37097878165639975,3,4,-0.21804556847098677,single_nearhigh
"('dist_high_40',)","(0.5,)",1.4595750863054013,0.7163143344975351,-0.47205223412245145,45,0.5790554414784395,3,4,-0.3923578201423519,single_nearhigh
"('dist_high_40',)","(0.6,)",1.4324072000256651,0.6349031965632206,-0.39232035752312433,53,0.4934976043805613,3,4,-0.27970917563890363,single_nearhigh
"('dist_high_40',)","(0.7,)",1.5245913533746127,0.6231161197455701,-0.33327571830119307,61,0.39014373716632444,3,4,-0.23765071574428231,single_nearhigh
"('dist_high_60',)","(0.5,)",1.3764555341967653,0.66830419896815,-0.4602273893851123,34,0.5811088295687885,3,4,-0.38302758618119526,single_nearhigh
"('dist_high_60',)","(0.6,)",1.4244885626954493,0.6364130889343909,-0.4014670505811636,38,0.486652977412731,3,4,-0.26491066205686387,single_nearhigh
"('dist_high_60',)","(0.7,)",1.3509947489178495,0.5072389826580601,-0.24852562717965265,53,0.37097878165639975,3,4,-0.06499376595212258,single_nearhigh
"('dist_high_90',)","(0.5,)",0.9631333422363246,0.4048749022499265,-0.5518060362898611,24,0.5845311430527036,3,4,-0.22694443421796795,single_nearhigh
"('dist_high_90',)","(0.6,)",1.339563122156079,0.5811971934072944,-0.30188529089519467,30,0.5023956194387406,3,4,-0.10699998072061334,single_nearhigh
"('dist_high_90',)","(0.7,)",1.1164917521196234,0.3815163994728459,-0.2971246169068342,39,0.37166324435318276,3,4,-0.08568684648928582,single_nearhigh
"('ret_10', 'dist_high_20')","(0.6, 0.5)",1.1026579129726302,0.3910396434618377,-0.4286575522745598,97,0.3271731690622861,3,4,-0.31114599155241784,ret_nearhigh
"('ret_10', 'dist_high_20')","(0.6, 0.6)",0.8322250809377791,0.24695454697867225,-0.37527898002661664,102,0.30116358658453113,3,4,-0.20006193211430123,ret_nearhigh
"('ret_10', 'dist_high_20')","(0.6, 0.7)",0.6985905797537845,0.18406675602729217,-0.35896257170948986,104,0.26351813826146475,3,4,-0.2180518333366005,ret_nearhigh
"('ret_10', 'dist_high_20')","(0.7, 0.5)",1.1011721990155912,0.36965743992837696,-0.4017994622070007,74,0.25598904859685145,3,4,-0.28680881334939623,ret_nearhigh
"('ret_10', 'dist_high_20')","(0.7, 0.6)",0.9768643880097642,0.29372510453812994,-0.32226373916815954,77,0.24093086926762491,3,4,-0.19389833221653607,ret_nearhigh
"('ret_10', 'dist_high_20')","(0.7, 0.7)",0.8979642207630764,0.2482482787207485,-0.29342058454286657,79,0.21218343600273784,3,4,-0.15959219221593035,ret_nearhigh
"('ret_10', 'dist_high_20')","(0.8, 0.5)",0.9532901224563121,0.2506510771375339,-0.2647272295520995,53,0.16358658453114305,3,4,-0.2159745624520778,ret_nearhigh
"('ret_10', 'dist_high_20')","(0.8, 0.6)",0.8464278715944833,0.19692278904758398,-0.19425621851548214,55,0.15605749486652978,3,4,-0.14083093211095765,ret_nearhigh
"('ret_10', 'dist_high_20')","(0.8, 0.7)",0.635488851238179,0.1277495010168388,-0.19176277812667586,61,0.1375770020533881,3,4,-0.1152826023309893,ret_nearhigh
"('ret_10', 'dist_high_40')","(0.6, 0.5)",1.2434702173762775,0.4694414735831278,-0.3259618822418563,83,0.3196440793976728,3,4,-0.10085495926648425,ret_nearhigh
"('ret_10', 'dist_high_40')","(0.6, 0.6)",1.1777815777965974,0.40416200051685447,-0.34184668663699,77,0.2950034223134839,3,4,-0.08289513266125381,ret_nearhigh
"('ret_10', 'dist_high_40')","(0.6, 0.7)",1.2739962862465393,0.42420319778888227,-0.26691096435696693,75,0.2655715263518138,4,4,0.029957509559770834,ret_nearhigh
"('ret_10', 'dist_high_40')","(0.7, 0.5)",1.2353174267084155,0.4369944848860092,-0.29370425820708945,62,0.24914442162902123,3,4,-0.19816431393550926,ret_nearhigh
"('ret_10', 'dist_high_40')","(0.7, 0.6)",1.1554700941347336,0.371433062533411,-0.26212429859230846,61,0.23477070499657768,3,4,-0.14048159852443876,ret_nearhigh
"('ret_10', 'dist_high_40')","(0.7, 0.7)",1.3407863933044117,0.42991771821766434,-0.2703712866661663,58,0.21765913757700206,3,4,-0.03471515228849209,ret_nearhigh
"('ret_10', 'dist_high_40')","(0.8, 0.5)",1.1106667542262576,0.31167647172743607,-0.1953811030132233,46,0.16153319644079397,3,4,-0.14525743107748335,ret_nearhigh
"('ret_10', 'dist_high_40')","(0.8, 0.6)",0.967195267256048,0.2377385521390072,-0.1910686291554612,47,0.1540041067761807,3,4,-0.13318565838642826,ret_nearhigh
"('ret_10', 'dist_high_40')","(0.8, 0.7)",1.1020549497084071,0.26459667107167184,-0.17237932638524534,45,0.14510609171800137,3,4,-0.039100582719779786,ret_nearhigh
"('ret_10', 'dist_high_60')","(0.6, 0.5)",1.2382030426358241,0.4713298780670201,-0.2762333839417056,77,0.3182751540041068,3,4,-0.12123022518698867,ret_nearhigh
"('ret_10', 'dist_high_60')","(0.6, 0.6)",1.1786982795346763,0.41129625813479764,-0.3201381551729072,67,0.2861054072553046,3,4,-0.05027052100268736,ret_nearhigh
"('ret_10', 'dist_high_60')","(0.6, 0.7)",1.2650752563449021,0.40646415128805446,-0.27132408097573946,65,0.2532511978097194,4,4,0.017084187505741477,ret_nearhigh
"('ret_10', 'dist_high_60')","(0.7, 0.5)",1.259846695835019,0.4553879500059277,-0.28503711803386766,58,0.24914442162902123,3,4,-0.19625151351423764,ret_nearhigh
"('ret_10', 'dist_high_60')","(0.7, 0.6)",1.2691000574771847,0.430447356314027,-0.26212429859230857,51,0.2292950034223135,3,4,-0.04483967752180673,ret_nearhigh
"('ret_10', 'dist_high_60')","(0.7, 0.7)",1.3221744831870506,0.4051914763054738,-0.27037128666616617,50,0.20739219712525667,4,4,0.02814434337088345,ret_nearhigh
"('ret_10', 'dist_high_60')","(0.8, 0.5)",1.1101926187200593,0.3189704524224941,-0.2502122671297581,45,0.16153319644079397,3,4,-0.20350429832045958,ret_nearhigh
"('ret_10', 'dist_high_60')","(0.8, 0.6)",1.2308211745329647,0.3463117225119272,-0.17353708222606934,42,0.15263518138261464,3,4,-0.039100582719779786,ret_nearhigh
"('ret_10', 'dist_high_60')","(0.8, 0.7)",1.163924994255771,0.2824268162005621,-0.17237932638524545,40,0.14236824093086928,3,4,-0.027676772225656787,ret_nearhigh
"('ret_10', 'dist_high_90')","(0.6, 0.5)",1.012187053478932,0.3384032192199109,-0.42975478648554133,68,0.29089664613278576,3,4,-0.10555711894241282,ret_nearhigh
"('ret_10', 'dist_high_90')","(0.6, 0.6)",0.9180769382803031,0.2819083057781031,-0.4435336104258839,67,0.2669404517453799,3,4,-0.03034280454041327,ret_nearhigh
"('ret_10', 'dist_high_90')","(0.6, 0.7)",0.8312829350771423,0.21932594866415234,-0.38253709329626084,64,0.2272416153319644,2,4,-0.036401519965386986,ret_nearhigh
"('ret_10', 'dist_high_90')","(0.7, 0.5)",1.0919507566341038,0.3550475990667703,-0.3606267422659706,51,0.2292950034223135,3,4,-0.09939495894282835,ret_nearhigh
"('ret_10', 'dist_high_90')","(0.7, 0.6)",1.0541125591730693,0.32043231642349124,-0.34740543606749896,50,0.21149897330595482,3,4,-0.02366246428648311,ret_nearhigh
"('ret_10', 'dist_high_90')","(0.7, 0.7)",0.9031348035851443,0.23016292189285625,-0.29492860073709726,48,0.18275154004106775,3,4,-0.029762920525354786,ret_nearhigh
"('ret_10', 'dist_high_90')","(0.8, 0.5)",1.1188100709897777,0.3155806549948261,-0.17926546074537508,39,0.15195071868583163,3,4,-0.12813786612140032,ret_nearhigh
"('ret_10', 'dist_high_90')","(0.8, 0.6)",1.1330217945991334,0.30150060499770515,-0.1837145470002507,36,0.14168377823408623,3,4,-0.030069793984813464,ret_nearhigh
"('ret_10', 'dist_high_90')","(0.8, 0.7)",0.8536517259983807,0.17891542068619115,-0.20930728877841498,37,0.12457221081451061,3,4,-0.036130215263435295,ret_nearhigh
"('ret_20', 'dist_high_20')","(0.6, 0.5)",0.8649055076888914,0.25656909822580576,-0.42630964578095143,72,0.3080082135523614,3,4,-0.3309067389674786,ret_nearhigh
"('ret_20', 'dist_high_20')","(0.6, 0.6)",0.8266057160773869,0.23483077042921408,-0.3514786889106758,72,0.2867898699520876,3,4,-0.2905616165798839,ret_nearhigh
"('ret_20', 'dist_high_20')","(0.6, 0.7)",0.5323563611402126,0.11770384449299764,-0.386068569977723,89,0.24229979466119098,3,4,-0.1284035480248017,ret_nearhigh
"('ret_20', 'dist_high_20')","(0.7, 0.5)",0.9083893416206785,0.2435502682964621,-0.29693415134343204,57,0.23956194387405885,3,4,-0.1452643003669447,ret_nearhigh
"('ret_20', 'dist_high_20')","(0.7, 0.6)",0.729830736759111,0.17841405899301122,-0.2958951354833651,60,0.22518822724161533,3,4,-0.15900683000015736,ret_nearhigh
"('ret_20', 'dist_high_20')","(0.7, 0.7)",0.30619219067663916,0.04681352120931437,-0.3579030424366235,74,0.19096509240246407,2,4,-0.04468389961438046,ret_nearhigh
"('ret_20', 'dist_high_20')","(0.8, 0.5)",1.4242205226069389,0.3709994754978625,-0.12761041582952215,41,0.16358658453114305,4,4,0.004282648962068647,ret_nearhigh
"('ret_20', 'dist_high_20')","(0.8, 0.6)",1.3189188069440017,0.32911481957768474,-0.17994105578279795,41,0.1567419575633128,4,4,0.004282648962068647,ret_nearhigh
"('ret_20', 'dist_high_20')","(0.8, 0.7)",0.856843098261302,0.1770470223847347,-0.28037065589048504,53,0.13894592744695414,4,4,0.004282648962068647,ret_nearhigh
"('ret_20', 'dist_high_40')","(0.6, 0.5)",1.0296565422507977,0.3352427372389706,-0.3663001420969796,59,0.31485284052019163,3,4,-0.24077189213997796,ret_nearhigh
"('ret_20', 'dist_high_40')","(0.6, 0.6)",0.9493442076530125,0.29403991776969773,-0.3874131348539519,62,0.3052703627652293,3,4,-0.24530103288474903,ret_nearhigh
"('ret_20', 'dist_high_40')","(0.6, 0.7)",1.1232432416051479,0.34946577253673583,-0.26308094697232454,61,0.27720739219712526,3,4,-0.1980662428626977,ret_nearhigh
"('ret_20', 'dist_high_40')","(0.7, 0.5)",0.9534445327339318,0.2699666860458907,-0.33035227063056805,49,0.242984257357974,3,4,-0.10208010069972018,ret_nearhigh
"('ret_20', 'dist_high_40')","(0.7, 0.6)",0.885571391000611,0.23894142033569254,-0.3378190922272303,49,0.23545516769336072,3,4,-0.07643990101145803,ret_nearhigh
"('ret_20', 'dist_high_40')","(0.7, 0.7)",0.9478944334872588,0.2485120297219212,-0.26345617075200967,53,0.21834360027378508,3,4,-0.11490603755565287,ret_nearhigh
"('ret_20', 'dist_high_40')","(0.8, 0.5)",1.3501178252862138,0.3632303888391759,-0.21208957050836763,35,0.16632443531827515,4,4,0.004282648962068647,ret_nearhigh
"('ret_20', 'dist_high_40')","(0.8, 0.6)",1.3280503938478818,0.34557373198145935,-0.19826356708797577,36,0.162217659137577,4,4,0.004282648962068647,ret_nearhigh
"('ret_20', 'dist_high_40')","(0.8, 0.7)",1.5151267814908334,0.3876326909405188,-0.13022231778308468,36,0.1540041067761807,4,4,0.004282648962068647,ret_nearhigh
"('ret_20', 'dist_high_60')","(0.6, 0.5)",1.2658259435997874,0.4380183979471288,-0.23950670408488794,50,0.30458590006844627,3,4,-0.08805469034531954,ret_nearhigh
"('ret_20', 'dist_high_60')","(0.6, 0.6)",1.167819712644127,0.38530431722736314,-0.267560851073648,51,0.2943189596167009,3,4,-0.08012407937680832,ret_nearhigh
"('ret_20', 'dist_high_60')","(0.6, 0.7)",1.1499564592048181,0.3568355590446701,-0.2546639844261107,53,0.27104722792607805,3,4,-0.044425572304901406,ret_nearhigh
"('ret_20', 'dist_high_60')","(0.7, 0.5)",1.178239314169966,0.35321618142670963,-0.2870288190655397,39,0.23613963039014374,4,4,0.005044403215070714,ret_nearhigh
"('ret_20', 'dist_high_60')","(0.7, 0.6)",1.080179188458192,0.3090022089252742,-0.3155928046937946,42,0.23066392881587952,4,4,0.005044403215070714,ret_nearhigh
"('ret_20', 'dist_high_60')","(0.7, 0.7)",1.1285456011090829,0.30915383607207536,-0.24183235816940885,44,0.21765913757700206,4,4,0.005044403215070714,ret_nearhigh
"('ret_20', 'dist_high_60')","(0.8, 0.5)",1.4516567699869467,0.4007622510195519,-0.1982635670879762,32,0.1676933607118412,4,4,0.004282648962068647,ret_nearhigh
"('ret_20', 'dist_high_60')","(0.8, 0.6)",1.3892156493908656,0.36960541760682064,-0.198263567087976,33,0.16290212183436004,4,4,0.004282648962068647,ret_nearhigh
"('ret_20', 'dist_high_60')","(0.8, 0.7)",1.4411804666537575,0.3644301940782517,-0.12761041582952182,35,0.15605749486652978,4,4,0.004282648962068647,ret_nearhigh
"('ret_20', 'dist_high_90')","(0.6, 0.5)",1.1219651915348954,0.3626704910335905,-0.27157938579671936,46,0.28815879534565364,3,4,-0.07993801715714244,ret_nearhigh
"('ret_20', 'dist_high_90')","(0.6, 0.6)",0.9701745571274667,0.28903684227716053,-0.3318112388788521,46,0.2737850787132101,3,4,-0.07993801715714244,ret_nearhigh
"('ret_20', 'dist_high_90')","(0.6, 0.7)",0.7876582732118076,0.20372662026485422,-0.3448035973972461,50,0.24229979466119098,2,4,-0.08568684648928582,ret_nearhigh
"('ret_20', 'dist_high_90')","(0.7, 0.5)",0.9715856308275094,0.2662955872973254,-0.3828894654395445,39,0.22518822724161533,2,4,-0.04635036957157945,ret_nearhigh
"('ret_20', 'dist_high_90')","(0.7, 0.6)",0.933863797606556,0.24599855631226175,-0.41149376625968637,37,0.21697467488021902,2,4,-0.09434362674199259,ret_nearhigh
"('ret_20', 'dist_high_90')","(0.7, 0.7)",0.8019527382588083,0.1854095493257819,-0.33900862715967994,40,0.19164955509924708,2,4,-0.054627390730681014,ret_nearhigh
"('ret_20', 'dist_high_90')","(0.8, 0.5)",1.2698578289285707,0.330828172737907,-0.2087925760839502,30,0.16290212183436004,4,4,0.004282648962068647,ret_nearhigh
"('ret_20', 'dist_high_90')","(0.8, 0.6)",1.2367066935528657,0.3137587958699952,-0.23468226374242573,29,0.15879534565366188,4,4,0.004282648962068647,ret_nearhigh
"('ret_20', 'dist_high_90')","(0.8, 0.7)",1.1907156249416873,0.27126797864674,-0.18471667609262854,32,0.13826146475017112,3,4,0.0,ret_nearhigh
"('ret_60', 'dist_high_20')","(0.6, 0.5)",0.8855212171118362,0.2631693348766968,-0.3582659017401465,54,0.29021218343600275,4,4,0.01094444751550161,ret_nearhigh
"('ret_60', 'dist_high_20')","(0.6, 0.6)",0.5352305611085961,0.12011658797600422,-0.45722071134879716,60,0.25256673511293637,4,4,0.01094444751550161,ret_nearhigh
"('ret_60', 'dist_high_20')","(0.6, 0.7)",0.27974153892230036,0.040010033822061475,-0.4531371933695565,70,0.2053388090349076,2,4,-0.08964874385092869,ret_nearhigh
"('ret_60', 'dist_high_20')","(0.7, 0.5)",0.7762025540273438,0.1944560262634476,-0.4433279665756702,42,0.18548939082819987,3,4,0.0,ret_nearhigh
"('ret_60', 'dist_high_20')","(0.7, 0.6)",0.33487313136860253,0.053779866548210764,-0.45014680983188815,49,0.16358658453114305,2,4,-0.08555017278082722,ret_nearhigh
"('ret_60', 'dist_high_20')","(0.7, 0.7)",0.3064844553137636,0.04497720615947953,-0.31364462309726104,51,0.13620807665982204,2,4,-0.034046951553937665,ret_nearhigh
"('ret_60', 'dist_high_20')","(0.8, 0.5)",0.41565556608787946,0.07310038855752499,-0.44303743966207343,35,0.10403832991101986,2,4,-0.11950385094078997,ret_nearhigh
"('ret_60', 'dist_high_20')","(0.8, 0.6)",0.09782974778711809,-0.000993474677884798,-0.42188274258213854,39,0.0917180013689254,2,4,-0.11576796822111379,ret_nearhigh
"('ret_60', 'dist_high_20')","(0.8, 0.7)",0.1499102396912631,0.010650169068289417,-0.31630938830912636,40,0.07529089664613278,1,4,-0.09586362592494269,ret_nearhigh
"('ret_60', 'dist_high_40')","(0.6, 0.5)",0.9661611086547436,0.325861544738526,-0.3705972683609926,37,0.34770704996577684,4,4,0.01094444751550161,ret_nearhigh
"('ret_60', 'dist_high_40')","(0.6, 0.6)",0.7898412927386298,0.22959718577510269,-0.3747218981746815,40,0.31485284052019163,3,4,-0.07566454649899634,ret_nearhigh
"('ret_60', 'dist_high_40')","(0.6, 0.7)",0.6908389638733518,0.17430814768509983,-0.35297170128194566,54,0.2600958247775496,4,4,0.007343513769001442,ret_nearhigh
"('ret_60', 'dist_high_40')","(0.7, 0.5)",0.9288775747616005,0.2649455579991249,-0.37053642260517705,36,0.21218343600273784,3,4,0.0,ret_nearhigh
"('ret_60', 'dist_high_40')","(0.7, 0.6)",0.7343963277808687,0.17944202681774524,-0.3842425383310879,38,0.19780971937029432,2,4,-0.11661849069089514,ret_nearhigh
"('ret_60', 'dist_high_40')","(0.7, 0.7)",0.4981840132563845,0.09791357307078052,-0.44622052707549476,44,0.16563997262149213,2,4,-0.10934102648497201,ret_nearhigh
"('ret_60', 'dist_high_40')","(0.8, 0.5)",0.4161229655450704,0.07674249569499669,-0.511460851918127,33,0.11430527036276524,2,4,-0.11950385094078997,ret_nearhigh
"('ret_60', 'dist_high_40')","(0.8, 0.6)",0.10444435593595386,-0.001756762998088135,-0.5224320550972923,35,0.10677618069815195,1,4,-0.15692814829611146,ret_nearhigh
"('ret_60', 'dist_high_40')","(0.8, 0.7)",0.1622067819224594,0.012380454666257812,-0.41775463737231056,36,0.09240246406570841,1,4,-0.12776708394299618,ret_nearhigh
"('ret_60', 'dist_high_60')","(0.6, 0.5)",1.063885402684915,0.3851294495861206,-0.3542219709618324,34,0.36960985626283366,4,4,0.01094444751550161,ret_nearhigh
"('ret_60', 'dist_high_60')","(0.6, 0.6)",1.0004054063115988,0.33913112523230304,-0.3705972683609926,34,0.3401779603011636,4,4,0.01094444751550161,ret_nearhigh
"('ret_60', 'dist_high_60')","(0.6, 0.7)",0.694279988071118,0.18194467856100593,-0.4299834790094408,51,0.28336755646817247,4,4,0.01094444751550161,ret_nearhigh
"('ret_60', 'dist_high_60')","(0.7, 0.5)",0.9332110419074654,0.272929777060152,-0.3888915925524896,34,0.22176591375770022,3,4,0.0,ret_nearhigh
"('ret_60', 'dist_high_60')","(0.7, 0.6)",1.0255072783281587,0.29957097344367334,-0.3482863470047509,34,0.20876112251882273,3,4,0.0,ret_nearhigh
"('ret_60', 'dist_high_60')","(0.7, 0.7)",0.6510834900760165,0.1443323456956931,-0.43004208584096404,43,0.17932922655715264,2,4,-0.05022466995985053,ret_nearhigh
"('ret_60', 'dist_high_60')","(0.8, 0.5)",0.5473035595222437,0.11400665506538332,-0.4700678059385279,33,0.12046543463381246,2,4,-0.11950385094078997,ret_nearhigh
"('ret_60', 'dist_high_60')","(0.8, 0.6)",0.5034810149850183,0.10000742657071293,-0.4945452238899094,31,0.11156741957563313,2,4,-0.11950385094078997,ret_nearhigh
"('ret_60', 'dist_high_60')","(0.8, 0.7)",0.20726060529468934,0.021855886296828997,-0.4354849247978312,35,0.09787816563997262,2,4,-0.11950385094078997,ret_nearhigh
"('ret_60', 'dist_high_90')","(0.6, 0.5)",1.0312099117910245,0.37326247153440684,-0.34130640124385625,34,0.378507871321013,4,4,0.01094444751550161,ret_nearhigh
"('ret_60', 'dist_high_90')","(0.6, 0.6)",1.0402481561982118,0.36695578144662466,-0.3234943411025847,35,0.35592060232717315,4,4,0.01094444751550161,ret_nearhigh
"('ret_60', 'dist_high_90')","(0.6, 0.7)",0.8168994454313389,0.23212792756568468,-0.37472189817468093,41,0.29705681040383297,3,4,-0.03415071335200426,ret_nearhigh
"('ret_60', 'dist_high_90')","(0.7, 0.5)",0.8594578648388778,0.24609097336131125,-0.4363696434379275,37,0.22861054072553047,3,4,0.0,ret_nearhigh
"('ret_60', 'dist_high_90')","(0.7, 0.6)",0.8957810482361608,0.25386385437743453,-0.40946134118315247,36,0.2135523613963039,3,4,0.0,ret_nearhigh
"('ret_60', 'dist_high_90')","(0.7, 0.7)",0.7204045811609735,0.1697758586594984,-0.39036958529201815,43,0.19164955509924708,2,4,-0.14522359317594657,ret_nearhigh
"('ret_60', 'dist_high_90')","(0.8, 0.5)",0.5086105140273027,0.10352298866358067,-0.4875050352697883,33,0.12388774811772758,2,4,-0.11950385094078997,ret_nearhigh
"('ret_60', 'dist_high_90')","(0.8, 0.6)",0.4440473423052809,0.08447855973452123,-0.5114608519181267,33,0.11498973305954825,2,4,-0.11950385094078997,ret_nearhigh
"('ret_60', 'dist_high_90')","(0.8, 0.7)",0.1704052245073465,0.013751106254749068,-0.455125716324126,37,0.10335386721423682,1,4,-0.11950385094078997,ret_nearhigh
"('trendvol_5', 'dist_high_20')","(0.6, 0.5)",1.1135680706872597,0.38790601243689515,-0.45322762175333864,119,0.3258042436687201,3,4,-0.31674864293369087,trendvol_nearhigh
"('trendvol_5', 'dist_high_20')","(0.6, 0.6)",1.0410746384736924,0.330923068466519,-0.402795560852628,113,0.30390143737166325,3,4,-0.28671637405759587,trendvol_nearhigh
"('trendvol_5', 'dist_high_20')","(0.6, 0.7)",1.0966308509901561,0.3344735417692686,-0.29279698139576316,110,0.2662559890485969,3,4,-0.1553372675735185,trendvol_nearhigh
"('trendvol_5', 'dist_high_20')","(0.7, 0.5)",1.3504879064121647,0.4638197201799308,-0.3380113190236754,108,0.25051334702258726,3,4,-0.19986672984942644,trendvol_nearhigh
"('trendvol_5', 'dist_high_20')","(0.7, 0.6)",1.1875314721111057,0.3632711919730809,-0.3483835875632053,103,0.23477070499657768,3,4,-0.21829462709189473,trendvol_nearhigh
"('trendvol_5', 'dist_high_20')","(0.7, 0.7)",1.1519746607983898,0.3308016989549136,-0.2840303560974202,99,0.20670773442847365,3,4,-0.13931795973708083,trendvol_nearhigh
"('trendvol_5', 'dist_high_20')","(0.8, 0.5)",1.4193041330107157,0.4266651214166348,-0.185202607741476,73,0.16084873374401096,3,4,-0.10027672674172627,trendvol_nearhigh
"('trendvol_5', 'dist_high_20')","(0.8, 0.6)",1.2673449066757985,0.3395759874672457,-0.20567333773248309,73,0.15468856947296372,3,4,-0.12319898795084538,trendvol_nearhigh
"('trendvol_5', 'dist_high_20')","(0.8, 0.7)",1.2143876375512659,0.3061190298835281,-0.17718711731127812,73,0.1375770020533881,3,4,-0.07410055333195953,trendvol_nearhigh
"('trendvol_5', 'dist_high_40')","(0.6, 0.5)",1.269679079428718,0.45924242457838527,-0.33368969627709666,109,0.30390143737166325,3,4,-0.2724119348442352,trendvol_nearhigh
"('trendvol_5', 'dist_high_40')","(0.6, 0.6)",1.27187682335841,0.4254959642262426,-0.3013888306528695,102,0.2785763175906913,3,4,-0.2096302545758436,trendvol_nearhigh
"('trendvol_5', 'dist_high_40')","(0.6, 0.7)",1.3343695682927557,0.43150901020238597,-0.23216497031997163,88,0.2457221081451061,3,4,-0.12539130687512623,trendvol_nearhigh
"('trendvol_5', 'dist_high_40')","(0.7, 0.5)",1.6560496144297796,0.6061325171377527,-0.19177051963229852,95,0.2402464065708419,3,4,-0.04694759275729943,trendvol_nearhigh
"('trendvol_5', 'dist_high_40')","(0.7, 0.6)",1.5925490218488398,0.5253515140999887,-0.17283922648470695,88,0.21971252566735114,3,4,-0.028914549316251925,trendvol_nearhigh
"('trendvol_5', 'dist_high_40')","(0.7, 0.7)",1.4370926030863502,0.4391704371179326,-0.18388351742540376,80,0.19849418206707733,4,4,0.003039054761967863,trendvol_nearhigh
"('trendvol_5', 'dist_high_40')","(0.8, 0.5)",1.4764005188679825,0.43371581385111857,-0.15883021749634452,70,0.1567419575633128,3,4,-0.02843963857420062,trendvol_nearhigh
"('trendvol_5', 'dist_high_40')","(0.8, 0.6)",1.3123922743166465,0.34033858422854224,-0.1541922084932955,67,0.14442162902121836,3,4,-0.05024943816443517,trendvol_nearhigh
"('trendvol_5', 'dist_high_40')","(0.8, 0.7)",1.24017042300848,0.3123438622985997,-0.1507981025795272,62,0.13347022587268995,3,4,-0.005027355938510336,trendvol_nearhigh
"('trendvol_5', 'dist_high_60')","(0.6, 0.5)",1.3513370126951534,0.5018528684750894,-0.298124222748544,103,0.29637234770704995,3,4,-0.17778395464239727,trendvol_nearhigh
"('trendvol_5', 'dist_high_60')","(0.6, 0.6)",1.3756855884327823,0.47733290108989235,-0.2417458812122949,93,0.26351813826146475,3,4,-0.09015779835492543,trendvol_nearhigh
"('trendvol_5', 'dist_high_60')","(0.6, 0.7)",1.1963186184939238,0.3530746573126726,-0.2533210436754112,81,0.2272416153319644,4,4,0.017370551305672555,trendvol_nearhigh
