ts,bar_index,event_type,reason,price,nav,exposure_before,exposure_after,notional_before,notional_after,regime_label,regime_d1_analytical,fill_qty,fill_fee,trade_id_ref
2019-01-08T15:59:59Z,2235,entry_blocked,regime_off,4000.48,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-08T19:59:59Z,2236,entry_blocked,regime_off,3976.12,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-08T23:59:59Z,2237,entry_blocked,regime_off,3955.13,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-09T03:59:59Z,2238,entry_blocked,regime_off,3981.03,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-09T07:59:59Z,2239,entry_blocked,regime_off,3987.88,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-09T11:59:59Z,2240,entry_blocked,regime_off,3986.44,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-09T15:59:59Z,2241,entry_blocked,regime_off,3958.28,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-09T19:59:59Z,2242,entry_blocked,regime_off,3978.34,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-09T23:59:59Z,2243,entry_blocked,regime_off,3966.65,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-10T03:59:59Z,2244,entry_blocked,regime_off,3978.94,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-10T07:59:59Z,2245,entry_blocked,regime_off,3777.02,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-10T11:59:59Z,2246,entry_blocked,regime_off,3739.99,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-10T15:59:59Z,2247,entry_blocked,regime_off,3726.39,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-10T19:59:59Z,2248,entry_blocked,regime_off,3596.12,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-10T23:59:59Z,2249,entry_blocked,regime_off,3585.88,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-11T03:59:59Z,2250,entry_blocked,regime_off,3583.09,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,SHOCK,,,
2019-01-11T07:59:59Z,2251,entry_blocked,regime_off,3595.47,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,SHOCK,,,
2019-01-11T11:59:59Z,2252,entry_blocked,regime_off,3594.0,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,SHOCK,,,
2019-01-11T15:59:59Z,2253,entry_blocked,regime_off,3585.51,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,SHOCK,,,
2019-01-11T19:59:59Z,2254,entry_blocked,regime_off,3606.15,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,SHOCK,,,
2019-01-11T23:59:59Z,2255,entry_blocked,regime_off,3601.31,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,SHOCK,,,
2019-01-12T03:59:59Z,2256,entry_blocked,regime_off,3601.15,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-12T07:59:59Z,2257,entry_blocked,regime_off,3582.38,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-12T11:59:59Z,2258,entry_blocked,regime_off,3571.16,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-12T15:59:59Z,2259,entry_blocked,regime_off,3591.11,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-12T19:59:59Z,2260,entry_blocked,regime_off,3593.74,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-12T23:59:59Z,2261,entry_blocked,regime_off,3583.13,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-13T03:59:59Z,2262,entry_blocked,regime_off,3593.24,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-13T07:59:59Z,2263,entry_blocked,regime_off,3583.68,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-13T11:59:59Z,2264,entry_blocked,regime_off,3589.38,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-13T15:59:59Z,2265,entry_blocked,regime_off,3575.53,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-13T19:59:59Z,2266,entry_blocked,regime_off,3465.82,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-13T23:59:59Z,2267,entry_blocked,regime_off,3476.81,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-14T03:59:59Z,2268,entry_blocked,regime_off,3489.45,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-14T07:59:59Z,2269,entry_blocked,regime_off,3511.83,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-14T11:59:59Z,2270,entry_blocked,regime_off,3488.28,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-14T15:59:59Z,2271,entry_blocked,regime_off,3630.98,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-14T19:59:59Z,2272,entry_blocked,regime_off,3638.08,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-14T23:59:59Z,2273,entry_blocked,regime_off,3626.09,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-15T03:59:59Z,2274,entry_blocked,regime_off,3629.38,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-15T07:59:59Z,2275,entry_blocked,regime_off,3629.09,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-15T11:59:59Z,2276,entry_blocked,regime_off,3611.39,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-15T15:59:59Z,2277,entry_blocked,regime_off,3596.98,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-15T19:59:59Z,2278,entry_blocked,regime_off,3604.14,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-15T23:59:59Z,2279,entry_blocked,regime_off,3553.06,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-16T03:59:59Z,2280,entry_blocked,regime_off,3572.5,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-16T07:59:59Z,2281,entry_blocked,regime_off,3555.07,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-16T11:59:59Z,2282,entry_blocked,regime_off,3589.02,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-16T15:59:59Z,2283,entry_blocked,regime_off,3590.22,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-16T19:59:59Z,2284,entry_blocked,regime_off,3576.4,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-16T23:59:59Z,2285,entry_blocked,regime_off,3591.84,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-17T03:59:59Z,2286,entry_blocked,regime_off,3574.59,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-17T07:59:59Z,2287,entry_blocked,regime_off,3584.0,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-17T11:59:59Z,2288,entry_blocked,regime_off,3579.56,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-17T15:59:59Z,2289,entry_blocked,regime_off,3597.62,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-17T19:59:59Z,2290,entry_blocked,regime_off,3604.95,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-17T23:59:59Z,2291,entry_blocked,regime_off,3616.21,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-18T03:59:59Z,2292,entry_blocked,regime_off,3600.87,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-18T07:59:59Z,2293,entry_blocked,regime_off,3604.01,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-18T11:59:59Z,2294,entry_blocked,regime_off,3599.01,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-18T15:59:59Z,2295,entry_blocked,regime_off,3610.68,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-18T19:59:59Z,2296,entry_blocked,regime_off,3587.91,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-18T23:59:59Z,2297,entry_blocked,regime_off,3594.87,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-19T03:59:59Z,2298,entry_blocked,regime_off,3606.13,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-19T07:59:59Z,2299,entry_blocked,regime_off,3604.4,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-19T11:59:59Z,2300,entry_blocked,regime_off,3695.38,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-19T15:59:59Z,2301,entry_blocked,regime_off,3685.74,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-19T19:59:59Z,2302,entry_blocked,regime_off,3686.53,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-19T23:59:59Z,2303,entry_blocked,regime_off,3665.3,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-20T03:59:59Z,2304,entry_blocked,regime_off,3680.72,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-20T07:59:59Z,2305,entry_blocked,regime_off,3678.87,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-20T11:59:59Z,2306,entry_blocked,regime_off,3580.0,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-20T15:59:59Z,2307,entry_blocked,regime_off,3524.63,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-20T19:59:59Z,2308,entry_blocked,regime_off,3518.0,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-20T23:59:59Z,2309,entry_blocked,regime_off,3539.28,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-21T03:59:59Z,2310,entry_blocked,regime_off,3530.95,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-21T07:59:59Z,2311,entry_blocked,regime_off,3526.83,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-21T11:59:59Z,2312,entry_blocked,regime_off,3545.05,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-21T15:59:59Z,2313,entry_blocked,regime_off,3528.17,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-21T19:59:59Z,2314,entry_blocked,regime_off,3528.82,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-21T23:59:59Z,2315,entry_blocked,regime_off,3526.9,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-22T03:59:59Z,2316,entry_blocked,regime_off,3523.0,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-22T07:59:59Z,2317,entry_blocked,regime_off,3515.7,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-22T11:59:59Z,2318,entry_blocked,regime_off,3535.15,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-22T15:59:59Z,2319,entry_blocked,regime_off,3577.32,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-22T19:59:59Z,2320,entry_blocked,regime_off,3578.46,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-22T23:59:59Z,2321,entry_blocked,regime_off,3570.93,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-23T03:59:59Z,2322,entry_blocked,regime_off,3581.31,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-23T07:59:59Z,2323,entry_blocked,regime_off,3561.73,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-23T11:59:59Z,2324,entry_blocked,regime_off,3577.8,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-23T15:59:59Z,2325,entry_blocked,regime_off,3549.07,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-23T19:59:59Z,2326,entry_blocked,regime_off,3533.4,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-23T23:59:59Z,2327,entry_blocked,regime_off,3552.82,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-24T03:59:59Z,2328,entry_blocked,regime_off,3532.57,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-24T07:59:59Z,2329,entry_blocked,regime_off,3546.33,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-24T11:59:59Z,2330,entry_blocked,regime_off,3563.23,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-24T15:59:59Z,2331,entry_blocked,regime_off,3553.41,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-24T19:59:59Z,2332,entry_blocked,regime_off,3574.93,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-24T23:59:59Z,2333,entry_blocked,regime_off,3569.62,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-25T03:59:59Z,2334,entry_blocked,regime_off,3568.06,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-25T07:59:59Z,2335,entry_blocked,regime_off,3568.48,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-25T11:59:59Z,2336,entry_blocked,regime_off,3541.97,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-25T15:59:59Z,2337,entry_blocked,regime_off,3566.92,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-25T19:59:59Z,2338,entry_blocked,regime_off,3553.21,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-25T23:59:59Z,2339,entry_blocked,regime_off,3565.29,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-26T03:59:59Z,2340,entry_blocked,regime_off,3577.0,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-26T07:59:59Z,2341,entry_blocked,regime_off,3620.58,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-26T11:59:59Z,2342,entry_blocked,regime_off,3589.93,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-26T15:59:59Z,2343,entry_blocked,regime_off,3557.72,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-26T19:59:59Z,2344,entry_blocked,regime_off,3567.55,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-26T23:59:59Z,2345,entry_blocked,regime_off,3565.25,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-27T03:59:59Z,2346,entry_blocked,regime_off,3578.46,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-27T07:59:59Z,2347,entry_blocked,regime_off,3562.01,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-27T11:59:59Z,2348,entry_blocked,regime_off,3546.73,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-27T15:59:59Z,2349,entry_blocked,regime_off,3556.53,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-27T19:59:59Z,2350,entry_blocked,regime_off,3564.29,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-27T23:59:59Z,2351,entry_blocked,regime_off,3550.84,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-28T03:59:59Z,2352,entry_blocked,regime_off,3481.64,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-28T07:59:59Z,2353,entry_blocked,regime_off,3454.4,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-28T11:59:59Z,2354,entry_blocked,regime_off,3427.57,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-28T15:59:59Z,2355,entry_blocked,regime_off,3420.06,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-28T19:59:59Z,2356,entry_blocked,regime_off,3424.39,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-28T23:59:59Z,2357,entry_blocked,regime_off,3434.15,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-29T03:59:59Z,2358,entry_blocked,regime_off,3406.18,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-29T07:59:59Z,2359,entry_blocked,regime_off,3366.41,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-29T11:59:59Z,2360,entry_blocked,regime_off,3385.32,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-29T15:59:59Z,2361,entry_blocked,regime_off,3426.62,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-29T19:59:59Z,2362,entry_blocked,regime_off,3419.44,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-29T23:59:59Z,2363,entry_blocked,regime_off,3411.04,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-30T03:59:59Z,2364,entry_blocked,regime_off,3420.34,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-30T07:59:59Z,2365,entry_blocked,regime_off,3428.83,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-30T11:59:59Z,2366,entry_blocked,regime_off,3429.25,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-30T15:59:59Z,2367,entry_blocked,regime_off,3464.01,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-30T19:59:59Z,2368,entry_blocked,regime_off,3458.77,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-30T23:59:59Z,2369,entry_blocked,regime_off,3458.18,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-31T03:59:59Z,2370,entry_blocked,regime_off,3465.32,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-31T07:59:59Z,2371,entry_blocked,regime_off,3476.57,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-31T11:59:59Z,2372,entry_blocked,regime_off,3427.81,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-31T15:59:59Z,2373,entry_blocked,regime_off,3436.56,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-31T19:59:59Z,2374,entry_blocked,regime_off,3434.28,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-01-31T23:59:59Z,2375,entry_blocked,regime_off,3434.1,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-02-01T03:59:59Z,2376,entry_blocked,regime_off,3418.5,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-02-01T07:59:59Z,2377,entry_blocked,regime_off,3420.03,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-02-01T11:59:59Z,2378,entry_blocked,regime_off,3459.18,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-02-01T15:59:59Z,2379,entry_blocked,regime_off,3463.02,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-02-01T19:59:59Z,2380,entry_blocked,regime_off,3474.52,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
2019-02-01T23:59:59Z,2381,entry_blocked,regime_off,3462.07,10000.0,0.0,0.0,0.0,0.0,RISK_OFF,BEAR,,,
