trade_id,entry_ts,exit_ts,entry_price,exit_price,bars_held,days_held,pnl_usd,return_pct,exit_reason,entry_reason,entry_er30,entry_context,entry_d1_regime,entry_atr,entry_vdo,entry_ema_spread_atr,entry_price_to_slow_atr,mfe_pct,mae_pct,mfe_r,mae_r,realized_r,giveback_r,giveback_ratio,peak_time,peak_to_exit_bars,mae_before_mfe_first6,first_6_bar_mfe_r,first_6_bar_mae_r,failure_mode,is_winner
150,2024-06-08T20:00:00Z,2024-06-11T08:00:00Z,69529.477365,67502.626713,15,2.5,-4717.35,-3.2059,vtrend_trail_stop,vtrend_entry,0.025466,chop,on,678.772753,0.00185,2.069558,1.396043,0.9585,3.1706,0.981864,3.24774,-2.986052,3.967916,4.041207,2024-06-10T12:00:00Z,4,False,0.482728,0.588175,trail_stop_noise,False
151,2024-06-11T20:00:00Z,2024-06-13T08:00:00Z,67474.443872,67657.092131,9,1.5,-42.26,-0.0297,vtrend_trend_exit,vtrend_entry,0.274193,transition,on,760.489998,0.000559,0.50157,-1.541432,3.7415,0.8439,3.319644,0.748785,0.240172,3.079472,0.927651,2024-06-12T12:00:00Z,4,False,3.319644,0.748785,late_exit_giveback,False
152,2024-07-16T04:00:00Z,2024-07-25T00:00:00Z,64816.908328,65310.650334,53,8.833,654.86,0.4599,vtrend_trail_stop,vtrend_entry,0.517245,trend,on,950.279073,0.007287,0.38972,4.97256,5.643,3.7701,3.849018,2.571527,0.519576,3.329443,0.865011,2024-07-22T00:00:00Z,17,True,1.380354,2.571527,winner,True
153,2024-07-26T04:00:00Z,2024-07-30T12:00:00Z,67109.05876,66507.442644,26,4.333,-1706.96,-1.1933,vtrend_trail_stop,vtrend_entry,0.009246,chop,on,1066.449898,0.005934,1.893242,3.140518,4.427,1.8583,2.785814,1.169355,-0.56413,3.349944,1.202501,2024-07-29T12:00:00Z,5,False,1.022965,0.223394,late_exit_giveback,False
154,2024-08-23T16:00:00Z,2024-08-27T16:00:00Z,61594.588423,61647.436297,24,4.0,-302.47,-0.214,vtrend_trail_stop,vtrend_entry,0.105161,chop,on,946.202877,0.006843,0.000293,1.475314,5.5288,0.3971,3.599029,0.258505,0.055853,3.543176,0.984481,2024-08-25T20:00:00Z,10,False,3.55147,0.258505,late_exit_giveback,False
155,2024-08-29T12:00:00Z,2024-08-29T20:00:00Z,60127.142077,59198.746824,2,0.333,-2593.53,-1.839,vtrend_trend_exit,vtrend_entry,0.317007,transition,off,1058.99452,0.005674,0.052992,-0.84922,1.7294,2.0159,0.98192,1.144607,-0.876676,1.858596,1.892818,2024-08-29T12:00:00Z,1,False,0.98192,1.144607,other_loss,False
156,2024-09-15T16:00:00Z,2024-09-16T16:00:00Z,60395.760494,57823.83277,6,1.0,-6292.34,-4.5453,vtrend_trail_stop,vtrend_entry,0.311202,transition,on,628.678062,0.007966,0.907413,3.39528,0.0,4.7063,0.0,4.521202,-4.091009,4.091009,0.0,2024-09-15T16:00:00Z,5,True,0.0,4.521202,false_breakout,False
157,2024-09-16T20:00:00Z,2024-09-30T12:00:00Z,58001.948476,63755.646505,82,13.667,12673.49,9.5906,vtrend_trail_stop,vtrend_entry,0.031062,chop,on,739.802464,0.00548,0.607621,-0.414701,14.6479,0.6792,11.484216,0.532505,7.777344,3.706873,0.32278,2024-09-27T12:00:00Z,17,False,4.485051,0.532505,winner,True
158,2024-09-30T20:00:00Z,2024-10-02T00:00:00Z,63551.503872,60744.130281,7,1.167,-6811.98,-4.7038,vtrend_trail_stop,vtrend_entry,0.035019,chop,on,649.500836,0.00436,3.375344,1.480485,0.9113,5.3303,0.891648,5.21555,-4.322356,5.214004,5.847603,2024-10-01T04:00:00Z,4,True,0.891648,3.78676,false_breakout,False
159,2024-10-02T04:00:00Z,2024-10-04T04:00:00Z,61812.225898,60891.053248,12,2.0,-2463.92,-1.7854,vtrend_trend_exit,vtrend_entry,0.343145,transition,off,886.844117,0.013718,1.431616,-0.890505,0.9352,3.2099,0.651844,2.237277,-1.038709,1.690553,2.593492,2024-10-02T16:00:00Z,8,True,0.651844,2.043455,false_breakout,False
160,2024-10-07T04:00:00Z,2024-10-09T20:00:00Z,63594.056393,60970.973268,16,2.667,-5980.05,-4.4119,vtrend_trail_stop,vtrend_entry,0.165685,chop,on,652.977229,0.0173,0.01602,2.007591,1.3903,4.3385,1.354004,4.225349,-4.017113,5.371116,3.96684,2024-10-07T12:00:00Z,13,True,1.354004,2.245188,trail_stop_noise,False
161,2024-10-13T08:00:00Z,2024-10-23T08:00:00Z,62906.339191,66785.494383,60,10.0,7577.53,5.8485,vtrend_trail_stop,vtrend_entry,0.049095,chop,on,677.807109,0.005011,0.024417,1.033602,10.5127,1.3613,9.75673,1.263397,5.723096,4.033634,0.413421,2024-10-21T00:00:00Z,13,True,2.625615,1.263397,winner,True
162,2024-10-24T20:00:00Z,2024-10-31T20:00:00Z,68378.116867,70021.995453,42,7.0,2876.31,2.0973,vtrend_trail_stop,vtrend_entry,0.016313,chop,on,751.33656,0.011311,2.259471,3.598214,7.6662,4.0683,6.976904,3.702504,2.187939,4.788965,0.686403,2024-10-29T16:00:00Z,12,False,0.628058,3.156398,winner,True
163,2024-11-02T20:00:00Z,2024-11-25T20:00:00Z,69579.527377,94574.844177,138,23.0,49728.62,35.5162,vtrend_trail_stop,vtrend_entry,0.011048,chop,on,876.835734,0.002498,2.200474,1.715292,43.1283,3.9444,34.223608,3.130036,28.506271,5.717337,0.167058,2024-11-22T16:00:00Z,18,True,0.0,2.395885,winner,True
164,2024-11-26T16:00:00Z,2024-12-09T12:00:00Z,92905.826193,97990.406052,77,12.833,9784.95,5.1569,vtrend_trail_stop,vtrend_entry,0.193493,chop,on,1640.100439,0.003618,3.90645,2.213916,12.036,2.5895,6.817981,1.466877,3.100164,3.717817,0.545296,2024-12-05T00:00:00Z,26,False,1.795118,1.289388,winner,True
165,2024-12-09T20:00:00Z,2024-12-19T00:00:00Z,97167.424598,100103.831041,55,9.167,5414.06,2.7134,vtrend_trail_stop,vtrend_entry,0.005153,chop,on,1665.41601,0.000475,1.989558,0.948856,11.5117,3.1053,6.716385,1.811784,1.763167,4.953218,0.737483,2024-12-17T12:00:00Z,8,True,0.662042,1.811784,winner,True
166,2024-12-20T00:00:00Z,2024-12-22T12:00:00Z,97559.346225,97004.212985,15,2.5,-1776.59,-0.8669,vtrend_trend_exit,vtrend_entry,0.158645,chop,on,2056.412212,0.000539,1.321244,-1.068452,2.0308,5.4601,0.963457,2.59034,-0.269952,1.233409,1.280191,2024-12-21T04:00:00Z,7,True,0.327587,2.59034,false_breakout,False
167,2025-01-06T04:00:00Z,2025-01-07T16:00:00Z,99136.632329,97854.332228,9,1.5,-3228.63,-1.5891,vtrend_trail_stop,vtrend_entry,0.426952,transition,on,905.167631,0.003112,0.411076,2.53748,3.619,2.0004,3.963628,2.190901,-1.416644,5.380272,1.357411,2025-01-07T00:00:00Z,3,False,3.963628,0.472125,other_loss,False
168,2025-01-16T04:00:00Z,2025-01-23T12:00:00Z,99577.54291,101842.580986,44,7.333,3935.37,1.9683,vtrend_trail_stop,vtrend_entry,0.284906,transition,on,1521.580227,0.003873,0.081188,2.2187,10.0529,2.2519,6.578987,1.47374,1.488609,5.090378,0.773733,2025-01-20T04:00:00Z,19,True,1.689419,1.47374,winner,True
169,2025-01-24T00:00:00Z,2025-01-27T04:00:00Z,104014.286328,101294.269709,19,3.167,-5926.14,-2.9068,vtrend_trail_stop,vtrend_entry,0.016502,chop,on,2455.380548,0.003108,1.367423,1.503021,2.9859,3.1666,1.26486,1.341444,-1.107778,2.372638,1.87581,2025-01-24T16:00:00Z,14,False,1.26486,0.514904,trail_stop_noise,False
170,2025-01-28T20:00:00Z,2025-02-01T20:00:00Z,102526.689846,101567.955817,24,4.0,-2438.44,-1.2319,vtrend_trail_stop,vtrend_entry,0.06854,chop,on,1683.07068,0.001702,0.886957,0.617208,3.8339,2.1985,2.335464,1.339225,-0.569634,2.905097,1.243906,2025-01-30T12:00:00Z,13,True,0.874776,1.339225,late_exit_giveback,False
171,2025-03-27T04:00:00Z,2025-03-28T16:00:00Z,87757.862088,83967.119863,9,1.5,-9005.49,-4.6062,vtrend_trail_stop,vtrend_entry,0.249859,chop,on,1000.627494,0.004508,0.721859,1.961707,0.0,4.3347,0.0,3.801617,-3.788365,3.788365,0.0,2025-03-27T20:00:00Z,4,True,0.0,1.956634,false_breakout,False
172,2025-04-14T20:00:00Z,2025-05-05T00:00:00Z,85008.014301,94183.355959,121,20.167,19511.38,10.4616,vtrend_trail_stop,vtrend_entry,0.138192,chop,on,1456.191695,0.020591,0.227745,1.426095,15.1605,2.2308,8.850254,1.302283,6.300916,2.549337,0.288052,2025-05-02T12:00:00Z,14,False,1.022122,0.746347,winner,True
173,2025-05-06T00:00:00Z,2025-05-25T12:00:00Z,94828.437363,107152.756825,117,19.5,26077.38,12.658,vtrend_trail_stop,vtrend_entry,0.043318,chop,on,901.350046,0.006955,3.292756,2.913551,18.0869,1.5306,19.028748,1.610293,13.673178,5.35557,0.281446,2025-05-22T16:00:00Z,16,True,2.321199,1.610293,winner,True
174,2025-05-27T00:00:00Z,2025-05-29T20:00:00Z,109544.242139,105626.034693,17,2.833,-8971.94,-3.8657,vtrend_trail_stop,vtrend_entry,0.010718,chop,on,1275.261658,0.000728,3.173245,3.911824,1.0715,3.5647,0.920406,3.062071,-3.072473,3.992879,4.338174,2025-05-27T12:00:00Z,13,True,0.920406,1.590005,false_breakout,False
175,2025-05-30T20:00:00Z,2025-06-05T16:00:00Z,104745.15665,104426.994633,35,5.833,-1344.06,-0.6024,vtrend_trend_exit,vtrend_entry,0.170081,chop,on,1347.958118,0.00038,1.368669,-0.546739,1.9567,1.6007,1.520458,1.243812,-0.236033,1.75649,1.155238,2025-06-03T12:00:00Z,12,True,0.098589,1.243812,other_loss,False
176,2025-06-09T00:00:00Z,2025-06-12T12:00:00Z,105839.770444,106794.075775,21,3.5,1329.33,0.5994,vtrend_trail_stop,vtrend_entry,0.026275,chop,on,827.777531,0.024725,0.016085,0.899415,4.4316,0.4926,5.666256,0.62988,1.152852,4.513404,0.796541,2025-06-09T20:00:00Z,15,False,5.666256,0.62988,winner,True
177,2025-06-13T08:00:00Z,2025-06-17T16:00:00Z,104999.931234,104137.40444,26,4.333,-2495.55,-1.1185,vtrend_trail_stop,vtrend_entry,0.030295,chop,off,1225.689367,0.006812,0.86517,-0.899328,3.7642,0.8399,3.224674,0.719539,-0.703707,3.928382,1.218226,2025-06-16T20:00:00Z,4,False,1.021522,0.719539,late_exit_giveback,False
178,2025-06-26T04:00:00Z,2025-07-01T16:00:00Z,107961.670753,105849.261299,33,5.5,-4964.45,-2.2503,vtrend_trail_stop,vtrend_entry,0.229967,chop,on,1242.685852,0.027433,0.011304,2.34624,0.7672,2.1658,0.666556,1.881635,-1.699874,2.36643,3.550236,2025-06-30T00:00:00Z,9,True,0.171555,1.225845,false_breakout,False
179,2025-07-02T16:00:00Z,2025-07-15T04:00:00Z,108846.514934,117031.340827,75,12.5,15521.21,7.1975,vtrend_trail_stop,vtrend_entry,0.117747,chop,off,906.833394,0.005506,1.009056,3.02614,13.2034,1.4714,15.847988,1.766052,9.025722,6.822267,0.430482,2025-07-14T04:00:00Z,5,False,1.855539,0.348592,winner,True
180,2025-07-15T08:00:00Z,2025-07-25T04:00:00Z,116895.938325,115304.259205,59,9.833,-3830.66,-1.6571,vtrend_trail_stop,vtrend_entry,0.243671,chop,on,1428.791447,0.001991,3.890771,3.652743,3.5098,1.3389,2.871498,1.095386,-1.114004,3.985502,1.387952,2025-07-17T20:00:00Z,43,False,1.116168,0.811188,late_exit_giveback,False
181,2025-07-27T04:00:00Z,2025-08-01T00:00:00Z,118301.042376,115648.334871,29,4.833,-5763.38,-2.5352,vtrend_trail_stop,vtrend_entry,0.060364,chop,on,1043.696968,0.000638,1.649605,2.120224,1.2671,2.3677,1.4362,2.68377,-2.541645,3.977845,2.769701,2025-07-28T00:00:00Z,23,False,1.4362,0.422596,trail_stop_noise,False
182,2025-08-09T16:00:00Z,2025-08-14T16:00:00Z,117009.401703,118139.032304,30,5.0,1468.98,0.663,vtrend_trail_stop,vtrend_entry,0.138214,chop,on,906.881852,0.007504,0.073404,1.255336,6.3795,0.5551,8.231059,0.716203,1.24562,6.985439,0.848668,2025-08-14T00:00:00Z,3,False,2.320631,0.716203,winner,True
183,2025-09-11T04:00:00Z,2025-09-21T12:00:00Z,114514.43861,115487.875451,62,10.333,1222.18,0.548,vtrend_trail_stop,vtrend_entry,0.253331,transition,on,943.899155,0.020862,0.064057,2.6306,2.9564,0.947,3.586783,1.148892,1.031293,2.55549,0.712474,2025-09-18T16:00:00Z,16,True,1.925387,1.148892,winner,True
184,2025-10-01T16:00:00Z,2025-10-08T00:00:00Z,117541.183086,121211.657373,38,6.333,6310.38,2.8138,vtrend_trail_stop,vtrend_entry,0.616081,trend,on,988.362507,0.005077,0.037558,4.541755,7.3663,0.6948,8.760396,0.826238,3.713692,5.046704,0.576082,2025-10-06T16:00:00Z,7,False,2.397508,0.826238,winner,True
185,2025-10-08T12:00:00Z,2025-10-10T20:00:00Z,123007.054861,116544.867665,14,2.333,-12767.69,-5.5373,vtrend_trail_stop,vtrend_entry,0.131829,chop,on,1313.337613,0.010437,3.401274,4.098001,0.9676,5.7351,0.906237,5.371494,-4.920431,5.826668,6.429519,2025-10-08T16:00:00Z,12,True,0.906237,1.417431,false_breakout,False
186,2025-10-27T20:00:00Z,2025-10-29T20:00:00Z,115057.611376,110529.38766,12,2.0,-9198.83,-4.2234,vtrend_trail_stop,vtrend_entry,0.562933,trend,on,1104.97061,0.031228,0.088605,2.537731,0.8938,5.091,0.930693,5.301147,-4.098049,5.028742,5.403222,2025-10-28T12:00:00Z,7,True,0.930693,1.424754,false_breakout,False
187,2025-10-30T04:00:00Z,2025-10-30T12:00:00Z,110862.259168,109607.500239,2,0.333,-2978.89,-1.428,vtrend_trend_exit,vtrend_entry,0.017729,chop,off,1385.705463,0.003982,0.057067,-1.080875,0.6582,2.6494,0.52662,2.119642,-0.905502,1.432122,2.719458,2025-10-30T04:00:00Z,1,False,0.52662,2.119642,other_loss,False
188,2026-01-03T04:00:00Z,2026-01-08T04:00:00Z,90411.57381,90722.609303,30,5.0,89.33,0.0434,vtrend_trail_stop,vtrend_entry,0.01706,chop,on,822.34319,0.035008,0.090627,2.223266,4.8418,1.214,5.323211,1.334679,0.378231,4.94498,0.928947,2026-01-05T20:00:00Z,13,True,1.457538,1.334679,winner,True
189,2026-01-09T00:00:00Z,2026-01-18T08:00:00Z,91191.122775,94933.265487,56,9.333,7800.42,3.7918,vtrend_trail_stop,vtrend_entry,0.031179,chop,on,1108.36008,0.013854,1.29139,1.038204,7.3838,1.641,6.075072,1.350159,3.376288,2.698784,0.444239,2026-01-14T20:00:00Z,20,True,0.804276,1.350159,winner,True
190,2026-01-18T20:00:00Z,2026-01-19T04:00:00Z,95476.394835,92597.413093,2,0.333,-7058.75,-3.3059,vtrend_trail_stop,vtrend_entry,0.089178,chop,on,670.563475,0.00216,3.585555,4.430103,0.0573,3.7352,0.081611,5.318206,-4.293377,4.374988,53.608005,2026-01-18T20:00:00Z,1,True,0.081611,5.318206,false_breakout,False
191,2026-01-19T12:00:00Z,2026-01-20T20:00:00Z,93285.175258,89636.066661,8,1.333,-8670.55,-4.1996,vtrend_trail_stop,vtrend_entry,0.116755,chop,on,795.835208,0.001775,2.437541,0.931526,0.1445,4.2801,0.169413,5.016987,-4.585257,4.754669,28.065571,2026-01-19T16:00:00Z,6,True,0.169413,3.257176,false_breakout,False
192,2026-01-21T08:00:00Z,2026-01-21T16:00:00Z,89303.196263,90197.774532,2,0.333,1382.91,0.6992,vtrend_trend_exit,vtrend_entry,0.480873,trend,off,1035.245516,0.002816,0.233465,-2.869449,1.423,1.239,1.227539,1.068806,0.864122,0.363417,0.296053,2026-01-21T12:00:00Z,0,False,1.227539,1.068806,winner,True
