episode_id,trade_id,entry_ts,exit_ts,pnl_usd,return_pct,failure_mode,exit_reason,entry_context,entry_d1_regime,is_winner
10,31,2020-02-18T08:00:00Z,2020-02-20T12:00:00Z,-703.84,-2.7895,late_exit_giveback,vtrend_trail_stop,chop,on,False
10,32,2020-02-20T16:00:00Z,2020-02-25T16:00:00Z,-579.22,-2.3615,late_exit_giveback,vtrend_trail_stop,chop,off,False
10,33,2020-04-03T16:00:00Z,2020-04-10T12:00:00Z,536.86,2.2417,winner,vtrend_trail_stop,chop,on,True
10,34,2020-04-12T20:00:00Z,2020-04-15T16:00:00Z,-1527.4,-6.238,false_breakout,vtrend_trail_stop,chop,on,False
10,35,2020-04-15T20:00:00Z,2020-04-20T20:00:00Z,17.64,0.0768,winner,vtrend_trail_stop,chop,on,True
10,36,2020-04-23T12:00:00Z,2020-05-10T04:00:00Z,4656.49,20.2671,winner,vtrend_trail_stop,chop,on,True
10,37,2020-05-11T04:00:00Z,2020-05-21T16:00:00Z,1083.4,3.9208,winner,vtrend_trail_stop,chop,on,True
10,38,2020-05-22T12:00:00Z,2020-05-25T00:00:00Z,-1539.29,-5.3605,trail_stop_noise,vtrend_trail_stop,chop,off,False
10,39,2020-05-25T20:00:00Z,2020-05-26T00:00:00Z,-219.47,-0.8076,other_loss,vtrend_trend_exit,transition,off,False
10,40,2020-05-28T20:00:00Z,2020-06-02T16:00:00Z,-89.5,-0.332,late_exit_giveback,vtrend_trail_stop,chop,on,False
10,41,2020-06-04T00:00:00Z,2020-06-11T20:00:00Z,-1199.84,-4.4658,trail_stop_noise,vtrend_trail_stop,chop,on,False
10,42,2020-06-13T00:00:00Z,2020-06-15T00:00:00Z,-459.53,-1.7903,slow_trend_reversal,vtrend_trend_exit,chop,off,False
10,43,2020-06-23T20:00:00Z,2020-06-24T16:00:00Z,-1140.59,-4.5247,false_breakout,vtrend_trail_stop,chop,on,False
10,44,2020-07-09T00:00:00Z,2020-07-10T08:00:00Z,-833.35,-3.4626,false_breakout,vtrend_trail_stop,transition,on,False
10,45,2020-07-11T00:00:00Z,2020-07-11T12:00:00Z,-334.83,-1.4411,false_breakout,vtrend_trend_exit,chop,off,False
10,46,2020-07-25T20:00:00Z,2020-08-03T00:00:00Z,3176.57,13.872,winner,vtrend_trail_stop,trend,on,True
10,47,2020-08-03T04:00:00Z,2020-08-11T20:00:00Z,454.22,1.7419,winner,vtrend_trail_stop,chop,on,True
10,48,2020-08-12T12:00:00Z,2020-08-19T04:00:00Z,735.29,2.7716,winner,vtrend_trail_stop,chop,on,True
10,49,2020-08-19T12:00:00Z,2020-08-25T16:00:00Z,-1104.42,-4.0507,false_breakout,vtrend_trail_stop,chop,on,False
10,50,2020-08-26T04:00:00Z,2020-08-27T08:00:00Z,-36.73,-0.1404,other_loss,vtrend_trend_exit,transition,off,False
10,51,2020-08-31T00:00:00Z,2020-09-02T12:00:00Z,-807.62,-3.0915,late_exit_giveback,vtrend_trail_stop,transition,off,False
10,52,2020-09-18T08:00:00Z,2020-09-21T12:00:00Z,-856.8,-3.3844,trail_stop_noise,vtrend_trail_stop,transition,on,False
10,53,2020-09-28T16:00:00Z,2020-10-02T08:00:00Z,-1039.54,-4.25,false_breakout,vtrend_trail_stop,transition,on,False
10,54,2020-10-09T00:00:00Z,2020-10-29T12:00:00Z,4418.33,18.8656,winner,vtrend_trail_stop,transition,off,True
10,55,2020-10-29T16:00:00Z,2020-11-26T08:00:00Z,8465.6,30.4098,winner,vtrend_trail_stop,chop,on,True
11,55,2020-10-29T16:00:00Z,2020-11-26T08:00:00Z,8465.6,30.4098,winner,vtrend_trail_stop,chop,on,True
11,56,2020-11-27T20:00:00Z,2020-12-08T12:00:00Z,4032.08,11.1064,winner,vtrend_trail_stop,chop,on,True
12,56,2020-11-27T20:00:00Z,2020-12-08T12:00:00Z,4032.08,11.1064,winner,vtrend_trail_stop,chop,on,True
12,57,2020-12-11T00:00:00Z,2021-01-11T08:00:00Z,35234.52,87.3524,winner,vtrend_trail_stop,chop,on,True
13,57,2020-12-11T00:00:00Z,2021-01-11T08:00:00Z,35234.52,87.3524,winner,vtrend_trail_stop,chop,on,True
14,57,2020-12-11T00:00:00Z,2021-01-11T08:00:00Z,35234.52,87.3524,winner,vtrend_trail_stop,chop,on,True
15,57,2020-12-11T00:00:00Z,2021-01-11T08:00:00Z,35234.52,87.3524,winner,vtrend_trail_stop,chop,on,True
15,58,2021-01-12T04:00:00Z,2021-01-17T08:00:00Z,-858.44,-1.1359,late_exit_giveback,vtrend_trail_stop,chop,on,False
15,59,2021-01-17T20:00:00Z,2021-01-21T12:00:00Z,-7522.07,-10.0681,trail_stop_noise,vtrend_trail_stop,chop,on,False
15,60,2021-02-01T12:00:00Z,2021-02-01T16:00:00Z,-2336.52,-3.4775,other_loss,vtrend_trend_exit,chop,off,False
15,61,2021-02-02T04:00:00Z,2021-02-23T08:00:00Z,30618.08,47.2111,winner,vtrend_trail_stop,chop,on,True
16,61,2021-02-02T04:00:00Z,2021-02-23T08:00:00Z,30618.08,47.2111,winner,vtrend_trail_stop,chop,on,True
17,61,2021-02-02T04:00:00Z,2021-02-23T08:00:00Z,30618.08,47.2111,winner,vtrend_trail_stop,chop,on,True
17,62,2021-02-24T00:00:00Z,2021-02-28T04:00:00Z,-8750.07,-9.1651,trail_stop_noise,vtrend_trail_stop,chop,on,False
17,63,2021-03-02T08:00:00Z,2021-03-16T00:00:00Z,12553.43,14.4756,winner,vtrend_trail_stop,chop,on,True
17,64,2021-03-18T00:00:00Z,2021-03-22T20:00:00Z,-6175.79,-6.2209,trail_stop_noise,vtrend_trail_stop,chop,on,False
17,65,2021-03-23T00:00:00Z,2021-03-25T12:00:00Z,-3753.04,-4.0312,late_exit_giveback,vtrend_trail_stop,transition,on,False
17,66,2021-03-28T16:00:00Z,2021-04-07T12:00:00Z,-503.21,-0.5632,late_exit_giveback,vtrend_trail_stop,chop,on,False
17,67,2021-04-08T20:00:00Z,2021-04-17T12:00:00Z,4386.9,4.9378,winner,vtrend_trail_stop,chop,off,True
17,68,2021-05-02T16:00:00Z,2021-05-04T16:00:00Z,-5042.42,-5.4086,trail_stop_noise,vtrend_trail_stop,chop,on,False
17,69,2021-05-05T16:00:00Z,2021-05-12T20:00:00Z,-5309.98,-6.0212,trail_stop_noise,vtrend_trail_stop,chop,off,False
17,70,2021-07-25T12:00:00Z,2021-08-02T20:00:00Z,11042.79,13.3242,winner,vtrend_trail_stop,trend,on,True
17,71,2021-08-04T08:00:00Z,2021-08-18T00:00:00Z,16495.98,17.5638,winner,vtrend_trail_stop,chop,on,True
18,71,2021-08-04T08:00:00Z,2021-08-18T00:00:00Z,16495.98,17.5638,winner,vtrend_trail_stop,chop,on,True
18,72,2021-08-18T16:00:00Z,2021-08-25T00:00:00Z,3894.78,3.5274,winner,vtrend_trail_stop,chop,on,True
19,72,2021-08-18T16:00:00Z,2021-08-25T00:00:00Z,3894.78,3.5274,winner,vtrend_trail_stop,chop,on,True
19,73,2021-08-27T04:00:00Z,2021-09-07T16:00:00Z,-973.79,-0.8519,other_loss,vtrend_trail_stop,chop,on,False
20,73,2021-08-27T04:00:00Z,2021-09-07T16:00:00Z,-973.79,-0.8519,other_loss,vtrend_trail_stop,chop,on,False
20,74,2021-09-18T08:00:00Z,2021-09-20T04:00:00Z,-7707.19,-6.8002,false_breakout,vtrend_trail_stop,transition,on,False
20,75,2021-10-02T12:00:00Z,2021-10-22T00:00:00Z,31455.23,29.7787,winner,vtrend_trail_stop,chop,on,True
21,75,2021-10-02T12:00:00Z,2021-10-22T00:00:00Z,31455.23,29.7787,winner,vtrend_trail_stop,chop,on,True
21,76,2021-10-25T00:00:00Z,2021-10-27T08:00:00Z,-2706.08,-1.974,late_exit_giveback,vtrend_trail_stop,chop,on,False
21,77,2021-10-28T16:00:00Z,2021-11-06T08:00:00Z,-1430.72,-1.0647,late_exit_giveback,vtrend_trail_stop,chop,off,False
21,78,2021-11-06T20:00:00Z,2021-11-12T08:00:00Z,6500.28,4.8893,winner,vtrend_trail_stop,chop,on,True
22,78,2021-11-06T20:00:00Z,2021-11-12T08:00:00Z,6500.28,4.8893,winner,vtrend_trail_stop,chop,on,True
22,79,2021-11-15T04:00:00Z,2021-11-16T04:00:00Z,-10841.88,-7.7748,trail_stop_noise,vtrend_trail_stop,chop,on,False
22,80,2021-12-26T00:00:00Z,2021-12-28T16:00:00Z,-4353.98,-3.3855,late_exit_giveback,vtrend_trail_stop,transition,on,False
22,81,2022-02-05T20:00:00Z,2022-02-12T16:00:00Z,1103.39,0.888,winner,vtrend_trail_stop,transition,on,True
22,82,2022-02-15T00:00:00Z,2022-02-17T16:00:00Z,-2415.43,-1.9269,late_exit_giveback,vtrend_trail_stop,chop,on,False
22,83,2022-03-01T16:00:00Z,2022-03-04T16:00:00Z,-8879.88,-7.2229,trail_stop_noise,vtrend_trail_stop,trend,on,False
22,84,2022-03-17T16:00:00Z,2022-03-31T20:00:00Z,12737.48,11.1673,winner,vtrend_trail_stop,chop,on,True
22,85,2022-04-01T20:00:00Z,2022-04-06T16:00:00Z,-6601.19,-5.206,trail_stop_noise,vtrend_trail_stop,chop,on,False
22,86,2022-04-07T12:00:00Z,2022-04-09T00:00:00Z,-4738.66,-3.9424,false_breakout,vtrend_trend_exit,transition,off,False
22,87,2022-07-18T08:00:00Z,2022-07-23T12:00:00Z,-656.67,-0.5688,late_exit_giveback,vtrend_trail_stop,transition,off,False
22,88,2022-07-24T00:00:00Z,2022-07-26T00:00:00Z,-6361.65,-5.5414,trail_stop_noise,vtrend_trail_stop,chop,on,False
22,89,2022-07-27T08:00:00Z,2022-08-01T20:00:00Z,7593.57,7.0025,winner,vtrend_trail_stop,transition,off,True
22,90,2022-08-03T16:00:00Z,2022-08-09T16:00:00Z,-1951.96,-1.6822,trail_stop_noise,vtrend_trail_stop,chop,on,False
22,91,2022-08-10T12:00:00Z,2022-08-17T16:00:00Z,754.25,0.6611,winner,vtrend_trail_stop,chop,on,True
22,92,2022-08-18T04:00:00Z,2022-08-19T08:00:00Z,-8017.68,-6.9818,false_breakout,vtrend_trail_stop,transition,off,False
22,93,2022-09-11T16:00:00Z,2022-09-13T16:00:00Z,-4522.02,-4.2334,other_loss,vtrend_trail_stop,transition,on,False
22,94,2022-09-13T20:00:00Z,2022-09-15T16:00:00Z,-3257.62,-3.1845,false_breakout,vtrend_trend_exit,chop,on,False
22,95,2022-10-05T04:00:00Z,2022-10-07T20:00:00Z,-4063.42,-4.1029,false_breakout,vtrend_trail_stop,chop,on,False
22,96,2022-10-09T12:00:00Z,2022-10-09T16:00:00Z,-146.43,-0.1542,other_loss,vtrend_trend_exit,chop,off,False
22,97,2022-10-25T20:00:00Z,2022-11-03T00:00:00Z,-1051.95,-1.1093,late_exit_giveback,vtrend_trail_stop,trend,off,False
22,98,2022-11-03T04:00:00Z,2022-11-07T08:00:00Z,1022.94,1.0908,winner,vtrend_trail_stop,chop,on,True
22,99,2022-12-07T00:00:00Z,2022-12-07T08:00:00Z,-2271.88,-2.3965,false_breakout,vtrend_trend_exit,chop,off,False
22,100,2022-12-09T08:00:00Z,2022-12-12T08:00:00Z,-2002.24,-2.1639,trail_stop_noise,vtrend_trail_stop,chop,on,False
22,101,2022-12-12T12:00:00Z,2022-12-15T16:00:00Z,1875.88,2.0722,winner,vtrend_trail_stop,chop,on,True
22,102,2022-12-17T16:00:00Z,2022-12-18T00:00:00Z,-38.28,-0.0414,other_loss,vtrend_trend_exit,chop,off,False
22,103,2023-01-09T00:00:00Z,2023-01-30T20:00:00Z,29893.26,32.3648,winner,vtrend_trail_stop,transition,on,True
22,104,2023-01-31T16:00:00Z,2023-02-05T16:00:00Z,-740.66,-0.6058,late_exit_giveback,vtrend_trail_stop,chop,on,False
22,105,2023-02-06T12:00:00Z,2023-02-09T20:00:00Z,-5083.67,-4.1835,late_exit_giveback,vtrend_trail_stop,chop,on,False
22,106,2023-02-16T04:00:00Z,2023-02-17T00:00:00Z,-6266.96,-5.3825,trail_stop_noise,vtrend_trail_stop,trend,on,False
22,107,2023-02-18T00:00:00Z,2023-02-22T16:00:00Z,-4356.62,-3.9546,trail_stop_noise,vtrend_trail_stop,transition,on,False
22,108,2023-02-23T04:00:00Z,2023-02-25T00:00:00Z,-5998.71,-5.6694,false_breakout,vtrend_trail_stop,chop,on,False
22,109,2023-02-26T20:00:00Z,2023-03-03T04:00:00Z,-5483.17,-5.4936,trail_stop_noise,vtrend_trail_stop,chop,off,False
22,110,2023-03-14T16:00:00Z,2023-03-27T16:00:00Z,3186.57,3.3782,winner,vtrend_trail_stop,transition,on,True
22,111,2023-03-28T00:00:00Z,2023-04-08T20:00:00Z,2372.54,2.433,winner,vtrend_trail_stop,chop,on,True
22,112,2023-04-09T04:00:00Z,2023-04-17T08:00:00Z,5922.27,5.929,winner,vtrend_trail_stop,chop,on,True
22,113,2023-04-18T08:00:00Z,2023-04-19T20:00:00Z,-2467.28,-2.3318,late_exit_giveback,vtrend_trail_stop,chop,on,False
22,114,2023-04-21T16:00:00Z,2023-04-22T00:00:00Z,-3367.84,-3.259,false_breakout,vtrend_trend_exit,transition,off,False
22,115,2023-04-30T08:00:00Z,2023-05-01T16:00:00Z,-4223.13,-4.2243,trail_stop_noise,vtrend_trail_stop,transition,on,False
22,116,2023-05-04T04:00:00Z,2023-05-08T00:00:00Z,-2660.74,-2.7788,trail_stop_noise,vtrend_trail_stop,chop,on,False
22,117,2023-05-30T00:00:00Z,2023-05-31T16:00:00Z,-3218.82,-3.4578,trail_stop_noise,vtrend_trail_stop,transition,on,False
22,118,2023-06-20T12:00:00Z,2023-06-29T00:00:00Z,10084.54,11.2212,winner,vtrend_trail_stop,trend,on,True
22,119,2023-06-29T08:00:00Z,2023-07-05T16:00:00Z,-446.67,-0.4469,late_exit_giveback,vtrend_trail_stop,chop,on,False
22,120,2023-07-06T00:00:00Z,2023-07-10T08:00:00Z,-1770.89,-1.7796,late_exit_giveback,vtrend_trail_stop,chop,on,False
22,121,2023-07-10T20:00:00Z,2023-07-14T20:00:00Z,-2765.09,-2.8291,late_exit_giveback,vtrend_trail_stop,chop,on,False
22,122,2023-07-15T00:00:00Z,2023-07-20T00:00:00Z,-1729.39,-1.8209,slow_trend_reversal,vtrend_trend_exit,chop,on,False
22,123,2023-09-17T12:00:00Z,2023-09-22T00:00:00Z,-460.16,-0.4935,late_exit_giveback,vtrend_trail_stop,chop,on,False
22,124,2023-09-24T20:00:00Z,2023-09-26T00:00:00Z,-966.71,-1.0419,false_breakout,vtrend_trend_exit,transition,on,False
22,125,2023-09-28T20:00:00Z,2023-10-03T16:00:00Z,368.0,0.4008,winner,vtrend_trail_stop,chop,off,True
22,126,2023-10-04T04:00:00Z,2023-10-11T00:00:00Z,-594.56,-0.645,late_exit_giveback,vtrend_trail_stop,chop,on,False
22,127,2023-10-12T00:00:00Z,2023-10-13T04:00:00Z,-774.98,-0.8461,false_breakout,vtrend_trend_exit,transition,on,False
22,128,2023-10-16T16:00:00Z,2023-11-14T20:00:00Z,22825.87,25.1346,winner,vtrend_trail_stop,trend,on,True
22,129,2023-11-15T12:00:00Z,2023-11-16T20:00:00Z,-1565.01,-1.3772,late_exit_giveback,vtrend_trail_stop,chop,on,False
22,130,2023-11-17T04:00:00Z,2023-11-22T00:00:00Z,-2828.03,-2.5233,trail_stop_noise,vtrend_trail_stop,chop,on,False
22,131,2023-11-22T04:00:00Z,2023-11-27T12:00:00Z,1415.12,1.2953,winner,vtrend_trail_stop,chop,off,True
22,132,2023-11-27T20:00:00Z,2023-12-11T08:00:00Z,15140.46,13.6817,winner,vtrend_trail_stop,chop,on,True
22,133,2023-12-12T00:00:00Z,2023-12-18T00:00:00Z,-259.6,-0.2064,late_exit_giveback,vtrend_trail_stop,transition,on,False
22,134,2023-12-18T16:00:00Z,2023-12-26T16:00:00Z,2781.06,2.2152,winner,vtrend_trail_stop,chop,on,True
22,135,2023-12-26T20:00:00Z,2024-01-03T20:00:00Z,838.34,0.6533,winner,vtrend_trail_stop,transition,on,True
22,136,2024-01-06T00:00:00Z,2024-01-12T20:00:00Z,-2602.21,-2.0147,late_exit_giveback,vtrend_trail_stop,chop,on,False
22,137,2024-01-14T08:00:00Z,2024-01-15T00:00:00Z,-4376.16,-3.4578,false_breakout,vtrend_trend_exit,transition,off,False
22,138,2024-01-30T12:00:00Z,2024-03-05T20:00:00Z,49299.89,40.3488,winner,vtrend_trail_stop,trend,on,True
23,138,2024-01-30T12:00:00Z,2024-03-05T20:00:00Z,49299.89,40.3488,winner,vtrend_trail_stop,trend,on,True
23,139,2024-03-06T08:00:00Z,2024-03-16T20:00:00Z,-253.78,-0.148,late_exit_giveback,vtrend_trail_stop,chop,on,False
23,140,2024-03-17T12:00:00Z,2024-03-19T12:00:00Z,-10712.27,-6.2561,trail_stop_noise,vtrend_trail_stop,chop,on,False
23,141,2024-03-21T00:00:00Z,2024-03-23T12:00:00Z,-8360.05,-5.2082,false_breakout,vtrend_trend_exit,chop,off,False
23,142,2024-03-25T04:00:00Z,2024-04-01T16:00:00Z,1235.37,0.8119,winner,vtrend_trail_stop,transition,on,True
23,143,2024-04-01T20:00:00Z,2024-04-02T12:00:00Z,-9586.25,-6.2494,false_breakout,vtrend_trail_stop,chop,on,False
23,144,2024-04-02T16:00:00Z,2024-04-04T08:00:00Z,1932.43,1.3438,winner,vtrend_trend_exit,transition,on,True
23,145,2024-04-05T00:00:00Z,2024-04-05T12:00:00Z,-4982.34,-3.4187,false_breakout,vtrend_trend_exit,chop,off,False
23,146,2024-04-05T16:00:00Z,2024-04-10T12:00:00Z,1048.66,0.745,winner,vtrend_trail_stop,chop,on,True
23,147,2024-05-16T08:00:00Z,2024-05-23T16:00:00Z,3417.1,2.4097,winner,vtrend_trail_stop,trend,on,True
23,148,2024-05-24T04:00:00Z,2024-05-29T16:00:00Z,-1815.52,-1.2502,late_exit_giveback,vtrend_trail_stop,chop,on,False
23,149,2024-05-29T20:00:00Z,2024-06-08T12:00:00Z,3737.68,2.6063,winner,vtrend_trail_stop,chop,on,True
23,150,2024-06-08T20:00:00Z,2024-06-11T08:00:00Z,-4717.35,-3.2059,trail_stop_noise,vtrend_trail_stop,chop,on,False
23,151,2024-06-11T20:00:00Z,2024-06-13T08:00:00Z,-42.26,-0.0297,late_exit_giveback,vtrend_trend_exit,transition,on,False
23,152,2024-07-16T04:00:00Z,2024-07-25T00:00:00Z,654.86,0.4599,winner,vtrend_trail_stop,trend,on,True
23,153,2024-07-26T04:00:00Z,2024-07-30T12:00:00Z,-1706.96,-1.1933,late_exit_giveback,vtrend_trail_stop,chop,on,False
23,154,2024-08-23T16:00:00Z,2024-08-27T16:00:00Z,-302.47,-0.214,late_exit_giveback,vtrend_trail_stop,chop,on,False
23,155,2024-08-29T12:00:00Z,2024-08-29T20:00:00Z,-2593.53,-1.839,other_loss,vtrend_trend_exit,transition,off,False
23,156,2024-09-15T16:00:00Z,2024-09-16T16:00:00Z,-6292.34,-4.5453,false_breakout,vtrend_trail_stop,transition,on,False
23,157,2024-09-16T20:00:00Z,2024-09-30T12:00:00Z,12673.49,9.5906,winner,vtrend_trail_stop,chop,on,True
23,158,2024-09-30T20:00:00Z,2024-10-02T00:00:00Z,-6811.98,-4.7038,false_breakout,vtrend_trail_stop,chop,on,False
23,159,2024-10-02T04:00:00Z,2024-10-04T04:00:00Z,-2463.92,-1.7854,false_breakout,vtrend_trend_exit,transition,off,False
23,160,2024-10-07T04:00:00Z,2024-10-09T20:00:00Z,-5980.05,-4.4119,trail_stop_noise,vtrend_trail_stop,chop,on,False
23,161,2024-10-13T08:00:00Z,2024-10-23T08:00:00Z,7577.53,5.8485,winner,vtrend_trail_stop,chop,on,True
23,162,2024-10-24T20:00:00Z,2024-10-31T20:00:00Z,2876.31,2.0973,winner,vtrend_trail_stop,chop,on,True
23,163,2024-11-02T20:00:00Z,2024-11-25T20:00:00Z,49728.62,35.5162,winner,vtrend_trail_stop,chop,on,True
24,163,2024-11-02T20:00:00Z,2024-11-25T20:00:00Z,49728.62,35.5162,winner,vtrend_trail_stop,chop,on,True
24,164,2024-11-26T16:00:00Z,2024-12-09T12:00:00Z,9784.95,5.1569,winner,vtrend_trail_stop,chop,on,True
25,164,2024-11-26T16:00:00Z,2024-12-09T12:00:00Z,9784.95,5.1569,winner,vtrend_trail_stop,chop,on,True
25,165,2024-12-09T20:00:00Z,2024-12-19T00:00:00Z,5414.06,2.7134,winner,vtrend_trail_stop,chop,on,True
26,165,2024-12-09T20:00:00Z,2024-12-19T00:00:00Z,5414.06,2.7134,winner,vtrend_trail_stop,chop,on,True
26,166,2024-12-20T00:00:00Z,2024-12-22T12:00:00Z,-1776.59,-0.8669,false_breakout,vtrend_trend_exit,chop,on,False
26,167,2025-01-06T04:00:00Z,2025-01-07T16:00:00Z,-3228.63,-1.5891,other_loss,vtrend_trail_stop,transition,on,False
26,168,2025-01-16T04:00:00Z,2025-01-23T12:00:00Z,3935.37,1.9683,winner,vtrend_trail_stop,transition,on,True
26,169,2025-01-24T00:00:00Z,2025-01-27T04:00:00Z,-5926.14,-2.9068,trail_stop_noise,vtrend_trail_stop,chop,on,False
26,170,2025-01-28T20:00:00Z,2025-02-01T20:00:00Z,-2438.44,-1.2319,late_exit_giveback,vtrend_trail_stop,chop,on,False
26,171,2025-03-27T04:00:00Z,2025-03-28T16:00:00Z,-9005.49,-4.6062,false_breakout,vtrend_trail_stop,chop,on,False
26,172,2025-04-14T20:00:00Z,2025-05-05T00:00:00Z,19511.38,10.4616,winner,vtrend_trail_stop,chop,on,True
26,173,2025-05-06T00:00:00Z,2025-05-25T12:00:00Z,26077.38,12.658,winner,vtrend_trail_stop,chop,on,True
27,173,2025-05-06T00:00:00Z,2025-05-25T12:00:00Z,26077.38,12.658,winner,vtrend_trail_stop,chop,on,True
27,174,2025-05-27T00:00:00Z,2025-05-29T20:00:00Z,-8971.94,-3.8657,false_breakout,vtrend_trail_stop,chop,on,False
27,175,2025-05-30T20:00:00Z,2025-06-05T16:00:00Z,-1344.06,-0.6024,other_loss,vtrend_trend_exit,chop,on,False
27,176,2025-06-09T00:00:00Z,2025-06-12T12:00:00Z,1329.33,0.5994,winner,vtrend_trail_stop,chop,on,True
