policy,family,template,support_signal,fold,oos_sharpe,oos_cagr,oos_mdd,oos_trades,delta_sharpe_vs_vdo,delta_sharpe_vs_core,train_sharpe,train_cagr,train_mdd,train_trades,weak_thr,weak_q,direction,threshold,neg_thr,neg_q
train_veto_ema12_vol_surprise_quote_28,train_veto_1signal,weak_vdo_require_support,ema12_vol_surprise_quote_28,3,1.818573333257709,0.6554226646434065,-0.13236946834247343,28,0.0,0.6242986449100951,1.5689594089265277,0.7226778742531839,-0.3886155944906674,150,0.0023551379207772706,0.25,ge,0.7590191588326289,,
train_veto_ema12_vol_surprise_quote_28,train_veto_1signal,weak_vdo_require_support,ema12_vol_surprise_quote_28,4,-0.05384756169525521,-0.021668741807251868,-0.12775209903264362,12,-0.03169025639092056,0.41488773691790826,1.6019112566590592,0.7197248215154113,-0.3886155944906674,178,0.006063720771229266,0.5,ge,0.7434766269810058,,
train_rescue_ema12_vol_surprise_quote_28,train_rescue_1signal,weak_negative_rescue,ema12_vol_surprise_quote_28,1,0.7312590225254283,0.20646011371540274,-0.33691092664093725,31,0.1245795629282953,0.7659795299729134,2.043716687183519,1.3151581324130581,-0.3544372732128779,75,,,le,0.8970748832451417,-0.007145423816845051,0.5
train_rescue_ema12_vol_surprise_quote_28,train_rescue_1signal,weak_negative_rescue,ema12_vol_surprise_quote_28,2,1.5915144756170454,0.6154627280806044,-0.31083446776565615,47,0.05400887810073085,0.0463269894213163,1.6418509473196388,0.8248624367656365,-0.3924386626250953,106,,,le,0.8927692932877356,-0.006433920666450349,0.5
train_rescue_ema12_vol_surprise_quote_28,train_rescue_1signal,weak_negative_rescue,ema12_vol_surprise_quote_28,3,1.6595865312122091,0.583489662140878,-0.1351702242995061,29,-0.15898680204549986,0.46531184286459526,1.6241153832956234,0.7687214589651861,-0.3924386626250953,153,,,le,0.8841886587131182,-0.0061312594611683344,0.5
train_rescue_ema12_vol_surprise_quote_28,train_rescue_1signal,weak_negative_rescue,ema12_vol_surprise_quote_28,4,-0.022157305304334646,-0.01664756943298129,-0.12477834959494816,12,0.0,0.44657799330882886,1.6254192578804547,0.7428312358289946,-0.3924386626250953,182,,,le,0.8815384385534494,-0.006550473689606984,0.5
train_veto_ema28_net_quote_norm_28,train_veto_1signal,weak_vdo_require_support,ema28_net_quote_norm_28,1,1.0235793334572933,0.28637576058145076,-0.2235326348933112,20,0.41689987386016036,1.0582998409047784,1.9630030080132368,1.1703131792661163,-0.3661784239590652,70,0.00648105072393846,0.5,le,-0.006346208089642086,,
train_veto_ema28_net_quote_norm_28,train_veto_1signal,weak_vdo_require_support,ema28_net_quote_norm_28,2,1.8287448620669073,0.6913766599692548,-0.2268147861089823,40,0.2912392645505928,0.28355737587117824,1.5913206486168852,0.762109697571745,-0.3613878382071005,96,0.005799748872026572,0.5,le,-0.003098865525210129,,
train_veto_ema28_net_quote_norm_28,train_veto_1signal,weak_vdo_require_support,ema28_net_quote_norm_28,3,1.7564096152274062,0.6202282507384296,-0.13236946834247332,28,-0.06216371803030274,0.5621349268797924,1.6215587580486666,0.7307901273112365,-0.3613878382071005,133,0.005663060405662071,0.5,le,-0.003889516226102676,,
train_veto_ema28_net_quote_norm_28,train_veto_1signal,weak_vdo_require_support,ema28_net_quote_norm_28,4,-0.022157305304334646,-0.01664756943298129,-0.12477834959494816,12,0.0,0.44657799330882886,1.657321099577316,0.7258358569222454,-0.3613878382071002,160,0.006063720771229266,0.5,le,-0.004610160003711438,,
train_rescue_ema28_net_quote_norm_28,train_rescue_1signal,weak_negative_rescue,ema28_net_quote_norm_28,1,0.6240699532490368,0.16322953691525344,-0.3590255405693936,31,0.017390493651903816,0.6587904606965219,2.0619531448933657,1.3216709137292515,-0.3886155944906676,77,,,le,-0.014318507210654073,-0.003284155792246462,0.25
train_rescue_ema28_net_quote_norm_28,train_rescue_1signal,weak_negative_rescue,ema28_net_quote_norm_28,2,1.5134742403964432,0.5764234019170922,-0.30918733110768204,50,-0.024031357119871366,-0.031713245799285916,1.6584096045635266,0.8508756979156353,-0.3886155944906676,108,,,le,-0.033933515478856174,-0.006433920666450349,0.5
train_rescue_ema28_net_quote_norm_28,train_rescue_1signal,weak_negative_rescue,ema28_net_quote_norm_28,3,1.553108253526492,0.5453753365872878,-0.17997859953600426,30,-0.265465079731217,0.3588335651788781,1.6317492366270727,0.7849687813929673,-0.3886155944906675,157,,,le,-0.030516279195872745,-0.0061312594611683344,0.5
train_rescue_ema28_net_quote_norm_28,train_rescue_1signal,weak_negative_rescue,ema28_net_quote_norm_28,4,0.012055448346429092,-0.01116935917295403,-0.12640398543643183,12,0.03421275365076374,0.48079074695959256,1.6125315612693103,0.7329735585823673,-0.3886155944906676,184,,,le,-0.010880423817014564,-0.0027124130206079705,0.25
train_veto_osc_12_28_net_quote_norm_28,train_veto_1signal,weak_vdo_require_support,osc_12_28_net_quote_norm_28,1,0.5706553467174735,0.14282750719690607,-0.36514181966129,31,-0.03602411287965945,0.6053758541649586,2.0503842756385415,1.2861096268637464,-0.36045935708555576,72,0.004185087373277126,0.3333333333333333,le,0.002563718488301169,,
train_veto_osc_12_28_net_quote_norm_28,train_veto_1signal,weak_vdo_require_support,osc_12_28_net_quote_norm_28,2,1.5881559475069078,0.6088694248561797,-0.2865369098008256,46,0.05065034999059326,0.04296846131117871,1.6020330563360377,0.7821893546370049,-0.37838530477800214,103,0.005799748872026572,0.5,le,0.00400547161055426,,
train_veto_osc_12_28_net_quote_norm_28,train_veto_1signal,weak_vdo_require_support,osc_12_28_net_quote_norm_28,3,1.8315863822605731,0.6616576775933536,-0.13761646855014653,28,0.013013049002864152,0.6373116939129593,1.6170378084652162,0.754796727169037,-0.3684892712594613,149,0.005663060405662071,0.5,le,0.005113455564473633,,
train_veto_osc_12_28_net_quote_norm_28,train_veto_1signal,weak_vdo_require_support,osc_12_28_net_quote_norm_28,4,-0.1466902901663498,-0.03616548945841225,-0.13636653608843363,12,-0.12453298486201515,0.3220450084468137,1.6215624455277307,0.7303084580498149,-0.3684892712594616,177,0.006063720771229266,0.5,le,0.0058416003966039725,,
train_rescue_osc_12_28_net_quote_norm_28,train_rescue_1signal,weak_negative_rescue,osc_12_28_net_quote_norm_28,1,0.6839485004383579,0.1876834296157064,-0.34665265002685597,32,0.07726904084122488,0.718669007885843,2.0755418952124907,1.3368453238974274,-0.3624047159941831,76,,,ge,-0.002796545713506851,-0.007145423816845051,0.5
train_rescue_osc_12_28_net_quote_norm_28,train_rescue_1signal,weak_negative_rescue,osc_12_28_net_quote_norm_28,2,1.6367279853143106,0.6418111727705083,-0.2760652443878473,47,0.09922238779799608,0.09154049911858153,1.6817623204004934,0.8547974184774374,-0.3624047159941831,107,,,ge,-0.0022731689792971884,-0.006433920666450349,0.5
train_rescue_osc_12_28_net_quote_norm_28,train_rescue_1signal,weak_negative_rescue,osc_12_28_net_quote_norm_28,3,1.6951329343895636,0.6008500321076471,-0.13517022429950654,29,-0.1234403988681454,0.5008582460419497,1.6644943747807766,0.7986123205944049,-0.3624047159941831,155,,,ge,-0.002893264555450095,-0.0061312594611683344,0.5
train_rescue_osc_12_28_net_quote_norm_28,train_rescue_1signal,weak_negative_rescue,osc_12_28_net_quote_norm_28,4,-0.006924479582408638,-0.01421534819500292,-0.12640398543643183,12,0.015232825721926009,0.4618108190307548,1.6561205902044402,0.7622289113211704,-0.3624047159941831,182,,,ge,-0.0011933694216788443,-0.006550473689606984,0.5
train_veto_ema12_net_quote_norm_28,train_veto_1signal,weak_vdo_require_support,ema12_net_quote_norm_28,1,0.8326575138269889,0.2301795185515796,-0.2519661126787527,26,0.22597805422985595,0.867378021274474,1.97626415321398,1.18471088836962,-0.3648107247804562,70,0.00648105072393846,0.5,le,0.0,,
train_veto_ema12_net_quote_norm_28,train_veto_1signal,weak_vdo_require_support,ema12_net_quote_norm_28,2,1.5375055975163145,0.5856032823972903,-0.30918733110768204,47,0.0,-0.00768188867941455,1.5586573182613082,0.7552483002806025,-0.3938153858385025,106,0.0025132202120133696,0.25,le,0.04555842158223985,,
train_veto_ema12_net_quote_norm_28,train_veto_1signal,weak_vdo_require_support,ema12_net_quote_norm_28,3,1.7469420868880217,0.6156368269775376,-0.1348253701148977,28,-0.07163124636968732,0.5526673985404078,1.6488521850270754,0.7466733382823367,-0.3613878382071005,132,0.005663060405662071,0.5,le,-0.0059392826396919025,,
train_veto_ema12_net_quote_norm_28,train_veto_1signal,weak_vdo_require_support,ema12_net_quote_norm_28,4,-0.023531643402077144,-0.016846553898627437,-0.12489609957297021,12,-0.0013743380977424974,0.44520365521108635,1.6691209005766066,0.7310342769984173,-0.3613878382071002,159,0.006063720771229266,0.5,le,-0.007292259566493874,,
train_rescue_ema12_net_quote_norm_28,train_rescue_1signal,weak_negative_rescue,ema12_net_quote_norm_28,1,0.519328966136616,0.12518881019767214,-0.360771215607919,33,-0.08735049346051693,0.5540494735841012,2.051762477249347,1.3170217358597927,-0.3738337984929091,79,,,le,0.03433147388681749,-0.003284155792246462,0.25
train_rescue_ema12_net_quote_norm_28,train_rescue_1signal,weak_negative_rescue,ema12_net_quote_norm_28,2,1.6201584014833323,0.6443775675334744,-0.30918733110768204,47,0.0826528039670178,0.07497091528760325,1.6158688450895142,0.8022306546884366,-0.3886155944906673,109,,,le,-0.011758631769298426,-0.002797151177824599,0.25
train_rescue_ema12_net_quote_norm_28,train_rescue_1signal,weak_negative_rescue,ema12_net_quote_norm_28,3,1.589943545722477,0.5563696408737919,-0.14087634500092783,29,-0.2286297875352319,0.39566885737486324,1.6068487321614084,0.7531644064248122,-0.3886155944906676,155,,,le,-0.029345762354871296,-0.0025408500095174293,0.25
train_rescue_ema12_net_quote_norm_28,train_rescue_1signal,weak_negative_rescue,ema12_net_quote_norm_28,4,0.029264065163701496,-0.008400377674437465,-0.12477834959494816,12,0.051421370468036146,0.497999363776865,1.614373839276706,0.7334982710555966,-0.3886155944906676,184,,,le,-0.019033130397318226,-0.0027124130206079705,0.25
train_veto_ema_gap_pct,train_veto_1signal,weak_vdo_require_support,ema_gap_pct,1,0.4654869794093084,0.10285605161754008,-0.3993724290127719,28,-0.1411924801878246,0.5002074868567935,2.0148034118941296,1.2478677498769182,-0.3745716383294343,71,0.004185087373277126,0.3333333333333333,ge,0.021564130233254982,,
train_veto_ema_gap_pct,train_veto_1signal,weak_vdo_require_support,ema_gap_pct,2,1.682501100948293,0.6463065385255002,-0.26913323260986777,43,0.14499550343197853,0.13731361475256398,1.5831536465062728,0.7699419684883142,-0.3658986157117965,102,0.0034459601248280677,0.3333333333333333,ge,0.01397909832814308,,
train_veto_ema_gap_pct,train_veto_1signal,weak_vdo_require_support,ema_gap_pct,3,1.818573333257709,0.6554226646434065,-0.13236946834247343,28,0.0,0.6242986449100951,1.5990301975799046,0.740155221064932,-0.37421277819694854,146,0.0023551379207772706,0.25,ge,0.014586761678440077,,
train_veto_ema_gap_pct,train_veto_1signal,weak_vdo_require_support,ema_gap_pct,4,-0.05384756169525521,-0.021668741807251868,-0.12775209903264362,12,-0.03169025639092056,0.41488773691790826,1.6307178521659311,0.7352955646394186,-0.3658986157117965,173,0.002538862721573864,0.25,ge,0.01494724639536115,,
train_rescue_ema_gap_pct,train_rescue_1signal,weak_negative_rescue,ema_gap_pct,1,0.519328966136616,0.12518881019767214,-0.360771215607919,33,-0.08735049346051693,0.5540494735841012,2.066035017828588,1.3342364219101444,-0.37383379849290943,79,,,le,0.11232780176858147,-0.003284155792246462,0.25
train_rescue_ema_gap_pct,train_rescue_1signal,weak_negative_rescue,ema_gap_pct,2,1.5947299522111584,0.6385381401290324,-0.2605282545812413,49,0.05722435469484388,0.04954246601542933,1.618046564400056,0.8094609608877015,-0.37383379849290943,112,,,le,0.10342915168853115,-0.002797151177824599,0.25
train_rescue_ema_gap_pct,train_rescue_1signal,weak_negative_rescue,ema_gap_pct,3,1.4606396746763366,0.4978889743928081,-0.1769552305540294,30,-0.3579336585813724,0.26636498632872274,1.5732690016585895,0.7377306663308396,-0.37383379849290943,161,,,le,0.10371934786508148,-0.0025408500095174293,0.25
train_rescue_ema_gap_pct,train_rescue_1signal,weak_negative_rescue,ema_gap_pct,4,-0.03936694607628793,-0.01939352115125159,-0.12640398543643183,12,-0.01720964077195328,0.42936835253687555,1.579984366628669,0.7083970874153591,-0.38930927061401965,184,,,le,0.007735852845009495,-0.0027124130206079705,0.25
train_veto_regime_strength,train_veto_1signal,weak_vdo_require_support,regime_strength,1,0.7001031151865074,0.1912585678488381,-0.3765959733414128,29,0.09342365558937438,0.7348236226339925,1.9754626693463984,1.213010119016138,-0.36608288022520197,73,0.00648105072393846,0.5,ge,0.01202321520404727,,
train_veto_regime_strength,train_veto_1signal,weak_vdo_require_support,regime_strength,2,1.5475801463791512,0.5744075835107694,-0.269133232609868,43,0.010074548862836652,0.0023926601834221017,1.5683778514191304,0.7530238960132225,-0.3912102931513264,101,0.005799748872026572,0.5,ge,0.021280776783740355,,
train_veto_regime_strength,train_veto_1signal,weak_vdo_require_support,regime_strength,3,1.783539603560019,0.6361500957125126,-0.13424392761707116,28,-0.03503372969768992,0.5892649152124052,1.5866231811230858,0.7311623879507461,-0.36608288022520274,146,0.0023551379207772706,0.25,ge,0.01901409406342719,,
train_veto_regime_strength,train_veto_1signal,weak_vdo_require_support,regime_strength,4,-0.11483161867395934,-0.031218719969885567,-0.13342215579834227,12,-0.0926743133696247,0.35390367993920413,1.5901450389268714,0.7093421177448942,-0.3765959733414127,176,0.006063720771229266,0.5,ge,0.011383908613476249,,
train_rescue_regime_strength,train_rescue_1signal,weak_negative_rescue,regime_strength,1,0.519328966136616,0.12518881019767214,-0.360771215607919,33,-0.08735049346051693,0.5540494735841012,2.0577884611371235,1.3234442834022455,-0.3738337984929092,79,,,le,0.1507062421345935,-0.003284155792246462,0.25
train_rescue_regime_strength,train_rescue_1signal,weak_negative_rescue,regime_strength,2,1.611092865436232,0.6277693707997047,-0.3091873311076814,47,0.07358726791991743,0.06590537924050288,1.6314690856246483,0.8157404632474814,-0.37383379849290943,111,,,le,0.02222670802188407,-0.002797151177824599,0.25
train_rescue_regime_strength,train_rescue_1signal,weak_negative_rescue,regime_strength,3,1.5740504064665088,0.5446693164297334,-0.1478082416095865,29,-0.24452292679120013,0.379775718118895,1.6218725527288682,0.7666790685770433,-0.37383379849290943,158,,,le,0.02222670802188407,-0.0025408500095174293,0.25
train_rescue_regime_strength,train_rescue_1signal,weak_negative_rescue,regime_strength,4,0.012055448346429092,-0.01116935917295403,-0.12640398543643183,12,0.03421275365076374,0.48079074695959256,1.5966744170933507,0.7283994907337439,-0.37383379849290943,191,,,le,0.05997163048522693,-0.0027124130206079705,0.25
train_veto_atr_pct,train_veto_1signal,weak_vdo_require_support,atr_pct,1,0.5833310406102878,0.14584351765611014,-0.36868605286532874,29,-0.023348418986845143,0.618051548057773,2.00243574294136,1.235586141719581,-0.3714743110908679,71,0.004185087373277126,0.3333333333333333,ge,0.27,,
train_veto_atr_pct,train_veto_1signal,weak_vdo_require_support,atr_pct,2,1.4699748775183976,0.5453396373918113,-0.32038959112907806,45,-0.06753071999791693,-0.07521260867733148,1.5720864758588493,0.7589210336180496,-0.3714743110908679,102,0.0025132202120133696,0.25,ge,0.46,,
train_veto_atr_pct,train_veto_1signal,weak_vdo_require_support,atr_pct,3,1.8091629924792492,0.6507315064974488,-0.1348253701148978,28,-0.009410340778459814,0.6148883041316353,1.568577708064874,0.7150529342869387,-0.3714743110908679,144,0.003301011147487187,0.3333333333333333,ge,0.55,,
train_veto_atr_pct,train_veto_1signal,weak_vdo_require_support,atr_pct,4,0.3222358854220594,0.039629685918125324,-0.12775209903264362,11,0.344393190726394,0.7909711840352229,1.5945115841847903,0.7096553929171778,-0.3714743110908679,173,0.002538862721573864,0.25,ge,0.56,,
train_rescue_atr_pct,train_rescue_1signal,weak_negative_rescue,atr_pct,1,0.519328966136616,0.12518881019767214,-0.360771215607919,33,-0.08735049346051693,0.5540494735841012,2.0111269184979252,1.2706966757394698,-0.40180796071077585,79,,,le,0.97,-0.003284155792246462,0.25
train_rescue_atr_pct,train_rescue_1signal,weak_negative_rescue,atr_pct,2,1.5471773747011366,0.5911472065517502,-0.3091873311076815,47,0.009671777184822039,0.001989888505407489,1.5939277013129995,0.78283834573063,-0.3886155944906676,106,,,le,0.02,-0.006433920666450349,0.5
train_rescue_atr_pct,train_rescue_1signal,weak_negative_rescue,atr_pct,3,1.8435650937533623,0.6681390505371396,-0.13236946834247343,28,0.024991760495653326,0.6492904054057484,1.579857290113978,0.7333608883999145,-0.3886155944906676,153,,,le,0.03,-0.0061312594611683344,0.5
train_rescue_atr_pct,train_rescue_1signal,weak_negative_rescue,atr_pct,4,-0.03936694607628793,-0.01939352115125159,-0.12640398543643183,12,-0.01720964077195328,0.42936835253687555,1.607200523961581,0.725986079806719,-0.3886155944906676,181,,,le,0.04,-0.006550473689606984,0.5
