signal_id,signal_type,trade_id,ts_ms,backtest_price,n_aggtrades,spread_effective_spread_bps,spread_n_trades_near,spread_mid_price,spread_buyer_vwap,spread_seller_vwap,slippage_10k_bps,fill_pct_10k,slippage_50k_bps,fill_pct_50k,slippage_100k_bps,fill_pct_100k,volatility_bps,price_range_bps,commission_bps,total_cost_10k_bps,total_cost_50k_bps,total_cost_100k_bps
31,exit,16,1562817600000,11689.471755,55961,20.425603833200913,967,11693.76914539346,11705.711760187496,11681.826530599425,-10.714483504168124,1.0,-6.795830153558404,1.0,-0.07638764056815893,1.0,2.148302391556369,123.33486803032109,7.5,17.712801916600455,17.712801916600455,17.712801916600455
32,entry,17,1562904000000,11200.702307,26047,3.497671772423954,491,11181.70861594286,11183.664113272533,11179.753118613187,4.0921584393349235,1.0,4.3111402792209566,1.0,4.283785779364588,1.0,1.7462495442746218,78.36207580197981,7.5,13.3409943255469,13.559976165432934,13.532621665576565
33,exit,17,1563120000000,10402.769423,44378,2.2139088516522922,1218,10396.848158794819,10397.999042503221,10395.697275086417,-14.618856797054324,1.0,-10.706018250142435,1.0,-5.746715404001883,1.0,2.012660612779218,138.69987025440423,7.5,8.606954425826146,8.606954425826146,8.606954425826146
34,entry,18,1564862400000,10861.993853,11878,0.3758057100899761,475,10850.138021856237,10850.341899047431,10849.934144665043,0.20457437259332306,1.0,2.281232071168511,1.0,3.033513633477451,1.0,1.0385310385783233,48.80416417909184,7.5,7.892477227638311,9.9691349262135,10.72141648852244
35,exit,18,1565136000000,11470.21118,8190,0.08105856957180199,457,11469.603449494805,11469.649934977264,11469.556964012347,-10.292249373605097,1.0,-9.93585502823784,1.0,-8.759436228773541,1.0,1.7885848323851485,52.638474034481334,7.5,7.540529284785901,7.540529284785901,7.540529284785901
36,entry,19,1565222400000,11987.018034,8876,2.015690039723192,683,11999.29638348551,12000.505726595706,11998.087040375318,-17.461408778986186,1.0,-15.062011119703914,1.0,-10.456037541581194,1.0,1.738926646288767,39.830279678557375,7.5,8.507845019861596,8.507845019861596,8.507845019861596
37,exit,19,1565611200000,11316.684822,16263,0.11281173846890365,363,11325.321386886584,11325.385268346303,11325.257505426865,-1.3747482661652575,1.0,1.140692892837181,1.0,2.620259715783712,1.0,2.2952016998125164,134.07595957559485,7.5,7.556405869234452,8.697098762071633,10.176665585018164
38,entry,20,1565625600000,11411.40285,11500,5.195462799419419,560,11394.3864673057,11397.346422856355,11391.426511755046,5.155821483676188,1.0,5.113169742539486,1.0,5.0107051726097165,1.0,1.2337433900623729,15.78077536443635,7.5,15.253552883385897,15.210901142249195,15.108436572319427
39,exit,20,1565755200000,10644.267744,10062,-0.4699009007508011,403,10651.122005636827,10650.871757045605,10651.37225422805,-3.6084608668922606,1.0,-1.34661053047933,1.0,0.26923060613911437,1.0,0.8602491751551802,38.00093852651317,7.5,7.5,7.5,7.769230606139114
40,entry,21,1567756800000,10726.588549,15798,2.037762459475774,368,10718.302585626003,10719.394653357916,10717.210517894087,-1.227328617736138,1.0,-1.209972162453004,1.0,-0.5861462884743783,1.0,0.7771323515087866,29.658641076330703,7.5,8.518881229737888,8.518881229737888,8.518881229737888
41,exit,21,1567972800000,10330.052195,6006,2.5097713714800176,238,10341.502005569391,10342.799745852975,10340.204265285807,0.8888129183802281,1.0,0.8888129183802281,1.0,0.8919104624888304,1.0,0.8024962039599745,8.112484088072588,7.5,9.643698604120237,9.643698604120237,9.64679614822884
42,entry,22,1568476800000,10368.140369,16185,2.5911677276968934,572,10353.699266814527,10355.04067538465,10352.357858244404,2.52501491280392,1.0,2.8249977701397775,1.0,3.205406839322465,1.0,0.7910585391931385,20.047317850416107,7.5,11.320598776652368,11.620581633988223,12.00099070317091
43,exit,22,1568664000000,10111.27114,6243,1.3253162414929323,208,10123.474530725958,10124.145370986755,10122.803690465164,1.5753515676380305,1.0,1.5671476993494335,1.0,1.6835681399541258,1.0,0.6068194658292644,14.862788318341444,7.5,9.738009688384496,9.7298058200959,9.846226260700591
44,entry,23,1572134400000,9239.232307,16211,0.04907111288897637,653,9246.107318505401,9246.130004344202,9246.084632666601,-17.509780321465488,1.0,-13.059603427917352,1.0,-6.6531457041977005,1.0,1.4498086478423826,52.939076243955,7.5,7.524535556444488,7.524535556444488,7.524535556444488
45,exit,23,1572451200000,9084.628553,30013,-1.2873332046732406,1993,9110.3945889648,9109.808183291698,9110.980994637903,20.357117940031188,1.0,20.070841140293094,1.0,15.971871424965682,1.0,2.1669738936965097,179.83958054292668,7.5,27.857117940031188,27.570841140293094,23.471871424965684
46,entry,24,1572480000000,9163.176309,6943,-4.698601630226546,318,9160.991374802004,9158.839182351598,9163.143567252411,-7.0869753625602785,1.0,-5.962991892339521,1.0,-5.172300037881015,1.0,0.9610775518648041,18.08576823584596,7.5,7.5,7.5,7.5
47,exit,24,1573228800000,8811.941445,28175,-0.42625970894081217,2753,8808.98322832492,8808.795482593572,8809.17097405627,-12.673342621770816,1.0,-11.733756693843693,1.0,-9.46719471040361,1.0,0.9545510262230046,58.95020922212942,7.5,7.5,7.5,7.5
48,entry,25,1573430400000,9049.20242,6954,2.1981194419562162,282,9043.91373802616,9044.907718157107,9042.919757895213,-5.025953558555982,1.0,-1.2394909330287212,1.0,1.6329353079495648,1.0,1.0332871077408599,21.18723640227944,7.5,8.599059720978108,8.599059720978108,10.231995028927672
49,exit,25,1573531200000,8731.911535,13666,0.601086964664463,419,8742.558870567367,8742.821622476113,8742.296118658622,0.39192054981411145,1.0,0.5933195368329819,1.0,2.381666093740995,1.0,0.7341246844184657,20.738344547061285,7.5,8.192464032146344,8.393863019165215,10.182209576073227
50,entry,26,1577592000000,7314.368887,5581,0.8569841874010586,165,7306.317132563781,7306.630202476318,7306.004062651244,0.2818910382694192,1.0,-2.5320363187478208,1.0,-2.2810565145588413,1.0,0.5727349380694668,7.9668295166923,7.5,8.210383131969948,7.928492093700529,7.928492093700529
51,exit,26,1577808000000,7187.806799,15076,2.64540500174206,833,7193.717236666615,7194.668751444565,7192.765721888665,-0.9304512542527711,1.0,1.8517026889780839,1.0,3.799900473411615,1.0,0.8581109213750628,48.90532334861129,7.5,8.82270250087103,10.674405189849113,12.622602974282644
52,entry,27,1578182400000,7361.546029,7587,0.8813007958009729,330,7358.4486497881335,7358.772900120679,7358.124399455587,-6.01367696067426,1.0,-5.044077756086143,1.0,-2.753905304591186,1.0,0.5769200781879382,39.716962384863415,7.5,7.9406503979004865,7.9406503979004865,7.9406503979004865
53,exit,27,1578556800000,7941.622417,14234,0.4733624831102754,351,7949.7146268706365,7949.902781703427,7949.526472037847,1.178356255884443,1.0,0.2528026833399038,1.0,1.894339871854655,1.0,0.6010065054297499,22.391176366994124,7.5,8.915037497439581,7.989483924895041,9.631021113409792
54,entry,28,1578686400000,8066.110065,23313,-0.14310731724615963,823,8057.764598217967,8057.706941964235,8057.8222544717,1.831098937202226,1.0,1.629616380843797,1.0,-2.717205749326159,1.0,1.064942743800412,50.73158391420627,7.5,9.331098937202226,9.129616380843796,7.5
55,exit,28,1579435200000,8672.48101,42763,8.142517773411118,1413,8674.374862614386,8677.906425188989,8670.843300039782,-7.438957582821927,1.0,-6.143559914653081,1.0,-3.4052664145871145,1.0,1.0801315285174453,72.75554852045155,7.5,11.571258886705559,11.571258886705559,11.571258886705559
56,entry,29,1579608000000,8665.418924,11902,-0.30567625242470936,342,8654.038759794661,8653.90649308784,8654.171026501483,2.943483101717618,1.0,-2.2282234099723164,1.0,-2.5275735656282183,1.0,0.5442330751892991,28.57895978135633,7.5,10.443483101717618,7.5,7.5
57,exit,29,1579795200000,8349.454279,16377,0.031439338100163756,500,8357.480804079049,8357.493941762283,8357.467666395816,-0.9694690451802691,1.0,-0.867703573476852,1.0,0.5871037508992634,1.0,0.6504106886360755,27.595693779903957,7.5,7.515719669050082,7.515719669050082,8.102823419949345
58,entry,30,1579838400000,8328.91267,11499,0.34690066368288125,475,8327.082124191682,8327.226557707454,8326.937690675912,-7.474890585268175,1.0,-5.124683154087513,1.0,-3.3087914174162796,1.0,0.6708377221503783,28.207610895744885,7.5,7.67345033184144,7.67345033184144,7.67345033184144
59,exit,30,1581393600000,9723.699003,18107,-1.9624906160282731,886,9728.93218584771,9727.977538941775,9729.886832753646,-2.365378712651828,1.0,-1.1081081944548843,1.0,0.002141276771576322,1.0,0.5792893770570378,25.152306621726932,7.5,7.5,7.5,7.502141276771576
60,entry,31,1581436800000,10175.167541,97338,2.9159519867514256,2974,10172.341170841732,10173.824273764083,10170.85806791938,-8.708654273488698,1.0,-6.749002936526496,1.0,-4.623623052727111,1.0,1.324402943549149,165.13977439921587,7.5,8.957975993375713,8.957975993375713,8.957975993375713
61,exit,31,1581796800000,9883.628953,21132,0.7647557420707458,578,9892.756353918885,9893.134631030212,9892.378076807556,-0.2591750996981565,1.0,1.2993023156312589,1.0,1.2478110177472428,1.0,0.5768512771517529,33.80051630692839,7.5,7.882377871035373,9.181680186666632,9.130188888782616
62,entry,32,1581840000000,9969.54207,16889,3.9820325151463956,517,9964.552471754003,9966.536430351074,9962.568513156933,-2.6699276498610818,1.0,0.6639427763803878,1.0,2.23520128454149,1.0,0.7972640359499,20.226139476086658,7.5,9.491016257573198,10.154959033953586,11.726217542114687
63,exit,32,1582156800000,9585.057749,27975,0.13203689487390094,1583,9584.232483100663,9584.295756715504,9584.169209485823,-9.995758117534862,1.0,-6.720157139994083,1.0,-5.66494548174596,1.0,1.251740992390709,59.397972671511454,7.5,7.56601844743695,7.56601844743695,7.56601844743695
64,entry,33,1582502400000,9946.338884,13584,2.3624865237034847,583,9938.406986006661,9939.580953635237,9937.233018378085,-1.8855876847381343,1.0,-1.8130436218325643,1.0,-0.06680473313405276,1.0,0.84285942477746,43.489561296406066,7.5,8.681243261851742,8.681243261851742,8.681243261851742
65,exit,33,1582617600000,9510.54232,24225,-2.347608706594894,582,9517.796543041684,9516.679339940081,9518.913746143286,-2.324721574792761,1.0,-1.592261756418137,1.0,-0.5266761187998706,1.0,0.5445382332237054,34.67416942444158,7.5,7.5,7.5,7.5
66,entry,34,1585929600000,6720.055018,61209,-1.3697574268134969,1966,6720.095416619279,6719.635171588988,6720.555661649569,-9.892680045338459,1.0,-8.651454282891326,1.0,-7.532296418147269,1.0,0.8612391302289901,71.99701937406915,7.5,7.5,7.5,7.5
67,exit,34,1586520000000,6891.343485,26082,0.8801750048814109,1764,6892.392671103775,6892.695996691422,6892.089345516129,-7.255499586466334,1.0,-5.798172357263306,1.0,-5.001309343934126,1.0,0.5118511155327478,50.202288249880205,7.5,7.940087502440705,7.940087502440705,7.940087502440705
68,entry,35,1586721600000,7119.243908,18250,-3.9788805605532134,822,7118.195478270125,7116.77935578939,7119.611600750861,-8.37101616810309,1.0,-0.2576671774252242,1.0,3.744907555635993,1.0,0.4941062466438896,30.97979572433936,7.5,7.5,7.5,11.244907555635994
69,exit,35,1586966400000,6695.199775,27808,-2.3072435286892228,1522,6697.274474753403,6696.501862593817,6698.04708691299,-6.763369324324637,1.0,-6.999202671663065,1.0,-6.179323387928929,1.0,0.8005737229156707,66.53759873994655,7.5,7.5,7.5,7.5
70,entry,36,1586980800000,6736.741693,15530,1.67559492917865,872,6723.151781314163,6723.715045265806,6722.588517362519,9.847028457088031,1.0,5.171733132873694,1.0,-0.6533173840865248,1.0,0.5587268646959489,27.86281912820402,7.5,18.184825921677355,13.50953059746302,8.337797464589325
71,exit,36,1587412800000,6762.172752,52549,0.46745289742079377,5912,6768.96186223881,6769.120070780562,6768.8036536970585,-1.5898025177603765,1.0,2.6362352776803872,1.0,4.484292228046247,1.0,0.9277739641250077,92.70834713798325,7.5,7.733726448710397,10.369961726390786,12.218018676756644
72,entry,37,1587643200000,7141.025673,36754,0.23244649865708505,1166,7131.084310324263,7131.167190103241,7131.001430545285,4.810709860493216,1.0,4.018772955890443,1.0,1.482262177565696,1.0,0.5790137900541967,40.61667834618019,7.5,12.426933109821759,11.634996205218986,9.09848542689424
73,exit,37,1588248000000,8829.144229,47236,-1.2711504276476036,4442,8824.394631926501,8823.833775275996,8824.955488577007,-15.309321686143917,1.0,-14.177662484951515,1.0,-13.123548058758443,1.0,1.0403484481063012,102.27074477424918,7.5,7.5,7.5,7.5
74,entry,38,1588262400000,8785.719134,45562,7.3250523113463295,1249,8774.21417921738,8777.427758110067,8771.000600324694,1.2854257274743868,1.0,-1.5832030828144954,1.0,-7.436702882864336,1.0,0.6985803504050022,106.86519632444711,7.5,12.447951883147551,11.162526155673165,11.162526155673165
75,exit,38,1589083200000,8614.109426,50507,-2.8880312048030543,3046,8600.751736491962,8599.509774521974,8601.993698461949,-26.525670374494222,1.0,-24.548053049521197,1.0,-22.892338928684,1.0,1.0469711277772764,95.17635790407259,7.5,7.5,7.5,7.5
76,entry,39,1589169600000,8704.938414,26491,-2.7271169861887703,1365,8690.443880098854,8689.258887242708,8691.628872955001,8.535688458846256,1.0,8.697284902254928,1.0,9.815142444319916,1.0,0.6273495417543359,49.25995087803235,7.5,16.035688458846256,16.19728490225493,17.315142444319918
77,exit,39,1590076800000,9073.419771,42429,-2.8519246993940506,2472,9061.481730864845,9060.189597686778,9062.773864042914,-22.529379042222363,1.0,-21.54661462304598,1.0,-20.89494215118528,1.0,0.6433481053459317,60.16889630816323,7.5,7.5,7.5,7.5
78,entry,40,1590192000000,9179.172292,14189,-0.5611620150110557,478,9172.969403485811,9172.712027386106,9173.226779585515,-3.180992981071203,1.0,-3.180992981071203,1.0,-3.180992981071203,1.0,0.38314299408896635,14.167207926661812,7.5,7.5,7.5,7.5
79,exit,40,1590364800000,8709.42404,39034,2.556852727457932,4402,8689.24809067321,8690.35894705722,8688.137234289201,-33.31904097493535,1.0,-33.112221306084116,1.0,-33.030483694194466,1.0,1.36936271915169,146.10695802185265,7.5,8.778426363728967,8.778426363728967,8.778426363728967
80,entry,41,1590696000000,9461.694603,20281,0.36111417241862087,876,9454.462272208177,9454.632979224132,9454.291565192223,-2.3296990769358996,1.0,-1.778904412478632,1.0,-1.0882342792171875,1.0,0.42822142132710544,27.988235847674364,7.5,7.68055708620931,7.68055708620931,7.68055708620931
81,exit,41,1591113600000,9458.614287,74863,7.684747295771919,3858,9459.303390039222,9462.938007846546,9455.668772231897,-10.230424224716892,1.0,-10.222110681076442,1.0,-9.042872542717564,1.0,0.7624831199639944,95.20061863522547,7.5,11.34237364788596,11.34237364788596,11.34237364788596
82,entry,42,1591228800000,9675.988737,12052,1.5477277313052642,576,9669.679757311023,9670.428058886684,9668.931455735361,-3.1926082164823257,1.0,-2.6268646364145742,1.0,-1.6692913561967442,1.0,0.5222588443445019,25.689433176422554,7.5,8.273863865652633,8.273863865652633,8.273863865652633
83,exit,42,1591891200000,9512.02084,47202,0.9725718219114106,5251,9498.764203962399,9499.226115482787,9498.302292442011,-23.722295243990988,1.0,-22.93868150616927,1.0,-22.803793162585926,1.0,0.7177732534558308,83.58984436987514,7.5,7.986285910955705,7.986285910955705,7.986285910955705
84,entry,43,1592942400000,9649.66243,12655,0.9116374712713902,697,9641.056099230722,9641.495556630856,9640.616641830587,-1.1261544420600667,1.0,-1.4036217051033462,1.0,-1.232071003912524,1.0,0.31948580182540093,16.4710641365389,7.5,7.955818735635695,7.955818735635695,7.955818735635695
85,exit,43,1593000000000,9321.991013,34535,6.964234467776235,5474,9311.736558830602,9314.979014665496,9308.49410299571,-22.30178817936896,1.0,-22.219835880168915,1.0,-21.00519762616171,1.0,0.7339614542656638,95.31867496331837,7.5,10.982117233888118,10.982117233888118,10.982117233888118
86,entry,44,1594252800000,9445.498419,12858,0.1444487066765247,373,9434.134746550075,9434.202883978212,9434.066609121937,1.847150147591511,1.0,1.8753444364900345,1.0,1.2857530736148288,1.0,0.29084429560129477,10.492723455265974,7.5,9.419374500929774,9.447568789828297,8.857977426953092
87,exit,44,1594368000000,9145.837299,21089,-0.578546835288352,938,9154.673460599617,9154.40864023168,9154.938280967554,-0.34565172729209515,1.0,-0.34565172729209515,1.0,-0.11437806262811188,1.0,0.22645333717733088,10.923004831245038,7.5,7.5,7.5,7.5
88,entry,45,1594425600000,9297.630662,9737,-0.9999592791458141,428,9292.402828051541,9291.938226829867,9292.867429273214,-2.990110908494547,1.0,-2.536359384066323,1.0,-1.3436112739821169,1.0,0.21851130393201035,13.116666236259789,7.5,7.5,7.5,7.5
89,exit,45,1594468800000,9191.17193,14321,0.7331909009914983,761,9197.627249961828,9197.964430792348,9197.29006913131,-0.16808263500607537,1.0,0.5386420729327774,1.0,1.1820413013860802,1.0,0.2365359434916687,24.53523762127712,7.5,7.866595450495749,8.405237523428527,9.04863675188183
90,entry,46,1595707200000,9683.816559,21509,-0.3926747548690295,797,9677.551044748121,9677.36103824891,9677.741051247333,-3.445469340373426,1.0,-1.4371752563701206,1.0,0.44294165327693186,1.0,0.15035696555817232,13.795783140621444,7.5,7.5,7.5,7.9429416532769315
91,exit,46,1596355200000,11314.626881,55357,-1.7932366298169702,2681,11323.641114369075,11322.625815967616,11324.656412770535,0.10150342487924077,1.0,1.7344227619683452,1.0,1.5205127961976872,1.0,0.3735608791089885,57.02801177808113,7.5,7.60150342487924,9.234422761968345,9.020512796197687
92,entry,47,1596398400000,11214.005601,40822,2.8684573483687323,1268,11196.42612715995,11198.031950699946,11194.820303619954,5.436884688525664,1.0,2.4985471955189755,1.0,-0.8016200854886036,1.0,0.3910937745626576,43.2717131274805,7.5,14.37111336271003,11.432775869703342,8.934228674184366
93,exit,47,1597176000000,11375.665797,56039,-0.461401686025738,1979,11388.542761695197,11388.280027053615,11388.805496336778,2.962201027357931,1.0,2.9766544158467543,1.0,4.829559567328885,1.0,0.33825956734276086,56.82556746520985,7.5,10.462201027357931,10.476654415846754,12.329559567328886
94,entry,48,1597233600000,11471.903305,45514,-1.5628800714092232,1504,11465.645825925512,11464.749854457154,11466.541797393871,-4.408294820458134,1.0,-4.423052741580033,1.0,-3.7630817009102664,1.0,0.214475161319932,32.654515228878154,7.5,7.5,7.5,7.5
95,exit,48,1597809600000,11825.275849,98629,1.7669220136539885,3994,11820.451529703474,11821.495820504431,11819.407238902515,-13.936560223932464,1.0,-13.878937578274185,1.0,-13.445892994569455,1.0,0.4637872312037601,55.92990861150859,7.5,8.383461006826995,8.383461006826995,8.383461006826995
96,entry,49,1597838400000,11853.995111,33599,-1.407275112568336,1618,11845.036806283268,11844.203345008022,11845.870267558515,-2.768510725345565,1.0,-2.768510725345565,1.0,-1.583699791723644,1.0,0.2736166610918804,34.862563483386346,7.5,7.5,7.5,7.5
