time_iso,side,qty,est_fill_price,scenario,reason
2023-10-17T16:00:00Z,BUY,0.03523277,28477.38,base,vdo_trend
2023-10-18T04:00:00Z,BUY,0.03660768,28530.12,base,vdo_trend
2023-10-20T04:00:00Z,BUY,0.02358377,29251.45,base,vdo_trend_accel
2023-10-23T04:00:00Z,BUY,0.00786522,30753.59,base,vdo_trend_accel
2023-10-24T04:00:00Z,BUY,0.00634879,34080.33,base,vdo_trend_accel
2023-10-29T04:00:00Z,SELL,0.27925648,33952.19,base,trailing_stop
2023-11-01T00:00:00Z,BUY,0.08965404,34658.83,base,vdo_trend
2023-11-02T04:00:00Z,BUY,0.07360389,35591.25,base,vdo_trend_accel
2023-11-02T20:00:00Z,BUY,0.06255966,35019.25,base,vdo_trend_accel
2023-11-05T00:00:00Z,BUY,0.03610920,35081.35,base,vdo_trend_accel
2023-11-08T00:00:00Z,BUY,0.01216311,35418.60,base,vdo_trend_accel
2023-11-08T12:00:00Z,BUY,0.00981578,35350.23,base,vdo_trend_accel
2023-11-09T00:00:00Z,BUY,0.01225078,35644.32,base,vdo_trend_accel
2023-11-15T04:00:00Z,SELL,0.29615646,35362.54,base,trailing_stop
2023-11-15T20:00:00Z,BUY,0.10000618,37520.62,base,vdo_trend_accel
2023-11-16T08:00:00Z,BUY,0.05959285,37457.84,base,vdo_trend_accel
2023-11-22T20:00:00Z,BUY,0.06812637,37310.49,base,vdo_trend_accel
2023-11-28T20:00:00Z,BUY,0.01824379,38135.23,base,vdo_trend_accel
2023-11-30T04:00:00Z,BUY,0.00994251,38072.77,base,vdo_trend
2023-12-01T12:00:00Z,BUY,0.01631404,38601.39,base,vdo_trend_accel
2023-12-11T20:00:00Z,SELL,0.27222574,40757.56,base,trailing_stop
2023-12-13T16:00:00Z,BUY,0.08179067,41962.24,base,vdo_trend_accel
2023-12-15T20:00:00Z,BUY,0.06868896,42119.24,base,vdo_trend
2023-12-16T08:00:00Z,BUY,0.03156769,42245.90,base,vdo_trend
2023-12-16T20:00:00Z,BUY,0.03504607,42375.04,base,vdo_trend
2023-12-19T04:00:00Z,BUY,0.02143022,43105.91,base,vdo_trend_accel
2023-12-22T04:00:00Z,BUY,0.00947662,44032.21,base,vdo_trend
2023-12-27T12:00:00Z,BUY,0.02375352,43042.77,base,vdo_trend_accel
2024-01-13T04:00:00Z,SELL,0.27175375,42586.51,base,trailing_stop
2024-01-16T16:00:00Z,BUY,0.09387634,43276.24,base,vdo_trend_accel
2024-01-22T20:00:00Z,SELL,0.09387634,39798.41,base,emergency_dd
2024-01-23T16:00:00Z,BUY,0.10058622,39225.57,base,vdo_dip_buy
2024-01-24T08:00:00Z,BUY,0.09926191,40003.08,base,vdo_trend_accel
2024-01-24T20:00:00Z,BUY,0.05950948,39824.93,base,vdo_trend_accel
2024-01-26T00:00:00Z,BUY,0.00619120,39983.07,base,vdo_trend
2024-01-26T12:00:00Z,BUY,0.00523740,41312.23,base,vdo_trend_accel
2024-02-24T00:00:00Z,SELL,0.27078622,50716.24,base,trailing_stop
2024-02-25T04:00:00Z,BUY,0.08080564,51653.40,base,vdo_trend_accel
2024-02-26T16:00:00Z,BUY,0.08321992,52871.40,base,vdo_trend_accel
2024-02-27T04:00:00Z,BUY,0.02419372,55698.22,base,vdo_trend_accel
2024-02-27T16:00:00Z,BUY,0.01366800,56776.87,base,vdo_trend_accel
2024-02-28T08:00:00Z,BUY,0.01210926,58273.13,base,vdo_trend
2024-02-28T20:00:00Z,BUY,0.00676199,60984.63,base,vdo_trend_accel
2024-02-29T08:00:00Z,BUY,0.00637661,62741.66,base,vdo_trend_accel
2024-03-04T08:00:00Z,BUY,0.00573824,64101.86,base,vdo_trend_accel
2024-03-04T20:00:00Z,BUY,0.00566791,67442.33,base,vdo_trend_accel
2024-03-05T20:00:00Z,SELL,0.23854131,61377.21,base,trailing_stop
2024-03-19T00:00:00Z,BUY,0.07985556,67647.19,base,vdo_trend
2024-03-21T08:00:00Z,BUY,0.05035802,67022.04,base,vdo_trend_accel
2024-03-24T16:00:00Z,BUY,0.02751889,65709.49,base,vdo_trend
2024-03-25T04:00:00Z,BUY,0.05494873,67387.05,base,vdo_trend_accel
2024-03-25T16:00:00Z,BUY,0.01255313,69830.45,base,vdo_trend_accel
2024-04-02T08:00:00Z,SELL,0.22523433,66418.95,base,trailing_stop
2024-04-04T16:00:00Z,BUY,0.06779019,67685.21,base,vdo_trend_accel
2024-04-07T04:00:00Z,BUY,0.04666576,69446.22,base,vdo_trend_accel
2024-04-07T16:00:00Z,BUY,0.03289550,69581.98,base,vdo_trend_accel
2024-04-08T08:00:00Z,BUY,0.02863980,70737.53,base,vdo_trend_accel
2024-04-08T20:00:00Z,BUY,0.03794876,71805.48,base,vdo_trend_accel
2024-04-14T00:00:00Z,SELL,0.21394000,63889.37,base,emergency_dd
2024-04-17T00:00:00Z,BUY,0.06623686,63828.49,base,vdo_trend_accel
2024-04-17T12:00:00Z,BUY,0.06810317,62629.47,base,vdo_trend_accel
2024-04-18T04:00:00Z,BUY,0.03627177,62022.09,base,vdo_trend_accel
2024-04-18T16:00:00Z,BUY,0.01688261,63533.62,base,vdo_trend_accel
2024-04-20T00:00:00Z,BUY,0.01063308,63853.11,base,vdo_trend
2024-04-20T12:00:00Z,BUY,0.00974274,63742.22,base,vdo_trend_accel
2024-04-21T00:00:00Z,BUY,0.00840502,64976.30,base,vdo_trend_accel
2024-04-26T16:00:00Z,SELL,0.21627526,63468.30,base,trailing_stop
2024-04-30T04:00:00Z,BUY,0.06656234,63683.00,base,vdo_trend_accel
2024-05-02T16:00:00Z,BUY,0.05998779,59296.76,base,vdo_trend_accel
2024-05-04T00:00:00Z,BUY,0.04335879,62916.60,base,vdo_trend_accel
2024-05-04T12:00:00Z,BUY,0.04884556,63908.44,base,vdo_trend_accel
2024-05-05T00:00:00Z,BUY,0.00527089,63927.18,base,vdo_trend
2024-05-23T20:00:00Z,SELL,0.22402537,67163.03,base,trailing_stop
2024-05-27T16:00:00Z,BUY,0.07699656,70412.57,base,vdo_trend_accel
2024-06-02T16:00:00Z,BUY,0.04327003,68179.66,base,vdo_trend_accel
2024-06-03T08:00:00Z,BUY,0.04034102,68944.60,base,vdo_trend_accel
2024-06-03T20:00:00Z,BUY,0.01590875,69242.07,base,vdo_trend
2024-06-07T12:00:00Z,BUY,0.01314836,71739.44,base,vdo_trend_accel
2024-06-11T12:00:00Z,SELL,0.18966471,66853.22,base,emergency_dd
2024-06-12T16:00:00Z,BUY,0.07497294,69772.36,base,vdo_trend_accel
2024-06-13T08:00:00Z,BUY,0.03652785,67762.05,base,vdo_trend
2024-06-17T00:00:00Z,BUY,0.03360837,66713.54,base,vdo_trend_accel
2024-06-17T16:00:00Z,SELL,0.14510916,65332.05,base,emergency_dd
2024-06-20T08:00:00Z,BUY,0.06979282,65895.07,base,vdo_trend_accel
2024-06-22T08:00:00Z,BUY,0.06810196,64555.48,base,vdo_trend_accel
2024-06-22T20:00:00Z,BUY,0.05681057,64330.38,base,vdo_trend_accel
2024-06-23T20:00:00Z,BUY,0.00926226,64185.07,base,vdo_trend_accel
2024-06-24T12:00:00Z,SELL,0.20396761,61258.24,base,emergency_dd
2024-06-26T04:00:00Z,BUY,0.06474514,61970.14,base,vdo_trend_accel
2024-06-27T00:00:00Z,BUY,0.06104609,60898.46,base,vdo_trend
2024-06-27T12:00:00Z,BUY,0.07044372,61229.67,base,vdo_trend_accel
2024-06-28T00:00:00Z,BUY,0.00946868,61740.40,base,vdo_trend_accel
2024-06-28T12:00:00Z,BUY,0.00605162,61723.93,base,vdo_trend_accel
2024-07-05T04:00:00Z,SELL,0.21175525,55197.63,base,emergency_dd
2024-07-06T16:00:00Z,BUY,0.07533315,57349.52,base,vdo_trend_accel
2024-07-07T04:00:00Z,BUY,0.05511540,57995.34,base,vdo_trend
2024-07-07T16:00:00Z,BUY,0.03597305,56856.68,base,vdo_trend
2024-07-08T04:00:00Z,SELL,0.16642160,55129.67,base,emergency_dd
2024-07-16T16:00:00Z,BUY,0.05339573,64913.93,base,vdo_trend
2024-07-17T04:00:00Z,BUY,0.04908800,65737.80,base,vdo_trend_accel
2024-07-21T20:00:00Z,BUY,0.02408160,67459.12,base,vdo_trend_accel
2024-07-26T08:00:00Z,BUY,0.02240361,66927.35,base,vdo_trend_accel
2024-07-26T20:00:00Z,BUY,0.01833568,68027.40,base,vdo_trend_accel
2024-07-27T08:00:00Z,BUY,0.00320661,68074.11,base,vdo_trend
2024-07-28T12:00:00Z,BUY,0.00289417,67873.32,base,vdo_trend
2024-07-30T20:00:00Z,SELL,0.17340539,65894.77,base,trailing_stop
2024-08-06T04:00:00Z,BUY,0.04107965,55696.35,base,vdo_trend_accel
2024-08-06T16:00:00Z,BUY,0.01836810,56437.02,base,vdo_trend_accel
2024-08-07T04:00:00Z,BUY,0.06959025,56893.29,base,vdo_trend_accel
2024-08-07T16:00:00Z,BUY,0.02959633,56125.37,base,vdo_trend
2024-08-16T20:00:00Z,BUY,0.01965717,59716.22,base,vdo_trend_accel
2024-08-17T08:00:00Z,BUY,0.02024257,59280.59,base,vdo_trend_accel
2024-08-19T00:00:00Z,SELL,0.19853408,58395.22,base,trailing_stop
2024-08-20T04:00:00Z,BUY,0.06990414,60652.54,base,vdo_trend_accel
2024-08-20T20:00:00Z,BUY,0.06888740,59544.74,base,vdo_trend_accel
2024-08-23T20:00:00Z,BUY,0.02886713,63663.84,base,vdo_trend_accel
2024-08-27T16:00:00Z,SELL,0.16765867,61675.19,base,trailing_stop
2024-08-31T00:00:00Z,BUY,0.05282335,59156.51,base,vdo_trend
2024-09-17T16:00:00Z,BUY,0.05992631,61169.12,base,vdo_trend_accel
2024-09-18T20:00:00Z,BUY,0.02518880,60091.03,base,vdo_trend
2024-09-19T08:00:00Z,BUY,0.04020552,62128.16,base,vdo_trend_accel
2024-09-19T20:00:00Z,BUY,0.01420088,63286.78,base,vdo_trend_accel
2024-09-30T16:00:00Z,SELL,0.19234486,63526.47,base,trailing_stop
2024-10-04T08:00:00Z,BUY,0.06872652,61477.44,base,vdo_trend_accel
2024-10-05T08:00:00Z,BUY,0.04128827,62110.35,base,vdo_trend_accel
2024-10-06T16:00:00Z,BUY,0.03306761,62754.51,base,vdo_trend_accel
2024-10-07T04:00:00Z,BUY,0.03217740,63565.46,base,vdo_trend_accel
2024-10-11T20:00:00Z,BUY,0.01094067,63120.70,base,vdo_trend_accel
2024-10-14T00:00:00Z,BUY,0.00500780,62904.60,base,vdo_trend
2024-10-14T12:00:00Z,BUY,0.00879861,64955.76,base,vdo_trend_accel
2024-10-23T12:00:00Z,SELL,0.20000689,66377.48,base,trailing_stop
2024-10-24T20:00:00Z,BUY,0.06830843,68347.37,base,vdo_trend_accel
2024-10-26T20:00:00Z,BUY,0.06992056,67214.95,base,vdo_trend
2024-10-27T08:00:00Z,BUY,0.04334208,67240.97,base,vdo_trend_accel
2024-10-27T20:00:00Z,BUY,0.00617815,67887.32,base,vdo_trend_accel
2024-10-28T20:00:00Z,BUY,0.00332716,69668.29,base,vdo_trend_accel
2024-11-01T08:00:00Z,SELL,0.19107637,69235.60,base,trailing_stop
2024-11-04T04:00:00Z,BUY,0.06981988,69085.84,base,vdo_trend_accel
2024-11-04T16:00:00Z,BUY,0.04919081,68683.77,base,vdo_trend_accel
2024-11-05T04:00:00Z,BUY,0.02078943,68280.55,base,vdo_trend
2024-11-05T16:00:00Z,BUY,0.01828879,69678.31,base,vdo_trend_accel
2024-11-06T04:00:00Z,BUY,0.00821418,74389.43,base,vdo_trend_accel
2024-11-10T08:00:00Z,BUY,0.00792114,78875.72,base,vdo_trend_accel
2024-11-10T20:00:00Z,BUY,0.00502487,79792.86,base,vdo_trend_accel
2024-11-11T08:00:00Z,BUY,0.00239490,81153.73,base,vdo_trend
2024-11-11T20:00:00Z,BUY,0.00354806,86149.57,base,vdo_trend_accel
2024-11-24T16:00:00Z,SELL,0.18519205,95848.78,base,trailing_stop
2024-11-27T16:00:00Z,BUY,0.06761797,95608.56,base,vdo_trend_accel
2024-11-28T20:00:00Z,BUY,0.05824908,95171.80,base,vdo_trend
2024-11-29T08:00:00Z,BUY,0.02395192,95677.65,base,vdo_trend
2024-11-29T20:00:00Z,BUY,0.01249284,97383.27,base,vdo_trend_accel
2024-12-05T04:00:00Z,BUY,0.00528188,103020.64,base,vdo_trend_accel
2024-12-05T16:00:00Z,BUY,0.01185190,101347.72,base,vdo_trend
2024-12-09T20:00:00Z,SELL,0.17944558,97016.95,base,trailing_stop
2024-12-11T16:00:00Z,BUY,0.06477254,100416.85,base,vdo_trend_accel
2024-12-14T04:00:00Z,BUY,0.03509763,102144.16,base,vdo_trend_accel
2024-12-15T04:00:00Z,BUY,0.04567230,101789.79,base,vdo_trend
2024-12-15T16:00:00Z,BUY,0.03122459,102760.49,base,vdo_trend_accel
2024-12-19T00:00:00Z,SELL,0.17676707,100148.91,base,trailing_stop
2024-12-22T00:00:00Z,BUY,0.04938178,97345.52,base,vdo_trend
2024-12-23T08:00:00Z,BUY,0.06674360,95456.49,base,vdo_trend
2024-12-24T00:00:00Z,BUY,0.02366152,94933.66,base,vdo_trend_accel
2024-12-25T00:00:00Z,BUY,0.01443294,98717.85,base,vdo_trend_accel
2024-12-31T12:00:00Z,BUY,0.01067324,94284.52,base,vdo_trend_accel
2025-01-01T00:00:00Z,BUY,0.00769420,93627.47,base,vdo_trend_accel
2025-01-01T12:00:00Z,BUY,0.00741517,93496.05,base,vdo_trend_accel
2025-01-02T00:00:00Z,BUY,0.00590355,94643.81,base,vdo_trend
2025-01-07T20:00:00Z,SELL,0.18590599,96398.95,base,trailing_stop
2025-01-10T20:00:00Z,BUY,0.05645301,95379.51,base,vdo_trend_accel
2025-01-12T00:00:00Z,BUY,0.05299431,94652.03,base,vdo_trend_accel
2025-01-14T12:00:00Z,BUY,0.03761972,96601.15,base,vdo_trend_accel
2025-01-15T00:00:00Z,BUY,0.01855989,96613.97,base,vdo_trend_accel
2025-01-15T20:00:00Z,BUY,0.00640451,99899.83,base,vdo_trend
2025-01-16T16:00:00Z,BUY,0.00497557,99350.79,base,vdo_trend
2025-01-17T04:00:00Z,BUY,0.00677907,101107.32,base,vdo_trend
2025-01-23T12:00:00Z,SELL,0.18378608,101888.44,base,trailing_stop
2025-01-24T16:00:00Z,BUY,0.05609006,105918.22,base,vdo_trend_accel
2025-01-25T04:00:00Z,BUY,0.03748151,105260.27,base,vdo_trend_accel
2025-01-26T04:00:00Z,BUY,0.02305069,105120.20,base,vdo_trend
2025-01-26T16:00:00Z,BUY,0.03714836,105024.76,base,vdo_trend_accel
2025-01-29T12:00:00Z,BUY,0.01181210,102702.46,base,vdo_trend
2025-01-30T00:00:00Z,BUY,0.00574967,103790.31,base,vdo_trend_accel
2025-01-30T16:00:00Z,BUY,0.00327188,105622.06,base,vdo_trend
2025-01-31T04:00:00Z,BUY,0.00246670,104401.86,base,vdo_trend
2025-02-02T20:00:00Z,SELL,0.17707098,98219.13,base,emergency_dd
2025-02-04T20:00:00Z,BUY,0.05376499,98914.16,base,vdo_trend_accel
2025-02-07T20:00:00Z,BUY,0.03368917,96951.86,base,vdo_trend
2025-02-10T12:00:00Z,BUY,0.02718715,97714.87,base,vdo_trend
2025-02-13T00:00:00Z,BUY,0.02258998,97923.84,base,vdo_trend_accel
2025-02-14T20:00:00Z,BUY,0.02356279,97994.31,base,vdo_trend_accel
2025-02-15T08:00:00Z,BUY,0.00618647,97399.82,base,vdo_trend
2025-02-15T20:00:00Z,BUY,0.00534286,97585.56,base,vdo_trend
2025-02-20T16:00:00Z,BUY,0.00332099,96957.06,base,vdo_trend
2025-02-25T08:00:00Z,SELL,0.17564441,89270.89,base,emergency_dd
2025-02-26T04:00:00Z,BUY,0.06521332,88948.91,base,vdo_dip_buy
2025-02-26T16:00:00Z,BUY,0.06582240,87615.70,base,vdo_dip_buy
2025-02-26T20:00:00Z,SELL,0.13103572,83810.86,base,emergency_dd
2025-02-27T20:00:00Z,BUY,0.06288437,84160.25,base,vdo_dip_buy
2025-02-28T16:00:00Z,BUY,0.04548721,84051.26,base,vdo_trend_accel
2025-03-01T04:00:00Z,BUY,0.04495411,85377.77,base,vdo_trend_accel
2025-03-02T16:00:00Z,BUY,0.01590544,87476.09,base,vdo_trend_accel
2025-03-03T04:00:00Z,BUY,0.00918852,92760.98,base,vdo_trend
2025-03-04T08:00:00Z,SELL,0.17841964,83140.65,base,trailing_stop
2025-03-05T12:00:00Z,BUY,0.06064651,89863.66,base,vdo_trend_accel
2025-03-06T00:00:00Z,BUY,0.05609227,90655.84,base,vdo_trend_accel
2025-03-06T12:00:00Z,BUY,0.02939348,91400.25,base,vdo_trend_accel
2025-03-07T00:00:00Z,BUY,0.00759059,89981.35,base,vdo_trend_accel
2025-03-07T04:00:00Z,SELL,0.15372285,86943.42,base,emergency_dd
2025-03-29T16:00:00Z,BUY,0.06368544,82459.55,base,vdo_dip_buy
2025-04-01T00:00:00Z,BUY,0.06358285,82595.41,base,vdo_trend_accel
2025-04-06T08:00:00Z,SELL,0.12726830,82979.31,base,trailing_stop
2025-04-21T04:00:00Z,BUY,0.06033265,87253.53,base,vdo_trend_accel
2025-04-21T16:00:00Z,BUY,0.05367301,88093.24,base,vdo_trend_accel
2025-04-22T04:00:00Z,BUY,0.04088036,88206.04,base,vdo_trend_accel
2025-04-23T00:00:00Z,BUY,0.00358163,93494.39,base,vdo_trend_accel
2025-05-01T08:00:00Z,BUY,0.00684483,95078.11,base,vdo_trend_accel
2025-05-05T00:00:00Z,SELL,0.16531247,94225.76,base,trailing_stop
2025-05-06T20:00:00Z,BUY,0.04939279,95015.74,base,vdo_trend_accel
2025-05-07T08:00:00Z,BUY,0.05805253,97048.17,base,vdo_trend_accel
2025-05-07T20:00:00Z,BUY,0.04273142,96232.91,base,vdo_trend
2025-05-08T08:00:00Z,BUY,0.01314421,99306.94,base,vdo_trend
2025-05-25T12:00:00Z,SELL,0.16332094,107201.01,base,trailing_stop
2025-06-02T16:00:00Z,BUY,0.04327866,104496.24,base,vdo_trend
2025-06-03T12:00:00Z,BUY,0.03676068,105345.16,base,vdo_trend_accel
2025-06-04T12:00:00Z,BUY,0.03222333,105142.16,base,vdo_trend
2025-06-07T04:00:00Z,BUY,0.02057706,104929.28,base,vdo_trend_accel
2025-06-08T04:00:00Z,BUY,0.00911297,105529.61,base,vdo_trend
2025-06-08T16:00:00Z,BUY,0.02644025,106042.83,base,vdo_compression
2025-07-15T08:00:00Z,SELL,0.16839295,116714.91,base,trailing_stop
2025-07-21T08:00:00Z,BUY,0.05427368,119429.84,base,vdo_trend_accel
2025-07-22T08:00:00Z,BUY,0.05799336,118048.59,base,vdo_trend_accel
2025-07-22T20:00:00Z,BUY,0.03587896,119347.72,base,vdo_trend_accel
2025-07-23T08:00:00Z,BUY,0.00776599,118415.45,base,vdo_trend
2025-07-27T16:00:00Z,BUY,0.00403300,118650.98,base,vdo_trend_accel
2025-08-01T20:00:00Z,SELL,0.15994498,113266.35,base,emergency_dd
2025-08-03T20:00:00Z,BUY,0.04798545,114376.07,base,vdo_trend_accel
2025-08-06T16:00:00Z,BUY,0.03439161,115477.36,base,vdo_trend_accel
2025-08-07T12:00:00Z,BUY,0.04510209,116583.63,base,vdo_trend_accel
2025-08-08T00:00:00Z,BUY,0.01173941,117536.64,base,vdo_trend
2025-08-10T04:00:00Z,BUY,0.02157034,118565.18,base,vdo_trend_accel
2025-08-15T16:00:00Z,SELL,0.16078890,117210.74,base,trailing_stop
2025-08-21T00:00:00Z,BUY,0.05776244,114334.09,base,vdo_trend_accel
2025-08-21T12:00:00Z,BUY,0.03119037,113210.89,base,vdo_trend
2025-08-22T04:00:00Z,BUY,0.05813872,112991.36,base,vdo_trend
2025-08-22T16:00:00Z,BUY,0.01834071,116434.76,base,vdo_trend_accel
2025-08-25T20:00:00Z,SELL,0.16543224,110655.24,base,emergency_dd
2025-08-27T00:00:00Z,BUY,0.05726995,111824.70,base,vdo_trend_accel
2025-08-27T12:00:00Z,BUY,0.03475144,111383.31,base,vdo_trend_accel
2025-08-28T08:00:00Z,BUY,0.02090999,113176.33,base,vdo_trend_accel
2025-08-31T04:00:00Z,BUY,0.04076698,109283.92,base,vdo_trend_accel
2025-08-31T20:00:00Z,BUY,0.00322548,108989.92,base,vdo_trend_accel
2025-09-01T04:00:00Z,SELL,0.15692383,107600.80,base,emergency_dd
2025-09-02T08:00:00Z,BUY,0.04815527,110294.55,base,vdo_trend_accel
2025-09-05T04:00:00Z,BUY,0.05576123,111373.01,base,vdo_trend_accel
2025-09-05T20:00:00Z,BUY,0.02235867,111675.94,base,vdo_trend_accel
2025-09-08T16:00:00Z,BUY,0.01205982,112693.70,base,vdo_trend_accel
2025-09-10T08:00:00Z,BUY,0.01480949,112615.56,base,vdo_trend_accel
2025-09-21T04:00:00Z,SELL,0.15314447,115605.81,base,trailing_stop
2025-09-24T12:00:00Z,BUY,0.05671182,113091.62,base,vdo_trend_accel
2025-09-26T08:00:00Z,BUY,0.05699369,109380.15,base,vdo_dip_buy
2025-09-26T20:00:00Z,BUY,0.02581547,109232.26,base,vdo_dip_buy
2025-09-27T08:00:00Z,BUY,0.01140250,109471.37,base,vdo_trend_accel
2025-09-28T00:00:00Z,BUY,0.00435824,109696.16,base,vdo_trend_accel
2025-09-28T12:00:00Z,BUY,0.00454420,109429.18,base,vdo_trend
2025-10-10T16:00:00Z,SELL,0.15982591,118953.54,base,trailing_stop
2025-10-12T16:00:00Z,BUY,0.06059750,113260.47,base,vdo_trend_accel
2025-10-13T04:00:00Z,BUY,0.06000835,114884.29,base,vdo_trend_accel
2025-10-13T20:00:00Z,BUY,0.01621807,115856.53,base,vdo_trend_accel
2025-10-16T16:00:00Z,SELL,0.13682391,108489.52,base,emergency_dd
2025-10-19T04:00:00Z,BUY,0.05910452,107334.80,base,vdo_trend_accel
2025-10-20T08:00:00Z,BUY,0.03277930,111231.06,base,vdo_trend_accel
2025-10-20T20:00:00Z,BUY,0.02053788,110864.17,base,vdo_trend
2025-10-21T12:00:00Z,BUY,0.01525730,108639.73,base,vdo_trend
2025-10-23T16:00:00Z,BUY,0.01357561,109968.75,base,vdo_trend_accel
2025-10-24T04:00:00Z,BUY,0.00887657,110502.21,base,vdo_trend_accel
2025-10-24T16:00:00Z,BUY,0.00676557,110107.45,base,vdo_trend
2025-10-25T04:00:00Z,BUY,0.00377209,111091.06,base,vdo_trend
2025-10-25T16:00:00Z,BUY,0.00394503,111446.45,base,vdo_trend
2025-10-30T00:00:00Z,SELL,0.16461388,109960.80,base,trailing_stop
2025-11-05T20:00:00Z,BUY,0.06339516,104065.30,base,vdo_trend_accel
2025-11-06T08:00:00Z,BUY,0.05357638,103241.51,base,vdo_trend_accel
2025-11-13T20:00:00Z,SELL,0.11697154,98627.86,base,emergency_dd
